rating,title,userName,date,review,developerResponse,isEdited
4,Disappointed,vonievon93,9/10/2020 7:17,I just started my account at the beginning of this month I changed my bank info right away here it is my pay day I still haven’t received my check the two days early pay is false advertising I should’ve been received my money and there is no number to contact anybody they just have a program not that only answer certain questions I thought this would be better than my old bank card but I’m really frustrated about my money I have bill to pay so that is very inconvenient to me,"{'id': 17874875, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-09-14T17:54:45Z'}",FALSE
5,Update phone information,Smorning42,2/27/2021 8:31,I was skeptical after reading some reviews about the process some people went through to update phone number to log into account and how difficult it was to get in touch with customer support but honestly I’m so glad I did they got everything taken care of on my account in a very fast pace quicker than I thought it would be and they did everything to protect my account I’m very happy and satisfied with current,,FALSE
1,Not for self employed,moneymmke14,6/3/2021 12:42,"Wish I read reviews before opening this account I am self employed I get paid in check I have had the account 3 month haven’t made big deposit yet but the time i have made check deposit it said 3-5 days but I still waiting. They say you can get instant check deposit if you have a direct deposit but again I’m self employed I get paper checks and waiting a week to get paid is unnecessary if I can pay a fee and get it the same day I would like to use this account but they process checks like we live in the Stone Age it takes one day to process a check if that my old bank changed
 so I switch but if my account doesn’t work with the self employed I will not bank here.","{'id': 23249639, 'body': ""Hey there, we're sorry to hear about this & we would be more than happy to look into this delay for you. As you mentioned, mobile check deposits take between 3-5 business days to settle into your account. \n\nPlease send us an email at reviews@current.com from the email address linked to your account & let us know if you have any other questions or concerns. We look forward to hearing back from you soon! "", 'modified': '2021-06-07T21:17:56Z'}",FALSE
2,Need major fixing!,jjvaldez12,2/13/2021 1:33,"This app has so many interesting features but it’s been almost two months since I opened my account ordered my card and I have not received a physical card. I reordered it already and it’s been 3 weeks since that and still no card... therefore I can’t withdrawal cash. I can only spend in places they accept Apple Cash.... and every time I talk to a customer service representative they just say the same thing. “ it’s says it’s ordered... sometimes it takes longer. I can go ahead and reorder another if you’d like.” And then they offered me express shipping for 20$ more, when I’ve been waiting almost 2 months for my first card...","{'id': 21168159, 'body': ""Hi there, we're sorry to hear this and would be happy to look into what's happening with the delivery of your card. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-19T15:04:44Z'}",FALSE
2,Terrible customer service,lamarf1,1/29/2021 8:52,So I’ve had current since I’m pretty sure 2018 I always get my checks direct deposited and my taxes it’s my main bank which really confuses me to why I don’t have overdrive I’ve tried to contact customer service three different times the past few months and even tho I qualify for the overdrive feature and pay for premium they have to put me in for a review I’ve had three different people tell me this and they say I’ll get a email within 24-48 hours and I haven’t had one email or have tried to be reached out to I just don’t see why I pay for premium if I don’t get all the features. I’m almost about to switch to chime,"{'id': 20785823, 'body': ""Hi Lamar, we're sorry to hear this. Your eligibility for Overdrive is determined by multiple factors like your direct deposit history, spending, and account activity, among several others. We'd be happy to shed some more light on this for you, feel free to contact us at reviews@current.com!\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-01T15:06:14Z'}",FALSE
2,Great but a major problem exists,Camnito,6/26/2020 13:14,"I think the app is great! One problem I’m having is that every time I attempt to deposit funds from my funding source, the confirm button is greyed out and I can not deposit the funds. My bank account is a common checking account with Wellsfargo and it has funds in it and has been verified. I’ve tried contacting support a few times and after waiting almost an hour to speak with someone on the chat function, they told me to uninstall and reinstall the app. Doing that did not work either. Didn’t want to have to go through the hassle of setting up with another company but that may be my only option.",,FALSE
5,Great service,keddy8907,10/23/2020 23:22,My direct deposits always come 2-3 days early. The app is also great and easy to use. One nice thing is that it also has a virtual card that is attached to your account along with your plastic card. The virtual card has its own number. Over all very pleased with this bank. Do wish you was able to talk to a live person or was able to do more when you call the number off the card other then them telling you to go through the app.,,FALSE
5,Mistake,jazmine.ii,8/27/2020 3:00,"My Daughter had signed up for this current app, but since she been lying about her age she didn’t know that minors can use current. Meanwhile, I was making a parent account on current since on the parent account you can track down what your kids been purchasing online, but since my daughter didn’t put her real age on her current account that she made separately. Is there a way that we can delete her account? 

Please contact me if there’s anyway she can delete account! :)",,FALSE
5,Recommend it!,chaarmikaa,7/6/2020 23:58,"It’s honestly great. Card came fast and it’s so cute. Options to make a savings pod and even monthly budgets by categories. Easy to transfer money back and fourth between accounts and you can make multiple accounts within the app and move around your money how you life. Also notifies me how much I spent and where and the amount I have left on my card which I love. Hooks up to all cash apps (cashapp, venmo, etc) I would for sure recommend it and I will continue to use it.",,FALSE
5,BEST APP EVER,Kyasiayasminee,2/20/2021 1:19,"I'm not gone lie guys, there was one issue i did have and it was the virtual card only. Somebody mistakenly had the same virtual card as me, but once i contacted them on the app in support they helped me QUICK. They always have the answers for you too let's not forget. They direct deposit works perfectly fine! I love this app so so so much it has helped me build and save. You can also do a joint account with your child if you have one. Just download for your experience cause please !",,FALSE
5,Perfect app for teen pocket money,KatNYC:),8/5/2020 0:16,"I have been using this app to pay my son his pocket money for more than one year. We wanted to go cashless since this also much easier for him. Current is super easy to use, the app is very user friendly and beautifully designed and the whole transfer process is painless. I can schedule the payments to be automatic and he can request payments for other expenses. This is better than PayPal (which I have been using for my older daughter). I love it.","{'id': 17215063, 'body': 'Thanks for your love. If you have any questions, please contact us at reviews@current.com.\n\nSincerely,\nSupport@Current', 'modified': '2020-08-11T13:50:26Z'}",FALSE
1,My Money was stolen thru the app,FeliciaHuntley,2/8/2021 11:17,MY FIRST TIME GETTING MONEY DIRECT DEPOSITED INTO MY ACCOUNT FROM IRS WAS TAKEN OUT MY ACCOUNT 993 THE SAME DAY IT WAS DEPOSITED INTO MY ACCOUNT I CALLED THE NUMBER THEY GOT ON FILE WENT IN THE APP TO TALK TO THIER CUSTOMER SERVICE TO LET THEM KNOW MY MONEY WAS FRAUDULENT TAKEN WITHOUT MY CONSENT I DIDN'T EVEN KNOW THE PERSON DIDN'T KNOW HOW THEY PUT THIER SELF IN MY APP AS IF I SENT THE MONEY TO THEM AN I NEVER DID NEVER GAVE MY INFORMATION TO NO ONE TO EVEN GET IN MY ACCOUNT PERIOD AN I DID EVERYTHING I WAS TOLD TO DO AS FAR AS REPORTING THAT IT WAS AN FRAUDULENT ACTIVITY AND SOME ONE AS TAKEN MY MONEY THEY TOLD ME I COULD NOT TALK TO A HIGHER PERSON TO GET IT RESOLVED SO I KEPT TRYING TO TALK TO SOMEONE THEY KEPT TELLING ME THEY WILL SEND A FOLLOW UP EMAIL NEVER GOT IT SO I KEPT TRYING THEY TOLD ME IT TAKES 10 TO 90 DAYS FOR INVESTIGATION SO I WAS HEARING THAT BECAUSE SOMEONE TOOK MY MONEY WITH ME KNOWING AN I DONT I EVEN KNOW THE PERSON SO I KEPT TRYING TO TALK TO SOMEONE SO THE PERSON IN THE APP SENDS ME A EMAIL THAT I NEVER RECEIVE SAYING SOMETHING BOUT GIVING NOT GIVING MY INFORMATION OUT AN UNFORTUNATELY THEY CAN NOT CREDITED MY MONEY BACK INTO MY ACCOUNT!!!!!! THAT CRAZY BECAUSE I HAVE NO CLUE WHO THIS PERSON IS NEVER PUT THIS PERSON INTO MY ACCOUNT NEVER SENT THIS PERSON MY MONEY PERIOD AN I HAVE MORE MONEY COMING TO THIS ACCOUNT FROM THE IRS AN IM SCARED THEIR GOIN TO TAKE ME MONEY AGAIN!!!!!!,"{'id': 21007352, 'body': ""Hey there Felicia, we're sorry to hear about your experience and would be happy to investigate this further. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-11T20:35:28Z'}",FALSE
1,Deceitful and misleading,360 dreaz G,9/10/2020 11:38,"So I tried this banking system out and it’s been nothing but misleading and unprofessional. 
I first signed up because of the overdraft system of 100. Only after u gave them money. Ok whatever. Then they promote with premium get paid two days early we’ll guess what. Another example of dishonesty. I get my paystub Wednesday And the paystub is dated for Friday. My job sent u guys the funds. And I’m paying 5 bucks a month for u guys to ignore that date and pay me earlier. You didn’t do that and after further inquiry your support team pretty much said I have to wait anyway. And was also extremely rude. I have sreeanshots of the conversation along with my paystub that clear said they sent the funds to u guys two says early.","{'id': 17874904, 'body': ""We apologize for the trouble you've had with the app. We'd be happy to take a look into this for you, please contact us at reviews@current.com. Thank you.\n\nSincerely,\nSupport@Current"", 'modified': '2020-09-14T17:55:57Z'}",FALSE
4,Linking a teen,Lydia Burchett,9/19/2020 15:02,"Overall, the app works great. It has multiple features for saving and a button for if your child loses their card. The app is very helpful however the linking a teen option needs work. Although linking a teen is very helpful, you can not link them if they don’t have a phone number. Which means if your child doesn’t have a phone number, then they can not be linked. They can still use there account but they can easily transfer money from your account and change settings.",,FALSE
5,I LOVE THIS APP,ndka dndjd,10/16/2020 14:00,"As a high school student I’m not old enough to have my own bank account. This is really handy because I can make my own savings account, I got my own card and my parents can transfer money to me! It also shows you where and how much you spent at different stores! Overall the only thing I will say is that I wish you were able to make 2 different savings ( saving for a new car and saving for Christmas) other than that I’m in love with this app!",,FALSE
1,False Advertisement,Tyler / Symbolic,4/1/2021 22:00,"They say if you have over $500/m in direct deposits you will have OverDrive. That is a complete lie. I’ve had my account for probably two years now, with consistent direct deposits and still don’t have OverDrive. Customer Support is some of the worst I’ve seen just give you generic *** answers that get you absolutely nowhere. I love the app and everything you guys just need to rehire your support team and not do false advertisement. I think it’s crazy I’ve been a loyal customer for over 2 years and haven’t even been considered. Reached out about it to only get the answer that the ad says. So if your looking for overdraft definitely go with another bank because you’ll never get OverDrive.","{'id': 22054929, 'body': ""Hey Tyler, thanks for leaving a review. We're sorry to hear about the experience that you've with our support team, and this experience is something that we're always looking to improve. Your eligibility for our Overdrive feature is determined by your direct deposit history, spending, and account activity, among other internal factors. Although we're not able to manually enable this feature, if you have any questions about eligibility, feel free to contact us at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-04-05T17:00:29Z'}",FALSE
2,Great when it is working right,htrn957,7/3/2020 20:09,This has been perfect for my teens! It gives them independence with their money with oversight from mom. The problem is custom service is horrible. You cannot talk to anyone on the phone when you have an issue. Your only option is to communicate via chat with customer service through the app. AND then it takes forever to get them to understand what the problem is and then it usually ends up getting elevated so then you waits for days for communication via email. They do not link to all banks so it could be you can’t even use their service. It’s is a great convenience but needs ALOT of work!,,FALSE
1,I am marking it as 5 so you can see my comment,shyemartin,7/11/2020 17:30,"I want to place a complaint the person I spoke with in the chat was extremely rude, didn’t help me, and was a failure to my service. I ordered food off of Grubhub, they didn’t complete my order so they refunded my money. They told me the bank, Current, is denying the refund. And so I contacted the chat and was infuriated with the zero communication Joe had with me. He made rude remarks and ultimately failed at what I was requesting and refused to let me speak to his manager. I will also be figuring out who I can speak to, to report the “bank” for basically stealing my hard earned money. What a horrible thing to do during a time like this when I am a single mother of two kids. Shame on this bank","{'id': 16603998, 'body': ""Hi, we're sorry to hear this and we'd be happy to see what happened with your account. Please contact us at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-07-13T20:50:45Z'}",FALSE
5,Best App 4 Simple Direct Deposit,UceDistrikt,4/8/2021 11:56,Current is one of the best apps I have ever used for direct deposit especially as a first time user. At first I was afraid I answered my information wrong but then I have received a notification when I woke up to go to work the next day kind of sad I didn’t get paid yet like they said I would one day earlier. Getting paid one day earlier is just what they promised and from now on I will be a current customer for life. Thank you Current!!!,,FALSE
1,Customer service is the worst,Learnerin75081,4/1/2021 1:43,"This rating really is more about the customer service than it is about the app. My request was simple. One I lost my card stolen not sure. I wanted to log into the app to report it however I did not have a current password. So I tried to reset my password and it would not except a password.I have sent a photo ID copy I have resubmitted all of my personal information at least three times, and I have exchanged over 30 emails and I still cannot log into my account. The emails are friendly enough, they just aren’t helpful now all I want to do is cancel my card and find something else to use that has helpful and useful customer service","{'id': 22021947, 'body': 'Hi there, thanks for leaving a review & we apologize for the lack of help on our end. Rest assured, this is not the level of customer service that we strive to achieve. Please contact us at reviews@current.com from the email address linked to your account so that we can help you gain access to your account again. \n\nLooking forward to your response! \n\nSincerely, \nSupport@Current', 'modified': '2021-04-02T22:21:39Z'}",FALSE
5,Look No Further For Your Banking Needs,ajbme86,5/14/2021 16:30,Living in a rural area banking is limited so I chose to use online banking and in doing so have had other cards with other institutions but never was quite satisfied… that is until I got with Current. It is online banking at its finest and easiest with rewarding perks and wonderful customer services. So when your ready to bank with the best online banking service cut to the chase and go for the best CURRENT. I CAN PROMISE YOU THIS YOU WILL BE SO GLAD YOU DID AND WISH YOU WOULD OF SOONER.,,FALSE
5,So Far Really Good,Sophieleeg,12/17/2020 0:01,"It’s like chime and Cash App put together.
Better benefits of chime and cash app. Free ATMs, Places to load you money on, direct deposit, checking and savings, add children, transfer and receive funds... I just need to see if I run into a problem how it handles it, but so far it checks out good. And less chances of fraud due to all the security checks. Only thing I didn’t see that I like about the cash app and chime is being able to lock your card from transactions.",,FALSE
5,I love this bank,Sendiiis,3/16/2021 9:50,I have had this bank for a while now and I have not ran into issues I love this bank better then chase and first convenience bank I closed my other bank accounts and stayed with this one. Not forgetting to mention you get paid faster with this one unlike chase promising you the same and still get paid fridays my check is supposed to be there on fridays and I get it on Tuesday yay!! I’m obsessed with this BANK!!! Must have bank,,FALSE
5,It good but then bad,rosamama31486,8/10/2020 21:10,I have current and I’m having problems because now my account say suspended when I never suspended my account now I cannot login and and I can’t even take my money out there’s not the first time someone took my money before so much going on and plus they don’t have customer service support at all I love current but then I hate it when things like this happened now I need help and no one from current email me back 🤦🏻‍♀️,,FALSE
1,Extremely Confusing and Slow,Nick11965,1/24/2021 18:15,"I gave this app a true effort. My son has yet to be able to use his Current debit card without it being declined. I sent the link to his mother. She has deposited $ as well and can’t get it into his account. I believe there is $100-$150 somewhere?
Navigation is horrible. We are probably going to get debit card through local bank that has “Zelle” much easier app to work with. I though that based on my review of apps like Venmo, Current etc. that the educational features for a teen could be a positive. WRONG! There is nothing more unnerving. as a parent, than receiving a declined attempt to purchase fuel when your child is driving to school 30 miles away.","{'id': 20668391, 'body': ""Hi Nick, we're sorry to hear about your experience and we'd be happy to look into the issues with your teen's card. Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-26T22:55:37Z'}",FALSE
1,Horrible customer service,yejshnsknenend,11/18/2020 21:17,"Horrible when it comes to making a dispute and getting your money back. I put in a dispute on Aug 16th and I still haven’t got my money back yet. They give you a horrible time frame of 30-60 days which is unacceptable and when you try to talk to customer support to try and speed up the process, or at least get an update they don’t even tell you anything. They’re so bad at their job they responded to this review and told me to email them, then never responded.

So after they failed to respond to me after telling me to write them, they said that they’re was no error found in my dispute even though I told them somebody tried to scam me on eBay. DO NOT ISE CURRENT","{'id': 19098892, 'body': ""Hi there, we're sorry to hear that you're having issues with your dispute. Can you write to us at reviews@current.com? We'd be happy to investigate what's happening. \n\nSincerely, \nSupport@Current"", 'modified': '2020-11-13T21:32:39Z'}",TRUE
5,A modern banking solution.,hebigusutafu,6/24/2020 16:00,"Set up was quick, had my card in a couple of days, it works, it’s fast and it’s easy. This is what I want from bank and this is what I have now with Current.
The instant gas hold refunds are awesome, the fact that I have never had to pay a cent in overdraft fees is even more awesome! The pods do their job and that’s good enough for me. The only suggestion I have is work on the budgets, a lot of times it categorizes my stuff incorrectly but otherwise, stay awesome!",,FALSE
5,Customer service is horrible,kimora143,2/12/2021 20:11,I’ve reached out to this company over 10 times to regain access to my account even went as far as to dming their Instagram and writing a comment on one of their posts all I need is a simple number change and they can’t even do that when I call to speak to an agent theirs no one to talk to everything is automated I’ve sent numerous emails and still no response I’m getting really frustrated with this company NEVER BANK WITH CURRENT SO UNPROFESSIONAL,"{'id': 21168170, 'body': ""Hi there, we're truly sorry to hear this and would be happy to help you out! Please contact our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-19T15:05:26Z'}",FALSE
1,Worst for teenage banking,There Is No Magic Unicorn Fix,6/3/2021 16:32,"I have a shut-in introvert of a teenager. We decided to try current as way to start banking without having to go to a in-person bank. It has been two months and my teen still cannot access their acct. There is no log in screen, it simply asks for a password and goes to a locked screen where you get stuck. We have emailed and i used the app for support. Support is slow and just repeats to delete and re-install the app, somehow a magic unicorn is supposed to touch the app and make it work. There are no unicorns near us to change the app into working. I can access the teen acct from my end, but they cannot.
Incredibly unhelpful and a waste of time.","{'id': 23249741, 'body': ""Hi there, we're sorry to hear this & we would be more than happy to look into what's going on here so that we can resolve this for you ASAP! Please contact us at reviews@current.com from the email address linked to your account & let us know if you have any other questions or concerns. \n\nWe look forward to hearing from you! "", 'modified': '2021-06-07T21:28:36Z'}",FALSE
5,Extremely satisfied client 🌻,spinkleofglitter,2/11/2021 19:25,"I went with Current based off of reviews and sooooo thankful I did! I have not had any issues with them at all. The app is super easy to navigate and very self explanatory. 

In fact, when my money is looking funny they spot you money to get by until payday (no interest/fees added) I receive my paycheck 2 days earlier than I normally would 🌻 I’m able to transfer money to my family and save! 

Thank you, Current",,FALSE
5,Current,gravesMimi,10/1/2020 4:49,I found out about your Bank a couples week ago so I am trying it’s out and I just call Today too check on my Job giving them my Work information so I can get my Money deposit in my Account so was told they didn’t see it’s at the time so I was Disappointed at that moment so I Thank the Rep and I was gonna wait until Thursday so later that’s Day my Funds was there Thank You Jesus and I like to Thanks Current also Mimi,,FALSE
3,Good app but terrible customer service,therobaboba,8/12/2020 17:47,"It’s a nice app and it works, it’s a nice layout & banking system. But the customer service is terrible, I was wrongfully charged for a free trial & tried to get my $20 back, first time I contacted customer service they told me they couldn’t do anything because it was a pending charge (which is fine) but once I was actually charged I tried to contact them again and they literally ended the chat in my face before they got any solution. A good bank also has good customer service so if you ever have a problem, don’t expect them to fix it.",,FALSE
3,Please make it easier for us to receive money,xzaviaperice,6/22/2020 3:42,"Current is so far so good but the most frustrating part is trying to get somebody to send u money!! Like it shouldn’t be such a hassle! There’s not a lot of options to even do so... you either have to log in into there whole bank or send a check and I don’t think it should be this hard especially for times like this is pretty rough! Please make it easier or maybe I’m just doing it wrong, but I looked it up on the website and it gives steps but the same steps aren’t on the app please fix this","{'id': 16172857, 'body': 'Sorry for the trouble you are experiencing with our app. For further assistance, please email us at reviews@current.com. \n\nSincerely, \nSupport@Current\n\n', 'modified': '2020-06-23T14:29:00Z'}",FALSE
5,One of the best,yah nate,12/30/2020 11:21,Since I gave my job my direct deposit I get paid two days earlier I get paid on Wednesday mornings or nights every week I love this app it’s really colorful and  convenient i like how it keeps up with how much you spend and where you spend it and no hidden fees I mean there’s a five dollar fee for a premium account but you get overdraft starting at $25 up to 100 I haven’t reached 100 yet because I just got it but I really like this this bank,,FALSE
5,A very good banking app,RoseQuartz48,5/1/2021 4:14,"I’ve had a few banking apps and so far this one is one of the bests. I’m on SSI and so I get my paycheck 5 days early, so far I have no issues with this app. Only con that I can see of is that it’s a little difficult to find a place to add cash, or find a fee free atm that works with this bank. Other then that it works great! And is especially helpful if you lose your card you have an online emergency card on the app that is super helpful.",,FALSE
1,DO NOT USE CURRENT,CassieLovene4,2/23/2021 14:48,They make it way to easy for other people to get into your account just by using your phone number and when someone steals your money instead of them helping you they tell you to contact the fraud who stole your money. They will not help you or cancel the transaction or mark it as suspicious. My paycheck got stolen by some guy in a different state and the people at current told me to get a hold of the stranger and try to get it back because there was nothing they could do and tried telling me that I sent it to him or allowed him to do it and I don’t know who he is at all and I didn’t let him take all my money. Current is awful with helping their customers!,"{'id': 21294101, 'body': ""Hi there, we're truly sorry to hear this. The only way to access your device and create the transfers that you described is by sharing personal details like your login information and verification codes. You should only send money to people you know or trust and carefully review any request from someone you haven’t interacted with previously. We strongly encourage you to never share any login or account details for your own security and to always keep your device secure. \n\nSincerely, \nSupport@Current"", 'modified': '2021-02-25T15:41:26Z'}",FALSE
5,Why is THE WHOLE WORLD  “NOT” on CURRENT,TonyMcG757,4/6/2021 5:40,"Seriously whoever designed the app should be in charge of designing every app IMO! The sleekest design then when I received the card for the premium checking it’s the card that definitely makes you want to pull it out and show it off almost like: 
 “as your talking to someone in a retail line, it slips out of your wallet and flashes the person behind you your talking to and they’re like, D$&* where the F$&@ is that card from I want one”",,FALSE
1,Weirdest Banking App,LoLoBandz_,5/15/2021 14:45,"Let me first say that I was referred by a friend to use current. For some reason it has a limit on how much you can deposit, transfer and how much you can spend in a day. The spending limit is only $200/day, so when you have bills you have to pay online they automatically cancel your transaction which causes you to have fees. I would not recommend this banking app for an adult, but maybe an older child. The customer service is garbage too. Read the rest of the reviews and put your money in here at your own risk because you can’t transfer it out all at once you have to do it a couple of days at a time to get it all out.","{'id': 22860761, 'body': 'Hey there, thanks for leaving a review. Our daily spending limit is $2000, per day. We understand that this can be frustrating, but please understand that this is a safety precaution to keep our members and platform secure. If have any questions about your account, feel free to reach out to us at reviews@current.com. Our team would be happy to assist you. \n\nSincerely, \nSupport@Current', 'modified': '2021-05-17T21:42:27Z'}",FALSE
5,Worst decision I ever made,Sonya2026,11/12/2020 13:04,Worst bank ever I hate everything about it should’ve kept chime 🤦🏽‍♀️. Nothing is convenient about this bank unless you have the debit card which takes a FULL two weeks to come. If you get paid weekly its no point because you won’t be able to send money to cash app. The virtual card is limited you can only make online purchases and Apple Pay no cash back at all. Again worst decision I ever made.,"{'id': 19098847, 'body': ""Hi there, we're sorry to hear that you feel this way. If you are unhappy with any of our features or need additional information about our services, you can contact us at reviews@current.com. \n\nSincerely, Support@Current"", 'modified': '2020-11-13T21:27:28Z'}",FALSE
5,Current Cares,TomBandz26,6/21/2020 15:12,"I promise you that Current has a customer service team SECOND to NONE ! If you have any problems with the app the customer service responds almost instantly. I also love the Current to Current instant transactions similar to Quick Pay by Chase. All in all this is a bank of the future, the only thing missing is having a cryptocurrency format of some kind on the app, maybe they should create The Current Coin 😅",,FALSE
3,Can load my account on my new phone,seamonet,10/18/2020 16:24,I have tried multiple times to add my account to my new phone and for a month now I can speak to  any human there customer service is non existent on top of that I have no way of viewing my account you can’t even call to get your account balance and the icing on the cake is they have no automated service to help you and I still have not gotten a response to why this is I am beginning to think these are scams because how does it take this amount of time to speak to a live breathing person at your bank,,FALSE
1,Customer service is nonexistent,MYSISTERSKEEPER69,5/4/2021 20:35,"Disputing incorrect or unauthorized charges take longer than any other bank on the planet.  They have no system to cancel a pending charge before it hits your account, and even then they can’t do anything except hope they can successfully dispute a charge that will take 3-6 months.  Your card will decline at random, the limits on the card are a joke, and customer service can’t help you with anything.  This is not a banking platform, its a scam to take your money.  You pay extra every month for them to tell you they can’t help you.  Please if anyone who works for this shady enterprise sees this please email me, call me, something.","{'id': 20588258, 'body': ""Hi there, we truly appreciate your feedback on this. Unfortunately, when the merchant uses a standardized amount the authorization will not match the purchase and the hold can remain on a card for up to 15 business days. However, we'll be happy to share it with our team as we continue to iterate and improve the products and services that we provide. Feel free to share any additional feedback with our team at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-01-22T22:22:45Z'}",TRUE
5,Love this banking experience,stitchedgizmo,2/25/2021 1:08,I use this for my child support and I love it. Never had an issue except one and that was when I got a new phone and was waiting for my number to move over from my old phone but they helped me really fast and we came up with fixing the problem. Other then that I have had an amazing experience. I would recommend this to my friends and family. Keep up the great work.,,FALSE
5,Great app,Sageking0710,11/18/2020 16:07,Easy to use. Get my checks 2 days early. I got the recommendations from a friend and I haven’t regretted it since I got it. Tracks my spending so I know what I need to do to manage it better and I can even diversify my savings accounts for different projects I have. Now it’s even easier to load money into it and take money out cuz it tells me where I can do it for free. Would recommend if your not into traditional banks or credit unions,,FALSE
1,Horrible app and can’t even talk to a human,jdkdoeown,1/27/2021 19:45,This was great at first because I was able to send my kids money but then it got to a point when anytime I wanted to reach out to someone I couldn’t get a human on the phone.I have spent several hours this morning emailing back-and-forth with the place but no one will respond to me right away it normally takes at least 20to 30 minutes if not longer.I do not recommend this for anyone it would be better if you open a bank account for your kids if you are needing something to be able to transfer money to them while they are away from you horrible app horrible people do not use.,"{'id': 20740769, 'body': ""Hey there, we're sorry to hear about your experience and we'd be happy to look into the trouble that you ran into. Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-29T23:07:36Z'}",FALSE
5,Great App For Major Banking Alternate,APGaming10,11/5/2020 18:43,"I have been looking around for a while for an app that I can use to replace my bank, which was charging fees left and right for everything I did. I found Current in an app store search and this is what I LOVE:

-Color scheme is amazing. Its a visually appealing app to use. I love the look of the debit card as well. Might be my favorite thing overall
-Built in tools like budgeting tracker is really cool
-i love the overdraft protection with no fees 
-I like that you can deposit cash still using stores in my area. Thats usually my only issue with non-major banking apps but this solves that issue
-Earning rewards points for shopping is always a plus
-Very nice to be able to use a virtual card until our real card gets here. 

I love the app and plan on using it long term!",,FALSE
5,"Awesome card, great support, this is the card you’ve been waiting for!!!",looper7555,9/1/2020 7:39,"Seriously fast direct deposit, I get my check faster than anyone else, even my snobby traditional bank friends!!! I genuinely want to thank the  creators, the staff anyone that has had anything to do with this powerful banking resource as they have truly given me the type of relationship I never thought possible with a bank.",,FALSE
1,False advertising,martez484,6/30/2020 16:58,Y’all did not let me back into my account cause I change my number I’ve been lock out my account with a couple of hundred still in my account that I no longer have access to this is a bad card do not get this they wait till you change your number than lock you out your account an don’t even answer the emails just going back in forth with me for over a week an I still do not have access to my account I send in all the information they needed to prove it me an not no one else I still haven’t heard from them an I’m still lock out my account that’s has my money in it so please do not get this card they are no good,"{'id': 16340992, 'body': ""Hi, we'd be happy to see what happened with your account. Please contact us at reviews@current.com. Sincerely, Support@Current"", 'modified': '2020-07-01T15:33:13Z'}",FALSE
1,Can’t access my own money,jazziebf,3/7/2021 13:18,Beware once your money is on this card it’s very hard to get it off. I have bills I have to pay but have to wait because there is a maximum of $2000/day you can use. It still keeps declining after it’s been a day for smaller purchases saying I’m at my daily limit. The only way I get money off my card is to link it to my cash app account and transfer the money a little bit a day until I can get it all off this card. It’s still not letting me get anywhere close to the $2000/day limit. I tried raising my limit but that wouldn’t work either. I will ever use this card again once I get all my money off of it.,"{'id': 21524186, 'body': 'We appreciate your feedback here and apologies for any inconvenience this may have caused. The $2,000 daily spending limit resets every 24 hours and includes any ATM withdrawals that you may make during this time frame, in addition to any standard transactions or online purchases. Feel free to contact our team at reviews@current.com with any questions you may have. \n\nSincerely, \nSupport@Current', 'modified': '2021-03-08T23:06:08Z'}",FALSE
1,I’m able to log in and access my funds.,thenameisvic,3/1/2021 17:27,"I have reached out to their customer service 3 times with no actual help. The current app seems to be frozen on the “get started” screen. I can’t press the button so I can log in. I’ve forced closed the application MULTIPLE TIMES. Uninstalled and reinstalled MULTIPLE TIMES, make sure the app and my iPhone is up to date. However the problem persist. It’s going on 1 month now & customer service keeps letting me to try to log in 😒. I CANT GET PAST THE “Get Started” SCREEN IT WONT LIKE ME PRESS “ Get Started” SO HOW COULD I POSSIBLY LOG IN???? The need a customer service phone number. Because clearly email leaves things to be misunderstood over and OVER AND OVER AGAIN.","{'id': 21430464, 'body': ""Hi there, we're sorry to hear about your experience and we'd be happy to investigate this further. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for assistance. If you can send us a screen recording of what happens when you open the app, that would be super helpful! \n\nSincerely, \nSupport@Current"", 'modified': '2021-03-03T17:18:53Z'}",FALSE
