isEdited,userName,rating,date,review,title,developerResponse
FALSE,Msvictory,1,10/17/2019 18:10,"This is day two of a “system disruption” that has affected ALL customers. First, we had zero access to our money. The app was down and all transactions are being declined. Then, there were no updates given directly to customers and we had to find out there was an issue via
Comments on an INSTAGRAM & TWITTER post. An email was sent after whoever is running the social media platforms, were sending copy & paste, generic responses. BUT WAIT, there’s more. As of 2:07pm today, you can make transactions with your card but you can’t use the app. So in order to know your balance, you have to go to an ATM. According to fellow customers, direct deposits may or may not be getting deposited into accounts, even though these generic “Chime Bot” responses say they are.

This is a warning, use Chime as a back up bank. Make sure you have a physical bank you can depend on because Chime ain’t it.",RUN!,
FALSE,brihvacguy,5,1/17/2021 13:14,"Not only is it a great card with great features like overdraft with no charge I can overdraft up to 150 dollars and do not get charged a fee  , chime has allowed me to get a credit  card and my credit has gone up . Chime has had a few times that they were down for maybe 2-3 hours but the positive far far out weighs the negative . They have a feature u can automatically save  a percentage of each check into your savings and they offer a referral bonus of 75 dollars for u and for them and a 25 spot me increase . U can upload checks , send checks straight from your account , I could go on and on and on !!!",I love chime,
FALSE,dasqueeefnsie,4,3/7/2019 16:55,"I e had chime now for about 2 years. I also have accounts with other brick banks. Chime’s app is the best out of all of my banking apps. Easy, intuitive, and a pleasure to operate. My one reason for not giving 5 stars is the lack of Zelle integration.

I keep a good bit of my savings with Chime. I was lightly hunting for a used car and one morning I came across exactly what I was looking for on FB Marketplace. When I needed to withdraw a few thousand dollars for a private sale I quickly discovered that there was no fast way to get the money to one of my brick bank accounts. Private sales are all about having “CASH” and having to wait 2-3 business days for your own is a great way to miss a deal. 

Each of my other accounts use Zelle for quick money transfer. By quick I mean less than 15 minutes. If Chime had Zelle integration I could have quickly moved my money to a brick account and shown up with cash to buy the car. 

I’ve since moved my savings to my brick accounts to avoid this upsetting discovery and not miss out on future finds. 

Chime, get Zelle and I’ll give you a 5th star.",It’s worth the switch,
FALSE,La S.,2,10/27/2018 22:00,"After opening a chime account, I had run into some issues. We opened a chime account try this new online banking. Some issues were that Chime can not accommodate for a joint account or 2 debit cards if you and your significant other want to use it. I transferred money from an account but it takes 5 business days! Since I did it on Saturday 10/27, it says my funds won’t be available until 11/5! That sounds ridiculous. So now I’m having second thoughts about using this bank or even setting up direct deposit. It won’t do me any good if it’s going to take that long when you can send money to your friends and family instantly. All the things they don’t tell you up front. I will still give it another month but wanted to post a review of what I have encountered so far.",What they don’t tell you up front,
FALSE,"Faith,lord of the cats",5,10/17/2019 10:58,I swapped from regions after they charged me $300 in OD fees for a couple 99 cent iTunes subscription charges. I love chime- I have had no problems until last night with the outage. Hoping it’s fixed soon because if not- I can’t leave work today because I won’t have gas to get home and I get paid today- that’s the reason for three stars- the outage couldn’t be more inconvenient for me rn but like I said- I haven’t had any problems with Chime at all since I signed up and sh** happens with ANY bank. As long as it is resolved asap I plan to stay a customer because I love the app when it works and haven’t had any other problems.,Still love it,
FALSE,Deyheimler,1,4/24/2020 14:41,"But in reality all they had going was the fast direct deposit. Recently someone hacked my account with them. Stole everything from my savings and checking. It took me hours to get a hold of someone, then they were incredibly rude asking if I knew the person who hacked their system. They finally agreed to credit my account for the theft, it has now been a month, they told me I’d have the credit 3 weeks ago. They ignore me every time I reach out. When you bank with a company you are giving them your money. You can NOT trust this company with your money. This really bums me out because I did enjoy banking with chime, but they are clearly not a real bank nor do they value their customers. I wish I could go back and never use this company. Stick with reputable banks people, at least you don’t have to worry about them stealing your money.",This bank used to be nice.,
FALSE,McFruitPunch,5,3/7/2019 23:48,"I have had several bank accounts closed now. Because I wasn’t doing well financially, an automatic charge went through on both accounts, didn’t have enough money for them. Huge overdraft fee and I’m like, “I can’t pay it back any time soon, I’m too broke, sorry.” 

And finally I can bank on here, it’s simple to use, and I don’t get any overdraft fees, because if the money isn’t there, a payment doesn’t go through. No worries. 
And I opened a savings account on here. Every time you spend money, it rounds up to the next dollar and puts that in a savings account for you. It’s perfect for me. Try it out for yourself",Finally good banking,
FALSE,JackieShaun,4,5/13/2019 10:44,"It’s easy to use, informative, and I love the ease of use! Seriously, so happy I switched!
My only problem, you can’t get a joint account, it won’t deposit checks with someone else’s name one them, even if it’s your married spouse, and you have proof. I was made to send a tax return to see if he’s on it. Well, he’s not we file married separate. So needless to say, was returned , because he was waiting for his card. Which got lost in the mail, and we had to wait another three weeks to get it. The foreign speaking gentleman I called in customer service was rude as hell. Otherwise, I love the cars itself. They need to work on customer service issues, and the joint accounts. But the paid early is pretty great!",Love Chime!!!,
FALSE,cheese burger deluxe,5,7/27/2020 1:39,"I waited about 3 months or so to write this review. I haven’t read anyone else’s so mine is about my experience and perspective. From the time I opened the free account and getting my card in the mail, only took a week or so. I have no complaints about anything. I see all my transactions. I can lock my card. Store money in a savings in the same app and account. And I get those cute little greetings everyday telling me what my daily balance is. I put my mom onto the game too. And she’s content. Yes I would recommend Chime to anyone else who like the convenience of online banking. Especially during this COVID-19 situation.",I am impressed and satisfied.,
FALSE,unhappy buyer 22,5,1/10/2020 2:02,"I have banked with big banks like Wells Fargo and small hometown local banks and I’ve hated all of them because they cost me so much money in bank fees. I saw the Chime commercial and I ordered the card and downloaded the app. I set up my direct deposits easily and even better, I get paid two days before any of my coworkers. Sometimes it’s more than two days early. The SpotMe feature is AWESOME and Chime treats their customers well. One time Chime was down just for a couple hours so to make up for that Chime gave all of their customers $10!!!! Now what bank gives away money?? Chime does!! This is the happiest I’ve ever been with my bank! Get CHIME!!! You’ll love it!",I LOVE CHIME!!!,
FALSE,Meeza12,5,3/22/2018 1:58,"Honestly i love this app, i manage the bills in the home and it makes in incredibly easy for my room mates to pay me their portion of bills

Also, the savings feature where it rounds up all your purchases is incredible, I absolutely love it... its like having a digital change box, i save all the change from my cash purchases

The only thing i would change is the savings account balance being in sight... i think there should be an option to hide the savings account balance from the main page on the app... not immediately knowing how much money is in my savings account will help me save more",WOULD ONLY CHANGE ONE THING,
FALSE,D.Ohmer,4,10/3/2019 15:37,"Chime is in my opinion great. I love the convenience of it being an app and the fact that there are no over draft fees if a bill slightly dips lower than I have. Love the fact that they pay you a little money to bring people on board with their buisness ( though I haven’t personally done it my friend has). 
  - my 1 and only request to make it a complete win is to make it a tad more convenient to transfer cash into the card in person. An example would just be to have more store locations that would be able to do this for you.
Some of the stores on the app such as circle k do not do it though the app says they do..?",9/10 in my book but the last thing would be ...,
FALSE,J money 17,4,5/16/2019 12:00,For the first couple month I had chime I was receiving paychecks early. Getting paid early is their main selling point and hook. I have not gotten paid two days early in months and what’s worse is it varies between not early at all and a day late ..... makes it very hard to plan. When you try to reach out to support it’s a bot. And when a human finally gets back to you they you feed you all this bs about the stages the paycheck goes through before they receive it. It’s a gimmick and it’s fun for a while until you realize that’s the infrastructure isn’t quite there ... if your thinking about ditching your traditional bank for this one you may want to think twice .,Payday is a crapshoot,"{'id': 8709057, 'body': 'We are sorry to hear about this! Chime posts your deposit to your account as soon as we receive the deposit files from your employer. Deposits come in throughout the day, so if you don’t receive your deposit in the morning, it may come into your account during the afternoon, or evening as well. Deposits are posted from Monday to Friday excluding bank holidays.', 'modified': '2019-05-16T21:09:03Z'}"
FALSE,Jaime <--,1,1/5/2019 17:26,"I heard about this app from lot of my co workers since we get payed bi-weekly. Decided I try it out and see what the fuss was about. 

So first while I was registering my own chime account, I was asked questions like my name, phone number, billing address, S.S etc... when I was done the app told me the information might be off. I know I put in all of my information correctly since I’m putting my own personal identity in some app so I went back and checked again...nope everything checks out.

I decided I close the window and start again. It then told me I can’t register because I already have an account....ok so it probably went through. Tried logging in, tells me my account isn’t done processing my information. 
There’s no way for me to go back to my profile to finish making my account since I need to log in! I tried contacting you guys through email and phone and all I got was apologies and I couldn’t get in contact with a real human being...

The customer service was horrible as it just basically tells you “yes something is wrong...we are sorry.” with no response if you’ll fix this issue soon for the very least. Huge turn off for anyone trying to sign up when they can’t even sign up...",Major bug where you can’t even join... (Read below),"{'id': 6714755, 'body': 'Hi Jaime, thanks for bringing this to our attention. If you could please send us an email to appstore@chime.com with the email address on your account, we can look into this further.', 'modified': '2019-01-07T17:54:10Z'}"
FALSE,CapriBritton,5,3/15/2019 1:01,"Chime banking is fast, easy, at your fingertips and convenient! You get paid up to 2 days earlier than you normally would, you have everything you need in the app. There is customer service at your disposal who is very helpful and concerned , via phone or email. Within the app there is also “ChimeBot” who helps out. My only issue with chimebot is that it doesn’t always get what you’re saying, and at that time it’s of course unable to help. Otherwise it’s a very easy app to get around. 
What I dislike is the fact that to put money on my card I have to pay $4 at the locations. I hate that","Great Banking , Very Minimal Flaws",
FALSE,KingLeo727,4,10/26/2020 12:14,"So far the app does what it does, few things I think would make the app REALLY great though.. First we should have the option to add any amount to our credit builder cards, (which I assumed we could before getting one) but I guess I misunderstood how it works. I thought I could add an amount to it (say 2-$300) and use it like a secured credit card to build credit, guess not.. Second, DARK MODE PLEASE.. The white UI can be very bright, especially when you’re trying to be discreet next to someone or just don’t like your screen so bright or would just like to have your dark mode flow smoothly throughout your phone. 5 stars if this could happen!",Dark Mode? Credit builder card..,
FALSE,aaronholtz,3,1/10/2020 13:31,"I love the app, it’s very smooth and intuitive with a clean look and pleasing aesthetically. However, note that your mobile deposit limit is $500 for the first month! This would’ve been a good thing to explain up front. I was unable to deposit a reimbursement check due to this silly rule, being that this is the only way to deposit cash into your account. I attempted to find another way to deposit the cash but after talking to the customer support bot, it sent me to a “human” to chat with. But it kept repeating the same answer over and over and never resolved my issue. This, to me, caused a big problem for me financially and am debating on whether to keep using this sketchy app. I like it but I don’t know if I trust it.",No Human Customer Support,
FALSE,SorarulesU,1,8/30/2019 15:30,I had my chime account for quite some time before it even got popular. Recently I started a new job and got direct deposit set on it and loved it. One day I got paid and an hour later someone I sent money to a while back somehow took money out my account without me sharing any of my info and took 45 out my bank. I put a dispute on it and case while waiting days for them to answer me back for a final decision. At first they told me they weren’t going to close my acc or hold my funds during the process but when it was all said and done they closed my acc without any warning for something I didn’t even do!! Then have me wait up to 30 days to get my check from the account. If that was the case they could’ve told me they couldn’t refund my $45 back no instead close my acc..Chime screwed me over and I will never recommend this bank again!,Very saddened,"{'id': 10499351, 'body': 'Hi Sora, \n\nWhen you get the chance can you please forward this note, along with the email address on the account to appstore@chime.com for us to review? Thank you for your patience! ', 'modified': '2019-09-03T17:48:33Z'}"
FALSE,Steffybird,3,6/10/2019 15:23,"The app itself is super easy to use, never had an issue using my card and I love the early deposit perk. The BIGGEST reason I wouldn’t recommend this bank to people I know is their customer service. It’s frustrating when you can’t work with the same person on an issue that you’re having, never the same person twice. It doesn’t feel like a personalized experience, the answers they give you are extremely robotic when it comes to giving “empathy” and they act like they are trying to help when they’re just feeding you the same crap they give everyone else. I guess you get for what you pay for, right? 🤷🏻‍♀️ My husband and I just switched banks because of this disconnection.",Member Services is a reason to leave!,
FALSE,Tone5MH,5,3/7/2019 2:22,"At first I had a lot of troubles with this account and getting in contact with them was nearly impossible and when I was having issues with my card , my pin and deposits I got worried fast. Their service is indeed very good once you learn how to use it and I quickly gain confidence in them and I could not be any happier with how fast they responded and corrected my problems. I would recommend this alternative method to banking to anyone and everyone should Chime In because the company is going in the right direction and I look forward to them getting better and bigger. I’m am a happy customer and this is the a great company",Anthony,
FALSE,bsbygyrl,5,2/19/2021 9:02,"So far so great! The direct deposit switch was quick and easy. The things available, like savings and round up and save ( not what it’s called but the round up what you send and put it in savings example: spend $2.50, you get charged $3.00 and $.50 goes into savings) this program is perfect for me! There are a lot of programs that are available, I just haven’t gotten to all of them. The build your credit is next!
I’m happy I switched. The toughest part was not having a person there face to face to ask questions but customer service is quick to respond back .
Thank chime!!!
Darleen B",So far so great!,
FALSE,Zoomer 2321,5,6/20/2020 18:06,"Love it , it’s fast , it’s easy . If you need to send a check in the mail they have that ability. They do everything for you with a touch of a button. Move money from different accounts with no problem. It’s better then any bank because they pretty much do all the work for you . Not to mention if you get set up with direct deposit for your employment you get your check days earlier then everyone else. . Have nothing but good things to say about Chime and try to tell as much people as possible. . . Thank you Chime for making banking easy and 10 times faster",Love everything about it,
FALSE,esmedusa,1,1/27/2021 0:33,"Let me start off by saying chime encourages you to recruit all your friends and family to sign up and enroll in direct deposit for a lousy $75. What they don't tell you is it takes 10 days to receive your card. It takes another 3 to 5 days to receive any money transferred to a linked account. If I would have known how long it takes I would have never signed up. I will literally be waiting for my payroll check 13-15 days. It's completely ridiculous. Called customer service and kept getting put on hold because it seems like they are not well informed on how it works themselves. With no actual physical banks, help and information is limited to the FAQ page on the internet. Just some friendly advice: if you need your money right away, stay far away from this ""bank""!",Worst banking and even worse customer service.,
FALSE,ayenicky,1,12/28/2020 18:33,"So a lot of people promote this crap but don’t tell you how horrible customer service is, the app is always down , maintenance every day, missing money , sometimes transactions won’t go through there’s so much wrong .currently I transferred funds from my main account into chime last week and they said it would be available today the money was debited from my account days ago but the money is nowhere to be found in my chime and no one can answer why . So no go to a regular bank guys . 0/10 

Came back to update and say they just continue to change the date of when it should be in my account . Last week they told me my transfer would be available on Dec 24th which it wasn’t then. They said Dec 28th which it still isn’t . These guys are horrible . Good luck. And the customer service is honestly useless lol . What a scam",Bank elsewhere,
FALSE,Beanie1408,5,12/15/2018 22:11,"Thank you Chime for refunding me a $2.50 ATM service fee! You guys are awesome! I really enjoy all of your features, such as your round up each time you spend savings account! I absolutely love this feature the most! But I also love that I get paid nearly two days sooner than I did having Chase bank! Your company makes banking, managing, and saving money so much easier! I’m so glad that I chose Chime to be my primary banking choice! I recommend and refer you guys to everyone I know! They’re all skeptical and unsure about it, and I’m just over here like y’all are really missing out on something amazing! 😉😇",More like 10 stars!! best banking app ever!,
FALSE,X0sarahh,3,5/18/2020 16:23,"I get paid two days early which is a plus, I can go negative (if need be) without getting fined, etc. 
but when I had an issue I needed to dispute, it was not good. I submitted my claim on 4/20, was told it would take up to 10 business days. 10 business days later I was told I’d receive provisional credit by May 8th if my dispute wasn’t done yet, didn’t receive it. Called on May 9th and was told I’d get it in 2-3 business days, didn’t happen, so I called a day or two after that and was promised within the next 48 hours. And I have yet to receive it, an email, or a call regarding the situation. I will most likely have to go to a different bank, an issue involving over $600 should be settled quickly, that’s a lot of money.",I want to love it...,
FALSE,FunGamingBoy,5,7/6/2018 23:26,"I’ve had chime for a couple of months now and they have been the best! Recently I had got into a online scam and they helped me through it 100%! They are really professional and I recommend this bank to the fullest extent; I’ve have had a prepaid card before by NetSpend and they had fees when you swiped the card like what bank does that, they’re just trying to take more money than they need so way to go to Chime! Also they have a Chime Bot that helped me out, might need a little adjustments but all and all they are the best I could ever ask for! Thank You for Everything and I will continue to use this Bank😊",One of the Best Banks Ever,
FALSE,JayMllr,5,2/18/2021 18:14,I love this bank account I get paid every other Tuesday and I usually get my direct deposit on Thursday or Friday the week before. You have to have direct deposit in order to cash a personal check from your phone but that’s no problem. The only bad thing is you can’t put cash in your account without going to like Walmart or Walgreens and paying a small fee but I don’t care about that. Oh and also there are no fees on overdraft charges. And no “maintenance fees” like with another bank account. There’s no minimum to keep in there and idk if there’s a maximum but if there is I’ll never see that. Thanks chime.,Great,
FALSE,ShallowFather,5,2/4/2021 10:47,"Chime is the best thing to happen to the banking industry EVER! They’re quick to respond to any complaints you have they do it professionally & adjust things with a quickness! Those big cooperate banks would never respond quickly let alone 24hrs around the clock. Chime is revolutionary & if you haven’t joined yet well then you’re being a financial burden on yourself! Make the change no more cards getting locked out because you accidentally put your pin in wrong, no more hidden fees, no more having some cooperate douches playing with your money & treating you like a number instead of a person.",The Revolution Of Bank,
FALSE,nicole2273,5,3/8/2019 10:28,"Very simple to use, easy to understand. Haven’t had any issues whatsoever. I use my card every single day, for atm withdraws, at the gas pump, everyday purchases, and of course bigger payments like car insurance and things like that. I’ve used other prepaid type cards before and this is by far the best one I’ve used. With no fees other than atm fees if you don’t use a moneypass or royal farms atm. Very pleased. Checks deposit pretty quick. The only thing I would add is emergency overdraw once you have the account for a certain amount of time. But I’m sure people would take advantage of that, so I’m pretty sure that won’t happen.",Very pleased,
FALSE,Please Reconsider!,1,12/23/2020 10:41,"To Anyone Thinking Of Using CHIME,

I have a real bank account so CHIME was only used for small or non-important purchases. They promise top notch customer service and no hidden fees and this is all a lie. They will demand you set up direct deposit even though they say it is not required. They will say they mailed out your debit card when they haven’t and make you jump through months of red tape to get the card delivered. If someone steals your card, wrongfully charges you Etc you WILL NOT get these funds returned. CHIME will give you one excuse after another as to why they don’t have to help you or return stolen funds. I have a real bank but, for those who don’t or can’t get one use ANY OTHER service! If you get a email to sign up from CHIME RUN AND DON’T LOOK BACK! I have warned you and if you choose to proceed good luck and don’t say you have not been warned.",Don’t Believe The Lie!,
FALSE,Ridiculous.Period,1,10/29/2020 23:28,"I have no idea what some of these people are talking about. They may be bots so here let me tell you about Chime really... 
your card will randomly be declined for no reason at times. The website is always down for “maintenance” yet it’s the same BS and problems every time. O and when the website goes down so does the access to your money. Good luck getting a actual response for your ticket. It’s just someone being lazy and not really answering or addressing the issue. They just pawn it off on whoever declined the card. Then that 100 dollars you get??? O you need about 20 plus deposits before it goes up any. Chime is horrible and will mess with your money for no reason whatsoever.

Update: whole website down as we speak. No access to my savings account and can’t transfer any money between accounts as of now lol yea y’all Looooove Chime though",Chime is Garbage,
FALSE,DeathMetalXtreme,1,12/5/2019 11:44,Well. It was going good for awhile. Had no issues other than the Oct debacle. Now my payday is here. Paystub posted so it went through Federal. Before and lady payday it went through I got paid a day and a half early. Now it's payday day and still have not got paid. And yes. I got a hold of payroll and my company. They paid it through. Try to get a hold a an actual human being is a joke. Now I'm going to call Federal Reserve to file a complaint and getting a hold of a lawyer. Even if I put in a dispute from what I saw in other complaints online it takes 30 days to 3 months to get your money back. My rent is due today. My bills are due yesterday... That doesn't help me if I'm kicked out of my place. Power shuts off. And being hungry. I have no family or friends to rely on... Thanks Chime. You were good for a year. Need to upgrade your customer service...,Didn't Get Paid...,
FALSE,MHardingIndiana,5,8/19/2020 13:34,"I really love my Chime accounts. I have both Checking and Savings. They are always good about informing me of the latest Chime News and procedures. They are always there if I need them. Even tho I have lost my job due to the Covid-19 Pandemic, when my direct deposits came I. For my paychecks, I was immediately informed and was always given the amount of my deposit and my new balance by text message. I would recommend Chime to anyone looking for a great service bank and honest hard working people who are always friendly and move mountains to assist you in all your banking needs! Great job Chime and thank you so much!!!",Love Chime,
FALSE,chi dos,2,9/25/2018 22:32,"Let’s see where do I begin. First off it took almost 3 weeks to receive a debit card..my direct deposit hit before my card came, they do not have the capabilities to expedite you a card so beware should you loose yours or your card gets compromised you’re screwed! The customer service support team seems to be foreign based & they cannot provide you or seems to be empowered to make their own decisions but this bank wants to be the bank for millennials but in the current direction far from it. Lastly, I didn’t care for Keep the change savings Bank of America implemented back in the day, don’t care for this method Chime does which is similar why can’t they have the option for both standard & “rounding up the funds” ?  Much needed work but hopefully progress will be evident later.",Chime Bank,
FALSE,JeffL1220,1,11/29/2020 3:33,"Not long after I opened my account, they had a serious “system crash” that caused my money to be held while they attempted to fix their “issues” with the servers. This lasted for a few days and left not just myself but thousands of other users without access to their money. It happened again not long ago, this time they were better prepared and sent out messages acknowledging the problem and trying to do damage control. The thing that pushed me over the edge, is despite having an account that ALWAYS saw rather large direct deposits every two weeks, they still decided to close the account claiming it was “fraudulent”, even though they received everything they requested via mail proving identity, and in a timely manner. I, and my family, are through with the dramatic BS Chime and Bancorp put people through.",No good,
FALSE,smadin_smoehr,5,4/1/2019 17:43,"Chime is more than just an account, it helps people build their lives! Picture being a student, starting your life on your own eating ramen for breakfast lunch and dinner and your bank slaps you with a charge for nothing other than, yep you guessed it a maintenance fee! Simply because you had a low balance?! Breath easy because with chime you will never see that fee. 

Chime also helped me become better at saving with the swipe of a button I can take ten percent of my check and put it in saving automagicly! I can even set up to save when I spend by rounding up to the nearest dollar, and putting that in savings! 

Chime has also helped out with security I can turn off international transactions allowing better protection from fraud, can even turn on and off the use of my card directly from the app. 

Chime is an amazing digital bank and I cannot see myself going back to traditional banks. If it wasn’t for chime I would have been done for after my divorce. Chime is doing something right!",Best banking ever!,
FALSE,yadicakessssssssssshsh,1,6/25/2020 23:29,"This app has given me issues since I downloaded it. When you try to contact them it’s a 24 hour wait to be able to get a written reply back. (They don’t have a phone line) Then, even if your issue isn’t resolved, they close your case and write you off after a dismissive and unhelpful response to your issue. I opened up this card more than a month ago and I still have no access to the money that is being deposited into this account. If you like to waste time, energy, and lose money then this is the bank for you. I have never written a review before and this experience has compelled me to share because I wouldn’t want anybody getting this app and thinking that it’s a good idea. I thought so too and now I have 7 thousand dollars nobody can account for. Thanks Chime.",Worst customer service ever,
FALSE,JonDoney,3,4/24/2020 16:42,So I managed to get thru to customer service. Navigated the automated phone system pretty easily. The operator seemed competent enough. I did get an answer but I did not get resolve. My stimulus payment was set to be deposited 2 days ago. My account reads $0. I call and they tell me I need to wait for some email verification. This is not normal protocol. I am currently laid off work and have no income. My bills are piling up fast. I just wish they would give me an answer and I could see a review that would provide some security here. I’m a working class guy who just wanted a bank account I could count on. Why is this so hard to find in this country. I hope my money comes thru and I hope this turns out to be a useful service.,Customer Service,
FALSE,UnsatisfiedAngel,2,4/25/2019 13:10,"Only reason I gave 2 stars is because the idea behind this is great. However, they started taking money out of my account for some rainy day thing when I had no merchants on my account. They shut my account down because supposedly I went against some policy but wouldn’t tell me exactly what! I enjoyed having this account. It’s sad they shut my account down. Only thing I could find is you’re not supposed to use it for business purposes which my transaction history would show I didn’t. And for the fact they didn’t tell me exactly why is beyond unprofessional. They want people to sign up and use their services and when we do we have nothing but issues and money going missing then we have our accounts closed for nothing! Find another online banking!",Seriously??,
FALSE,Edgarre8,5,2/26/2018 16:24,"Ya know, it’s really hard to find good customer service at a lot of places. It’s really hard to find people who are PASSIONATE about what they do. Let me tell you, the creator of this app, and his successors, definitely show what real passion looks like. I’ve run into a few problems with my card where someone used to for other transactions I wasn’t aware of. They QUICKLY mailed me another card and blocked the merchant. Not only did they do it, but they did it quickly. They respond within a matter of a few minutes to an hour. Plus, the perks of having this app are amazing. My advice, get it. 

Edgar. 

Thanks Chime!",Great service! Great app! Great people!,
FALSE,adudedrew,5,12/8/2019 3:35,"I went from a standard walk in bank to Chime mostly because I couldn’t get enough money put aside to open a savings account, with chime there’s no minimum for any account and instead options on how you want to start saving (you can take a percent of direct deposits and put it in savings every time or you can round up on purchases, which is what I do) The app has a ton of useful features and anytime there is a down day or shutdown for whatever reason Chime makes it right as soon as they have it under control. 10/10 would recommend amazing service",Banking for the modern human being,
FALSE,cmh998,1,2/5/2021 15:29,"Absolutely useless. They will tell you to set up direct deposit saying it should only take a few days and then lie and mislead you when you contact support multiple times. I have waited over a week for my paycheck and have got nothing but useless platitudes from support (when I actually reach a human and not a bot) and lie and mislead me giving vague excuses to extend the amount of time it may take for my direct deposit to post. This has been stressful and infuriating and they have done nothing to remedy it but blame my employer and payroll provider. I work for a national company in the states and never had an issue with pay or direct deposit. Our payroll is handled by ADP one of the biggest payroll companies internationally. Seriously save yourself the trouble, time, and money. If I could leave zero stars I would.",BIGGEST WASTE OF TIME AND MONEY,
FALSE,MostOrdinaryGirl,5,6/17/2019 12:25,"So, before downloading the app I saw it on a TV commercial and I thought it was pretty neat to get my direct deposits up to 2 days early. But this app has actually helped me get my finances in order 100% for the first time in my life. 
My advice would be to share this with another bank account, one with a branch. I use my chime as a deposit for a percentage of my paycheck/my allowance/my spending money and the rest stays in the automatic withdrawal pot. Whether you’d like to do it vice versa it’s anyone’s prerogative but I suggest switching over- if not all the way then pat of it. Have my money divided to keep track over has helped me keep more too!",Do it,
FALSE,JustHereForThis,1,7/8/2019 17:18,My friend sent me a link for this bank to give it a try also the $50 that is suppose to be received with direct deposit my not my friend ever got that but we didn’t read the fine print so we just let it go. That’s not the main issue though. I have tried to be patient with this bank and transferring my funds but Every time I try it takes at least 10-15 DAYS TO TRANSFER. I have to complain every time and it does not matter if I complain because I get stuck talking to a ROBOT every time i always ask to speak to a representative but I get the same number that just has a Robot at the end of it every time I have a problem I get the same answers which is no answer it could honestly be considered stalling until the problem resolves itself within the 10 - 15 Days I have to wait I am absolutely DONE with this bank.,Worst Bank EVER,
FALSE,baddest bit5h,1,1/29/2021 4:27,"I’ve had to dispute a couple of transactions due to getting scammed. It’s been a good 2 or 3 times. Literally EVERYTIME I dispute my transaction they never reimburse me. Regardless of showing proof, I brush it off because it’s usually no more than $50 but this specific time  it was $600. That’s a great amount of money where I was promised a service, never received my service! They “ investigated” and after a month and a half they finally tell me they didn’t work in my favor. So I reopen the claim and THE VERY NEXT DAY they just so happen to tell me “ no” once again. And tell me this “ matter “ is closed. 😐 Sometimes they freeze everyone’s account for hours without warning. This app is actually good but those minor problems ruin it ! I am closing my account and getting a real one that will have my bank. After all they are holding MY MONEY.",TERRIBLE AT DISPUTING,
FALSE,FlowerMal,5,12/4/2020 21:40,"I had this account for a whole 2 days before someone hacked my account and stole $2000 in a chime to chime transfer. 

After talking to customer support and filing a dispute claim they eventually decided there was no fraud recognized.  I asked them to send me the details of this decision multiple time which legally they have to send me and they keep saying they will send me. I have not received this information and it’s been several days. 

Today they decided to close my account, so guess who cannot talk to a real person on the phone anymore and must depend on the emails system that they clearly ignore",Customer Beware,
FALSE,GI.JOE88,4,12/10/2020 2:24,My Girlfriend referred me to it and told me that I could get paid early so I thought I would give it a try and boy it is awesome. I still bank with my normal branch which is Chase but I split my paycheck so I could get paid earlier and I linked my chase account with Chime so that makes it easier to transfer money over if I need to so that is cool. The app is very well designed to and very professional. One thing I would like to see though is tap to pay to be added to the debit and credit card that would be awesome but that is the only thing I could think of it is not a must have but it is rather handy though. Also maybe an app for iPad would also be nice.,Awesome,
FALSE,ilovethisplace,5,1/26/2020 16:16,"I have had chime for over 2 years and let me tell you. These new incentives they now have are amazing. The spot me, it links with a lot of cash apps type sites.!!!! Customer service is great!!!  And the refer me cash is real. No little stipulations. It tells you what you need to do to receive your 50$. Plus what makes me love them even more!!!!! I went to an ATM that basically gave me a double fee charge because it was an out of network prank for chime. Two days later I received a random Email that states they are reimbursing the 2.90 something I believe it was!!! I would definitely recommend chime to everyone!!!",I love chime,
FALSE,pominmd,3,10/15/2020 18:35,"1...The first ad that chime sent me was something about the steady promotion so I thought if I joined I was getting a $50 reward for joining both steady and chime but no, the way steady was introduced was backwards of the way it should have been done.
2...first withdrawal I made i went to a fee free atm and was charged a fee. Had to reach chime via phone to have it removed. 
3...joined becuz I liked the $50 & the spot me feature and direct deposit 2 days early. First week, direct deposit hit 1 day early... second week, I haven’t seen the deposit go thru and tomorrow is the usual pay day...
Just a little disappointing that pretty much every feature that prompted me to join have been subpar to say the least.",Ehhh... not so sure about this bank yet,
FALSE,Gualatee,1,5/8/2020 20:27,"To start off I was very tempted to not even get this app, but I tried it anyways. Moving forward, A week after having this app I had my Direct deposit set up for the app and also my bank card connected to the app. When recieving the money via chime when I tried to  load the money onto my bank card it was denied and my entire chime account was suspended. They took 700$ away from me and I’m still waiting to get my money back now, I haven’t been able to buy any food or pay my bills because of this stupid chime app this was the worst decision I’ve ever made in my life to get this app and I will never recommend this app to anyone 👎🏾👎🏾 I wish I could give zero stars for this horrible app , customer service does not even reach out to try and help or see what is going on .. DO NOT USE CHIME APP👎🏾👎🏾👎🏾",WORST APP EVER !!! Don’t get,
FALSE,mxparrish12,5,12/6/2019 22:46,I absolutely love my Chime bank I have had to call customer service a few times and every time I have been treated absolutely amazing nothing but respect and kindness. They are quick to find a solution to my problem and listen to my questions and answer them if that person can’t then bet you bottom they will find someone who will have the answer. I hate banks I swore I wouldn’t never use another one but I was backed into a corner and had no choice I’m really glad and Thankful I went with my gut on using Chime. Thank You Chime keep up the good work A very happy loyal not a bank person Client ❤️❤️❤️,Nothing but Goodness,
