review,date,rating,isEdited,userName,title,developerResponse
"Pay pal works  for sending money securely until it doesn’t . What I mean we are given  the option to send money to anyone with the same app of course but we also have the “option”  to   “ transfer” back to our own personal bank account.........           Furthermore,  
   you can do pick  OPTION #1 ....,
Transfer instantly in less than 5 minutes and only pay 2%   OR  option :   #2 wait 3-7 days business days  before you see the transfer completed and the money posted in your own account. So what I have done in the past is “ instant transfer “ but  “ the instant transfer isn’t really so “ instant “ it takes 24-48 from my personal experience and EVEN WHEN PAL PAY GIVE YOU THAT OPTION TO VERIFY YOUR IDENTITY TO HELP THE PROCESS MOVE FASTER .....WRONG ....NOPE THat doesn’t   WORK EITHER SO IF U NEED CASH immediately and you don’t have your physical paycard  dont  transfer it to your own bank account...! your better off trAnsferring to  a friend that will in turn get cash for you ....
 
PLEASE  please I need live support .",9/2/2020 7:25,3,FALSE,blowplo,Live support please !!!!!,
"I had PayPal for many years now and they stand my  transactions security all the time. They don’t charge you for using the app, at least when you transfer to your bank or send money from it. When you are paid trough PayPal obviously you paid a little fee but if the money is coming from your family or friends and you transfer the money to your bank and wait 2-3 days, this is free. You want the money in minutes in your bank? Then there are a fee, but is not like they take the half of your money! I feel this is a reasonable fee. They have another service to send money abroad - XOOM - and they are excellent because the money is available for your family in minutes. The fee for this service is comparable with the service you use at agencies plus the convenience to do this at your home, in your phone. I would recommend this app to anyone!!",8/21/2020 10:51,5,FALSE,Safewallet20,Super convenient and safe!,
They did that by allowing this kid to withdrawal transactions that were sent to me since i had a card and could pull money from bank he transferred me the money i pulled out the cash gave it to him only for him to claim it was unauthorized transaction and they literally over drew my account by $800 to give it straight to him as he threw it in my face that he took a free $800 i even filed police reports and sent them to pay pal to prove what i said to be true but they wouldn’t even allow me to unlink my bank during this time i was so beyond mad as could be cause I’m faithful to PayPal I’ve been using them for forever and always talked highly about them until this happened i never got my money back on top the fact that the kid had gotten free money not from only but 3 other people he did the same thing too as well and paypal just allowed it all to happen told me i would have to pay it to fix the ussue so i lost $850 from it all and it was at Christmas as well so I’m not happy with PayPal haven’t been in a while If they would have fixed it and made it right i would be the same happy loyal customer,6/7/2021 13:11,1,TRUE,jessamae1989,PayPal helped a thief steal $850 from me,"{'id': 22288407, 'body': ""Hi there- We're sorry to hear about your recent experience, but we'd love to see if there's something we can do to turn your situation around. Please contact our customer service at https://bit.ly/ContactPayPal.  Lisa"", 'modified': '2021-04-16T16:32:14Z'}"
"I have tried over and over for about 4 years to get into my PayPal account but I forgot my password so it tells you to put in your email address well I did an then it has to send you a text on your phone to, witch is stupid you should be able to login through your email or if you prefer through text well it doesn’t work out like that, it has to send you a text, but of course I’m screwed there to because I don’t have the same number so I will not get the text, and I can’t even figure out with this crappie app how to get on it an update my number, it want let me do anything unless I get into my account, impossible to do because I don’t have the same phone or number, you should be able to reset your password through your email, and some places where I purchase items takes nothing but Paypal so I can’t even shop at the stores that takes nothing but Paypal, the other stupid thing about this app is it’s absolutely impossible to get help because you can never get in touch with anybody, you have to log into your account first!! 😂 well it’s not like I haven’t been trying for 4 years.",1/30/2021 16:42,1,FALSE,dark_moon_lilly,Hate it!!!,
First off I tried to combine two prepaid cards to purchase something online and my account got limited and I could do anything with the money for half a year! It’s been half a year and it’s still limited and I can’t transfer my $30 to my bank. That’s right my account got limited over $30. Also I had my debit card linked to another PayPal I made just in case I needed it and I felt fine because I though that PayPal was secured and safe... I was wrong. I have not made any transactions at all on both of these accounts and I’ve had issues with both of them. My PayPal was hacked into and they stole $800 out of my bank account. After filing a dispute to get a refund for my unauthorized transaction they said they would email me about it within 5-6 days and after 7 days I called back to find out they closed the case already and never told me and rejected my case. They basically said that I was the one who made the transaction and were not going to refund me. I then had to contact my BANK who finally got the job done and we’re able to finally get me my refund. IM DELETING ALL MY ACCOUNTS AND NEVER USING PAYPAL EVER AGAIN!,11/4/2020 6:08,1,FALSE,ImTheMod,Two terrible instances,
"When it works, using PayPal in concert with eBay is incredibly convenient.  Generally, I have been pretty satisfied.  Here lately, I feel as I’m being punished or harassed for some unidentifiable reason.  I have a stellar record on eBay.  100% feedback, etc.  Bottom line, I take care of my customers.  Recently they put my account on hold until I sent them a copy of my ID.  The reason was “due to a change in activity “.  No change, I buy and sell on eBay and make the occasional purchase elsewhere.  Could they have asked for the info, giving me a few days to answer, and if I didn’t then shut it down.  I couldn’t create a shipping label for shipments.    A few days after resolving that and still giving no info, they restrict a payment to me for up to 21 days.  I give up a valuable item, they take their cut, but I can’t have a penny for up to 21 days.  And I still have to pay to ship it.  I don’t understand why they won’t communicate.  I don’t understand why they are harassing and bullying.  Until eBay rolls out their new system, I guess I am stuck...",7/27/2020 1:11,2,FALSE,Theseller,Could be great...,
I used to open my PayPal app just by pressing It. No when I press it I have to go to the App Store. Press on app support then log in. Did I mess up the app. Did I make some kind of a mistake trying to open a business account which bye the way they won’t allow me to do at this time. With no explanation why. I was enjoying using PayPal for all my business & person transactions online. I was happy until being refused a business account. Again with no explanation. Why would you change everything on me PayPal. Things were going to well I guess. I used your service paid your fees never complained about your fees which you take of a transaction without any warning the first time or subsequent times. Is this the way you treat loyal customers I’d like to why. I don’t understand why I can’t open a business account & why I have to go to app. Support to open my PayPal now.,5/31/2021 3:38,5,FALSE,BillyMills64,Don’t understand why,
"I had been very happy with PayPal for years - until my most recent transaction requiring a refund. I had paid Dell for a technical service in advance which it turned out they were unable to perform. They agreed to refund my money. After waiting longer than Dell said it should take to get my PsyPal refund, I contacted both parties. Dell had sent a credit memo to PayPal just as they promised, & sent me a copy of it. PayPal, on the other hand, denies receiving any refund info, & have been less than helpful about assisting me in getting my refund credited. They would not lift a finger to contact Dell or to follow up on the memo Dell says they sent them instructing PayPal to refund my money. I got the feeling that the agent did not understand what I was telling him, & what he had to say was not helpful at all. I didn’t feel this agent had any interest in helping me. Oh, and I’m still waiting for my refund.",7/26/2020 4:00,5,FALSE,Pegasus713,Very Good Until Recently,
"I have three bank accounts that are linked with my PayPal accounts and PayPal let a financial aggregate company (yodlee) take all of our bank information... I didn’t realize it until I saw that this company I never heard of had my bank account passwords stored in my own phone under their name. That’s how shady and intrusive and dirty PayPal is. I found all kinds of stuff on my phone that they’re just storing on my phone and taking from my phone without any permission-that aggregate company is now in a class action lawsuit because so many people have had all of their information stolen and PayPal did it! Look it up! 
...:so all of my bank accounts and financial information has been compromised it’s all screwed up, I have charges I’ve never heard of, they’re not responsible or a good enough company to take care of what they are given. But yet they monopolize and buy up every single company that tries to do better than they do...:they need to just go away. As soon as this pandemic is over, I’m out and I suggest everyone else do the same because you have no idea what they’re doing on your phone!",9/5/2020 5:07,1,FALSE,Candicewil,If I could give it NO STARS I WOULD,
"Used PayPal for years to make payments to recognized vendors with no problems. Once I was duped by a scam organization, Shaw Academy presenting 12 free art classes. A complete disaster begins with a charge for supplies which made sense and this is how access to my PayPal account began. As soon as I was asked to login to schedule my first art class another payment was involved and I knew I had been scammed. All of this took place in less than 15 minutes. The initial charge had already cleared mu PayPal account. Despite countless hours online with PayPal I was never able to speak with a person. The vendor was impossible to contact. Dispute resolution failed, however Shaw Academy was willing to give me a Certificate ofCompletion from the classes I never took going so far as telling me I could use it to get a job!!
Sadly, I could never find a way to inform PayPal of the activity of a scam vendor. 
Fast forward 6 months, Shaw Academy just made 2 attempts to charge my bank accounts again. Fortunately, my bank alerted me to see if I had authorized the purchase- not PayPal. I have cancelled my account, but first I had to speak with a live person.",3/27/2021 15:43,1,FALSE,Debberfy,Great until it is Auful,
"I sold a watch for $1600.  But, the buyer wants to return the item after 30 days.  The buyer had the watch inspected by an unprofessional watch maker and the watch was not in original condition as sold.  The buyer open a dispute with PayPal.  Within 4 days, my $1600 was withdrawn by buyers bank without explanation.  On the 5 day, I ask PayPal for extension of time due to Covid-19 pandemic.  PayPal said: I have 5 day to dispute my case.  However, the money was withdrawn on the 5 day without giving me enough time to make my case.  There was no explanation no notice of the withdrawn of my money.  I suddenly realized this has to be a COVERUP for someone because of the short time frame.  The watch will not pass inspection for original sales conditions due to unprofessional reviews.  This is a coverup to the buyer by both buyer’s bank and PayPal.  Even for a coverup, I deserved to be notified of my account activity as a long term customer of PayPal.  The coverup stinks as a fish.",9/24/2020 6:18,4,FALSE,Torch&Gel,A Cover-Up &Notifications to Customer,
So the credit limit sits there which is pretty high but I just don’t wanna use it because I’m afraid of them member when they’re from India so they don’t know how to talk like the US although they do try but it’s funny with some of the words they say they really really try hard to talk like that but we can always sell but they’re rude so I agree with what everybody’s writing on here they are very rude so I’m reluctant to try this card I don’t know and I don’t want to cancel it because I don’t wanna run my credit but when push comes to show of I’ll probably cancel it I don’t trust them and I’ve heard all the time that they always side with anybody else but their customer they got it twisted they don’t know the customer is always right I like staying with capital one 360 they always have your back,1/17/2021 22:31,5,FALSE,Real's,I haven’t used it yet because I’m kind of scared to love her too many horror stories,
"Day one,  kept getting a message that the operators were too busy and then I was hung up on by the machine repeatedly.  Finally 2 hours on phone, finally got someone and they didn’t understand at all what to do.  I think/hope they were new.  They transferred me to a supervisor,  who never picked up phone.  After 25 minutes I hung up.   Next day tried again 4 hours 5 minutes on hold,  finally hung up. During these two days I tried to get a response from the message center. I received  two replies over a two day period, each one saying basically “are you sure ?”  Emailed  the CFO John Rainey, no response, went to PayPal headquarters in San Jose to talk to someone.  20 minutes of questioning before the security guards told me that they don’t work for PayPal and that nobody from PayPal is in the building.  One of them googled PayPal’s  number for me.  Nice offices,  big company,  horrific customer service. The security blamed it on Covid but I don’t see Covid handicapping the credit card companies like that!   Maybe slightly longer hold times than pre-covid,  but you can get someone that helps you.  Not with PayPal!",9/21/2020 19:10,1,FALSE,ramekin,Horrific non-service,
"I’ve used this for a long time. It worked pretty well until I I started getting an error message for no reason. Customer Service channels directs me to the Help Center and automated support over the phone. The Message feature is not thought out well. Each message came from a different representative. I had to explain the problem multiple times. The first two reps tried to do generic tutorials, which leaves me with the impression that they didn’t even read my messages or detailed explanation. The third rep’s suggestion was to apply for the Paypal MasterCard and it would solve my problem. . .yeah, I see what you’re trying to do. 
Really, one of the worst customer service experiences. There is no way for me to talk to an actual person. I understand that COVID-19 places limits on everyone, but you’re going to leave your users with a computer program and inept chat service as their only routes to solve issues that come up? 
No matter how well you build your program, you still need to provide support for issues that cannot be solved by giving people the how-to manual.",8/20/2020 18:47,1,FALSE,N. Ohms,"Good App, Terrible Customer Service",
"After being scammed by a Chinese website, I was fairly confident that PayPal would handle the claim. Wrong! Negotiations took weeks through messaging only, and when the seller demanded that the cheap item sent (instead of what I ordered) be returned by a certain date, PayPal kept directing me to the app and kept telling me to click on this. There was no “this” because I had downloaded the app AFTER the purchase. I kept explaining over and over that this was the case and they just kept repeating to “click on activities” and follow the prompts. Oh, and did l mention that their response time to sent messages was about a day and a half? 
TOTALLY DISGUSTED. When I thought things couldn’t get any worse, because I shared a “Reportscam” complaint page about this particular seller defrauding others the way I was scammed with PayPal, PayPal then told me that I must go to the FBI, file a complaint, and then send them a copy of the report (to the activities page that won’t show any active cases because I made the purchase as a guest!), all within 5 days. I hope to never use PayPal again. Useless",7/13/2020 19:43,1,FALSE,don'tbotherwithfacebook,Return shipping is NOT refundable as a guest,
"I erroneously sent money to the previous user of a phone number in attempts to send to my friend who now has the phone number.  There was no confirmation but a completed transaction message with the name of the recipient AFTER THE FUNDS WERE SENT!  I immediately contacted PayPal via message and was informed there was nothing they could do.
I continued to explain that had a confirmation of the recipient appeared before sending I never would have sent the funds.  My friend who is still waiting for the money also tried and he is also disgusted with PAyPal.  When a customer service person finally called they offered me. $10 voucher.  I have wasted hours and sent someone I don’t know a large sum of money, to receive a dismissal from PayPal.  I won’t be using this service which is a shame because I have used it a great deal and found it very useful for making purchases.

Think very hard and read the fine print.  PayPal will not back you up with friends and family transactions even if the information they maintain is not accurate.",5/12/2021 16:05,1,FALSE,Koleasben,Extremely disappointed with PayPal,
"I signed up for PayPal in 05’ when I signed up for eBay. I’ve never even considered any of the other payments options now available. (Ex. Venmo) I think PayPal may even open another one but I don’t care lol. PayPal has grown with the customer. I love the new features like goal setting and crypto options. By far though, it’s the privacy/buyers protection that I appreciate the most. Since 05’ I’ve only had 3 issues with buyers and PayPal protected my bank every time. I’m not going anywhere. 
There’s still room for improvement. I’d like to see what I originally paid when I purchased crypto on the same page as the current value. And more importantly, I wish that PayPal could have my first/full name but that I could change what the public sees to first initial & last name. (Reason for 4 stars) It’s really upsetting to me that I can’t do that. In some ways I think it defeats some of the privacy protection. But those are the only cons I see.",2/10/2021 14:29,4,FALSE,MurderNote,Since 2005,
"Been using it for years now, and whenever I have the option, I choose Paypal over entering my credit card number to yet another website.

It’s great for sending money to my spouse to pay my half of bills that are in her name, or kids and friends at birthdays and splitting bills at restaurants, etc.

One WARNING though; Be sure to tell your friends to NOT choose to use the credit card option if you send them a “bill” or they are new to Paypal and don’t know how it works yet. If they send you money and use their credit card, Paypal will keep a few percent and you only get 90 something percent of what they meant to send you (because the mega banks that run the credit card companies nick all the businesses that agree to accept credit cards a few percent of what you think you are paying with your credit card, including Paypal.",8/1/2020 14:59,5,FALSE,MR COFFEEEE,Easy and safe and TIPS,
"I’ve been using PayPal for a little while now. I’ve tried to “verify” my account and each time I never get the email to do so. I’ve been able to send money with my bank no problem. I’ve also been able to receive money no problem. But when I try to transfer my PayPal funds to my bank, it says it’s not able to transfer. I tried different avenues of approach for days until I contacted support. I explicitly explained, in detail, what my problem was. Each time the customer service agent would give me step by step instructions on something I wasn’t asking for. Each time I was contacted, it was a different person and it would take at least a day for them to respond. After explaining it five times, I eventually just sent my money to my husband who was able to transfer to our bank account (we have the same bank so there shouldn’t be an error for me to transfer). The last time customer service reached out they informed me I had no money to transfer so I had to explain to them, yet again, my situation. Frustrated and disappointed.",9/22/2020 0:13,1,FALSE,taytay0910,Frustrated and extremely disappointed,
"Please do something about the scammers that use friends and family to do quick scams on mercari,depop, and twitter to advertise but use your platform for transactions. I’ve seen huge hustles and the least your service could get these accounts for false business transactions, everyone knows there’s no protection but take some action. PayPal is getting paid regardless 🙄. Anyway, when I have had problems with an invoice the dispute process took foreverrr. When I had a problem with a major company on a small order using your service at checkout, the  robot operator took me in circles on the phone to then direct me on your site over and over. Finally a person answered! Someone who was neutral and even favoring that company, saying these things took time.🙄 But your service allowed them to go around PayPal and put a hold on my actually card for a product I kept saying they didn’t have and were trying to charge me for repeatedly. Thank god it was a reputable company because your service failed to help. The app and your service is good when it’s good but when you have a problem it’s bad BAD.",8/16/2020 18:47,1,FALSE,12yyxyz,Issues,
I have had PayPal for about 8 or 9 years now and believe it or not if you’re like me and you don’t have a credit card but you have a debit card PayPal actually is better than your debit card because with a PayPal card you can actually go rent a rental car with a debit card you can’t PayPal has helped me tremendously because you can take some of your money each month and put it in a goal and you don’t see it in your account so you don’t really realize is there so it’s like a secret bank account and it’s great And it’s so easy to load money into your PayPal bank account and you can send money to whoever you want to and shop online and you can even cash checks and have your money instantly and your money safe so please if you don’t have a PayPal account I recommend you getting one so keep up the good work PayPal. ._~_~_~_~_~_~_~_~_~_~_~_~_~_Thank you very much.,12/24/2020 20:38,5,FALSE,tra540,Reliable,
"I downloaded the app in order to get the $10 promotional offer mentioned in my email. However, there's been no indication (in my email or the app) that the offer worked and that I actually got $10. 

Beyond that, my first impressions of the app are that it's frustrating and not useful. The ""face"" icon at the top middle of the screen takes you to the exact same set of options as the ""gear"" settings icon at the top right - why have two separate icons in the same place that do exactly the same thing? 

And worst of all, neither icon allows me to see my PayPal balance. I use tons of complex software for photo/video editing, 3D animation, sound and music etc. However I clicked around for several minutes in every icon and menu option I could find in this app, even starting the process to ""send money"", and at NO point could I view my PayPal balance. I have never been this frustrated with an app within 10 minutes of downloading it. As it is, this app is a waste of space on my phone.",11/24/2020 1:12,2,FALSE,JCD95,This Money App Doesn't Show Your Balance,
"My account was breeched, changed to French and $1000 was transferred from my bank account into PayPal. I called PayPal and after several phone menus was told that there was no one available to help me and it hung up! I went on the website, spent half an hour trying to navigate it in French, managed to switch the language back and change it back to my phone number. The help instructions for changing the password were wrong. It wouldn’t let me change it on my app. I was finally able to change my password and put the money back in my account. I tried to flag the original transfer as unauthorized but it told me since it was sent to me o had to notify the sender! I was online for 2 hours and if I hadn’t caught it that day it would have caused me to overdraw my bank account!!!! My website account still has the thief’s name on it and now I’m getting emails from them for some chick named Janelle!!! Awful service!!!",9/3/2020 1:30,3,FALSE,hacked with no help,Customer Service and The Website Help function is terrible!,
"I have this account for over a year now and its been easy breezy online purchases for me. I had one issue with a merchant before and they were great handling it. I don’t know if I can really use paypal on my in-store purchases. But I like that I have the option to use their 6-month interest free payments for some of purchases. Just recently I had a purchase that was not completed and the merchant was able to refund me the first payment and how paypal automatically put that specific item payment as complete because of the cancel status and refund of the first payment. You can monitor payments and return. Question though, I received an email that is asking me for my ITN/SSN which is shady for me. Its about the IRS rule on reporting for rebates received that needs to be reported But when I open my account online its not asking for it. Any thoughts Paypal??",4/25/2021 11:22,5,FALSE,MalditaWearsPrada,So far so good!,
"I’ve had PayPal for at least a decade and it’s been efficient and fairly problem-free.   When I did have any issues I called customer service and they were resolved with friendliness.    I’m not a heavy user - like people who buy and sell on eBay - but I do use PayPal regularly enough to know that it works for my use.    I agree with other reviewers that it’s a hassle every time I go to buy something online with PayPal and it makes me verify myself.    I now have a PayPal line of credit so I use that to make all my online purchases.   It’s so convenient that way, and I have automatic payment set up to pay it off every month so I’m not racking up debt.   I’ve seen that some people use PayPal as their “bank”, and I’m intrigued.   That helps people who are homeless and/or for whatever reason can’t get a bank account.   It’s safer to have your money somewhere safe rather than on your person or under your mattress!",2/26/2021 17:26,4,FALSE,feefingirl,Works for me,
"I’ve been in my business for over a year now & have been using paypal. I have an old account that I was using on my old phone and paypal did the most to help me get into it but actually I wasn’t even able to get into it and it had money in it!!! I provide a service so every time someone send me money they put a hold on it. What if I had bills to pay? You can’t just hold my money. I’ve had A LOT of people send me money to the point where there should not be a hold. I wish that they would fix this feature and I would give them more stars. I was told that u have to click the person out there shipping info down but click no shipping if it’s no need for that, then they have to go in their email and accept it for it to go straight to u. THATS DOING TO MUCH. Most people don’t know how to do all that so I just go and click the person do what I gotta do and wait for my money to unhold. Paypal please fix this because square got my vote.",2/26/2021 12:20,3,FALSE,sade.ac,It’s okay but they could do better,
"I do not really know where to start. My niece sent Christmas funds to my 4 Children on 12/13, especially my oldest who graduated from College on 12/19.  I processed the money transfer as instructed, but up till this moment I am yet to receive any small deposit in my account to confirm. I have checked and called my credit union; no funds to confirm. I tried to reach PayPal representative on the phone, there was no response. Today is 12/26 and I am yet to get the monetary on behalf of my Children for Xmas.  I have talked with Family and Friends and their response, has been that PayPal is the last company you want to use for money transfer. I wish I knew, but I checked with my bank, prior to asking my niece to transfer the  funds ( $220).
My opinion, I truly think they are using people’s fund in someway, before disbursing it to them. In this pandemic every little helps, I was looking forward to that fund  to buy Xmas gifts for my Children,. unfortunately, we are still waiting! If there is  a  zero star option, I would have selected it, but I chose 1 star. Hopefully, someday we  shall receive  our money!",12/26/2020 22:53,1,FALSE,Kaffy!,Money Transfer,
"I have been using PayPal for years buying things form eBay. Lately, I got scammed by a seller through eBay, so I filed a dispute though my bank as I have no knowledge I should’ve file with PayPal first. The thing is whenever you need PayPal, you can only freaking message them, and they will handle your message with different customer service each time, and of course, they wasted my time for a month and never get any answer. Then I request a call from them, but they never call, the thing is you cannot call PayPal, their line will hand up on you saying we are very busy. But then when it comes to dealing with money, they have no one available to call you. It’s been a month, my problem still have not been slove, I am no longer dealing with my money issue but dealing with their super poor customer service. I would not use PayPal anymore as they don’t seem to care your money at all. Remember, if you need help, no one will be there for you. Unless you wnat to message customer service and your problem will be handle by so many ppl.",10/9/2020 20:18,1,FALSE,yuki1904515,"PayPal is the biggest scam, if you wanna lose money use them",
"I made several purchases from Facebook from company’s that allow you to use PayPal, I felt that it would be a safe purchase seeing I’ve dealt with PayPal for several years now , never had an issue concerning my purchases, but recently the purchases I’ve made has been a total scam , and PayPal will not refund my money , now I made these purchases back in March of 2020 , and some of the purchases finally arrived here in July , they were not what I ordered , the company straight up ripped me off , now PayPal tells me I have too return the products to the stores which I just found out is in China and it takes 30 to 90 days for mail to travel there , so it took 60 to 90 days for the items to arrive , now it will take the same amount of time for the refund , this is not acceptable, I will not use PayPal ever again , they lie to you and do not care",8/10/2020 20:30,5,FALSE,JR lipscomb jr,No help at all,
"I ordered a beach wagon and received a nail clipper. After 3 weeks not receiving anything, I put in a dispute believing that I was scammed.  Company did not respond until something was delivered to my mailbox. PayPal closed the dispute the same day as they received a delivery confirmation.  Unfortunately I received a $0.50 item that I payed $30 for with $10 shipping!!!! Now I can’t open a dispute since it has already been closed.  Every effort I put in to contact customer service ends in closed and suggesting me to put in a dispute with my problem.  Since the dispute has been closed already I can’t and PayPal will not return my contacting effected.  
How can you as a trusted company support scammers???? I am deeply disappointed that my issue is not being taken seriously by PayPal, while scam companies figured out to trick your dispute process! I used PayPal trusting that I am safe. Unfortunately you are not pro consumer, shame on you funneling money to scammers! This was the last time I used PayPal. I will make sure to share my experience with you! People need to know that they are not safe with PayPal!",9/20/2020 14:07,1,FALSE,nickname9991199119,PayPal is not able to spot scammers,
"I have enjoyed using PayPal and being able to send or receive money from my family in case of emergency needs. 
And I created the separate business account which was extremely complicated since it needs a different email account, so I ended up with my regular PayPal account becoming my business one, and had to create another account and recreate my regular one that I just lost all past transactions and record history. 
It would’ve been nice to know that I needed a new email account for each PayPal app. I would’ve used my business email for the business account. I also signed up with PayPal Here and it sounds like a better option to Square since it charges the lowest merchant price and it’s the same for every card. Plus you can use the mobile swipe machine or manually enter the number if needed. 

But I’m really waiting for y’all to set up an auction marketplace and run it right. eBay allows too many scammers and now that they wouldn’t accept PayPal as my main account, I had to go and open a real bank account. I don’t need one because I use 2 cards for all my cash and that’s PayPal debit and another prepaid debit that my money gets sent to, but it isn’t recognized anywhere. 
I could at least set up accounts through PayPal since you provide a routing number and all. 
But I hope y’all keep making improvements.",3/22/2021 18:51,4,FALSE,Russ3382,Too much happening at once,
"What warrants that, man? I do so appreciate PayPal getting me out of the financial *taptapwinkwinknudgenudge* awkward pinches I am able to plan contingencies around. 

Then if you could take just half of the star......are these Michelin stars? The way people are being quarantined these days from the rag doll crash-dummy “live events, food, beer*leave your kids in the corner*”  to the humble...and creepy marionette puppet the stock market has become from this Covid 2 Electric Boogaloo! Big trouble anywhere white ppl are densely concentrated (I’m white it’s ok if I say it) ...it’s like would A Michelin mean anything to anyone? 

I can go on...so I will. If I could only take halffffff. 🌟⬅️ that’s a Pretty good sectional chart of a star with lil triangles at most fulcrums indicating the lil triangle would be pointing up where the star splits most exactly in half. If the us ever happened to go to war with whoever uses the tiny baby hands of children and took those kids offering fair prices for tearing stars in half? Saved those baby fingers from land mines/ied, Komodo Dragon saliva...etc. 

If you stopped reading this after casually mentioning the Michelin star rating system and then a ton more very real life and death things people have been forced to not let become deadly interactions since way longer than the past few years then I would just as well leave the whole 5 Star rating.",1/2/2021 18:41,4,FALSE,StaeWae,If you can take half a star off....,
"I used PayPal to manage a transaction on Audiogon which is a wonderful online marketplace for used stereo and audiovisual gear. I have used PayPal for this purpose before and generally things have been fine. This time though PayPal was horrible. Even though PalPal had access to two of my credit cards they would not release the 3000+$ that the buyer had sent to PayPal for me for more than a week. PayPal said I was not “verified” and sent me a link to upload utility bills, identification etc to prove who I was. Unfortunately the link was broken and did not allow me to upload the requested information. I contacted PayPal more than a dozen times using their website and got the same answers over and over. I asked for someone to call me but no one did. I asked for a phone number to call but they would not share one with me. Clearly PayPal is a computer or robot and nothing more. The service is terrible and a major exercise in frustration. I will use payment services other than PayPal for future transactions and I strongly recommend that you avoid PayPal too. 
YOU HAVE BEEN WARNED.",10/11/2020 20:46,1,FALSE,Boomvang54,Poor service model,
"I have been using PayPal for transfers to friends and family, the no fee transfers make the app very appealing, being able to receive and send rental payments and then being able to transfer directly to my checking account as well as being able to buy with confidence on retail site’s gives me abundant security that my credit cards are not exposed to hackers and thieves. This alone is worth the value of using PayPal. If I had anything negative to write it would be the issues that come up with the PayPal credit card, it’s issued by a bank that puts multiple hard pulls on your credit file that causes your score to fall for two years, then you get denied for having paid off your home. My scores are all above 700, yet their reason for denial are that I don’t have a home or car loan. Totally obtuse.",4/4/2021 16:40,5,FALSE,Cjandbenjie,Best for payments and general banking needs.,
"Not sure how long I’ve had PayPal and it’s been reliable for me. This year, especially since Covid, I’ve accepted donations for meditation I offer. It’s not something I charge a fee for and sometimes can receive a few $10 or more donations in a day or month. Since Covid regular work has been reduced drastically and friends as well have students have sometimes loaned or given me money to live off of and I’ve never had an issue receiving the money quickly.

I only give it a 4 star because I know of people who can’t safely use their legal names outward facing, and unlike Venmo there’s no provision for that. Battering and abuse are not new in our human experience, it would be great if in 2020 banks could support those who need to keep their legal name off the web even as they can have all the persons information they need to prevent fraud. 

Otherwise, I’m grateful!",6/26/2020 13:31,5,FALSE,freshencounter,Reliable,
I live half the year in Baja Mexico and half the year in California. I know it’s kind of stupid but I let a friend use my American phone number down here in Mexico for a few transactions. Well back in California I did some work for a lady and she paid me but accidentally sent it to my friend under the same phone number. We got on the phone to PayPal within minutes and they refuse to help because we sent it friend to friend even after explaining the entire situation. It has put my customer through a living nightmare they refunded the money to my friend but he’s a little touched in the head. They totally believed something that he made up refunded him the money and now they are going after my customer but she is not caving in. Just beware of their service they will not help you at all if it’s friend to friend and family.,1/25/2021 15:45,5,FALSE,chazminer,"Pretty good service,,, but,,,",
"I’ve been with PayPal for years and years.  I remember being in California working and when the job came to a sudden stop I needed cash PayPal was easier and more reliable then western union.  And that’s saying something.  Now they have made it easier and safer to move money. I will say if your new to PayPal there’s gonna be limits but the more time I put I with them, the more freedom they give u.   And with the PayPal debit card, life becomes simple.  I got a personal account and a business account and what I love about the business account is that you can have one even if your not a formal business.  If your just buying and selling even on Facebook they give u tools to manage it.  And when your big enough to take it to the next level they got your back.   Thanks PayPal for looking out for the little guys!",9/30/2020 4:42,5,FALSE,eldridgesmith,Hands down the best bank I’ve ever used.,
"I am a long time fan and user of PayPal. To be honest, I have had nothing but positive experiences with their service. In fact, more than once they have had my back and solved things that I wasn’t able to do. You must read the policy guide as both a buyer and a seller then everything is possible. The one mistake I made which I wish could be addressed is with reclaiming funds sent in error. We issued a refund to the wrong person who shared the same name. We caught it immediately but had to rely on the good faith of another who turned out not so good. I understand that is a policy. But to be truly a business account and cash register for eCom this should be corrected. I also would like to see more informational reports, 3rd party alliance opportunities and special promotions for apps, marketing tools and support to grow our business together.",2/25/2021 11:34,5,FALSE,Tiano_NYC,A good decision.,
PayPal failed to process my payments to pay for services. Asked me to verify one of my family member’s date of birth to make it was not a fraud but I don’t know how they would use that answer since I’ve never provide it as a secure question. I’ve reached out to their customer service department for clarification but no one answers their phone. Sent an email & got several conflicting answers. I proceeded to pay person expecting the payment through another processed. Asked PayPal to refund my account but they kept providing unclear responses. I called my credit card to dispute the charges. I informed PayPal of my action & they still failed to close my account. They kept my funds over 60 days & still failed to provide a clear answer. For a financial & technical company one would assume they can still have employees that can answer phones but it seems like only 3 people respond to email from offshore & no one is managing escalations. Terrible & frustrating experience which feels they are making money by holding on to funds for along time. Feels very unethical.,8/1/2020 21:42,1,FALSE,Fernanado 2020 - Dissapointed,Terrible experience,
