userName,isEdited,date,review,rating,title,developerResponse
Steven Server US,FALSE,11/4/2019 20:46,"My checking account have a disputed some hacked international transactions. My bank tell my stop to do anything like deposit/withdraw or payment for they at least 2 weeks investigation. I called Affirm to inform about that before the due day come up, they suggested me open new checking with another bank to pay for them. My opinion just wanted to delay 1 month then pay off. Because I just used only one bank, one checking account for whole life. That's why I want to delay then promised to pay off. They still keep them suggestions, have no understand for me. Then they reported to credit unions I have one LATE PAYMENT 30 days. Good job Affirm. Never come back again.",1,My checking account have a trouble,
C Hofbeezy,FALSE,9/29/2018 7:03,I am an unsponsored athlete and have to pay a lot of money to keep up with my training and gear. I make a good living at my full time job and affirm really helps me by allowing me to pay over time rather than letting credit card companies take 15% cut of my salary just due to cash flow. I always am timely and it really takes my stress away. So grateful for this sensible alternative that allows me to engage in an activity that I CAN afford without the anxiety of credit card companies. Thanks!!,5,Helps me a lot,
madyhatch,FALSE,8/17/2018 13:55,"I LOVE affirm. The first time my husband and I used it, we were dying for a vacation, but didn’t have the means to support that upfront. The loan we got from Affirm was broken down into easy payments PLUS there were absolutely no hidden fees. All of the interest is shown to you upfront, and included in the payments themselves ... In other words, NO ACCUMULATING INTEREST! It’s hard to take trips now days with the cost of everything, and Affirm has helped us with 2 anniversary trips so far. Thanks Affirm!",5,Helping us to do fun things!!,
Mastermindharv,FALSE,11/30/2019 21:32,I have borrowed money to purchase about 5 items with Affirm. I use it on occasion when I really want and or need something and honestly don’t feel like paying for it all up front. The credit lines to get posted to one of my credit reports so it does help with increasing my over all credit history and profile! Since I have a good history with them the total amount I get approved for has dramatically increased since I started using Affirm a year ago!,5,Amazing app,
Yanelque,FALSE,11/21/2019 13:38,"Wow I’m writing this review just to say thank you .. thanks to this app which I did not knew about till a month ago I was able to give my family some furniture needed in the house that they could not get , I couldn’t do it either but didn’t want to show them I can’t I searched and searched an app with a furniture store and there found it I was so happy as well as my mom which is the most important thing for a daughter. Thank you affirm glad I found you",5,Happy family,
456chloe,FALSE,3/9/2019 14:02,"Affirm is a secure, very effective and fast way to get the money you need to fulfill your dreams. The process is easy and fast, fair interests based on your credit score and flexible payment schedule. I have used it several times and my experience has been excellent! It has become in my first option for buying things I need immediately when I don’t want to spend all the money at once. I would recommend this app to everyone, you may thank me later.",5,Best app ever!,
jbuck1969,FALSE,10/10/2019 15:39,"Affirm needs to respond to their customers and handle refunds promptly. I had a merchant refund amount close to $200, I sent the refund invoice and pdf in twice to Affirm and after 60:days I am still paying on the loan. I emailed their support team regarding this issue and get a generic response. No one is helping me and I cannot find a number to call and speak with someone.
The other issue, is when I went to use their service, the app told me it couldn’t recognize me though I can see my name and account info under my account name.",4,Affirm,
TooTooCool,FALSE,12/4/2018 15:07,"Ive been using Affirm For 2 years now. I usually use it when I see a good deal. This allows me to purchase the item right away. W/o credit checks.. Yes the interest can be pretty high. However, I usually pay for the item the very next month or two. 

Affirm allows you to pay off purchase sooner and save on interest. Affirm has also partnered up with my favorite brands ( Samsung, Cole Hann) as well. Highly recommend it.

Only bad thing.. Payments take FOREVER TO PROCESS!!!",5,Better Than Credit Cards,
Britt George,FALSE,1/7/2020 19:49,I’ve been using this app going on a year now and it’s been super helpful to get groceries or pay installments on things we immediately needed but didn’t have the funds available. I love how you don’t have to make an initial payment and can break payments down into what you can afford and I’ve been able to pay off all purchases no problem. Affirm has also reported all paid purchases to my credit bureaus and it’s helped my score!,5,Amazing!,
Exp handler,FALSE,2/11/2020 17:23,"Some how affirm approves the transaction but when it went back to the site it was not approved but they charged my card the payment. If you don’t get approved, or you have a return don’t expect to get you money back right away. It’s been a month since a transaction accord and I did receive my payment back and I still have not received a refund on a refund either.  In there notes pay attention it takes the 45 days to return your money.  The don’t have this figured out yet it should not take this long to do a reconciliation.  After I pay my one item I won’t use this service again.",2,Good idea bad Banking process,
Britecloud,FALSE,2/10/2019 13:54,"My credit score is less than stellar. Way less!  I’ve been able to use Affirm to buy things I needed but just couldn’t save up for. Also used it for two plane tickets and hotel accommodations. What I like, for me, is that every month I pay down that particular loan. Unlike a credit card, I don’t  continue to add to that balance. And the interest is very reasonable. I paid off all of my loans at once when I got my tax refund and saved $140 in interest. 👍👍👍👍",5,Love this!,
c-berrywtf,FALSE,11/27/2019 8:13,"I applied on the account and was approved but then I discovered  there was another store on the app that participated in the program that I wanted instead. I cancelled the request within an hour of my application. I was informed I would have to wait 4 hours for it to be reset. I checked back and now the app is telling me I have to wait a month before I reapply. I shouldn’t have to wait to apply again if I never used the first one. In addition when i tried to look for a number, there wasn’t one listed anywhere for me to call. I had to send a request through text. Not sure how long that will take.",2,Disgruntled about new account,
Jhoff302,FALSE,7/2/2018 0:12,"Bought something online and took the monthly payment with affirm. First time trying out, never knew anything about affirm. The loan was for a year, had monthly payment automatically deducted. But I would received a text message a couple days in advance giving me a heads up about the deduction. Work great!! And will use again in the future. Also you can prequalify for a loan so you can have the money in advance. Thank you again affirm!!",5,"5+ stars, Great place to borrow from!!",
Daniraeg,FALSE,6/15/2018 5:54,"Affirm started me out with a low credit limit when I wanted to purchase a mattress and I had to put a small amount down. Since then I’ve made about 20+ big purchases with affirm, one at a time and I’ve paid them off easily. It’s so east to use. They are very upfront about interest rates and there is no penalty for early payoff. As with any credit line, use it responsibly, but this is by far the most sensible way to make a big purchase using credit.",5,Recommend to Anyone,
freddiefab5,FALSE,4/10/2020 22:02,I have bought a lot of things through affirm. They are great to do business with while getting the things you wouldn’t normally otherwise be able to buy. I did get into a bind with my job cutting my hours last year. But they were more than willing to work with me to get through it. And I am back on track. I would recommend them to everyone who want to purchase thing’s without the high credit card interest.,5,Awesome!!!!,
poor business can,FALSE,3/22/2021 12:46,I would never do any business with this company again. I tried to cancel my trip after one payment and they refunded to except the refund that the airlines offered them. The hotel was refunded but when the airlines refunded the amount for my tickets they refunded to take it back. I told them that I had lost my job and could not go on the trip and they told me it was up to the airlines the airlines sent me  a text stating that the refund was refused by This company and they called themselves helping me by extending my payments of $82 but refuse to cancel the payment that I was not able to pay. I understand the loss on the first payment but I will never do business with them again.,1,Unfair cancellation policy’s,
cjhmadatgffcu,FALSE,4/18/2020 10:43,"I have never seen a company require so many levels of info and verification than this app. Seems. More like they are more interested in gathering information to sell than providing credit. Myself, my sister, and 2 friends have all tried to get approval, and all of us were told they couldn't verify our identities. No option to verify ourselves another way. Or an attempt to get us verified so they can make us customers, just an “sorry, don’t
Know if that really you, bye”. Credit provider, or something more sinister? I would use caution.",2,"Have to provide unreasonable levels of personal info, to be told they can’t verify your identity",
adventuroushearts,FALSE,12/19/2019 21:20,"Affirm has been able to make my family’s travel dreams come true!! We have been able to use AFFIRM to finance flights, take cruise excursions and to book other types of travel  and the best part is that we are able to pay back our purchases over time. Paying over time is far more affordable for families than having to have all the money up front.  We love and trust AFFIRM. Thanks AFFIRM for improving my family’s quality of life.",5,"Affordable, dependable, flexible",
rabitlady99,FALSE,4/22/2019 5:14,"Easier than a traditional credit card!  You know up front what financing something cost you an Affirm shows you how many payments and amounts it will take to pay it off.  I can wrap my head around this and control my credit easier than I can with traditional cards.  Great customer service had a problem, emailed, quick response and solved my issue promptly.  Highly recommend!!!",5,Easier than a traditional credit card to manage!!      .,
best shopping experience.,FALSE,12/2/2018 0:10,I love affirm.  I have made Several purchases with affirm.  This loan company has made it quite easy to purchase the things you need with out stress and problems.  The interest is excellent and lower than most credit cards.  I have enjoyed the options that affirm has given me.  I have paid them all back and two payments away from finishing all eight that I had.  This is the most excellent option for all who want everything on one bill headache free.,5,I have,
Itouch lover ,FALSE,11/10/2018 23:56,For a very long time I have been wanting to invest in a solid gaming computer that would hold up for a few years without upgrades but could never save up $1000+ at once. Luckily NZXT allows you to buy custom pre-built computers with Affirm and I thought I’d give it a shot. There was little to no hassle signing up with Affirm. No credit checks or anything and I was able to get a gaming computer as I always wanted while making monthly payments on it!,5,Affirm is Amazing!,
mariacrocker15,FALSE,5/17/2018 2:55,"I first heard of Affirm when I was purchasing tickets to a local music festival and the option was available through Eventbrite. After that, I fell in love with making big purchases through Affirm with the easy 3,6,12 payment options. It’s helped me through holiday shopping as well. It was easy for me to start up and the app is easy to use. I think I would be helpful to know what stores I could use a loan card with through ApplePay to make in store purchases.",5,I love Affirm!,
saadlo,FALSE,5/5/2018 14:47,"I think I use affirm for EVERYTHING. Mainly big purchases. The best part is that I’m not worried about having a bill for more than 12 months like I do with my other credit cards. It’s allowed me to pay off what i need to while still being able to enjoy the little things in life. Best part is that i always pick 12 months but it lets me pay earlier! 

My credit score has gone up because of these loans. I’ve had about 20 to date 🤦🏻‍♀️ but so happy!",5,Shopaholic,
DemosChicka,FALSE,1/20/2020 20:04,"I had no intentions of applying for any sort of help Xmas shopping online, when I was checking out and noticed the affirm option, I wasn’t too sure how it worked so I had the time to look into it, clicked it, and in a second of just putting in my cell number I was approved and checked out. I can honestly say that was faster than me putting my own credit card info to check out alone ! Thanks affirm that was stellar!",5,Super efficient and easy,
"Faith,lord of the cats",FALSE,6/1/2019 22:09,"super simple layout, extremely easy to navigate. Making/managing payments are a breeze. Text updates are a plus, too.
 Update**
It’s been a few months and I still love love love affirm. I’ve had no problems whatsoever, borrowing and paying off are super easy, takes seconds, and no penalties for paying early. I honestly wish I would’ve known about affirm before I turned to credit cards. I also love the ability to use the virtual card with apple wallet.",5,LOVE,
RaceTX,FALSE,5/12/2019 1:32,Really wasn’t a big fan on financing anything OEM or aftermarket for a vehicle. But i found myself in a hard spot when i needed a specific part for vehicle FAST but didn’t have the funds for a couple weeks. Affirm made that possible for me to purchase the part i needed to fix my truck and get back on the road. Yes there is interest but it saved me money in the end by not missing work or having to rent a vehicle temporarily till my daily driver was fixed,5,Auto parts heaven,
Angelofdenver,FALSE,5/21/2019 17:23,I tried the Walmart store feature and I got approved but what I didn’t like is you couldn’t buy food. I was broke until payday and I didn’t have food. So I didn’t know you can use it on food.  Didn’t think I had to look since I have used the virtual card feature before. I was sooooo DISAPPOINTED 😕 if I am borrowing money from you and I have to pay it back. You shouldn’t be telling me what I can spend it on. Now I can see if it’s free Money and I don’t have to pay it back. That’s like be buying something with cash I am told I can’t use it on items,3,I love this app but I tried the Walmart store,
Mrs. Edison,FALSE,2/10/2021 15:38,"Ok guys so you know When a place says they have your back & got you covered..... ANNNNDDD fall thru on their promise man that’s the greatest feeing you can get right!!!! Having the convenience of paying over time is what got me hooked to affirm...! They approved me for $500 which I used for an AirBnB for a sexy honeymooners getaway! Guess what, I didn’t even break the bank trying to do it!!! Thank you Affirm, I recommend this to all my family & friends...! The flexible payback options are the best!",5,Got you covered,
T.INk,FALSE,12/12/2020 22:32,I’m so grateful for a firm I was able to do extra Christmas shopping and put it on payments which works out great for everyone it’s motivating and exhilarating to be able to bring joy to others by getting them what they want and not having to cut corners because you didn’t quite have enough paycheck to paycheck thank God for Afrim! They rock! Merry Christmas everyone.,5,Things to be grateful for in 2020-being able to get what you want and split it up on payments! ❤️,
Iceman711w,FALSE,5/16/2019 17:25,I generally don’t mind something being a little bit complicated. But the ease of access available with this app is great.  Everything is very smooth and seamless.  Easy enough for some of my family members to use without me having to walk them through step-by-step myself.  I love all the little features available to you.  10 months in and no bugs so far that I can tell.,5,"Works Great, Definitely Recommending To Family + Friends",
Trapment,FALSE,11/22/2019 14:49,I was feeling this service you put in your account information and automatically pay your purchases off monthly.  I feel like this if you never had a problem paying off any items with a  good history. You requested another loan for a lesser amount of all of your purchases and then they asked can they access your account which is a little suspicious.  It doesn’t matter how much you have in your account  it all comes down if you pay off your stuff.  You can have a million dollars in the bank but  if someone doesn’t want to pay you they won’t.  Turned me off switch to something different and no problems go luck with that one. #ghost,1,Klee,
tmb314,FALSE,5/31/2020 18:52,"I liked affirm, but there's a few glitches and issues that make payment difficult. I don't have those with after or quad pay.
One I'm paying off on affirm with autopay. Another loan for $17 is unpaid because I keep not receiving codes on my phone. So I'm getting threatening emails about impacting my credit because this hasn't been paid. It's stressful enough right now
I won't be using it again.",5,Send doesn't work for text call the time,
MiahB2uty,FALSE,8/9/2018 1:09,"After downloading the app it asked me to sign up FOR AN ACCOUNT!! Not knowing that I was applying for a loan. I inputted my information and it said it couldn’t verify my identity (which I understand it’s my mistake because I used my nickname) so I understand that I got declined but I thought I could fix it so I tried contacting their customer support to address the problem see if there is anything I can do. One of the worst customer service ever! Not only did they didn’t help me, they didn’t even try to help me! I kept asking basic questions and I just kept getting the same automated response! Don’t download this app because the moment your stuck they will definitely not help you in anyway shape or formed",1,WORST MISTAKE!!!!,
ok13207,FALSE,3/24/2020 17:10,Our tv of 11 years stopped working during this pandemic. I went to Walmart for supplies and thought I would see if they had a tv in our price range. I found a 49” LG (our old one was a 32” LG). This tv has all the features we need and more! And the best part: easy payments with Affirm! They approved me in seconds and I was able to pick it up at Walmart while I was shopping. We can be safe indoors and watch tv without added stress. Thanks again Affirm!,5,Trust the Process,
College25,FALSE,2/22/2020 1:11,"I came across Affirm while booking a flight. At that moment, I had just enough to pay for my ticket. I set myself up for zero money in my account after payment only to realize it was an option .
I was surprised and thought it was not legit . 
I applied and was approved . My flight was confirmed and thanks to Affirm I had flexible room to make payments. 
Till this day , my mom is still surprised I used a virtual card to book my flight back home.",5,Affirm is the Best!!!,
Willyk34447,FALSE,1/2/2020 15:56,"We have been using Affirm for just about a year for our travel needs. It’s always no hassle financing. This app is one that other companies should take note of. It is very lightweight, clean, and simplistic. It shows you what you need to know quickly and efficiently. All financial apps should be designed as such. Thank you, Affirm and my family and I look forward to using your services in the future. Keep ip the great work!",5,"An excellent company, an excellent app",
nac518,FALSE,9/20/2018 8:11,"I don’t have any complaint since using Affirm. If I had any questions/issues the customer service was great and responsive. Although the 5 star rating I would like to see a call line and speak to a customer care representative as it may be easier to communicate at times.

Payments are not outrageous and has helped me. Started out with a low prequalifying amounts but after a few purchases and on time full payments the loan amount had grew!",5,5 Star,
Susan_Rosaly,FALSE,6/15/2018 3:06,"Affirm has been a Godsend to me.  Five years ago i walked out of a a physically and verbally marriage of nearly 50 years with nothing but the clothes on my back.  My husband was able to take my 850
Credit score down to 620 and ruin my chances to buy a car or anything else but Affirm is giving me a chance to get a few things i truly need and i can make monthly payments.  Maybe i can bring up my score a little higher too!  Thank you Affirm and God bless you!",5,Review,
TR Lover,FALSE,9/11/2018 10:50,"Affirm is extremely inconvenient. If you use online bill pay, the payments your bank sends to Affirm on your behalf takes 3 weeks to clear. I don’t know if they do this on purpose to charge you the interest since May payments are sent before there due but honestly I’ve never seen a company clear a check almost a month later. Not only this, my first payments were both refunded because I forgot to put my loan ID even though I called them gave them my information and told them to please post my payment, they didn’t. Because of this I was forced to do a Debit cars payment which they refunded. It’s just a nightmare with this company and there payment setups!!!",1,Inconvenient,
201KCSD,FALSE,9/4/2020 1:32,"This is the 3rd time I’ve used this site for purchasing items I needed quickly and of great quality. I had multiple stores I could choose from and it took less than 5 minutes to achieve. It’s nice that I can enroll in a monthly automatic withdrawals, which makes it stress free not having to wonder if that payment has been met. I gave this site 5 stars, I appreciate having opportunities like this at my fingertips!",5,User friendly,
Nicki Hilton,FALSE,2/28/2021 17:54,"Affirm is a completely scam. When I ordered an item through them i put a down payment of $52 on the item. After days went by and my item was never been shipped so I canceled my order through the merchant and i never gotten a refund from affirm, so I then tried to cancel my loan on affirm and i still yet to have recipes my refund from them and they dont have a number to any customer service i can physically call and talk to which i also find suspicious. So In order to get my money back THAT I WORK HARD FOR I had to call my bank and and file a dispute. Waisted alot of time and energy with this company and I feel that people are better off using afterpay.",1,Very unhappy with affirm!,
Welcome 2 Hope,FALSE,11/14/2020 3:29,"For the last four years I had lots of loans through a firm. I let two loans go to collection and ever since I have not been able to get virtual loans. This happened almost 2 years ago. And I paid them off six months after they went to collections. My credit is very good I have no dog dairy marks my credit is beautiful and they won’t let me update the amount of money I make a year. I make almost $45,000 a year before taxesI don’t own a house or rent an apartment because I am a truck driver and I live full-time in a semi! And they still require me to put down $500. Because anything less would seem like a scam. Screw affirm I’m so sick and tired of stupid BS",1,Don’t let a loan go to collections,
Statechamp1,FALSE,10/22/2019 4:54,Love Affirm because it’s a quick an easy way to shop and buy without having to come up with the cash right away or put on a credit card.  At first I chose the shortest time to pay but now extend it out because it can always be paid off ahead of time if you want.  I love the fact you can shop anywhere and aren’t limited to suggested vendors.  I really enjoy using Affirm and would definitely recommend.,5,Great Convenience,
Nanni413,FALSE,4/25/2019 10:33,There are so many stores you can make purchases from including flights/trips. It is easy to make payments and no added fees. You can stay on a budget and pay off sooner if needed. The only thing I’d request for improvement is for payments to process or clear faster. Sometimes the app takes a while to clear the info before you can make an additional payment but overall it is amazing.,5,Wonderful,
affirm customer,FALSE,4/2/2019 12:48,"Love being able to buy dji drones with this service , and also 0 percent interest on select stores , my only wish is that they extend the finance for 3 years on certain items that cost allot but other then that being able to pay of items in almost any store over a one year period is still good bargain with 0 interest in certain store , this definitely helped me out allot",5,Love being able to buy dji drones with this service.,
Ari Miami Beach,FALSE,3/30/2019 15:01,"Great and easy to use and with many great options to choose from. I’ve used the service twice now and I’m addicted! Love the easy to use payment options and the flexibility of getting things I otherwise wouldn’t be able to because it’s always so hard to “save”. With convenient options to choose from as far as payments go, the things I’ve been wanting are no longer out of reach for my budget!",5,Love this app!,
hate affirm,FALSE,4/16/2020 0:34,I was aproved for 2500 then decided to go with another product the amount dropped when I went to make the purchase I was denied they can not give me a good reason why all they want is me to email them my income and other personal information. Can these scammers please tell me what changed in 4 days that my purchase was denied other than the purchase price dropped by a couple 100 dollars ? Scammers thieves rip off be careful of this company.,5,Watch out !!!,
hopenfaith123456,FALSE,12/17/2020 18:45,"I applied for a purchase for my kids for Christmas. Thought this oils be my saving grace. I couldn’t have been more wrong! They denied my purchase, then stole the money from my bank account anyways!! They’ve made it impossible to get someone to talk to! And I can’t even get into my account!! Whenever I try my screen is blank with only their logo! Thank you for making the holidays even harder for my family! Awesome thing to do to a single mother right before Christmas!! Right now I’m just angry and hope you guys feel the desperation I do right now someday! I’m thankful to have Jesus and know my feelings will be soothed, and a true Christmas can never be ruined by the selfish narcissists of the world!",1,THIEVES!!!!!,
Xmas Shopping GONE WRONG,FALSE,12/26/2019 13:00,"I ordered two different items and upon purchasing it stated I would receive a confirmation for the purchases. Never received the items and the first payment was taken from my bank account. A few days later the charge that was on my bank account disappeared and still no confirmation of the purchase. Very disappointed with this service, I will continue to use Klarna instead.",5,Two Orders,
qnrodbsptyvzmw,FALSE,8/15/2019 19:34,"Even when I pay all my accounts ahead of time every month faithfully it counts as nothing when I’m needing a new loan! They base it entirely off my credit score even as I’m faithfully paying my debt off on time with other accounts. 
I could understand if I was delinquent on my payments but I never am, even talking with customer service they apologize to me because they see my payments are on time and paid.",5,Horrible company extremely unfair!,
Cfowler9000,FALSE,8/7/2019 9:54,This app is a great way to build credit for those out there who can’t take a loan out . This app helps you buy things by taking a loan out for you and you can pay monthly on it which at the end of the day not only does it help you build your credit it teaches you responsibility by paying small payments here and there to eventually pay off the product that you ordered . This app is amazing ! Thankyou Affirm!,5,The best app to this date,
SpotOnDowe,FALSE,6/3/2019 0:38,"Affirm is the absolute best.  Thank you for having my family’s back when we needed it most—you helped us to acquire a sleeper-sofa from Joybird during a financial crisis and scary downsizing from a house into an efficiency—thanks to you, my daughter not only had a bed AND a study/reading sofa, she felt like she got to have her own, special, new space (and bed), because of you all and the Joybird team.  We will always cherish y’all.  Love and appreciation from HOUSTON.",5,"Best, easiest way to pay with no fees!",
Tfamily7850,FALSE,12/9/2018 17:19,"I am not the type to write a review for a company, yet I could not pass on writing something for Affirm. Great company and service! I am a photograph and videographer and love Canon and DJI brands. I recently purchased on separate occasions Canon products and before that DJI product 3 months apart with no issues. The pre-qualification process is easy and works! If you don’t have the money and looking for a good company to finance whatever it is with little money over time.  I recommend Affirm!",5,Reliable Company,
404AppleNotFound,FALSE,10/13/2018 10:40,"The concept behind Affirm is very well executed. I have used it to finance some medium-sized purchases such as furniture. The app’s platform is polished. The way in which it generates a temporary credit card for you to use online or in-person via Apple Pay goes above and beyond. Admittedly I have not tried any of Affirm’s competitors so I can’t speak to how they compare, but I have not felt the need to because all my experiences with Affirm have been incredible.",5,Polished platform for small loans,
jjjjjjhhggff,FALSE,4/12/2021 15:31,I love the farm I love their concept of being able to purchase things only when they give an accurate credit line for the items a lot of times they will not give a credit line or they’ll get a minimum of 500 where I’ve seen them give 5000 to other people that don’t deserve it I don’t know where they gather their information from otherwise I’m satisfied with the idea but they have much work to do!,5,I Love Affirm,
SiKOcK,FALSE,1/27/2021 16:19,"I don’t have great credit to begin with, but I was approved because I’ve never made any late payments to my credit cards and I am fascinated for Affirm giving me this opportunity - I started with a limit of $100 and I’ve made multiple purchases and paid it off & now I have a limit of $1,000 within a short amount of time. This is hands down one of the best credit loans etc I’ve ever had. Thank you so much Affirm",5,Hands down the best,
Update is bad,FALSE,4/8/2019 16:06,"I have used Affirm now for many different accounts. I love that they send text message reminders of your payment coming up. With all the hustle and bustle in life it can be difficult to remember . The also offer auto pay which has been extremely helpful as well. 
Customer service has been so wonderful in responding quickly when needed. 
No complaints what so ever from the support I’ve received from this company!",5,Perfect,
1kPlez,FALSE,12/27/2018 14:14,"Super easy to use, came in handy when I was in a bind. Discovered Affirm when I realized I needed $1200 worth of blinds. Went through a company called Select Blinds and was able to split the payments with 0% interest!!! Will definitely use again especially when retailers are offering very low or 0% interest. App is super easy to use, to see if you pre qualify was simple, and the virtual cards popped up immediately. Overall I’m very happy with my experience.",5,Great,
HelienaWalton,FALSE,4/21/2020 20:29,I love the  affirm account system  it allows a platform that is convenient and doesn’t charge the typical fees associated with credit. They offer a wide arrange of retailers to choose from and its easy to use the platform and chose your payback terms. You can do it in as little a three payments or up to twelve  with no hidden fees. I Love It! Didn’t find your favorite retailer? Affirm allows you to create a virtual card to confidently  shop wherever you would like.,5,I Love Affirm!,
Nicholas Becea,FALSE,10/8/2020 10:29,"Bank reported there was a problem with my account and froze my account.  No way to correct problem through Ap.  Tried calling, but support team insists problem can only be solved through e-mail and won’t put me through to a supervisor or their security team who froze my assets.  E-mailed bank several times, only to get e-mail response that I have to respond to their original e-mail or they can/will not help me.  Called and e-mailed them that I never received their original e-mail.  They do not respond to this e-mail, and on phone just tell me that I must e-mail them.  In the meantime my assets are frozen and the featureless Ap is useless.",1,"Uncooperative, and unresponsive bank",
RContreras84,FALSE,11/25/2018 23:00,Love Affirm and the app is great too! Use this for all my major purchases that come up when i dont feel like dishing all the cash up front! Intrest isnt bad and if paid off early then you dont pay all the Interest!  App makes it easy to make my payments and keep track of when things need to be paid! Thanks Affirm for being straight forward and not taking advantage of your customers like other lenders do way too often!,5,Love it!!,
Northerngirly,FALSE,11/17/2018 23:28,We didn’t have $1200 to go towards new furniture so we considered affirm. I now own a beautiful living room set that was delivered and set up perfectly! We also got to choose where we wanted to purchase it from! So easy to make payments and it’s only for a year! 💕 thank you affirm for helping our house look that much better and giving us the chance to have such amazing furniture for a great price! 😘,5,Don’t have the money outright go with affirm!,
Nam3tkn,FALSE,7/27/2018 16:02,I’ve been using affirm for a little over a year now and I absolutely love it! Has little to no impact on your credit score (at least from what I can tell). Very knowledgeable and friendly customer service. ZERO penalties for paying stuff off early!!!! I always just go for the 12 month option and pay it off early every time. That way if something comes up and you can’t make the higher payment you’re good.,5,Best loan app ever!,
Bonerificaj,FALSE,4/16/2021 11:37,I financed my peloton through affirm and it has been such a great experience. The app is super user friendly and has a great layout. Affirm itself has a lot of great features like being able to pay multiple payments a month for example.... i owe (X) amount of money Every month in April i can pay the payments for April-July and wont owe until August. It may seem small but a lot of loans don’t allow you to do this.,5,5 Star Absolute Game changer,
Xisx-1,FALSE,4/9/2021 21:23,This company and the way they operate is a true blessing. A breath of fresh air in a world that really needs some kindness. This company is by far one of the best and most understanding companies I have ever had the pleasure of doing business with! I fully recommend everyone to give them a shot and I even dare anyone to try and honestly come up with a bad review. Thank you guys and I fully look forward to doing further business with you in the future !,5,Awesome Sauce,
Catatonic Society,FALSE,2/26/2020 0:38,"Affirm has been an awesome way for me to get the products I want and increase my credit score at the same time, yes the interest rate is a little more. But I didn’t mind that, I purchased 2 high end drones the past 2 years using Affirm. Made every single payment on time, my credit score went from 680 to 803 in just 2 years! 

Now, because of my high score and good standing credit, we qualify for a home loan!

Thank Affirm!",5,Affirm Has Been Great For Me.,
AttuserNJ,FALSE,6/19/2020 14:28,"Extremely poor experience. This company in an Indian ran operation with extremely poor customer service. You will find that out quickly when you have a problem and you need to reach them for help. Lot’s of useless automation which doesn’t work, a common Indian specialty. Let’s make garage that doesn’t work and annoys the customer so they’ll give up. I have various complaints in progress against this Indian ran operation and their abuse of consumer laws. This is the US we have consumer laws here you must abide here India! Twink twice about using any of the services offered by this company. They also have ties and close relationships with PayPal and Ebay all Indian ran operations!",1,India ran operation beware!,
Pete Fabian,TRUE,2/1/2020 3:28,"I used this to purchase 2 items to try it out. They say no credit checks, and won’t impact your credit. but I wound up with to different accounts added to my credit report. These accounts ended up impacting my credit score as a new trade account added. Other than that I did not receive an inquiry for the accounts. Great concept but not 100% accurate in the description of service.",5,Very Cool - but kind of misleading,"{'id': 1436571, 'body': 'Hi Pete - when you first create an Affirm account, we do perform a ‘soft’ credit check to help verify your identity and determine your eligibility for financing. This ‘soft’ credit check does not affect your credit score, which is the explanation you saw when you were applying. If you do take out an Affirm loan, we report it to the credit bureaus because our goal is to give you the opportunity to build your credit history as you repay your Affirm loans. Because FICO and credit bureaus calculate your credit scores in ways that are not publicly known, we can’t predict exactly how your credit score will be affected. There are many factors that could impact your credit, such as your payment history, the amount of available credit that you have used, the length of your credit history, and the number of accounts you have recently opened.', 'modified': '2017-10-05T15:31:15Z'}"
cyou99,FALSE,10/10/2019 14:03,"What a awesome Idea for responsible people just to think I can take a trip or vacation and in an emergency if I need to get to to my loved ones who live out of town that stress is over because I know I can get a flight and pay for it after the fact without messing up my budget.

Also if I want to go anywhere I can go and to know I can also pay off my balance without any prepaid penalties I can’t ask for much more then that....",5,Wow,
Serious rx,FALSE,1/3/2020 11:48,"Easy app to make payments and not worry. 
Excepts debit so payment goes right through no waiting for days to post payment. Thanks to affirm I was able to get my kids what they wanted for Christmas! With easy payments that can be paid monthly is great my credit is going up and using affirm helps you to manage and build even when my credit is good it only gets better. Will always shop with affirm and recommend to family and friends. Happy New Year affirm !",4,Not complaining,
Bob B 55,FALSE,1/23/2019 22:50,"Affirm is a decent way to buy those things you’d like to have, but don’t want to bite into your budget for the full amount.  With Affirm, you pay for it thru them and make monthly payments... similar to a credit card, but with a lot LESS interest!!!   The more you use it and pay off your purchases, the lower the interest goes while the amount you can spend goes up!  The way each should be!!!",5,Great Service!!!,
Rscerj,FALSE,5/21/2018 22:04,Used affirm to get a computer paid it off in full and always get denied for another loan I would have like to buy something else and as far as I know they don’t report for credit I paid my loan back in full never late I was told my credit score was low but how did I get approved before freaking stupid I’m deleted app and make sure no one ever use this company or the app all bs if u ask me I was trying to build credit,5,Upset customer,
Jen from Whitestone,FALSE,1/16/2021 14:25,"I loved using Affirm to make larger purchases while trying to redecorate during a pandemic. I was hesitant to make big purchases all at once, especially during a pandemic. This made it so easy to get everything I needed and pay it off each month. It helped keep my credit card balances free and I really liked being able to see how much I prequalified for each store.",5,Perfect for making big purchases,
kalrenphe,FALSE,3/27/2021 0:55,We used affirm a couple years ago...paid our loan off early...(in half of the allotted time). So we decided to use them again for a different purchase. Denied. The app will say we have a bankruptcy. Which is not so. Yet when you call customer service they have no idea how to resolve the issue. It’s been at least a year so I thought I would try again.  It does not even check your current credit. Just gives you the same old message.  I do not have faith that they really know what they’re doing. I think we just lucked out the first time.,2,Company doesn’t know what they’re doing.,
