userName,review,title,rating,isEdited,date,developerResponse
sejumabe,"Being a single mother of three with a full time job is tricky, especially when it comes to budgeting paycheck to paycheck. Sometimes we just don’t have enough to cover incidentals or run out of groceries more quickly than expected... This has been one of those weeks for us. I saw the ad on Facebook this morning, read some reviews, and (though it sounded to good to be true) decided to give it a try. It was incredibly easy to register. Now, our $75 is on its way and just in time! I also set up some of my recurring expenses on the budgeting tool, so I’m excited to see how that works. If this app continues to deliver, it may just be my new best friend!",Life Saver!,5,FALSE,7/1/2018 13:34,"{'id': 5567062, 'body': ""So glad you're enjoying the advances and getting to know the budgeting feature! Thanks for the review!"", 'modified': '2018-10-18T23:58:56Z'}"
Shellyn83,"Love the ability to add a little extra when I need it. The low tip fee to transfer quickly and optional tip amount are small and totally unlike payday loans.
The only thing I would change is that even if you’ve borrowed several times and paid on time every time, the Dave app wants to see a certain amount of money in your account for a few days or they drop the amount you can borrow. For instance, I had bills come out of my check the day I got paid recently, so I was pretty low in my checking and counting on Dave to get through the week. But the app dropped the amount I could borrow, even though it would be paid back on my next payday. 
Other than that, I have no complaints.",Mostly great,4,FALSE,8/31/2018 17:26,"{'id': 5567058, 'body': 'Hi! Glad the app has been useful for you. Yes, we do have a couple low requirements to be sure someone can pay us back. Thanks for taking the time to review!', 'modified': '2018-10-18T23:58:08Z'}"
WrathfulWarrior,"It budgets your money and remembers monthly payments for you. You can borrow up to $75 and it charges $5 to borrow money and then asks for a tip. It a very useful and convenient app. My bank account had a dollar in it and my son needed wipes and I still don’t get paid for a week. Now we’ve got what we need and all I have to do is pay it back from my next check. Also this app offers its own banking service and you can get a $100 loan with that and you don’t have a $5 fee. You also get your checks 2 days earlier. So all things considered this app is a definitive 5 for its thoughtfulness, ease of use, and overall usefulness.",Great app.,5,FALSE,1/16/2021 20:48,
Applehead Siamese,"when I kept seeing the advertisements I was like no way but then I had cause to use Dave twice  I love the benefits of the whole site   I am 68 and have had Bank accounts since I was 15 but that just might be a thing Of the past. I never use checks anymore and pay bills on line  

Dave is all I need Dave has bailed me out about three times and they say it could take up to eight hours to get the money but within seconds it was in my bank account. They don’t charge you an arm and a leg every month it’s very fair price and it’s convenient. I would recommend Dave to everybody. It’s a site that’s easy to navigate. Join today.",Review of DAVE,5,FALSE,9/11/2020 17:56,
Shelbyz1,"I love Dave! Wow! When you’re in a pickle and need fast help, use Dave! Also, with everything going on in the world, you might have to adjust those random charges, those automatic bills, the ones that overdraft your account! Dave alerted me in time to stop those payments from over-drafting my account! Most of them I had forgotten about because of autopay. But Dave didn’t forget!!! Dave saved me so much money by helping me manage my accounts and also get me set up with super easy “side hustles”! Thank you Dave!!!! You seriously saved me! Helped me put food on the table for my kiddos and really helped me calm down and not lose my mind! Thank you!",Amazing and fast!!!,5,FALSE,4/27/2020 18:14,
Reg6790,"Tried Cleo, Albert, and Earnin to help me out of a bind till payday, and none of those apps were actually able to do it. Not one cent from those after several registrations and verifications etc... Either the advance pay function isn’t available immediately or you randomly don’t qualify. 
The Dave App is great and gave no issues like this at all.
Dave skips all the nonsense and makes the experience painless. Dave is easy to use, fast and responsive and it can actually help you unlike those other apps that advertise similar benefits but ultimately fail at delivering. Dave is the best advance pay app hands down, the other will wasted your time.",Best Advance App,5,FALSE,12/29/2019 20:07,
hattie J W,"It bothers me to not be able to get an advance before the 11 days cycle  and you getting money back later then the day you have set I’m on a fixed income and receive my check same day each month, don’t get me wrong it’s nice this service is available kootoes on that ! but your lending time on those 11 days where if a person needs the$ before that is not right for creditors or repairs needed to pay them and having to wait on the advance! You don’t want over drafts but u also crest them by not lending before those 11 days my account is set for you to receive the loan!  Is there any way you can get this mater updated?",Not being able to get advance when really needed,4,FALSE,3/23/2020 17:11,
BrittanyH20,"So to instantly deposit there is a $4.99 charge in addition to whichever option you choose, but ultimately great way to make ends meet until payday. You have to directly set this up to your debit card so when it is payday, which is noted by your previous automatic deposits Dave can have his money back, for me I borrowed $75 + the $4.99 for instant rather than waiting 3 days. So I’ll have $80 to owe back once my check is dropped. Also, he helps find gigs you could apply for that are helpful, and he acts as a financial advisor to a degree by evaluating your bank statement and telling you what your projected balances are (ultimately to avoid late fees.)",Very handy,5,FALSE,12/6/2019 18:49,
Ssakuras,"I have used Dave a few times now with absolutely no problems. My grandma just died last September and my family members that were relying on her financially have split that between me and my mom, so now my own financial costs have skyrocketed. Without Dave I would have been unable to help my aunt and uncle, or maybe not buy my cousin (who lives with me) pop or snacks to munch on while I'm at work. 

This app is amazing, and I am glad I gave it a chance after seeing it had so many positive reviews. So now here is another positive review that will hopefully ease someone else's worries about using this app so they, too, will give it a chance like I did.",In a pinch life saver,5,FALSE,3/11/2019 23:59,
Foster swiggity swag,"For myself and I’m sure many unsuspecting customers, I had a “small charge” taken out which turned out to be $1. This would be returned in a couple days, they claimed. It’s now been weeks and the money was not returned. This is not transparent and they essentially trick you into giving your information before they tell you about a fee. 

The reason I signed up for your service is to help me get money sooner, not to find out I don’t qualify and still end up paying $1. Feels horrible to be ripped off by apps like this :( 

I wouldn’t support this company with a penny and believe me, I’m going try and get my dollar back. (I know it’s a membership fee, this wasn’t told to me when I was prompted to link my bank account) 

0 stars!

EDIT: The app has since offered me 2 months of free membership and I’ve changed my rating to 4 stars. I wasn’t refunded, but I was definitely compensated for my confusion. I stand by what I said before, but I’m definitely appreciative of what the app has done to remedy my issue. I have since used the app for its services and am very satisfied with my experience.",Read my Review!,4,TRUE,6/7/2019 17:17,"{'id': 9014551, 'body': ""Hi Foster, we're sorry for any confusion as our membership fee is a low $1 per month, which gives you access to our budgeting tool and overdraft alerts. We can help resolve this-  please contact Dave's team at support.dave.com"", 'modified': '2019-06-04T23:29:28Z'}"
rainingintacoma,"After reading several reviews and a long mental debate about how comfortable I felt linking my bank to the app I decided why not. My bank is nation and provides amazing fraud protection. I signed up for Dave and input my info in minuets. This was at I dunno 1ishpm. By 2pm I had the funds in my account. It was easy and simple and a quick solution to a sticky bill situation I was in so close to pay day. I considered deleting the app shortly after fulfilling my pay back, but its worth the monthly planning and budgeting which is worth the $1. Plus Dave is always there if I’m in a pinch again! I’ve already recommended to a few friends who have been in a bind like myself.",Dave to the save!,5,TRUE,11/19/2018 22:31,"{'id': 5567072, 'body': ""So glad you've been loving the app and are sharing the tip with friends!"", 'modified': '2018-10-19T00:00:18Z'}"
Nmcph,"The Dave app in all its glory can’t systematically review your transactions on your bank statement. Not well enough to gage your deposits to verify when you do in fact have verified income. Which is a direct deposit from your employer. I changed banks and Dave app changed the amount I can borrow from $100 to $20. I asked for help regarding this and whichever human reviewed my account stated via email they can’t verify my checks and the limit will not be changed. At a time like this when my household is now down to one income. I needed that money for food, gas and toilet paper. I strongly suggest trying the BRIGIT app. Dave app is a piece of sh**.",Never change bank accounts,5,FALSE,4/12/2020 17:22,"{'id': 14666357, 'body': ""Hi! The amount we can lend is based on a number of factors. If you think you should be able to borrow more, contact our customer support at davecares@dave.com, and we'll help you sort it out!"", 'modified': '2020-04-14T18:43:22Z'}"
dhbailey113,"I’ve been looking for an app like Dave for a very long time. I only need small amounts at a time to make sure I don’t overdraft, and the fact that there’s no interest increased my interest more. However, after a week of trying and trying to get the app to work, I’m ready to throw in the towel. I haven’t been able to complete the login process because the app will cycle for literal hours while trying to connect my bank account. The devs stated it was a small bug and they were working on it, but the lack of updates is making me nervous since this is a service I need, well, immediately. Just be careful before you download as there’s a good chance you’ll be affected. The worst part is you have to sign up on mobile — there’s no option for it on their website.","Want to love it, but the bugs ruin the experience",2,FALSE,11/4/2018 1:17,"{'id': 5816286, 'body': ""Oh no! We're so sorry to hear that you haven't been having the best experience with us. We can totally understand how frustrating it must feel. We'll be happy to have a look at the issue at support.dave.com"", 'modified': '2018-11-05T22:12:25Z'}"
vasquezhector39,"Dave came in clutch for me when I was without an income for two weeks. You can start right away with a $25 advance, then when you build a good payment history, your limit increases to $75. There’s little to no interest involved - just the tip and a fee if you want instant deposit. Why is it free? Likely they’re collecting bank account usage data and aggregating it - most of these companies do, CreditKarma, Mint, etc., but 
Nothing to be concerned about!
My only complaint is that the app frequently disconnects from my bank account, forcing me to re-enter my info. I have a smaller bank (FNBO) but it still should work!
Keep up the good work, Dave.",Dave is Great!,5,FALSE,12/22/2019 17:21,
angelaexoh,"I was skeptical- I’ll admit- thinking this was one of those apps that trick you into into installing then you end up having to pay money to actually use it. I wanted to give it a shot since the description was pretty straight forward about the monthly fee only being $1. Right off the bat, I got a list of my monthly expenses some I didn’t even realize I was paying. I even got suggestions on which side hustles I could consider (probably sponsored but definitely helpful, love this feature on the app). Not being paid to write this review at all and I’m a ~real human~ so take it from me and the 30,000+ reviews!",Download and see for yourself,5,FALSE,5/10/2019 10:51,
The Charleston Chew,"It’s my fiancées birthday this week and my last paycheck was lighter than I had hoped. Dave, this cute amazing little bear, gives me the cash I need to treat her for her birthday, and I can pay it back when I get my next check. Super helpful for making sure I don’t go too low on cash in general because he sends text alerts when your account hits a certain point. You can also set your budget and daily spending and plan ahead for regular weeks. As a young adult with little knowledge of financing, Dave helps me budget properly and actually start saving my money, given I admittedly have spending tendencies. Overall, anyone of any age needs this app.",Life saver,5,FALSE,4/29/2019 22:51,
UltraVioletOrViolent,I first got Dave back in fall 2019 and it was such a blessing $75 loan and instant withdrawal from my bank I had no issues! As time has progressed they have gotten worse and worse first my amount dropped $25 and it was because I was late on a payment then it bounced right back to $75 which I was like okay understandable. But then to randomly cut me to $25 permanently then $20 then $15 and now $5 dollars?! That’s insanity. I had attempted to make them my main account (Direct Deposit) for the $100 loan and they stole my 500 paycheck 😐 I had called customer service and had no luck either. I’m sad to say I’m deleting it,It was so much better in the beginning,5,FALSE,3/20/2021 19:41,
klbizzle,"I have to admit, I was skeptical about the app at first and then I had an issue with my paycheck date being wrong, so it wasn’t allowing me to request the funds.. so naturally I thought I was wasting my time! BUT it wasn’t a waste of my time at all! I contacted ‘Dave’ and told them what was going on and they immediately fixed the problem and encouraged me to give it another shot! So of course I got back on my app and went through the steps to get $75 to hold me over till payday.. and sure enough, I was able to get this small loan until I get paid again! This is a really awesome app, especially for those of us who find ourselves in a pinch sometimes!!  I’m so very grateful! Thank you Dave!!! 😘","Thank you, this is awesome!",4,TRUE,12/11/2018 0:15,"{'id': 5528784, 'body': ""Wow, great to hear you've had such an awesome experience! We're always happy when users take the time to leave a review. Thank you!"", 'modified': '2018-10-16T19:34:45Z'}"
whymanwhyy,"I requested a 25 dollar advance about a week ago, the app says no late fees but i have literally been charged 60 bucks in total the last 2 days. Contacting them is super difficult, live chat doesnt work. Dont even have an option for it in the app. And the phone number asks for your debit card number to identify you, after keying it in i was still told i couldnt be identified and was told to key in my SSN. Which i did that as well and still couldnt be verified. So i emailed support which took over 24 hours to get a response. And when i did get the response it literally had no words. Jus a reply to my original message with no words or explanation on what happened. So i emailed support again and got a response immediately saying i already had a ticket open and to wait for a response. Unlinking account and never using dave again.",Impossible to contact,1,FALSE,6/3/2021 18:25,"{'id': 23272727, 'body': ""Hey there! Thanks for bringing that to our attention.  Let's get you in touch with our member success team. Can you please send over a message to davecares@dave.com and we’ll be happy to help."", 'modified': '2021-06-08T21:24:58Z'}"
ogkatie,They just recently support my bank now so I was definitely excited to use it. I was supposed to receive a refund from a PayPal order I placed and on Friday received an email stating it may take up to 5 days to process. We need groceries and food to make it til the next week. I instantly uploaded info and within an hr I was given the funds I needed to make sure we could get some food. Such a great thing to offer for people that goes thru faster than pretty much anything else that’s offered out there. I will def have it in case of emergency in which this was because already had a headache dealing with receiving the refund to begin with.,Great App,5,FALSE,7/13/2019 18:01,
ksanadid,"I have been using Dave for the past 4 months and for the most part they are usually great and send the money immediately. However this last Friday, I was looking to get an advance for $75 again but the app kept saying that my account needed atleast $105 to qualify. This made no sense because my account DID have over $105 and the app still gave me the same error message. I then proceeded to email one of the customer reps about the matter and the responding email promised me that someone would reply within 24 hours. It has now been over 2 days and I still have not received a reply. Also I went ahead and chose the $20 advance from Dave and it’s been 2-3 days and I still have not received the money from them. Horrible customer service and if this does not change, I will no longer be doing business with them.",Poor Customer Service/Response Time,1,FALSE,10/22/2019 22:35,"{'id': 11456482, 'body': ""Hi there, thank you for letting us know! We'll check in with customer support and make sure they get back to you."", 'modified': '2019-10-25T00:28:31Z'}"
concepts4u,"Dave is ok to use , users need more power in certain circumstances such as adding income and being able to advance from it .. for instance I only direct deposit half of my earnings because it’s not wise to put all your eggs in one place. That type of choice should have been considered when creating this app. I also do not like how Dave mis predicts and it’s hard to correct mis predictions... Since paying Dave back is coming out of the next paycheck not what shows in users accounts currently , I’m perplexed at how is says an advance is too risky and not able to pay Dave back.. I’m always able to pay Dave back ... lol.. further when I need the 75 the most that is when I can not get it.. so all in all it’s ok to use .. fee should be smaller for advancing smaller amounts .. often I can not tip because of the fee !",Accuracy,2,FALSE,7/17/2019 13:18,"{'id': 9793622, 'body': 'Hi concepts4u, we really appreciate your thoughtful review. We certainly do take user experience into consideration when developing and you have some great feedback! Thank you for taking the time to review the app :)', 'modified': '2019-07-22T23:32:52Z'}"
Alex67676767767,"i’m a real person, on a tight budget with friends who will not understand i get paid BI-WEEKLY! they expect me to have bags on bags, and sometimes i’ll admit it gets myself far deeper than i can handle, but dave literally saved me! i was needing to cover my car expense today before i got fined even more and was getting paid friday, (today is wens) i decided to give this app a go and within seconds!! i tell you, i paid off my bill and i can instantly pay them back right when i get my payment on friday. 

this app is what the world needs rn! thank you dave smm!!

(it literally takes 10 minutes to hook up your bank its insane)",Actually Works WHAT!,5,FALSE,5/23/2019 1:56,
Novaurora123,"So many apps like this have a billion hidden fees or added charges to use the app after so long. 
But Dave only charges $1 A MONTH!! And the ONLY other fee on this app is an OPTIONAL one!! Yeah OPTIONAL!! 
Whenever Dave loans you money you can choose to have it sent to you the “Standard” way for absolutely free or the quick way which I believe is called “Express” and when I borrow $20 the Express option only cost $2.99, and when I borrow $75 the “Express” option is $4.99
BUT GET THIS 
You don’t have to pay it right then you pay it when you pay back the $20-$80!!! 

Now .. FOR THE BEST PART!! 

If for some reason your check doesn’t come in, you go negative before Dave can collect, or any other thing happens to where you are unable to pay on your due date ???? 
DAVE WILL NOT OVERDRAFT YOUR ACCOUNT!!! 
Dave will just wait until you get paid again!! 
I am genuinely so satisfied with this app!! It has kept my account from over drafting more times then I can even count!! 
So if you’re considering downloading it?? 
DO IT NOOWWW!! You will NOT regret it!!",BEST APP I’VE EVER DOWNLOADED,5,FALSE,10/28/2018 9:35,"{'id': 6114280, 'body': 'Wow, we love the enthusiasm and love that Dave could help you out! Thanks for the review! :)', 'modified': '2018-11-26T21:07:35Z'}"
bkw112200,"I have never have had any problems using this app or getting access to the loans you offer . Dave has helped me and my family many times in the past. 
Due to the virus, like so many other people in the last couple of months , I lost my job . They down sized and I was newer in the company so without any warning I was let go.  So, I no longer was able to use Dave, I recently started a new job 2 weeks ago.  So I am hoping that I will be in good standings soon and able to use the Dave app as I did in the past . 
Thank you all for what you do and the help y’all offer . 
Thanks again, 
Brandon Williamson",My thoughts on Dave,5,FALSE,9/9/2020 23:48,
Missogirl,"I’ve used the Dave app for about 10 months now! With two different banks (Wells Fargo and Navy Federal). I’ve never had any issue contacting or connecting to my account. I tip on every other advance. It’s so convenient for when I need a few dollars to get me by. Im giving it a 4 star rating because there have been a few times where the full funds weren’t available for repayment and THEY WILL TAKE A PARTIAL REPAYMENT FROM YOUR ACCOUNT. This put me in an even worse situation because it took what I had to hold me and I couldn’t even get another one til the full advance amount was paid. I think they should consider if the full amount isn’t available, not taking anything. Other than that, great app!!!",Life Saver!!!,4,FALSE,11/16/2020 6:06,
Jaybuurdd,"Funny story, my sister bought a bunch of apps on my old phone I gave her and racked up some purchases 🤦🏽‍♀️. So I downloaded Dave so I could have some cash just Incase the refund process took awhile and I didn’t have to go until next paycheck without a decent amount of cash. I was able to create an account and get my $75 same day with a $4.99 fee for the fast process. Apple gave me my refund before the purchases processed through my bank so I don’t even need it now but glad to see Dave was a reliable back up! Definitely the “go to” for when “one of them days” hit no matter your situation. 🤙🏽😊",Extremely Useful,5,FALSE,7/25/2020 18:10,
TeriElle88,"I’ve been struggling a lot lately with bills and 2 jobs and didn’t know how I was going to get groceries for the week this past weekend. Feeling down, I scrolled Facebook for some comedic or uplifting quotes or funny videos to distract myself from the depressing reality. I came across this App and I read the reviews. I thought I’d give it a try. Took 15min to sign up. Once my email was verified the money was in my account IMMEDIATELY. I then went to the grocery store and cooked for the week and me and my daughter are incredibly grateful during this time of need. I highly recommend it and I can’t thank DAVE enough. Have a wonderful holiday. Bless you! ❤️",Life saver,5,FALSE,12/16/2019 17:26,
Staciamt,"Customer support is usually on top of everything, my main issue is that even though my debit card information is correct it never lets me express send which I feel like defeats the purpose a bit. Always tells me there’s an error, when contacted they told me it was my bank not allowing fast deposit. I think that’s something that they work out with each bank. Dave also always for some reason loses connection with my bank constantly and I’m always having to reconnect it, it’s annoying, time consuming and frustrating sometimes. Over all their services do work and that’s why I am giving it a 3 star rating. If I didn’t have issues with the other two things, it’d get a 5 star!",Could be better,3,FALSE,12/16/2019 22:07,"{'id': 12618441, 'body': 'Hi there, thanks for letting us know! Please contact us at davecares@dave.com, so that we can help you out!', 'modified': '2019-12-27T19:55:36Z'}"
Chloemocha,"I thought I wouldn't be able to use Dave because I bank primarily through an online account instead of a brick and mortar institution. But I was able to connect my debit card and account info quickly and easily, and the notifications help keep my spending on track. The only small issue I have is updating my payday since the app tracks it automatically. My job pays me on the 1st and 15th, but with holidays and stuff, the days turn out odd sometimes. If Dave allowed for more manual updates, I could make my changes a bit more accurate. But other than that, it's been great! So happy I found this app!",Easy and so helpful!,5,FALSE,9/3/2019 13:26,
Shut uppppppp,"This app was great, it was a complete lifesaver for me when I had a bill due or needed cash before a payday. I used it for months with no problems and paid back everything on time, if not early. I had been using the $75 option and everything was fine until about a month ago. For some reason it only gives the max amount of $20 or put yourself on a waitlist for their “bank account” feature with an $100 option. I’ve tried a few times and still only up to $20, which I have taken and paid back once. I don’t understand why it has dropped even after I have paid back everything on time every time, I even give a tip. $20 is basically nothing so I guess I don’t need to keep this app on my phone anymore. I can keep my $1 a month fee.",Was great for a while..,2,FALSE,12/10/2019 23:14,"{'id': 12451752, 'body': ""Oh no! 🙈 Let us help! Contact our customer support at davecares@dave.com - (please include your full name, email, phone number and the subject of this review), and we'll help you sort it out!"", 'modified': '2019-12-17T19:37:47Z'}"
Clermontsrose,"This app is the best I’ve used!! Sure it has a couple little glitches to iron out, but for the most part it’s fantastic. The app is user friendly, very accurate and incredibly helpful. I have taken full advantage of their pay day advance program. I’ve had to use it many times and every time they deliver!! It does take at least a day for the funds to post and that’s using the express route. The fact that a percentage of your tip paid to process the loan, goes to plant new trees and replenish the earth, is definitely an added bonus that just makes you feel good!! Highly recommend this app........","Five Stars, Customer For Life!!",5,FALSE,8/23/2019 22:31,
hard workin mama,I’ve tried many apps before when I need help and was struggling before next check but none of them helped me. Dave is the first app I’ve found that actually sent me money! It gives you options either the money can hit your account for free in 2-3 business days or you can pay $3.99 to have it in your account within 8 hours which is what I did and it was in my account within an hour of my request! Also they require a tip for their services which is actually cool cuz they use it to plant trees. I requested $25 and paid Dave back $30 not bad at all! Really cool app will definitely be using again.,Fast & Easy!!!,5,FALSE,8/1/2019 18:45,
ItsTheHeat,"I had no idea an app like this existed. I was looking for ways to make a little money. But what I found was this app, which helped more with my immediate struggle. I was about to overdraft just as soon as my rent check would hit. This app offered a small loan that would keep me from over drafting and that would come out of my next paycheck immediately without me having to worry about paying it back. And I could pay a small fee to have it the same day. The fee comes off at the end when they take the money back out of my account. It’s as straight forward as it sounds. Absolutely wonderful app. What a life saver.",Phenomenal,5,FALSE,7/7/2019 17:33,
Rich in Portland. OR,"Dave is bound to boom! It connects to your bank account and keeps track of your spending and income and advances you up to $75 to help you avoid overdrafts and rediculous bank fees! Only downside is occasional app glitches and connection problems with your bank account especially if you change your bank account password or make any changes to your bank account info and also the fact that you can't speak to anyone on the phone under their customer service info- they don't list a customer service phone number to call- all issues must be sent by email only which is the trend these days for most phone apps. Otherwise, I'd give them 5 stars!",Great Product,4,FALSE,5/6/2019 16:10,
iwaslikeamelioo,"I thought this had to be BS but this app is absolutely incredible. I’m a young widow and have been waiting a year and a half for social security to approve my disability for PTSD. I struggle to make ends meet each month with the little money social security gives me and my son for survivor benefits. When I saw this app, I seriously thought it had to be a scam, but I got a text from Dave yesterday, after my bank account hit $0.00, saying I was approved for $75. I went to the app and requested the money. It said the money would show up in my account within 8 hours but I got a text from my bank right then saying I had a balance of $75.",Like magic,5,FALSE,3/17/2019 18:31,
metea17,The Dave app is a lifesaver. Allowing you to pretty much borrow from your paycheck and paying it forward for the next person. They process the requests super fast and they give you the option to get it he same day if that is what you need at a reasonable fee. The app itself has quite a few benefits. It will look at your bank account and project the lowest it feels your balance will fall. I love the fact that it helps me track my spending and better project what money I will have left after my bills. I am trying to get my Finances together and the Dave app is helping me do just that! Thanks Dave app and team!,Dave is a Lifesaver and It’s easy to Use,5,FALSE,10/22/2018 17:12,"{'id': 5650025, 'body': ""Hey there, thank you so much for the review! We're so happy you like the app."", 'modified': '2018-10-24T19:48:35Z'}"
Tayri Solis,"I found this App in Facebook and just found it interesting but did not downloaded, a week after that my rent was due and me and my husband had ONLY the rent money we did not have 1 cent more either for food or for gas. I found the app again and I’m not gonna lie I was hesitating at first  I did not know if it was a scam or anything like that, I took the chance and did all the steps required and soon enough I got $75 in my back the same day! I felt so blessed I got a chance to buy our food for the week and was able to put a little of gas money. I can’t thank enough Dave App it also helps me control my expenses... This App is the best !!!",Best App,5,FALSE,9/4/2018 19:32,"{'id': 5567099, 'body': 'Wow, we are so happy to have helped you out of a tough spot! Thank you so much for taking the time to write a review.', 'modified': '2018-10-19T00:03:07Z'}"
Prettybadd,"I would always see ads while on social media about Dave,  but I figured there had to be some catch. Woke up this morning and realized I did a little more spending than I intended to while in NY. While scrolling through Instagram, the ad popped up. I decided to give it a try. Mind you... in my head, I was saying this isn’t going to work. I went through the process to verify my acct and identity and within mins, I had extra cash in my account. I was beyond shocked lol. This app is great. Not only will it keep your spending on track, it’s better than having to go to a payday advance center. I’m def pleased! 
Thank you so much! Really helped out!",The best,5,FALSE,7/4/2018 15:04,"{'id': 5567119, 'body': ""Thanks for the review! So glad you're loving the app!"", 'modified': '2018-10-19T00:05:52Z'}"
GloBug316,I love having the help that is offered when I’m really in need but sometimes it’s a hassle getting the cash when it’s needed because my direct deposit doesn’t have my employers name on it. It’s still the same amounts my checks have always been but because it gets added with a name variance I have to go without borrowing til my next check. It does get a little rough not having that little boost of cash but other then that I love having Dave and I love being able to help other Dave customers with sending tips when I do get an advance!! Thanks Dave for all the help and support from our awesome community!!,Very Helpful,5,FALSE,11/28/2020 18:25,
SkylerTESD4CD,"I’ve had this app about 7 months, and 7 times they’ve gotten my pay day wrong, even though I repeatedly email their support staff about it. You can only get 75 and even then they charge you 5 bucks to get it right away or wait 1-2 days, they also charge a 1 dollar monthly service fee. I know of other apps that don’t charge at all except to tip if you want to. Today the app took money out of my account prematurely resulting in me not being able to get things I desperately needed. This is a very frustrating app that doesn’t work at all like “Dave” says, don’t waste your time, or you’ll be like me wondering why I trust an app with my sensitive bank and employment info when time and time again they can’t get my payday right. Even though when I first signed up for the app I stated my pay days and have emailed each time about it.","Not worth it, ends up costing you",1,FALSE,6/19/2018 22:18,"{'id': 4018789, 'body': 'hey SkylerTESD4CD I would like to inform you that payback date is set for your next payday and all users do confirm their payback date before receiving an advance. for any further questions contact us at friends@dave.com', 'modified': '2018-06-28T20:55:44Z'}"
not happy in the least bit,"This is absolutely the WORST banking experience I am ever had. I deposited $200 on my account before getting the card which was my own stupidity. However I thought it would only take a week to get a card, because it said it would take 7 to 10 days. I have now been waiting for two weeks and I have to wait an additional week or more for another card. And I cannot touch my money on my account until 30 days after I make a transaction on the card that I have not received. Whenever I asked for help they told me to chat in, were no agents are available to aacept my chat. So basically, I wait her wait over a month to have access to my funds or I cancel and wait for a check to come in the mail that I may or may not receive. Still have no response so if someone at Dave reads this, could I maybe get some help please?",Garbage,1,FALSE,1/3/2021 15:53,"{'id': 20200444, 'body': ""Hi there! We hear you out - let's get you in touch with our customer support team. Please reach out to Dave's team at davecares@dave.com and we can help you out. "", 'modified': '2021-01-05T19:58:29Z'}"
Disgruntled Service User,Was expecting to be able to withdraw the usual 70 for this week after paying it back just to be notified the day after that 20 dollars is the maximum borrow rate. That leaves me with 60 less that I thought I would have this week. I just deleted app without borrowing anything (leaving myself without 70 dollars I thought I would have) as that’s inconvenient operation of a service that some people cannot afford to have happen. Consider a better way to inform your members before a change like this. I for one will not continue to use this app to see those changes implemented.,Good when it wants to be,5,FALSE,11/5/2020 9:29,
AutumnFyre,"It is easy to use and super customer friendly. I was skeptical that it would work because I have seen so many apps/websites or just anything that scams people. This sent me the money within 5-10 minutes, and really helped me get food for myself and my brother and fuel for the truck. It won’t take your money out. It isn’t going to send your info to anyone else. It is just an app you can use to get something really quick. But you DO have to pay back the money. It is like a small little loan, but it isn’t terrible. :) I promise it is worth your while if you’re stuck between a rock and a hard place.",Cool Help!,5,FALSE,11/21/2019 17:14,
MrHaugan,I was skeptical about using an advance app like this. In a crunch needed some money to cover an expense that was unforeseen. My buddy Dave had my back and I had $75 in my account in seconds which enabled me to cover the remainder of the expense and left a small buffer to float me a couple days to my next payday. Dave was upfront with his small fee to get the money immediately and there were no hidden costs attached in any way. Dave helped me out when I needed it and I will be forever grateful. Now that I’m done stroking Dave’s ego this app really came through when I needed it and if I ever need that little help again I know who I’m going to ask,Exactly as advertised,5,FALSE,11/10/2019 1:23,
JonJ6534,"Honestly, It went from 5 days a week, to 7 days of week, two shifts each night to catch up on bills, Dave without a doubt is my new go to app when I need at least $75 to make it through. Check my files, check it all! I’ve never made a review on any app because of future complications with apps in the past. But this app is worth it to skeptics about those “money apps”. It’s a Money Organization System mixed in with a Loan option if needed. There are many other options you can choose from, but those are my reasons why I trust Dave with my finances, to make sure I’m fiscally fit for the future.",Dave Comes Thru!!,5,FALSE,10/5/2019 14:52,
Xo.jes,"I’ve had Dave for soooo long now, I was thinking about deleting the app because since I didn’t have direct deposit and I had a bad paycheck I was only able to advance like 20$ but tbh them 20$ saved my life plenty of times. Now I have direct deposit and it makes this sooo much better,  I haven’t had any issues with this app since I’ve gotten it, so far so great. Although I do wish it would be a bit more accurate, like it takes a while to catch my actual balance from my bank and the expenses aren’t accurate ether, it’s like delayed or something BUTTTTTT other than that this app is doing its job👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽",Lifesaver,5,FALSE,9/28/2019 11:27,
Aleah Rivera,"I appreciate this app because it’s very helpful. Working 40+ week, having to take care of my mother and my own home is really difficult. I would get a second job if i had the chance or time but i don’t. So at the end of the week it can feel really stressful not having as much money as anticipated. This app spots you the cash you need and doesn’t except you to pay it right back on your next pay check but the one after that. I also love that they plant 3 trees every time! Not only are they helping me but they’re helping the environment. If you’re ever in a pinch; this is the best app to have on your phone.",Helpful,5,TRUE,8/25/2019 16:35,"{'id': 5650432, 'body': ""Hey there! Thanks for taking the time to leave an awesome review. We're so happy you like the app!"", 'modified': '2018-10-24T20:32:20Z'}"
Gabby80's,So I kept seeing this commercial for Dave. being a person who don’t handle money well decided to try. I make decent money but budgeting is not my thing. My bank alway allow me to overdraft because I always pay it but I figure let’s try something different. This app works so well!!! It does what it says. The people who have negative reviews are ones who don’t read. It clearly states they charge a $1.00 monthly fee which is not bad compared to a $35 bank fee. If your honest with information and read the policy then it’s really easy to get advances etc. Overall I’m happy will continue to use as I needed.,"Not bad, not bad at all",5,FALSE,8/16/2019 19:12,
