review,rating,isEdited,title,userName,date,developerResponse
when I first used afterpay it was so amazing I love the fact that you are able to pick up your items and also you don’t have to pay it all at once so if you want something and you really don’t have all the money they will break it up into installments for you this was so easy and me and my family enjoy all the things we want you shop at any store you are not limited to the store of your choice all I can say is that if you were second guessing yourself don’t it’s really real and they are amazing overall I love it and will continue to enjoy it.,5,FALSE,GREAT,friends and cries,4/16/2020 0:10,
"Fantastic app! No guilt! You can definitely live within your means while getting the things you really want.

I would LOVE it if we could have the option to “favorite” a store. And I would love it if more kitchen item-stores were to join Afterpay. Also, when you go to the “Card” section of the app, can the developers clarify what it means by “your down payment is due today”. It made me nervous for a sec that I had a payment due that I didn’t know about. I think it means that if I were to use the card to pay at that moment then my first payment is due? Other than that, I am very happy with this app.",4,FALSE,Great. Could Be Greater :),Kayrae27,10/22/2020 5:01,
"I’m not the type to give bad reviews because I have worked in customer service my entire life. First of all they don’t even read the questions you send. Second they reply with an evasive clip from their site that if you take the time to send a question you would have already read that section and would have seen it does not in anyway apply to my situation. Third you reply again with expressing frustration about how your question was unaddressed previously and was obviously not even read by the person responding to receive the same clip from their site with the part that still does not apply to me in bold now! I’m livid right now at this awful, unhelpful, lazy, and just plain disrespectful behavior. This response to a customer’s question is absolutely appalling.",1,FALSE,Awful customer service!!!!,colleenv1113,4/27/2020 17:08,
This app is amazing. I absolutely love it. It’s simple quick and easy to use. Not to mention you can pay over time when your broke and need help. I know I had no clue what I was gonna do for my kids Christmas presents and Afterpay helped me and I am so thankful for that and I know right now I’m having trouble paying the payments but I’m getting it and they are being patient with me and they also have so many stores that this applies to. So you don’t have to nothing to choose from you have a ton of name brand stores and online stores that are acceptable to afterpay.,5,FALSE,Afterpay,TerriLynn37,1/31/2021 4:15,
"I wish somehow they would link my on time payments to my credit report , I have really bad credit due to a really bad ex husband, once you  have a low score it’s like your stuck for life with this bad rep , Afterpay has made it possible to make interest free payments and obtain higher priced items with 4 small east payments ! They didn’t base their decision in my credit and every time I use their service and pay on time they give me a higher limit to use ! Thanks this service is super helpful !",5,FALSE,Wish my credit report could see my activity on Afterpay,cierrawhite2011,2/6/2021 22:38,
"At first it seemed  like a great company but within the first purchase I had issues with the affiliated vendor not delivering the goods ordered online, it has been 6 months and the goods were never delivered. I contacted AfterPay for support but said there’s nothing they could do about it. Unfortunately, AfterPay does not advocate for its customer nor holds the vendors they work with accountable for their transactions. I finally gave up and paid 80 dollars for a product, from UMA oils, I will never received. Gladly the amount was small but can’t imagine making a purchase of hundreds or thousands of dollars with this company. The odds that you loose your money and never get what you bought are high, it’s not worth the risk. Specially knowing that AfterPay will not look out for its customers, they just want the profit and nothing else.",1,FALSE,Horrible,Ale 323,12/17/2019 1:55,
"You have the ability to buy something that you weren’t able to afford because it’s broken down in 4 easy payments, that you don’t have to schedule and worry about forgetting. They have you covered. It’s like layaway but you get your stuff first and you pay while you already got it. It’s the best thing that ever happened to people’s pocket. If people don’t have Afterpay I have to think twice if I really want to buy from them and if I have the funds like that. I wish I had started using this sooner.",5,FALSE,The best thing that ever happened to people on a budget,RGCUTIEPIE,11/7/2019 8:57,
"I had no idea of the convenience this App would provide for me. My first purchase was hair products that I really wanted but didn’t have the cash up front to purchase nor did I really want to spend that kind of cash on organic hair products; however with the help of AFTERPAY I was a bit more confident to make that leap since it was broken down to 4 payments. So glad I did I’m in love with products and secondly I was able to purchase my entire Christmas with the help of afterpay.  All online no hassle even received a limit of how much I could purchase!!

Thank you AFTERPAY❤️🙌🏾",5,FALSE,Love AFTERPAY,shaydelano,12/30/2020 6:46,
"I use this constant to keep to a strict budget! And it works so well for me and my husband and two boys. We are able to split orders up and pay over time, especially useful when a unexpected expense comes up. They charge zero interest and it’s so easy they automatically draft the payment not a day or two before but on the day it’s due and no more or no less. I have used it a bit over a year and have been preapproved for $1300 worth of products on payments at one time, AFTERPAY is my saving grace! Cannot rave enough about this service!",5,FALSE,The best for budgeting!!,leiannaw,9/5/2020 21:57,
"Afterpay has made a world of difference for my shopping. The convenience of having flexible payment arrangements keeps your finances on track. I begin using  Afterpay in January of this year with one of their popular shoe stores who was new to Afterpay. This shoe store (CSR) didn’t process my online return currently when I had returned the item in the store. The return didn’t circle back to Afterpay to credit my payments. Afterpay CSR explained that it wasn’t done correctly for me to receive my payment credits. Between them both figure pointing, I was out of a big chunk of money and no shoes. This was a hard pill to swallow. 
The low score is because of this isolated incident where I felt AfterPay could had contacted the store to help resolve my matter.",2,FALSE,Improper Refund Unresolved,Mommajoy1217,9/9/2020 12:05,
AfterPay has really come in handy for me the last couple of months. I continue to find businesses that allow me to receive an item and make bi-weekly payments on it. I'm not fully sure how to express how grateful I am for something like this. I have been able to find things such as training gear to shoes. I would really love if more and more businesses sought to partner with AP as it helps someone like me who's wants or needs certain things right away but doesn't always have the entire amount to spend at the given moment.,5,FALSE,Just really convenient,TRENTKHR,6/3/2020 17:24,
"I’ve been using afterpay for about a month. Not disappointed. I can get the high end cosmetics & more pricey things I want in small incriminates that come out in 4 easy (and small) payments. I keep my payments under $15..then when I’m done paying off my product(s), I go back for the additional things I want. It’s crazy easy to use, and so convenient. Please Please add more companies to choose from. You guys are getting me in trouble!! Payments are biweekly, so, I wait for payday to do my purchases so I avoid any interest. You need this app. Also: There’s no charge for using afterpay.",5,FALSE,YAAAASSSSS!!,G1zmog1rl,6/30/2019 17:49,
"Often times I’m unable to buy nice things when I see them but Afterpay has allowed me the opportunity to purchase things I would never been able to afford or take away from something else to get them. I was able to find me a nice pair of cowgirl boots that I have wanted for a very very long time but could not afford to spent that type of money at once. Afterpay made it possible and I’m grateful that I was able to have an opportunity to make payments out of my paycheck and still enjoy quality things 

Thank you Afterpay 

Yvette  of Baltimore,MD",5,FALSE,Thankful,Sassy100,10/3/2020 12:11,
"I am thankful and truly grateful for Afterpay . With our situation right night, Afterpay is a great help when it comes to pampering ourselves with something to lift up our spirits. It’s always an easy transaction using Afterpay. Pandemic take a toll on us but with Afterpay, we can have a little bit diversion of what’s happening around us because even with a small budget we can go online shopping. We deserves to be happy even at times of pandemic & who doesn’t enjoy shopping? Rich or poor likes shopping and with Afterpay, we don’t even have to worry at all.",5,FALSE,Thank God For Afterpay,peopledoexist,2/8/2021 18:30,
"Love that they offer their services and a variety of places that I shop at. It’s very helpful to pay in increments that are more affordable at that moment especially when it’s needed. It’s very user friendly and they give you the opportunity to make changes with payment methods quite easily.  They give you reminders to have your funds available which is super useful.  Thanks so much for what you do. During a time when so many are having difficulties paying up front, Afterpay is a wonderful solution for your needs/wants. 🙏🏽",5,FALSE,Amazing,sweven7,7/3/2020 20:38,
"I don’t like the fact that I need to have the amount of money that the item costsOn the amount of credit I have.   Of course there should be a limit but, if I’m paying you consistently over a four part partial payment period ,Why does the money have to be in the account at that exact moment ....Slightly confused on that part.....
Otherwise, I really do love Afterpay it gives me a chance to buy and pay off things that I need and that my children need   So that option and it being broken down into four cycles is very helpful.    thank you",4,FALSE,Just a little confusing sometimes,Dnice0143,11/30/2020 19:46,
"When I first stumbled across this option to pay, I thought there would be hidden fees and some “catch”. I couldn’t find any in the writing so I gave it a try for a Christmas item...low and behold it’s turned out to be awesome. I’m a school teacher so I can’t always afford those big purchases without saving for weeks or months, and this gives me the opportunity to do the same thing, except receive the product WHILE IM STILL PAYING. So far so good. I have made a few more purchases using this service and have been fully satisfied.",5,FALSE,Pleasantly surprised !!!,DHoovs,1/23/2020 13:12,
"I absolutely love afterpay . Afterpay gives people the option to buy the things they cant afford upfront over a period of time. They’re quick with the purchases . Also , I had to refund something that I order a day previously. They were very quick with the refund and fixed my payment quick . There is absolutely nothing I can complain about . There is one thing I wish they would do , and that’s give a longer period of time to people who have been consistent and on time with their payments. Other than that , they’re great.",5,FALSE,AMAZING,GNS617,1/28/2019 4:06,
"Really love this new option! The only thing is that they only approve to let u get certain things based on how much it cost. Which is understandable you shouldn’t overwhelm urself because that’s how people end up with bad credit. However just let the consumer know what their limit is atleast, and I hope that if the consumer proves themselves by making their payments on time every 2 weeks consistently that their spending limit will change. Otherwise I love this extra option so I can get the things I want. High five for after pay.",5,FALSE,Comment,casean76,1/26/2019 19:47,
I’m not rich so this definitely has to be the best app around . I have been using it to buy clothes for my ever growing toddler for about 3 months now and it’s so easy and convenient to use. They make you divide your payment into 4 . Every two weeks you make a payment which is great . It’s literally the best thing no credit check so they base your limits on you entirely. I started with a 300 limit and now I’m at 1000 because I use the app so much and like I said make big purchases. Use responsibly and you will be fine . My absolute favorite,5,FALSE,Best app ever,Egybp,2/11/2021 6:28,
"Me and my husband work our butts off six days a week and can barely afford to get new socks let alone anything like new clothes or shoes. This app has changed my life and given me the opportunity to actually buy things we need. I have hospital debt from being really sick without insurance so even though I’m very responsible and I have never paid my bills late, I don’t have good enough credit to get a credit card. This app has helped me so much, I can’t begin to say how much of a blessing it’s been.",5,FALSE,The only reason why I can buy things for myself,Becks H-M.,9/13/2020 16:13,
I enjoy the convenience of buying my favorite brands and not having to have it reflect on my credit card bill. I like the payment schedule of every 2 weeks as it gives me time to pay things in a timely manner. I will recommend anyone to use this payment option instead of paying full cash (that’s if you can pay all in one shot) or using your credit card. This is cash and giving you time to pay it off is a great thing because you get your item(s) that you paid for!!!!,5,FALSE,Flexible payment,Mursh,7/13/2020 16:11,
"I have been using this up for about two months now & I have successfully paid for one full purchase and currently paying of 3 other purchases from different retailers. This app helps me keep track of all my upcoming payments, keeping them in order from their due date. It’s extremely easy to use! They send out text message alerts/emails to remind you about upcoming payments. It is also $0 interest!!! You only pay for the total of your purchase from that retailer, no added fee’s! I’m recommending this app to everybody lol",5,FALSE,So far so good,Minii96,3/26/2019 3:07,
"When it was time to make my second payment I went on the app and paid the amount due. It wasn’t until I checked my account and saw that after I manually paid my installment amount Afterpay still automatically debited my card so I was double charged. I love that they give us shoppers the opportunity to make payments on the things we like which makes things more affordable BUT I feel as if they should have some type of notification or indicator when a payment has already been processed on the installment date. After all, we all are trying to stretch a dollar so being double charged was a drag.",3,FALSE,I love everything about Afterpay BUT...,Brownskin Sheila,12/14/2019 2:41,
"The concept and idea for the app seems cool. The main issues I have is how vague they are regarding everything. They don’t tell you how much you can spend if your a first time user. They don’t really tell you anything in the app. I had to go on line just to try and find the info I needed. I shouldn’t have to go to there website for that. There needs to be a tab dedicated to how much your orders can actually be. Full transparency. On top of that I tried to view my card info in the app and you can’t even do that. If you accidentally made a spelling error or something on your card, you can’t edit it wich is super dumb. They have a lot of stuff they need to fix.",3,FALSE,Sorta flawed,Thecat57,8/6/2019 14:39,
Amazing app ! I made an order for four trousers and returned two and kept two and they’re very responsive and immediately refunded the money. Another thing I loved about them is that I tried making another big order and they declined it. I was new to this app I guess but as i was paying off the first order I wanted moisturizer and serums so I tried again and I got accepted ! Very decent app just make sure you don’t mess around with your cards with them and make sure your payments go on time and this app will give you great leverage !!,5,FALSE,Highly thankful,asadq123,2/14/2020 20:59,
"If you are a girl this will work great for you, I have done gotten 120 dollar make up for my girl for 30 dollars a month, but if your a man, Black male preferably urban outfitters in the only site u could really cop some good stuff from, but they get sold out really fast because it’s the only real good store for males in the urban community. Like today the air max will come out on urban outfitter but tomorrow it’s all sold out, I don’t know if I’m just saying nonsense but after pay needs more stores on the list. Like if the Nike online store and after pay partner up. LIFE WOULD BE GOLDEN .",5,FALSE,Not enough stores,GRĒG.DĒAN,11/29/2018 18:47,
"The reason I like After-pay is because the company gave me a chance to work with them , they trusted me to pay on time which I love it’s so much better than a credit card . They break down the payments so it’s really affordable and you finally get to try products that you would love to have and buy but often can’t ,They also have a great selection of companies that you can  buy from !!!!I hope there’ll be around for along time , because I love working with them !!!!! Sincerely!!!",5,FALSE,Love for After-pay,mermie66,1/21/2021 21:10,
"I can use Afterpay and buy more today than I would typically be able to! Like, I’m buying a new top for a party and I see a pair of CUTE boots to match but can’t afford a new top AND boots today so I’ll have to wait...bummer. But wait! I can use Afterpay and go ahead and get what I want today and pay for it later interest FREE!  Just pay 1/4 of your total today and take your items home NOW! I was able to buy a lot of Christmas presents using Afterpay. It really helped to be able to get my items immediately and pay later. Love it!",5,FALSE,Awesome service,Bamag29,1/20/2021 15:05,
"I have to admit, I love this whole after pay deal. The fact that I can buy something I need or want right now and pay it weekly with no interest is AWESOME! I work yes... but I’m not balling. I work to make ends meet and to have my AMAZING fiancé’s back because he pretty much take care of everything. It is satisfying to know that if we want something that is costly and don’t want to break the bank to get it, we can  purchase it, receive our items and then pay for it weekly without breaking the bank. 
Thanks Afterpay ♥️♥️",5,FALSE,Loving this After Pay,Naaji77,1/9/2021 14:23,
"sometimes when I’m online shopping I won’t be able to purchase anything because it’s too expensive to pay all at once. but with Afterpay, I never have to worry about it. the 4 payments are spaced 2 weeks apart so I always make payments when I can afford it! also- there was one time I didn’t have the money when the payment was due. Afterpay notified me and gave me a couple of days to pay it before the late charge. I’ve never had a problem with this app. I use it all the time!! definitely recommend!",5,FALSE,love it!!!,Aylay717,10/23/2019 1:11,
"As far as online clothes shopping goes, it’s easy to fall into buying because of a discount or low price but I often end up sacrificing quality on the goods that I buy. With afterpay, I can buy the nicest clothes without putting a dent in my paycheck. Without afterpay, I would buy a lower priced  (lower quality) item to make it easier on me financially...except...said item would breakdown or need to be replaced much sooner. Thanks afterpay for helping me buy quality clothes with much more convenience & piece of mind.",5,FALSE,I save with Afterpay,Miles2go87,9/29/2019 19:26,
"I will keep this short. SO AMAZING. They send you reminder texts to ensure the money is there. My payment bounced this week. They let me know, sent me 2 reminder texts BEFORE late fees were added. My payment was the same today a couple days late, no late fees and I don’t think i have ever seen a bank or app that does that. The people using this app clearly don’t have cash to throw around so it means a lot that the creators aren’t trying to juice me for my money. THANK YOU! One day I would love to see payment plans for flights!",5,FALSE,"I never do this, THANK YOU",Emilyhijklmnop,12/12/2020 21:56,
"I love using AfterPay on purchases that are just a bit over my budget.  Or perhaps a purchase that you always thought was TOO EXPENSIVE,  AfterPay gives you a great option.  The website has detailed account information when you register, and ease of repaying the balance is great.  Let me say that since I started using AfterPay, the number of new retailers has risen significantly so you can shop at any time from ONE LOCATION on the AfterPay website, and track your purchases.  Shopping is a fun experience using AfterPay.   Thx !!",5,FALSE,So convenient,Bluemaui,11/14/2020 20:23,
I have been using AFTERPAY for about a two years now and I absolutely love it . It helps you manage your spending too since your purchases are in installments so you never have to worry about stressing out your able to purchase things at a set pace . I love when they have special deals and events . I would recommend this to everyone . Never had any issues and the customer service is amazing . They get back to right away and are always there to help you the best way they can,5,FALSE,AFTERPAY always feel like a payday,Musicgrl87,8/25/2020 3:13,
Great service helped resolved items missing! Helped me with merchants to make sure I received my lost items in shipping! They try really hard to help their customers! Got back right away with help and answers to see no one rips you off .. like the idea can buy more expensive items and get 6 weeks to pay it off interest free ! Thanks again hope you do well in USA with customers and merchants! And great they don’t hurt your credit score with hard credit hits !,5,FALSE,So far very good ! Spent about 700$ no problems with afterpay!,SUEL66,2/17/2020 12:28,
"Honestly I’ve never had credit cards or anything and this is the best for payment options I was able to buy up some Christmas stuff and go ahead and order contact so I could see and be able to pay payments the app is so easy to use and check what you owe and what you’ve paid, I’ve started looking mainly at stores that offer Afterpay because the process is so easy and has help be buy stuff I need and want without having to pay for it all at once so helpful I absolutely love!",5,FALSE,Love!!,kellynsmith,1/1/2021 5:49,
"I can’t brag enough about this app. Hard times hit and I fell behind on the last couple of payments and instead of closing out account and sending to collections like most companies do, they sent reminder emails and offers to make payment arrangements which wasn’t necessary but I’m so glad they offered it. I cleared my outstanding balance thinking I’d be banned for not keeping up, nope, I was able to immediately place an order again, just wow. Really helps single moms like me during holiday season 🙌🏻",5,FALSE,Awesome Service,meeze83,12/3/2020 16:54,
"I’ve created a strict budget for myself entering the New Year, only allowing myself to spend a certain number of dollars on myself each pay period. Afterpay allows me to stick to my budget while actually being able to get things and need and want by breaking the amount up for me! I love all the payment reminders and how I’m able to check all my balances on one user friendly screen! Awesome app! No hidden fees! No interest. You pay the price of the item broken up into 4 installments. Plain and simple!",5,FALSE,Amazing app..,shayluhmarieee,1/9/2020 23:50,
After-pay makes buying those big things that you have to have or want to have possible without breaking the bank or prevents me from charging things on my credit cards that I would regret. I am a single mom of 2 and money can be a struggle sometimes . I buy everything for my kids and go without at times. After pay makes it possible for me to treat myself and feel like a Queen for the day and every parent deserves that ❤️,5,FALSE,Become a Queen for a day with After pay.,iywrsrnnia,2/14/2021 13:15,
I used Afterpay for two transactions and it was wonderful.. during my last few payments of my second order my card had fraud.. so the payment did not go through for the afterpay.. therefore after calling them I was still charged the 8.00 late fee.. which is not their fault.. now everything is pay off. I tried to make after order I was denied because the after payments was to high (70 every two weeks) I called them because I was late on one payment they will lower your amounts and you can’t do nothing about it. They can not even override it to help you out!! That wasn’t even my fault that it was late !,3,FALSE,Purchase,Nana21990,1/31/2019 18:14,
I been using this app almost a month. So far I am loving it! It provides varieties of stores that the paying option offer Afterpay. It’s super useful in times you really want something but cannot afford for the price. 4 equal payments of the price. You pay every two weeks and it gives you the option to pay earlier than the due date if you have the money for it. I give this app a 5/5. As I am a college student this is my opportunity to buy things and pay it off from 4 payments.,5,FALSE,Useful!,Juvong07,6/7/2020 13:45,
It’s a great thing to have because if someone sees something  they like and the don’t have the money right then  or they just don’t want to pay the whole balance at the time they can do this I really love this because I do have the money sometimes I don’t want to pay the whole thing because I don’t want to hear my husband mouth telling me I always  buying off line I try to get it without him knowing at that time it works out just fine for me I love this wish they had it along time ago,5,FALSE,Why I love this App,cccccccccvcccccccccc,10/17/2019 20:17,
"I recently placed two orders of from finish line online, each package containing two pairs of shoes. After pay was super cool in the fact that you can finance items and pay over time so we chose to use after pay. Finish line ended up canceling one pair from each order (because they sent us two left shoes and then didn’t have any more of that shoe in stock). But since the cancelation of finish lines orders, after pay has continued to charge me on payments  and when I contact them, they say it can take UP TO 19 CALANDER DAYS to process the refund, then another 5-7 business days to refund the money!! That is insane! So in a month almost I will hopefully not have to bug them to death to get my FULL refund.
P.S. needless to say, I will not use after pay again.",1,FALSE,READ ME!,BeB177,1/26/2020 22:12,"{'id': 13230703, 'body': ""Hi BeB177, Thank you so much for your feedback. We're very sorry that this purchase experience didn't meet your expectations. We're constantly working to improve our service, and while some things are outside our control, you have our commitment that we'll continue to better our customers' experience where we can and we do hope that you'll give us another try down the line! We'd love the chance to show you just how simple and fun it can be to shop with Afterpay! All our best, Team Afterpay"", 'modified': '2020-02-01T01:14:25Z'}"
"Afterpay is such a game changer!! Now i can make large purchases and pay them over time instead of dropping large sums at once. They are extremely organized, giving you four days notice of payment due, and the app is super easy to use. I love being able to pay off multiple purchases at once and I get my items instantly! Almost all the sites i would normally buy from offer this service which is amazing! Thank you Afterpay for my whole new wardrobe and matching make up!",5,FALSE,Must Have!!,SweetDeeFSU,9/19/2019 20:25,
I love this app. It’s the best thing that’s ever happened to me. I’m a makeup lover and I’m excited to be able to buy stuff and pay on it instead of having to spend so much on products. I test in store sometimes and just order them from after pay. It’s great cause when I don’t want to pay outright for a whole collection I can get it from here and be set. The worst thing about it is I spend entirely too much on makeup. But I can wait to order more!!! Guess I’ll try some clothes and shoes next.,5,FALSE,Best/Worst thing to happen to me,Hamp girl,6/24/2019 0:00,
"I definitely like After pay I like how I’m able to see how many payments I have left, I’m able to pay in advance if I want, and I get notified a few days in advance to let me know when my next payment is. I like that they have stores that I know and new ones I found through the app. However it would be better if they added more well-known stores, and for some reason I’m only allowed to select after pay as a payment method when I’m on my computer/laptop and not on my phone or iPad.",5,FALSE,Awesome,EHHHH not that great,3/13/2019 2:33,
"Since I got pregnant with my baby, who is already one year old, I stopped working to take care of my son and I have no longer been able to acquire an income except my husband the only one and this form of payment has made me very useful AND helpful, I can say that it is worth it 100% ,  For those of us who do not have income such as a job but who receive the support of our partner and for me as a housewife it has been the best app  that I have found thanks I really recommend it .....",5,FALSE,So glad I found this,shaby0909,12/4/2020 16:19,
The best thing they EVER came up with was after pay !!! I have an 8 year old and 8 month old BOYS and having this feature is a big load off ... I can make sure my kids have what they need and not break the banks or neglect my bills!!! Afterpay is very understanding when you have a problem and quick to present you with a solution if contacted in time !!! I will continue to do business with them in the near future ... They don’t need us we need them especially if you’re a single mother 😊🥰,5,FALSE,Convenient,Vonny of 2 handsome boys ❤️,2/24/2020 14:21,
Using after pay is a great way to help those during a difficult time when they can’t pay in full all the time. We all have our moments but what’s great about them is that they send you reminders when your next payment will be withdrawn from your account and when you place an order they also email you with an invoice with the dates of your future payments so you have an idea when your card will be charged in advance.,5,FALSE,Love using after pay when needed,New York Mom 3,11/15/2019 19:14,
"I am SO SO SO glad I found After Pay. It allows me to make purchases from one of my favorite brands without having to drop 100 dollars all at once. It’s so convenient, payments are easy to make, and it’s just all around an AWESOME thing to have. I also love how I can choose to make my payments early if I choose to. It also sends you payment reminders days in advance which is a really nice feature. I can’t get enough. I kinda wish it counted towards my credit though lol. I don’t think I will ever stop using After Pay!!",5,FALSE,I LOVE IT!,AMoon24,6/13/2019 21:17,
"I ordered 3 pairs of jeans and thought trying Afterpay would be cool. I got an email that one of my orders got cancelled but don’t worry my afterpay would adjust.
That is not true, I had to pay the whole purchase price for a pair of jeans I haven’t received 100$ and I had to wait forever to talk to the merchant. Emailing the merchant was a pain, I would get an auto response over and over. I called the merchant and they said they would refund and send me an email... didn’t happen.
I will try again and see if they refunded me yet.",5,FALSE,Convenience is nice... but,cetabb,4/17/2019 21:10,
"These company’s are a blessing to the less fortunate and ppl who experienced past hardships!! They are putting credit card company to shame and soon out of business I hope!! They don’t rob you n take advantage , like kick you when you’re down!! No hidden fees and higher credit limits! Thank you spooking after pay for believing in us n giving us second chances ! I’ve spent 100’s n been faithfully paying back w noooooo  missed payments n my limit went up!! So ty",5,FALSE,There’s buy now pay later rock!,saltywifesaltylife,5/11/2021 13:16,
"My hubby hates it when I shop too much... this app has SAVED my rear end by letting me split up the payments! I always buy on payday so my payments come out on DD days. I’m still building credit, so Afterpay is the only company that allows me to shop like this. It’s seriously so reasonable and amazing. I’ve been using Afterpay since May, I’ve never had a single issue with my payments or this company. OH, now I’m able to get the brand name things I’ve always wanted but couldn’t splurge on. What are you waiting for? GO SHOP WITH AFTERPAY!",5,FALSE,My partner in crime,warpathmcgrath,10/10/2020 3:37,
"This is by far and hands down one of the best app/service i’ve ever come across. They make it so easy and simple for someone who doesn’t all the money at once to buy what they want on the spot. You pay 1/4 of the price of your item starting with a down payment type of deal, and then pay 3 more payments after that depending solely on how much your purchased item cost originally after tax and shipping (if any). It is literally marvelous and they don’t even charge you at all!",5,FALSE,Absolutely Amazing.,Jamily69,9/4/2020 14:13,
"AfterPay is amazing! It’s a huge help. Think of it like layaway without a fee and you get your items right away.
As long as you make your payments on time they will slowly overtime allow you to place more orders. This is way better then using a credit card because there’s no interest and they take the payment out weekly for you so you don’t have to worry about forgetting or being late. Just make sure you have the money available and your good to go!",5,FALSE,Layaway online without the wait!,Navy wife 8,8/6/2020 20:05,
"I love how this works things I couldn’t get for a gift or something bc the amount was to much to pay full all at once I could buy with afterpay. It is simple and easy to use and even breaks down the payments for you, it tells you upfront how much you will owe and you pay it when your ready. It is the best app I have downloaded. I will continue to use it. Thank you afterpay for making my life easier and less stressful when it comes to purchases",5,FALSE,Love this!!!! The beat thing I ever did.,Dragonprincess08,12/4/2020 15:21,
"When I signed up for their service their app has a known problem with their password requirements. It doesn’t tell you what is needed for a proper password to qualify. Then you try reaching out to them and their response is simple. “Thank you for reaching out to Afterpay. At this time, we have decided to cease further use of our service.” When I ask why “Thank you for reaching back out. We apologize for the inconvenience, but we are refusing future service with you”. Zero explanation. How does this company have a customer service department and not assist with someone trying to use their service? 

Hadn’t even had the chance to make a purchase using the service before I get they decide to get rid of my account???",1,FALSE,Laughable customer service,Yogi61616161,6/3/2020 5:41,
"I can’t tell you how much I love & appreciate Afterpay especially after having it for awhile, they have AMAZING CUSTOMER SERVICE 👍🏾 ppl that care & listen & I have tried others in past they are more strict on approval & do not have as many vendors. I’m glad my approval was with Afterpay, they have reminders so you have plenty of time to know & make adjustments if necessary & they make sure you are being treated fair & love your products. I’m looking forward to the day they add electronics or scooters...hint hint 😝Afterpay is the only WAY💯",5,FALSE,What would WE DO WITHOUT AFTERPAY🙌🏾,iloveAP,5/17/2020 15:58,
"This is such a great app! Way better than the competition. I hope you guys expand to stores such as Nike, Macy’s, Dicks, Coach etc. I was so excited you guys have partnered with Lancôme! This is such a big help especially for those of us who are parents, have stricter budgets, etc. This also helps people from creating unnecessary debts, as long  as you do your part and spend responsibly. Thank you for creating this!!!! I look forward to continue to spend my money with you guys!!!!!!",5,FALSE,Love this App!,Shaley M.,4/11/2021 23:18,
"First time ever trying and I absolutely love this after pay app :) Not everyone got time or money to go to the stores or a better way of saying designer name brand stores or online boutiques type of stores . It’s really nice to shop without the walking, driving lol oh and the payments are the best thing I ever seen. great way to get the things you want on a payment plan so you do t just spend your whole check on one store lol thanks a bunch I love it and will continue to be a client",5,FALSE,Great way of shopping ❤️❤️🏆🏆🏆🏆,Ceceluvme21,11/14/2020 22:01,
"Afterpay is absolutely amazing and a total game changer. New stores are being added weekly, sometimes daily. The variety of stores is so vast which I really love. There’s no hoops to jump through, everything is super transparent and the customer support is absolutely amazing. I love everything about this app. Afterpay is continuously making amazing improvements to their app so you have all the information you need about your account front and center. Give it a try, you won’t regret it.",5,FALSE,Absolutely Amazing!!!,Trucrime fanatic,11/6/2020 14:31,
"I absolutely, love afterpay. I’m a single mother and I was automatically qualified. Without having to check my credit. Every two week payments are amazing for me. I got my daughter sneakers. I get my makeup every month. It’s so easy for me to pay off with the 4 installment plans. I definitely plan on keeping up with my payments and to continue shopping! I’ve told all my friends about it. All of my friends love it as well! I wish there was a Halloween store on there! Lol but, I’m very happy with this app. Thank you.",5,FALSE,Review on afterpay,chrissybellamay1984,10/28/2020 19:43,
"Afterpay has a GREAT selection of online stores that accept them as payment. Like some really big brand names. I’ve used it so far only for Colourpop and Forever 21, $330 being my biggest order. I love that the payments are due every two weeks; it’s so convenient. 

The app layout is nice as well. I like that you have the option to make the payments sooner than every two weeks. I haven’t shopped through the app yet, but I’m sure that process is seamless as well.",5,FALSE,obsessed with this payment option!,rachel lowden,10/30/2019 13:54,
"This is the Second time i’ve had an unauthorized charge through my account. Bought a pair of Yeezy’s that I am still paying off, and yesterday I made the 2nd installment of $63, but somehow afterpay went ahead and double charged me. My payments are a week apart and I only had enough money to be charged for this payment. Instead of refunding my money for the 3rd installment that I did not authorize, customer service claims there isn’t anything they could do. Look, I enjoy using afterpay, but the app has slowly become a bit of a hassle to use. My money doesn’t seem secure if they can just double charge and not return money they have direct access to.",2,FALSE,Beware of unauthorized charges,not a happy customer >:(,2/22/2020 18:00,
I really enjoy using the Afterpay app. It makes purchasing items so easy and the process doesn’t take long at all. I have not tried using the Afterpay card in stores but using it for online purchases has been wonderful. The only downfall is doing a return having to wait for the company to contact Afterpay. If you return the item before your payments are up- you still have to make payments until Afterpay is notified of the return. Otherwise- great app!,5,FALSE,Love this app!,Munkee2027,1/5/2021 12:15,
"I started using Afterpay during the first “shut down” nothing like a scamdemic to open me up to the world of on-line shopping. 

Let me just start by saying that Afterpays app is very simple and easy to use, I have not experienced any glitches or annoyances with their over all algorithm. 

If you follow the rules and make your payments in-time, I don’t see there being any issues. I have even been bumped up to VIP status so that now when I make a purchase, I don’t even have to make my first payment til 2 weeks out. How convenient is that? 

I use Afterpay for house decor, clothes/shoes, kids clothes and school supplies, furniture and so much more! It’s a life saver to get those big purchases broken down into interest free payments. Or the occasional shopping spree when you realize you need an entire new wardrobe ;)  seriously though, I highly recommend.",5,FALSE,Daaaaa Bomb,Herondale_1018,10/22/2020 17:10,
