developerResponse,userName,isEdited,date,rating,review,title
"{'id': 6280261, 'body': 'Since we don\'t have a live connection with your bank, this causes the delay that you\'re seeing on paydays. However, our team is collectively working on creating a fix to improve the speed - so keep an eye out for any updates. :) Also, Maxes are determined by many factors, and you can learn more by clicking on ""Max Info"" from the homescreen in-app. We appreciate you taking the time to leave a review, and we\'ll be sure to send feedback to our team so that we can improve the support experience going forward.', 'modified': '2018-12-07T03:19:45Z'}",RealCongee,FALSE,12/2/2018 16:31,3,"The app is clutch when you need a few dollars in advance of your next pay date but it comes with a few downsides. First, your tip determines your maximum payout for the week (i.e tip high expect the max, tip low expect the minimum) I went from having a $450 max borrowing to $100 because i chose to be conservative with my tipping. Second, it seems like every 3 weeks the app is requiring me to update my bank info AFTER they take out what i borrowed (might need to get that bug fixed stat, lock me out my bank account again and I’ll seek other apps that provide better services). Their customer service can be a bit snippy at time also, i had a issue with them reducing my max one time and i was pretty much told to be more financially responsible in the most passive aggressive professionally way, made me laugh a little considering the fact that it’s people like me that keep the revenue streams flowing for your services. All in all it’s a great service for people who can get into a little jam and hold them over for a few extra days but i wouldn’t recommend using it every week. 

Side note: Inactivity will reduce your maximum payout.",Convenience
"{'id': 12980424, 'body': ""We're so thrilled to hear this! We always work hard to provide our community with only the best and we're happy to see that we didn't disappoint! Thanks for sharing your wonderful experience with us and we're truly grateful for all the support that you've given us. Wishing you all the best! :)"", 'modified': '2020-01-17T19:29:02Z'}",paygeeeeeeee,FALSE,1/16/2020 12:38,5,"Earnin is the best app I've ever discovered..I believe I was one of the first to get this app when it first started..I was amazed an thought it was too good to be true but it is that good.. allowing you to access your money you've earned at work when you need it, they are there to help. It Even helps you manage your money better by viewing your upcoming bills and showing all you've earned and hours you've worked each day!!! It's an app were you also help others and they help you when your in need an the one you helped with send a thank you and appreciation for paying it forward!!! The people who developed this app, deserves much appreciation an thankful to have this for myself and will continue to share with others.. best app I've had ever, hands down! Get this app and then you'll even want to type a novel review like I am now lol  and I have never left a review for any app or anything but this app deserves it!! Earnin will always be my go to! Your missing out if you don't get this app.",What a lifesaver!
"{'id': 13452546, 'body': ""Thanks for bringing this to our attention. We'd like to check what happened, please send us an email to reviews@earnin.com so that we can get this sorted out. Thank you. \r"", 'modified': '2020-02-13T02:46:58Z'}",crown0xjewels,FALSE,2/12/2020 15:27,5,"When it comes to tipping, they encourage a certain amount based on your cash out so as to “pay it forward” for someone else. Which is great, however, don’t get too excited when your time to be paid forward comes. I was told AFTER I confirmed my cash out and tip of $9, that someone covered my tip and was prompted to send a “thank you message”. I was still charged for the $9 tip I was told someone covered for me and because I didn’t screenshot this and thus I had no proof it happened, they still charged me and couldn’t do anything about it.
It’s only $9 and I will still continue to use this app because that is my only complaint. But I am annoyed that I was told someone “paid it forward” for me and covered my tip but ultimately got charged anyway. So just be sure screenshot EVERYTHING so you have proof if this happens to you. They will fool you into thinking they document everything, but I’m not making this up. It happened to me, and it could happen to you.",Screenshot everything for your records
"{'id': 11348711, 'body': ""We sincerely apologize for the troubles you've had with the app and support team. We'd like to take a closer look into this, please send us an email to reviews@earnin.com so we can improve your experience moving forward. Thank you."", 'modified': '2019-10-20T02:33:00Z'}",Jazmin Alexandria,FALSE,10/18/2019 1:26,2,"I have an extreme love/hate relationship with this app. I love it because of course it covers me when I need it the most, and just as much it also leaves me entirely screwed over. And I’m getting pretty sick of it, enough to make me just want to cancel it and delete the app at this point. I get paid twice a month, always on the 5th or the 20th. Those dates change of course depending on the days those fall on. They have it set up correctly in their system, I’ve verified it more than once. Twice now, my dates have fallen on a Sunday meaning I would get paid Monday instead. Earnin takes it upon themselves to take the money owed ON FRIDAY. TWO days BEFORE my payday leaving me overdrafted the ENTIRE weekend. Why wouldn’t they just take the money back on Monday? The date after said pay date to avoid overdrafting anyone? They’re getting back their money anyway so why don’t they think about the costumer and follow what a bank would do? Most banks would pay after not before. Their support never helped me in either situation either. They obviously don’t give a crap about inconveniencing anyone as long as they get their money back and leaving you hanging high and dry.",One too many overdrafts
"{'id': 8883672, 'body': ""Thanks for such a thoughtful review, we appreciate your support! :) If you have a story you’d like to share regarding a time Earnin has helped you out, we'd love to hear it! Please send your story to stories@earnin.com so we can hear from you."", 'modified': '2019-05-27T19:04:50Z'}",Ashley Hoffpauir,FALSE,5/26/2019 2:21,5,"The live chat option on this app is the greatest I have ever experienced. Never an issue they can’t help you with. Quick, honest, and super helpful responses. Was in a super odd situation where my fiancé started using the app and since we share a bank account we were not allowed to use the service simultaneously (were told up-front that it may be an option in the future, but not quite yet, totally get it. They have to be guaranteed to get their money back right?). His form of pay on paydays became unreliable (his boss would randomly give paper checks instead of direct deposit, so annoying!) so we decided using Earnin in my name would be better. We did have to go through an almost month-long process to get it switched but their live-chat help team was ALWAYS available and so stinking kind and helpful that I’m still floored about it. In this day and age start-ups are a dime a dozen, but these guys are the real freakin deal! Thanks Earnin, just for being you!!!! xoxoxoxo 😍",AH-mazing customer service!
"{'id': 6291682, 'body': ""We appreciate your feedback, and we hear you, dlrecord. We're currently working on expanding our support team to keep up with growth, and have some things in the works to improve our community experience. Feel free to email us at reviews@earnin.com if you're needing assistance and we'd be happy to help. Thanks!"", 'modified': '2018-12-07T16:29:06Z'}",dlrecord,FALSE,12/4/2018 2:42,2,"I really did love this app but have been having trouble for over 3 days now that’s been making me feel otherwise. I got paid on 11/30 and the app has since been saying that it’s waiting for my bank to send updated transactions. It says I can speed things up by uploading a screenshot. I have followed all directions and have been sending screenshots every day since 11/30 AM. It’s now 12/3 PM. I’ve also sent emails, submitted a ticket and even sent a DM on Twitter!! I’ve gotten no response to anything!! I’ve had similar issues multiple times before but I usually submit a ticket and everything is fixed within a few hours. So I never worried too much about it and moved on. The app even says that screenshots are usually checked within an hour and tickets are usually responded to within a day. I honestly did love this app and have been using it for many months, always tipping a good amount, but this experience has been so frustrating and making me want to give up on the app. It’s even more frustrating that my money from my previous cash outs was taken on the spot when I got paid on 11/30 but it’s taking over 3 days to update my transactions...",Switching Up
"{'id': 12913916, 'body': ""We're sorry if there's been some confusion with tipping in the app. We don't make anyone tip anything - it's totally up to you, $0 is always an option and doesn't directly affect your individual Cash Out Max. To learn more about the factors we use to determine Maxes, please check out: https://help.earnin.com/hc/en-us/articles/224455408-Why-does-Earnin-have-Maxes-\r\n\nPlus, here's a helpful blog around maxes and tips: https://www.earnin.com/blog/building-better-financial-system-together"", 'modified': '2020-01-14T19:03:21Z'}",Bc032885,FALSE,1/14/2020 7:36,1,"They claim that if you don’t tip or tip very little that it won’t affect your pay period maximum amounts, but that’s a load of crap. Don’t believe them! They pretend they are just trying to encourage healthy borrowing behavior, but that’s again a lie. Think about it: if you don’t tip enough to satisfy them, you will get in-app notifications telling you how bad of a person you are and claiming that a good member of the community would help keep the service available for everyone. Thing is that tipping is a RIP OFF. By way of example, let’s assume that someone borrows 400 in a single pay period and tips an average of $6 for each payout (four payouts) with an average payback period of five days. The APR for such a loan would be a whopping 438%! According to the CFPB, the average payday loan is 400%. So much for healthy borrowing behavior right? Now let’s assume you only tip half that, only $3 per payout. That’s still an APR of 219%, whereas the average APR on a credit card is under 30%. We love to call banks evil for their outrageous interest rates and raping our working class, yet we are celebrating apps such as this with their ethically dubious practices. Why is no one holding their feet to the fire? DON’T FALL FOR THEIR LIES! They are not here to help you!",They absolutely reduce your Max if you don’t tip
"{'id': 7660287, 'body': ""We always appreciate when our customers come forward with ideas on how to improve the app, Vixens. We'll share this with the team to create an internal discussion on this topic. Thanks for your feedback! :)"", 'modified': '2019-03-11T03:13:25Z'}",Vixens,FALSE,3/9/2019 22:27,4,"I just finished having a real time conversation, (very cool and helpful tool) with someone about a problem I’m having with the app. My job consists of two buildings. One that is listed within the app as a confirmed address for a place of work and one that isn’t. But could probably still be used I haven’t gotten that far yet.  I’m usually posted at one specific building for anywhere from 3-6 months but whenever I work overtime I can be posted at the opposite building. This means my overtime hrs won’t be tracked. This also means that when I don’t have a set post and bounce between the two building day by day my hrs will only be tracked for one building. I was hoping the app developers could add the option to list multiple work addresses to app. Other than this small and rectifiable problem I appreciate what the app does for middle class people like myself trying to stay above water. Overdraft fees have done me a huge disservice in the past. The customer service rep I spoke with was also very polite and as helpful as I believe she could be.",Multiple addresses
"{'id': 18462511, 'body': 'Thanks for bringing this to our attention, BlueStorm703. We understand your disappointment. It’s important to us that our customers are more than satisfied and we would like the opportunity to resolve this issue immediately. If you give us a chance, we are intent on making this right and hope you will allow us to speak with you to discuss the situation. Please reach out to us at reviews@earnin.com.', 'modified': '2020-10-14T00:34:52Z'}",BlueStorm703,FALSE,10/12/2020 16:21,1,If I could give them no stars I would. At first everything was fine. But then I had to keep contacting them several times because they kept getting my schedule updated wrong. They said because my bank would post it a day earlier then my scheduled date. I kept sending them a copy of my paystub to confirm my payday was Tuesday on sometimes my bank would put my deposits on Sundays but it’s not a guarantee that it would happen. Fast forward I cashed out twice. One for 100 the other for 50 plus donations/tips. Next thing I know they took out two debts on FRIDAY when I don’t get paid till the following TUESDAY. I messaged them right away and told them I had an overdraft fee since I didn’t have enough funds and on top of that I had purchases from days prior that were still pending. That once they posted I would be getting more charges because it’s already without sufficient funds. Now they don’t or can’t refund me the other fees. This would’ve never happened if it wasn’t for them taking out the funds when they weren’t suppose to. Now I lost $116 that I don’t have the luxury to not have. Don’t trust them. If you keep using this app please be very vigilant on your account be on top of it.,They will not refund fees
"{'id': 8982669, 'body': ""We’re sorry to hear about your experience, and we really appreciate your feedback, Michael_Myers_is_God. There could be a few reasons your earnings aren't adding correctly - accuracy, radius, and location services just to name a few. Please send an email to reviews@earnin.com so we can take a look and fix this for you ASAP. Thank you!"", 'modified': '2019-06-03T09:27:12Z'}",Michael_Myers_is_God,FALSE,6/1/2019 12:09,1,"I would give this app zero stars if I could or even go into the negative. After opening my account and having my employment and banking/debit card verified I was given a cash out amount. I never touched it. After a week I noticed it dropped down to $0. I started a chat with “support” and was ultimately told by my “customer service rep” that it was my fault because my GPS was not showing enough activity near my work or something?? I have worked there 6 years!! I go to work (20 minutes away from home) then I go home. I don’t hang around the town! I sent her a picture of my latest paystub and even a picture off my wall of my 5 year service award from last fall!! They should be able to see my direct deposit that goes into my bank account every Friday for the last 6 years! No....this person continued to blame the GPS on my brand new iPhone XR rather than look at all the tangible information like a current paystub and banking information. My GPS on my phone works fine with other more reputable apps I use but not Earnin! I mentioned perhaps the problem was on their end? Nope. My fault. Great customer service, Earnin, and great way to lose a customer. Now to go share this experience on social media.",Horrible Experience
"{'id': 19671948, 'body': 'We want to extend our sincerest apologies concerning all the issues that you have faced. We pride ourselves on maintaining the highest quality standards for our community members. So, we hope you will give us an opportunity to discuss this further with you and regain your business back. Please send an email to reviews@earnin.com so we can chat.', 'modified': '2020-12-10T12:28:10Z'}",Jberts01,FALSE,12/8/2020 20:06,1,"I have used this app on and off for years. In 2016 the company mailed me about 100 pairs of sunglasses to hand out a promotional items. Once upon a time they were great. Pay what you want to get a small advance! What could be bad? In two words. Customer support. They used to really care about their customer base and would do what was right. Now they are either liars or incompetent. I was having trouble with my app a few months ago and contacted support. Their solution was to have me upload my work cal showing the clients I worked with (I am a salary not commission based employee) and credit my account for the hours worked and making them availible to cash out. The employee advised if it happed again to reach out. A few weeks later it happens again and when I reached out they refused to accept my cal, said the previous employee should never have accepted my time sheet and basically told me to pound sand, if I had a problem with the app those were the breaks. It is a shame to see a company I once loved fall so far but I can no longer in good conscious recommend this company anymore. There are lots of apps that do micro loans or pay day advances with clear pricing like Earnin has. Use those instead.",ActiveHours was A+ Earnin is D-
"{'id': 19558837, 'body': ""Thank you for letting us know and we apologize for the trouble you're currently experiencing with the app. Could you please send us a note at reviews@earnin.com and attach a screenshot of your approved PTO? Once we have that info, we'll have it verified and manually add your earnings for you. "", 'modified': '2020-12-05T15:07:49Z'}",AP010102,FALSE,12/4/2020 0:13,5,"When I am strapped for cash, this app is a lifesaver. It is better than a credit card and the money hits your account within minutes plus, no driving to the money advance place and the only additional fee is an optional tip.

I only use it when I need to, but it is a really good budgeting tool as well as a lending app.

I would recommend this app to my friends and family.  

Thank you.

UPDATE:

This is still the best app to use if you are strapped for cash, however, I am running into a problem where I am on PAID PTO, yet, I cannot access any cash since I am not physically going to work. 

I have sent screenshots of my timesheet, however, they also ask for proof of pay while out of the office. I cannot send that since I don’t get paid for another 2 weeks. I have reached out to customer service numerous times and only received one response. I corrected the problem, reached out to customer service again, no response.

I guess that my issue is, I am off work but sent proof of my approved PTO (Paid Time Off) but I can’t access any cash.

I will leave everyone with this, I still love the app and it has been a lifesaver for when I have needed it for the quick $20. However, they need to take into account that people get paid time off and/or work from home. This is s GPS based app that tracks your time when you are at work, but I feel like exceptions need to be taken into account as well. Thank goodness that I go back to work on Thursday. ☺️",Best App Around
"{'id': 4678805, 'body': ""We're always happy to hear positive feedback! Thank you so much for the support, and for spreading the word! ❤️❤️❤️"", 'modified': '2018-08-16T04:06:35Z'}",BlueeyedReina,FALSE,8/15/2018 11:28,5,"I love this app... like most though I was skeptical about it. Many of my friends at work use it. I originally downloaded it and set up it for just Incase I needed it. Since it does take a coup days to verify all ur information. I am also a person who has used the payday loans with high interest rates (I lost the only car keys to my car at the beach, had to call a locksmith to get a new key made with a chip... wasn’t cheap and the interest rate is almost as high as the amount borrowed...) I use this app often even if it’s just a few dollars here and there. I never have a problem with more being withdrawn from my account then the borrowed amount and the tip amount I have already authorized. It’s great for someone who just needs to get some gas or if u need to get some groceries whatever it is this is a great app... I love it and I do recommend it to my friends after all it was recommended to me from my friends.... you never know when someone might need a few extra dollars",Recommend to your friends
"{'id': 18438561, 'body': 'We\'re sorry about this and want to fix it for you. Our debits should post the same day as your payday. If they posted on the wrong day, or we had your payroll setup incorrect, we\'d be happy to take care of overdraft charges for you. Please contact support by pressing the ""Chat With Us"" button in the app. You can also reach us on our FB/Twitter page. Thanks!', 'modified': '2020-10-13T02:11:39Z'}",41290a,FALSE,10/11/2020 16:42,3,"TLDR: Earnin will give you money, but take it back the day before you get paid. Because “sometimes people get paid the day before.” Leaving you in danger of overdrafting. Please read below. 

I’ve had a good and bad relationship with this app. It’s good because it’s helped me in a pinch. There’s one hiccup with this app. They take their payback the day before you get paid. Which makes no sense because you might as well not use it. You’ll just have to give it back. I’d say if you have a check out that may bounce, this app is good for that. Just don’t use what you borrow. Their reasoning for this is because “some companies pay the day before payday.” They were able to move it back once for me. But they said that’s a one and a lifetime thing. And they can’t do it again. I will get paid a day early, but it doesn’t come out til the evening. And Earnin will take the money first thing that morning. The thing is this is very helpful and if used smartly, earning will be a useful tool. I I can suggest one thing, they need update and take money out the day you get paid not the day before.",Good but needs improvement
"{'id': 12012893, 'body': ""We're sorry to hear about your troubles, SidThaKid21. We make sure to post our debits the same day your paycheck comes in. Also, we debit only the same amount you've cashed out, plus tip if there's any. We'd be happy to look into this further for you. Please write to us at reviews@earnin.com for assistance."", 'modified': '2019-11-24T00:40:22Z'}",SidThaKid21,FALSE,11/22/2019 12:10,1,"So I've been having this app for about 6 months and at first it was ok. I got my money and everything would be fine. But just recently about a couple weeks ago, I had 4 transactions that I had no idea about. For 26,26,31,31, but apparently I was in the negatives on the app so it took my out my account that I didn't have enough for and had me go 100 in the negative, causing me to miss bills. I told them about it immediately and they said they couldn't do anything until my next paycheck. Last week was my next paycheck, and everything went good. But unfortunately, a couple hours ago, I went back into the negative with all four transactions coming back out of nowhere. I tried talking to support again about it and there's nothing they can do apparently, but now because of this, I can't pay my phone bill until my payday next week but I will probably be higher in my overdrafts because of it, and also my rent is due next week and I most likely won't be able to pay that either. So all in all, just don't use this app for anything because if something happens when you didn't do anything, they won't help cuz they don't care about it at all",Don't use this app at all... It's a complete waste of time!!
"{'id': 12861080, 'body': ""We're thrilled to hear this, @Rileyraylene. Thanks so much for your feedback! If you have any ideas/suggestions on how we can make the app or experience better, please send it to reviews@earnin.com. :)"", 'modified': '2020-01-12T00:38:55Z'}",@Rileyraylene,FALSE,1/10/2020 14:28,5,"I was recommended this app and I honestly have been using it almost 2 years and I have no complaints. As it’s explained, as long as you’re at your job it’ll count your hours and it’ll estimate* how much you’ve earned in a shifts worth and at the end of the day you’ll be able to cash out. As long as you work good hours they’ll increase your pay out. So i basically worked FT I was able to pull out 500 for my whole pay period(100/day). It’ll automatically pull from hour account so you don’t have to do anything but you NEED to have direct deposit. If you’re negative you’ll need to get it out of negative to be able to get more money out, so keep an eye on that. Only catcher to the app, you’ll need to tip when you pull out. You don’t NEED to tip every time but if they see you don’t tip they’ll nicely tell you to tip, they can stop your pull outs just to make a point you need to tip if you want money advanced. Other then that, it’s great definitely worth it.",Earnin is a life saver !!
"{'id': 21110811, 'body': ""Hi, Jake. We're very sorry to hear about this. Please send us an email at reviews@earnin.com with the documentation from your employer so we can proceed on activating your account. Thanks!"", 'modified': '2021-02-17T11:03:53Z'}",Jake adens,FALSE,2/15/2021 13:36,1,"So I have been having constant issues with earning where my job will give me a direct deposit on one pay period and then the next will give me a paper check. Apparently earning is the type of app where you have to have a direct deposit into ur account for them to keep it active. However, after I informed them of the situation with my employer as to why I haven’t been receiving any more direct deposits and am now receiving paper checks i was told to give them documentation proving such. Even after doing that my account was still inactive. When I explained to another agent the issue she explained to me that they can’t update my account any more because it was a one time courtesy and I need a direct deposit.  however, I told her other agents have already done it numerous times without issue. I feel like this app is blaming the customer for the inconvenience of their employers. As long as the app is seeing that their debts are being paid and there is a money flow to an individuals account then it should be understandable if the way a person is paid has changed. This is covid and times are different for everyone. But no customer should be blamed for something they have no control over.",Policy issue
"{'id': 13641321, 'body': ""We’re sorry about the experience you had with our support team, and appreciate your feedback. So, we hope you will give us an opportunity to discuss this further with you and regain your business back. Please send an email to reviews@earnin.com so we can chat. We'll be sure to send feedback to our team so that we can improve the support experience going forward."", 'modified': '2020-02-22T15:31:11Z'}",abcdefghijjjjjjjjj,FALSE,2/21/2020 18:31,4,"At first Earnin seemed ok. Then all these rules and different problems started happening. I’ve tried to get help from customer service and they do nothing. They tell you what they see on their end. Even after you send pictures of your positive balance, time sheet or whatever, they still dont help. They say wait a day or two. It has literally been a week!! Nothing has happened! And they disconnect after 1 minute even though they will keep you waiting like 5mins! Balance shield was activated without my knowledge and upon speaking with customer service numerous times, all they did was pretty much tell me it’s my fault and there’s nothing they can do. I explained that I never activated that and you can see from my previous cashouts! Any problem I had, they would just copy and paste their answer and it was always textbook..never resolving anything! I will never recommend this app to anyone again! 3 people including myself have had the same exact issues. It’s ridiculous. Horrible customer service.",They don’t listen to you
"{'id': 2778029, 'body': 'We are incredibly grateful that you took the time out to leave us this review. Our company values put customer satisfaction as a top priority and we are committed to our users. It’s users like you that make our job wonderful. We look forward to having you a part of the Earnin community. :)', 'modified': '2018-03-08T15:45:20Z'}",Planoboy18,FALSE,3/1/2018 13:48,5,"Let me start by saying most of the negative reviews I have read are by people who either don’t understand how the baking system or the app works. Yes, it takes a few days to get fully setup, but what loan service doesn’t? They want to verify you own and use the checking account that your paychecks are direct deposited in. You pay period max can be up to $500, with a daily max of $100. This is likely to make sure you don’t blow your who check in one day. In order to get to the max of $500 per pay period you have to show you don’t overdraw your account and your checks probably need to be double the max of $500. It took me 2 pay periods to reach the max of $500. Banks responding slow is the fault of your bank not the app. My only warning is do not get caught in the trap of spending your whole check before you get it because then you are left with nothing on pay day. But when it comes to a cheap and fast loan until payday you cannot best this app.",Great App that does what it says
"{'id': 10622728, 'body': ""We sincerely apologize for the inconvenience this may have caused you, TattooedOrchid. Sometimes it will take the app a little time to update to reflect any balance changes made to your bank account. This is because, like most financial services, we use a bank provider to connect to your bank; which means we don't have a live minute by minute connection to your bank; we only receive updates from your bank periodically. If logging out and back in or completely re-entering your bank info didn't work, it means that we still haven't received updates from your bank and it may take a little longer for your account to update. We are currently working on speeding up this process, so you won't need to wait as long to cash out. If you still need help, please reach out to us at reviews@earnin.com so we can connect. Thank you for your patience! "", 'modified': '2019-09-11T05:18:21Z'}",TattooedOrchid,FALSE,9/5/2019 12:21,2,"I recently needed to cash out because I misjudged automatic payments this pay period. My account went into a negative amount and I ensured it was higher than $-100 as required to get a cash out. But, the app did not update my bank account information over the 10 hr period I needed it to, to avoid overdraft fees.  The intent to not allow users to cash out unless you’re account is greater than $-100 to avoid overdraft fees is fine if the bank account info is updated in real time.

I checked every hour in hopes to cash out, and it still was not updated. So, I eventually reached out for support and although chat support is supposed to be open 24/7, I was met with a message at 1:14am that indicates they were not available until 4am. By that time, the overdraft fees from my bank kicked-in and I could not get a cash out per the restrictions, because my account was too far in the negative. So...needless to say, I am disappointed that when I was in a crunch, the app failed me. I am now in a position where I am without money until my next pay day which is more than 7 days away...and I will have additional fees during that time.",Bank Balances not “Real Time”
"{'id': 6813085, 'body': ""Sometimes, we have to wait for the fix from our bank data provider's side which can take a little bit of time. However, we have our team working around the clock so as soon as we have any updates or a fix, we'll let you know right away. We appreciate your patience and understanding! Please send an email to reviews@earnin.com so we can check the status."", 'modified': '2019-01-13T22:49:46Z'}",NerdCenter,FALSE,1/13/2019 0:25,1,"I’ve had this app for almost two months. Since my first week of having it, it’s said my payroll is not verified. It then gives me the option to talk to someone in their “support chat”, and so I’d send a message and I’d get a pop-up response saying they would get back to me in a day. A week later someone responded to my first message and fixed a different part of the set up. I asked about the payroll and got no response for another two WEEKS. Someone responded and finally told me to send screenshots, etc. and proof of payment from my job, which WAS one of the verified listed ones in set-up. I did that and they said there was still some issue and it would take a few days, and they said they’d try and fix it. After that I got no response. This was a month into having the app.... and it still couldn’t be set up. I tried messaging a few more times with no response now for weeks.

This whole times I’ve received emails from them asking me to refer friends, while I still can’t even get past set-up with this app. Finally deleted it and gave up hope on their customer support. Be prepared to wait if you ever need help setting-up or with anything from their “support” chat.",Customer Support is honestly horrible
"{'id': 6684663, 'body': ""We're sorry to hear about your issues, amxchi. Our debits always post based on your pay cycle in the app. This helps us ensure that we don't overdraft your account or post our debits on a wrong day. If there's any change to your employment, you can reach out to us so we can make any necessary adjustments. We certainly want to make your experience better moving forward, please send an email to reviews@earnin.com so we can chat."", 'modified': '2019-01-05T07:58:26Z'}",amxchi,FALSE,1/5/2019 0:04,2,"Beware: They withdraw money from your account even if you do not have the money to cover it. —— I’ve used this app for about five months now and it was great. Bank info was updated correctly, work info updated correctly and it was tracking my hours fairly accurately. (sometimes it lags, but it works out) Up until a month ago I was laid off and my last check was withheld, so instead of it depositing that Friday, it was depositing the following Monday. I had about $14 in my account at that time and that Friday, this app had withdrawn my account the money I owed somehow, ultimately placed my account in negative. Contacted support, made sure to screenshot the withdrawal amount, asking how they managed to withdraw my account when I didn’t have the money to cover it at the time, and they did not help me at all because they “did not have access to my bank”. So not only did I pay the overdraft fee, but I decided not to use this app ever again because instead of helping me not put my account in negative, it did the opposite effect for me. This review could change in the future if I decide to give this app another go, but for now, two stars.",It was okay in the beginning
"{'id': 5664159, 'body': ""Hey, Caddeh. We hear your concern. Please note that our system solely works on it's own and we're constantly updating it for the betterment of the service. We'd like to closely look into what's causing the issues that you're having. Please reach out to us by emailing support@earnin.com so we can help right away."", 'modified': '2018-10-25T15:55:56Z'}",Caddeh,FALSE,10/24/2018 17:13,2,This app used to be helpful. There is a feature called pay it forward where supposedly if you pay the amount with a star next to it you cover your tip and the next person’s tip. For starters every time they claimed someone covered my tip it never happened I was always charged. Secondly the requested tip. Amount used to be small in the beginning like three dollars or five dollars but over time the amount went up to 9 or $10. Of course I wasn’t going to pay that much per cash out so I would continue to pay the three dollars. I noticed that after I stopped paying the requested tip amount the service got slower. It always says pending with the bank but I know that’s a lie because I’ve never had this problem before in the first few months I was using this app. And now that I stopped paying a higher tip amount it suddenly slows. Now it’s constantly pending and I have to wait an extra day or two to get money. Which is highly inconvenient. Plus to slow down the service just because I refused to pay more than what was originally asked and the fact that they let you pick is not right. It’s more like passive blackmail,They slowed down on purpose
"{'id': 11476513, 'body': ""Wow Kyrsten Johnson! We're at a loss for words. We're incredibly grateful we could help, and that you took the time to write us such a kind review. Hearing about your experience warms our hearts, and we wish you the absolute best. ❤️ We're so happy to have you as part of our community."", 'modified': '2019-10-25T21:10:14Z'}",Kyrsten Johnson,FALSE,10/23/2019 13:18,5,"Earnin is the best app I have on my phone. It’s so easy to use. I’ve never had any issues and I’ve been using it for a couple years! The money gets transferred INSTANTLY! You choose what you want to tip! And the money comes out automatically the next time you get paid. Earnin has helped me in so many situations. Out of gas and you don’t expect another pay check for a week? EARNIN! Account over-drafted overnight with unexpected expenses? EARNIN! You can now avoid those overdraft fees with earnins help! You need to be responsible with the app. They take back their money all at once. Don’t borrow if you can’t return. It will put you in a bad spot. But as long as you are only borrowing what you can pay back on your next check, you’re gonna love it! Recommend this app 1000% other apps that let you borrow money charge interest, have large fees, ect. Not Earnin! Pay what’s fair. And don’t forget to pay it forward when you have the money. Earnin has helped me so much! It can help you too!!",No more anxiety
"{'id': 9814780, 'body': ""Thank you so much for taking the time to write us such a great review! We're incredibly glad we could help, and admire you for helping the members of our community too. You're the best! We truly appreciate your support! ❤️\r"", 'modified': '2019-07-24T00:54:03Z'}",Sharon ( GracieNY),FALSE,7/22/2019 20:50,5,"This app is what I have always hoped the web/net  could be.  It is a community driven,  socially responsible app that allows you to get some funds into your bank account based on what you’ll be paid next payday.   Sounds like a pay-day loan,  and while it might be similar in explanation,  it is vastly different in the way it functions in the practical world.   A payday loan’s average interest rate is about 400% interest,  if you pay it back on time.   So with those payday loans,  if you borrow $100,  you need to pay back approximately $140 next payday.   With this app,  you “tip”  what you think is fair.   I try to tip 10-14%.   Getting paid only twice per month means that sometimes your pay doesn’t stretch to next pay day.  This app has saved me so many bounced check fees,  service fees, late fees, etc.    I love to see that I’ve “paid it forward”  for someone else.   Remember:  Don’t get greedy with borrowing,  and don’t be stingy about tipping.   It’s so good to know that this is out there.",Totally Impressed
"{'id': 11210292, 'body': ""Thanks for the feedback. We want to make sure everyone still has a paycheck on payday, that's why we have maxes on how much you can take out each paycheck. It will always be your choice how much you want to cash out and also, tipping shouldn't affect your max. There could be a few reasons your earnings aren't adding correctly - accuracy, radius, & location services just to name a few. Lastly, our hourly rate is below your official rate because after taxes and deductions we calculate the rate.\r We'd like to discuss this matter further. Please send us an email to reviews@earnin.com. Thanks!"", 'modified': '2019-10-12T17:06:29Z'}",dcateee,FALSE,10/12/2019 3:14,1,"This app is marketed to people who don’t make a ton of money. If you aren’t good at saving and budgeting do not get this app. At first it seems like a good idea and you tell yourself ‘it’s just borrowing money form myself’. That’s fine for a while until suddenly you owe this app $500 every pay check and keep having to take all of your money back while paying a tip to make sure they don’t suddenly drop your max and leave you without your rent money. It’s so easy to tell yourself that you can just take the money back and pay some back next paycheck, or next next paycheck. Now this app isn’t even tracking my hours right and my rent is late. I’ve worked enough since the payout on the 4th to make about $400 and have only been able to access about $250. The GPS used to be accurate and now I have to submit time sheets everyday. And even with the number directly handed to them they are still giving me less than I earned. I feel taken advantage of for my tiny tips, they know the people who want to use this app are bad at saving. Now I get my money in small pieces and I have to give them like $20 a month to keep myself from losing it all. Worst decision ever",Was good for a while but now it’s become a hassle
,emiyay,FALSE,11/15/2018 22:48,5,"The app is helped me through many occasions where I get financially stuck to pay pills or anything else. If there happens to be a problem they have a support chat available all the time to walk you through and answer questions. Setting up the service does take a few days to register bank account information and your occupation. It does register when you arrive to work and clocks your hours (ever so slightly off). I was skeptical at first on giving my information out. But I’m one of those people who checks my bank account every single day to make sure I’m not getting scammed by whoever. (I’m paranoid) they take the money out that you borrowed the following paycheck, wait a day or two and you can take money out again. Just be sure not to take too much out and get yourself stuck next paycheck. Limit yourself. Good thing is that if you ever want to delete your information and account, it’s super easy. The app is surprisingly secure and honest.",Reliable and helpful
