title,date,rating,isEdited,review,userName,developerResponse
I need to make a point,2019-04-07 08:55:54,1,False,"Let me be clear. The MoneyLion product is cool and helpful and relatively easy to use. However... there is no such thing as customer service with this company. I have been trying for days to reach someone. The chat service tells me to call so I call. I choose the correct prompt to get me to someone that I believe can help. I continue to ignore the computers desperate attempt to get me to help myself in the app. Normally I would much rather solve my issue without contacting customer service. Unfortunately the help I need can’t be found in the app. I must speak to a human. So I follow the prompts and after listening to elevator music for what feels like an hour the computer comes on the line to announce that because of the call volume their going to call me back. It has me confirm my number, I do and it hangs up. I wait 24hrs and I never hear from them. I’ve gone through this 5 times and I still have yet to speak to a single human being. I do t know what else to do. I’m stuck.",Jorgediaz1361,"{'id': 8186325, 'body': 'Hello Jorgediaz1361! Thank you for your review. We are truly sorry for any inconvenience that these issues may have caused.  If you need further assistance please email or DM us on FB. Saturday mornings are a good time to call to speak to an agent. Thank you for your time and for being a valued customer. Have a great day!', 'modified': '2019-04-12T13:32:45Z'}"
Best of online banking,2020-10-04 02:54:37,5,False,"I have tried many online banking apps and while most are ok the majority don’t do what they promise and lead you from one endless hoop to the next to jump through. MoneyLion however, I feel, genuinely cares for its customers. The app is easy to use and helpful with no gimmicks or a “you scratch my back I’ll scratch yours” mentality. The instacash is awesome and you don’t have to setup direct deposit to use it or meet some ridiculous list of qualifications. They don't penalize  you for not having enough money and there’s so many helpful features and channels to go through to get the financial help you may need.   I would very much recommend MoneyLion to anyone who is tired of playing games with these apps/banks that pretend to care!",aliB07,"{'id': 18284275, 'body': ""Hi there, aliB07. Thank you so much for this awesome 5-star review! We're happy to know that our 0% APR InstaCash and products were able to provide assistance to you! It’s members like you that help make MoneyLion ROAR! Given you’ve expressed a positive experience with MoneyLion, would you be open to also sharing this review on other review sites, including Google Play, Trustpilot, BBB, and Wallethub? Thanks again for being the best part of MoneyLion!"", 'modified': '2020-10-05T16:14:36Z'}"
Extremely Disappointed,2019-11-02 23:27:05,1,False,"The lack of customer service is making me regret signing up for this service. I’ve submitted several help desk tickets to change the bank account my membership is being drafted from and it’s not getting resolved. Every time I respond to a ticket, I’m being told the ticket is closed and to open another one. I then open another and the vicious cycle continues. I’m beyond frustrated because I keep getting emails telling me my membership is paused and I need to submit payment. I’m trying to pay with no success! 

I also asked a question about rewards and didn’t get an answer. I saw that I didn’t have the correct amount of points in my reward section so I submitted a ticket asking customer service. The rep told me to check my history and never looked into my actual question. I then explained that I checked the history and the rep never responded. This is so frustrating because I had really high hopes for this bank. I’m on the verge of canceling.",Ashshi757,
"The app is good but,",2018-08-30 02:29:00,2,False,I had the app for a month and a half I had my checking and Savings Account set up with the app and everything was going great. Ok was able to track anything I wanted to then I decided to get the loan I would get down to putting in my routing number and after I hit the submit button it would tell me my Routing number wasn’t correct it was the same number that they used for my other accounts but wouldn’t accept my number anymore. So I deleted the app then after about a week or so I kept getting emails asking me to come back then I need to reset my password and every time I charge it and try to log in it says password doesn’t match I went through that for over 3 days changed password at least 3-4 times and still can’t even log in. It’s very disappointing to not be able to try to get in my account. So I have deleted the app again and I don’t know if I will get it again or not.,bamaref20,"{'id': 6796536, 'body': 'Hey there bamaref20! We appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970.', 'modified': '2019-01-11T21:26:29Z'}"
Very disappointed. Is this a scam?,2020-01-24 18:44:01,5,False,"I have yet to receive a loan of $100 that I requested. I have emailed customer service. I did get an initial response to check with my bank about any pending deposits.I called my bank like Moneylion suggested, but my bank had no record of any pending deposits or deposits that had been rejected. I have emailed twice more with no response. I called the customer service line and found it very difficult to even find an option to speak to a representative. Once I finally did, there was a 57 minute wait. I guess I will just have to bite the bullet and wait. The app still says I will owe them $108 on 1/30. It also says that the funds will be deposited 24-48 hours after the request. It has been 144 hours.",Andrea D 99,"{'id': 13107419, 'body': ""Hi there Andrea! We're sorry to hear you're experiencing difficulties with MoneyLion and our customer service support. Rest assured that we're working diligently to make improvements to our product and customer care process. My name is Aron and you can schedule an appointment with me to look over your account and help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-01-24T22:32:05Z'}"
Worst App ever! And company!,2019-11-22 15:20:40,1,False,If I could give a negative star I so wouldn’t. So recently became unemployed. They don’t allow the dates to be adjusted for withdraws if In an emergency. Also when I paid off my loan in full because of bill issues due to circumstances! These scums literally kept withdrawing for a loan that was paid off in full then they told em I couldn’t have my money cuz my account wasn’t paying for the money lion plus I did not need nor could afford cuz they already put my account into about 12 NSF Fees with my bank. My credit union went out of their way to refund most of them but it got to the point of being beyond a nightmare. I ended up not being able to pay a couple bills and lost my place. Money lion has been a nightmare and changed my life in ways I will never forget nor will I ever recommend this app. I want to go public with what happened to warn people about this very serious matter. I’m a juvenile diabetic and now I’m gonna be struggling in winter. Thanks MoneyLion!,prestonJW,"{'id': 12003013, 'body': ""Hi Preston, We're sorry to hear you're experiencing difficulties with your MoneyLion account. Can you please send the email address and phone number associated with your MoneyLion account to reviewsresponse@moneylion.com so we can look into this matter? Once we've reviewed your issue, our customer service team will be in touch to help you. Again, we apologize for any inconvenience and looking forward to resolving this issue. "", 'modified': '2019-11-22T23:19:41Z'}"
Used o be amazing,2019-10-06 15:21:21,1,False,"I loved loved loved this app until recently. I kept getting emails and notifications I needed to update my membership. I had the MoneyLion Plus membership and logged in everyday to the $1 cash back that went into my investment account. I did have a small amount direct deposited for my investments as well. After about 6 months I had quite a nice savings for myself. I am not interested in getting a loan for my credit right now.  Just trying to fix my credit and needed some help with it. So I went ahead and updated to the lower amount for the MoneyLion plus. I no longer get the cash back. I know it said so in the agreement. Anyways, my direct deposit is no longer going to my investment. I called and asked about my investment and switching back to the membership with the cash back. I was told I wasn’t allowed to go back. There are no plans to bring the cash back to the updated plan. And she couldn’t help me with my investment. Planning on getting rid of this.",AcaciaR,
It is legitimate.,2019-09-28 05:03:21,5,True,"This app does what it says. I got my loan the same day I applied. I have been paying it off on time and my credit score has gone up. The credit score was just a bonus really, I needed the extra money ASAP at the time. I would definitely recommend this to anyone who needs some quick cash in a pinch. The only downside is you are required to get the “membership” which combined with paying back the loan adds up to $30/week for one year. 🙄 So be mindful of that. You do get all the cool features being a member provides & you can pay off the loan sooner — but it has to be all at once, you can’t just make a bigger payment. Long story short, it’s legit. But read the fine print to see if it is for you.",Jasmine Noel P.,"{'id': 7268587, 'body': 'Hey Jasmine, we are sad to hear that this was not a bright experience for you. We definitely will take a look into this and do our best to get it solved. Thank you for your review.', 'modified': '2019-02-13T01:41:41Z'}"
Problems,2019-03-18 12:07:32,5,False,"It started out good some things wasn’t quite clear to me like they were gonna take the membership fee out of my account on payday what I understood was every time you login you get a dollar towards the membership fee so I wasn’t expecting money to come from my account,so I didn’t transfer funds from anywhere’s else to cover this so it was returned and that started me over again for the loan but I have to keep changing my password for some reason I still don’t know why so I had too download app again and put in all my info again still waiting for someone to call me and fix the problem even after me sending numerous emails!!! I’m about to say ✌️ and y’all can give me my money back!!! Signed problems",geerobn,"{'id': 7937266, 'body': 'Hello, so you are correct you would be able to earn $1 a day to go towards your investment plan, however it requires you actually swipe through the app and not just log in!  Please know you may call us anytime you have any questions about our services.  Thank you.', 'modified': '2019-03-27T19:14:54Z'}"
Total Scam,2019-08-08 16:05:16,1,False,"It’s easy to get approved for a $500 loan, but hard to pay it off. 

While you owe them money, they will be withdrawing around $50 every paycheck, but only $20 will go towards paying your loan. They rest goes towards your membership fees and a BS investment account they set up for you. 

The investment account is another trap. You can’t take out money while you owe them money. It eventually gets to the point where you have enough “invested” to pay off your loan, but they don’t let you do that, of course. 

When you finally pay your loan off, the investment account is way for them to keep their teeth sunk into you. You just can’t withdraw your money, you have to wait for them to liquidate and send you your money. But wait, that’s when a convenient error pops up, and you’re left waiting WEEKS to get your money. 

Don’t bother reaching out to customer service, though. They’ll just answer by copying and pasting their FAQs, which don’t answer your question. If you do get someone to answer you, they’ll just give you the run around and close your ticket so you can’t contact them again. 

Dealing with this app has been a nightmare for a year. It’s a scam, and a trap, those $500 sound real good if you’re real desperate but be careful, you’re getting more than you bargained for. 

Oh, and by the way, this is my second review after the first negative review I left conveniently disappeared.",JCont91,
Loved it until...,2019-04-04 18:18:27,3,False,"I tried to take out money out of my investing account. MoneyLion makes a lot of restrictions, I have several accounts that I save money into, and once I have a good chuck of money I take it out and transfer it to my main investing account. I wasn’t able to do that with moneylion, first they said that I need to have a minimum $150 to take out the money, (which I did), then they said I had to pay off the loan to be able to take any money out, so I paid in full, I was able to take out 80% of my money but the remaining $150, they said I needed to wait until the loan was processed to take it out. I waited, it got processed and then it said that the “money is currently being exchanged buying stocks” waited a couple of days and still nothing... I never had so much restriction with my own money. I have now $170 and it says I’m able to take out $20....",Turtleninjers,"{'id': 8178983, 'body': 'Hey Turtleninjers, we definitely want to ensure that we are both understanding, we are also always willing to help your out on your account. You can always reach our Customer Support at (888) 704-6970 Monday-Friday 8AM-8PM EST & Saturday 10AM-6:30PM EST.', 'modified': '2019-04-12T01:32:24Z'}"
Skeptical,2019-03-01 12:40:07,3,False,"I’ve never been very good with money and when I came across a MoneyLion app I would is more than stoked at the possibility of learning about investing and saving money and everything in between. And I can’t say I’m totally dissatisfied, but I’m not far from being there I have a hard time getting customer support when I really need it. I have tried to contact them option several times now and it has not worked. I’ve looked online for otherNumbers are ways to contact them and I did find a phone number but they were closed. I have several really important questions I could change my investment situation with them currently and I can’t seem to get a hold of anybody. This is really disappointing and I hope that something about it changes before I have to cancel my membership because there’s one thing I won’t do, it’s lose money.",Bluedogmom86,"{'id': 7609427, 'body': 'Hey Bluedogmom86, thank you for your review and we apologize for the delay.\n\nWe are so sorry for the experience that you have had and would like to restore your confidence in the Pride that is Moneylion. The customer service number is listed on our website and on our FAQ page but for further reference here it is. Customer Service: 1-800-617-9584 (M-F 8 AM-8 PM EST; SAT 10:30 AM-6 PM). If you need further assistance please do not hesitate to contact us.', 'modified': '2019-03-06T21:14:36Z'}"
Terrible,2019-01-14 22:05:52,1,False,"Created a account and got my card. I liked the idea of the app but it has bugs. I wasnt able to get my credit info in the app even though i did everything correct. My card also got block from making transaction i called about it they said it was fixed but it wasnt and the card never worked for any transactions after that. Also they dont have support on weekends so when my card got blocked on a weekend where the following Monday was also a holiday i had to wait until Tuesday. When i called they wouldnt fix it over the phone like a regular bank normally does they told me i had to wait until i was contacted in 72 hours. I was never contacted so I contacted them back and they told me the card should be working but like i said it never worked for any transaction after it got blocked. At that point being tired of using the app i emailed support to close my account, they said its closed but now money is being taken out my bank monthly still.",pvperlikegates,"{'id': 6869467, 'body': 'Hi, pvperlikegates. Thank you for taking the time to reach out to us and leave your feedback. We are sorry to hear that you had some trouble with canceling your account information as well as having some errors pop up when you are attempting to use your MoneyLion debit card. We are always happy to assist our MoneyLion members with every question or concern. Just so that we are able to make sure that all of your account information is correct and taken care of, please feel free to contact our customer service line at 1-800-617-9584 (M-F 8 AM-8 PM EST; SAT 10:30 AM-6 PM EST).', 'modified': '2019-01-16T16:31:38Z'}"
"I love this app, but...",2018-12-08 21:03:15,1,False,"I have MoneyLion plus. Love the no fee checking and debit card, and the fact that i basically earn my membership fee back by logging into the app daily. The investment fund is a great way to save, and i was immediately approved for the $500 credit builder loan. HOWEVER, i have an issue with the 0%interest cash advance “Instacash”. It is advertised in the website, in the App Store, on the app itself, and in daily financial tips. Direct deposit your paycheck, and you are eligible to take 10% of that deposit as a cash advance, after two pay cycles have been completed. Unfortunately this is a deception. After phone calls and emails i was finally told Instacash is not available at this time. This to me is actually a minor point. My issue is that MoneyLion continues to aggressively promote this feature with no disclaimer that it is not available; and this one point is enough for me to rate MoneyLion aka Lincoln savings bank, as a reliable and reputable financial institution, just one star.",Topmike1023,"{'id': 6810920, 'body': 'Hello Topmike, \n\nWe apologize for any inconvenience and would like to address your concerns and assist you further offline. Will you, please contact our customer service team at 1-888-704-6970. Monday - Friday: 8am to 8pm ET, Saturday: 10am to 6:30pm ET, Sunday: CLOSED  Or email us at support@moneylion.com', 'modified': '2019-01-13T14:49:31Z'}"
not impressed,2018-08-03 19:26:25,1,False,This app is not what I expected. I thought it was only $20 per month to pay the loan but it’s actually $60 every time I get paid because of the $40 membership fee Twice a month which is ridiculous. When downloading the app in signing up for the loan and asked when I get paid and I put it on the fifth and on the app it says that my next payment is to come out on the third so I called and said that I am not going to get paid on the third can I switch to the fifth and they said that I can call and make the payment and nothing will come out of my account on the third. but today is the third and the payment came out of my account and made it over drawn and when I called they said they can’t help me so now my accounts overdrawn and they’re not gonna do anything about it even after I had called and asked them to not take out of my account and they said nothing will be taken out. i just want to pay off this stupid loan and be done with this ap,riley1200,"{'id': 6777835, 'body': 'Hey there riley1200! If any assistance is needed, or if you have any questions, never hesitate to contact us at 1-888-704-6970. We are always happy to assist you.', 'modified': '2019-01-10T21:11:55Z'}"
Help Center needs fixed,2019-08-16 18:17:05,1,False,"I’m getting so frustrated getting the answer I need. I’ve literally emailed the same question 5 times and I still can’t get an answer. The phone lines were backed up by half hour this morning and I’m not about to wait. God forbid I try to email them a request, I can’t even find what I need help with. I chose the same thing each time because I know there’s a comment section to say what I need help with. Turns out the customer service people don’t even read it because I still can’t get my question answered. Instead they email me answers that I already know. So I try to respond to their email and nope that ticket is closed and I have to start the process of opening a new request all over again. It’s a ******** nightmare and it’s part of the reason I’m closing my account. Can someone please email me with an open ticket until I can get my issue fixed? I should be the one that confirms that my request has been dealt with not the agent.",AirTime1,
Wouldn’t recommend,2020-03-06 22:20:43,1,False,At first it was ok but it the only way you can take out a loan is by having the membership which it doesn’t state at first. Having the membership wasn’t bad at first but paying every two weeks was getting a little ridiculous on top of paying back the loan and your not aloud to pull from your investment account unless it’s over 150 which it takes awhile to build up. It could to a point where I couldn’t continue to pay for the membership and they suspended my account so the money I had left in my account I wasn’t able to use and when I asked why they said the only was I could have access to my money is by restarting the membership but when I went to check my account they used the money I had to put towards my loan after saying that I could set up my own payments so now I’m out of my money that was held in account that’s I wasn’t allowed to use because I couldn’t afford to pay for the membership.,azjrsc,"{'id': 13972956, 'body': ""Hi there! Credit Builder Plus is a powerful membership that helps you build your credit over time while getting fast access to cash today for $19.99/month. With a Credit Builder Plus membership, you get A 5.99% - 29.99% APR Credit Builder Loan up to $1000, 0% APR Instacash advances up to $50, and Monthly Lion’s Share Loyalty Program payouts up to $19.99. You can also use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ so that we can look over your account and help resolve any of your concerns. Thank you!"", 'modified': '2020-03-10T23:39:02Z'}"
Bad decision using money lion,2019-08-08 20:40:19,1,False,When I started moneylion I was interested in the 5.99% loan that helps build my credit. They charged $29 at the money for the Plus membership which you could get it all back by logging in daily. It also required you invest $50 a month. Fast forward a few months they force a change and don’t require an investment account anymore. They also change the fee to $20/m but no way to get it waived or earned it back anymore. So realistically the loan cost 5.99% + $20/month. $500 loan pays back almost $800+. Not worth it. I’ve tried to cash out my investment account for weeks and can’t. I’ve called and emailed at least 20 times and NO responses. I want to pay this crap off and get my money out. Your support is literally impossible to get in touch with. I’ve called and wait 30 minutes until it says they will call back as soon as an agent is available but never get a response. Can’t wait to close this stupid account I’m so annoyed.,Rtellez,
"I wish they would take the fees away, but it’s helped.",2020-12-03 16:31:54,5,False,"I have had this app going on a couple months now. It has helped us out of bad spots. However, it’s like a horrible circle of constant need of it because of the 5$ you have to pay all the time to get it when you actually need it. It tends to add up very quickly. I’ve heard bad stories about different loans but I have always used the instacash and it is amazing! Other than the 5$ fee to get it fast.

When getting it fast though it truly helps when bills become to much and we need food. When I do ask for instacash I usually get it within that minute of clicking instant for $5.

On another note, if I need a deferment for a loan I had taken out they have been very gracious to help me. Even right now, all I have to do is email them. Because sometimes it glitches and it says you can only do it once a month. But I haven’t gotten one this month and we truly need the extra time. But we will see how this goes. This is only the second time I’m having to ask for a deferment. Let’s pray it works. 

I would suggest it if you need the help to stay with your head above water.",livvylou995,"{'id': 19559940, 'body': 'Thanks so much for this positive review! We appreciate your feedback so we can continue to improve our products and services. Thanks again for being the best part of MoneyLion!', 'modified': '2020-12-05T18:36:19Z'}"
Would have been 5 stars... BUT...,2020-01-02 02:55:50,4,False,"The MoneyLion App has some glitches and the “customer service” phone number is only a bunch of prerecorded prompts and info. 
However, the “instacash” feature works and it’s convenient when running short on funds. I only had one issue with it, I paid back the instacash loan and fee, then immediately took another loan and the payback date didn’t update to my next paycheck date as it should have... and so the computer, assuming I was late on the payback, lowered the available instacash loan amount to half of what it was... bummed because I can not reach a customer service representative  to correct the problem. If anyone at moneylion is reading this... I would like this rectified immediately as the fault was on the glitchy app.",surfcurlgrl,
"A great value then, not so much now.",2019-08-02 06:41:25,1,True,"Been a Plus customer for over a year. 6 months ago, I write this and it’s probably 5 stars. But as many have said, MoneyLion seems hellbent on terrible customer service and,
even worst, not so into decent financial services for an underserved demographic anymore.

I’ve been trying to pay my loan off early for the last two months. I’ve had nothing but problems using my debit card or checking to pay off through the app or desktop. Multiple tickets. Multiple attempts. Nothing.

Customer service is non-existent, either you go through the app, their online helpdesk, or hold forever on the phone. You’ll wait forever and maybe hear back. Your issue won’t be resolved. 

Plus was changed with very little information given. We pay less (good) per pay period but no automatic withdrawal and your Lions Share rewards (which used to be cashback deposited into your investment account) seem to be tied to their MoneyLion checking account now. Which wasn’t stated at all in any documents you were forced to sign if you wanted to continue to get loans from Plus. 

Oh yea, you had to switch over if you wanted a new loan in the future. Why that wa$ implemented, we’ll never know.

I’m pretty disappointed. But now I’m empowered to research financial information on my own so I guess it wasn’t all bad. Now if I can only pay off my loans and then cancel. 🚫",JSinLA,"{'id': 9829690, 'body': ""Hi there, thanks for reaching out. We're very sorry to hear that you haven't had a great experience. We recently switched over to a new customer support platform, so although response times have been slow, we're speeding up as quickly as possible. Please open a ticket on www.help.moneylion.com and we will assist you shortly! "", 'modified': '2019-07-24T16:08:14Z'}"
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 🔥🔥🔥🔥🔥🔥🔥 #1,2019-05-29 13:29:51,5,False,"The best all around investment/banking app around. Checking account, investments, credit monitoring and low interest $500 loan. I would recommend this app to anyone. Straight forward, no gimmicks, and great customer service with quick response. I never have had any issues (except when I didn’t update the app I couldn’t use my checking account but that was bad and really wasn’t a big deal at all). So in my own opinion I believe this is hands down the best investment/banking app. Trust me I’ve downloaded all of them and MoneyLion is the only one I use anymore. All the other apps talk the talk but this one speaks the truth. Very very happy with this app. The best money related decision I’ve ever made! Thank you MoneyLion!!!",Tones 69,
Worst financial company,2019-06-12 18:34:25,1,False,"The company does not respond to your request at all. Ive called numerous times and wasted countless hours. I have requested they remove my bank information from the system, which they claim is impossible. I have tried to close my loan with my investment account, which is impossible. They advertise and send emails stating one piece of information, and then tell you that that is not correct. I have request a callback from 4 different people, all to which have never happened. They tell you one thing in the app, and then it is later discovered after sitting on hold for and hour and 35 mins that you are not eligible for that, even when it is show and emailed to you. I dont trust this company and want to cut all ties. I dont trust them with my money and they want me to pay more in for them to refund me. They claim to not be able to correct a contract when they just forced all customers to act in a new contract. Do not use them. Not worth the headache.",Colebug842,"{'id': 9709839, 'body': ""Hey Colebug842, sorry to hear you're not satisfied with MoneyLion. If you open a ticket on our new support portal, www.help.moneylion.com, we will have an agent assist you as soon as possible. We look forward to hearing from you."", 'modified': '2019-07-17T14:36:38Z'}"
Absolute NIGHTMARE!!,2020-01-09 03:56:04,1,False,"This app is by far the worst experience I have ever had with banking. Not only that, the customer “service” is practically non existent. I have had 4 different charges on my account that I have disputed since October and they have not gotten back to me on a single one, regardless of how many times I call, leave emails, put in a ticket, nothing. Not only that, but let’s talk about their extreme bull**** lies with false advertisement. For example instacash. I got it as free waiting 4 months and by that time I was absolutely fed up. On top of that, they will just randomly take money out of your account for the payment prior to any due date... so if you just so happen to get any money between paychecks, you can kiss that goodbye. I would say you could call customer service, but if you do finally get ahold of someone after a month, they will just repeat themselves until you give up or they tell you to hang on and hang up on you. DO NOT GET THIS HORRIBLE BANK!!!!",seniorpp,"{'id': 13025519, 'body': ""Hi there! My name is Len and I'm sorry to hear about your experience with MoneyLion. You can schedule an appointment with me to look over your account and help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-01-20T21:38:55Z'}"
Waste of time,2019-12-30 22:40:09,1,False,"I, too, am having issues.  I keep getting emails.  I keep getting texts. I even applied and received the checking account with a debit card.  However, each and every time I link my bank with money lion, the information keeps coming back saying that it’s blocked.  Nothing works.  It’s not blocked. It’ll upload and the app says everything’s great and then the error message pops up saying they couldn’t retrieve anything. Part of me thinks this is a scam to get you to set up direct deposit, and all your finances for that matter, with MoneyLion.  Because if you do that then you MUST be able to use their services, right?  Wrong. My friend tried that and it didn’t work.  Chief complaint:  quit sending messages and emails stating that you offer services (you’re approved!) that don’t even work.   I was legit looking for a different online banking service but am so turned off by how glitchy their app is.  Great concept. But failed launch.",kfancypants,"{'id': 12668920, 'body': ""Hi there! My name is Aron and I'm sorry to hear about your experience with MoneyLion. We would like to learn more so we can make improvements to our product and customer care process. Kindly schedule an appointment with me to look over your account and help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you"", 'modified': '2019-12-31T22:17:32Z'}"
"Support is nonexistent, app is buggy",2019-10-22 15:08:39,1,False,"The service itself is okay. I got approved for the credit builder loan which seems to be helping my score. However, you should hope you never have to contact them for anything. Twice I have filled out support requests on their website. They tell me, “Thanks, we got your request! Don’t reply to this email!” And then a few days later they send me an email saying “Your request has been closed since we haven’t heard from you.” It’s beyond frustrating. I tried calling, and their wait times are over an hour.

You have to link your card or bank account in about 5 different places within the app; they don’t seem to be connected at all. One day last week, my bank login password changed, and it caused an error in the ML app. I’ve tried updating it dozens of times, but it keeps getting an error, and saying to contact them, which is impossible. Now I’m just stuck to where I can’t fund my ML account. Which also means I can’t get my credits, because I can’t use their debit card for purchases.

Their website is basically useless. It’s set up to where you need to do everything in the app. When I go to the website, only half my info is filled in, and it keeps asking me to sign up for programs that I’m already signed up for.

I’m so over it. I’ll be paying off my loan and closing the account. It’s not worth the headache.",Mindylou00,
Referring,2019-07-27 19:49:07,3,False,I have been referring many people to Money since last year. But now with all the new changes none of the people I sent to Money Lion can get a loan or anything do with the app. All of their info is correct and it’s still not letting them get anywhere. It’s a waste of time. I’ve had money lion for about 3 years now and now with new changes I’m getting to money back like I use too and no points or anything. Calling the help center is not helping everytime I call with a question all they say “I’m not sure” or “I really don’t know why” what’s the point of having customer service reps who can’t answer questions because they clearly have no knowledge of the company. After I pay back this last loan I’m thinking of cancelling the app use to be great but now it just seems like more of a headache. I really you guys fix these issues.,readthereviewfixit19,
Terrifying first experience.,2019-04-19 17:16:03,1,True,"After having been recommended this App, I paid a fee, provided considerable personal information, and was made all kinda of promises.   Now I am being asked to repay a loan I didn’t receive, but I can’t even follow up because the only way to raise questions is with an FAQ bot that links articles followed by a message there are no agents to speak with. There is no phone number and the only email I found was for technical support and to register complaints.    There is still no one assisting my issues, so they are going to start collecting payment on a loan I never received.     I’m being robbed and there is no sign of customer service anywhere.   Terrifying... and I am in a worse financial position in just a few short days of having downloaded the app, with no help in sight.   I’m feeling robbed.  And I will have to pursue this as such till I get my money.

Update.   The repayment dates I was assigned do not exist.   Still no one is available by chat.  Phones aren’t answered.  Chat is always offline.    Emails do not get responses.  I can’t make a manual payment online, I HAVE  to call but the don’t answer and there is absolutely no explanation why they have not made the automatic payments from my account.    

By far the worst banking Experience I have had since I left Wells Fargo and at least at Wells Fargo could talk to people. 

STAY CLEAR AND DO NOT GET INVOLVED WITH THIS ORG.",Doug Notfunnyatall,"{'id': 7609609, 'body': 'Hello, we would love to take a look at your concerns with you, please reach out to us at 888-704-6970, we are open Monday-Fridays 6:00am - 6:30pm & Saturdays 8:00am - 4:30pm MST, we look forward to hearing from you.  Thank you.', 'modified': '2019-03-06T21:30:47Z'}"
They lose your money,2020-02-14 06:23:25,1,False,"Right off the bat, let me start off by saying that I don’t write reviews unless I am compelled to warn others. I am not one to complain. As a matter of fact, I let a lot of things fly. But, if you’re out here trying to make a name for yourself as a “bank,” boy have you started on the wrong foot. On all honest, I joined MoneyLion initially for the instacash feature. But they got me interested in the checking account, so I gave it shot. Bad idea. To put it simply, I transferred money to this account from my bank account over a week ago. Where is it? I don’t know, and MoneyLion doesn’t either. My bank account shows it was deposited, and my MoneyLion account shows the transaction was completed. Yet, I have no access to that money. I have called, I have sent support tickets. No answer. I simply am baffled at the ridiculousness of how a bank can lose your money, and have no answer for you. That should tell you everything you need to know.",XxRazyxX,"{'id': 13496852, 'body': ""Hi! We're really sorry to hear about your experience with MoneyLion. My name is Aron and you can schedule an appointment with me to look over your account and help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-02-14T21:33:46Z'}"
I’m just not sure :(,2019-09-24 19:57:18,2,False,"I have been on the phone waiting several times today. It’s unfortunate because I would like to pay my membership fee. 

Update (waited to submit my review until I reach someone): This is my third call and I have been on hold for 27 minutes this time. I was able to reach someone the first time. I paid my membership fee and was ensured that I would be able to do InstaCash immediately after. I’m not, which is why I’m calling again. 

When I paid the fee earlier today, I felt bad for having to ask the rep to repeat himself (I couldn’t understand anything). That’s when he tried to explain that I can not transfer out of my investment until I pay the ENTIRE loan balance. That was not stated clearly. At this point, I am still on hold and have requested a callback TWICE, both yesterday and today. I just want my money back at this stage because wowwwwww I am STILL on hold.",Dwiggins92,"{'id': 11471392, 'body': 'Hi , Thank you for reaching out to MoneyLion support. We would be happy to assist with any MoneyLion concerns, however, we were unable to pull up any detail with the information that you have provided. Please create a new ticket that includes the following: *First & Last name *Your Date of Birth *Email address associated with your account *Last four digits of SSN Best as well if details of the concern will be provided so we can better assist. Thank you. Best regards, MoneyLion Support Team', 'modified': '2019-10-25T13:24:59Z'}"
Turned a skeptic into a believer,2018-03-16 19:25:19,5,False,"Honestly I was super sketched by the negative reviews although there were not many I wanted to make a sound decision. It was a great idea. Their support team was there to guide me through the process explained every tiny detail and their customer service rep when I called, was exceptional! I would recommend to someone that truly needs financial assistance with proper ways to invest and I fit that bill completely. It is not for everyone but they are there to help. I have signed up for the loan and am proud to say I am on my way to repairing my credit. Thank you everyone from the bottom of my heart, my wife and I are going to recommend this to a few friends whom need the help as well. Keep up the great support!!",dwidoxyz,
Nice at first,2019-02-09 16:54:22,3,False,"I initially downloaded this app as an effort to force myself to save money and at first it was actually quite nice. I was approved for a loan and eventually was able to earn enough points for a gift card which I got the same day I redeemed it. After that I began noticing that I wasn’t receiving points for making on time payments, the app glitches occasionally and you don’t always get your $1 for scrolling through it, making you start your streak all over (losing more points for rewards). Life happened and I decided to with draw from my savings, over $400, but could only get $60. The with draw fee that is stated to be only 25 cents somehow turned into $3. The credit portion of the app is not up to date, I’d rather use credit karma. In short, the app has good intentions but isn’t as great as I thought it would be.",nivananov,"{'id': 7252686, 'body': 'We are glad that you have enjoyed the app, though we are sad to hear that you have been experiencing some issues with it. Please feel free to reach out to us at (888) 704-6970 Monday-Friday 6AM-6PM MST. An agent is always happy to answer any questions, or you are always welcome to read more about any updates with points, accounts, and investments at support.moneylion.com', 'modified': '2019-02-12T04:50:51Z'}"
