title,rating,isEdited,userName,date,review,developerResponse
Needs zelle access,3,FALSE,belaine95,6/7/2021 10:47,"Why doesn’t varo have zelle access?? If you have money put into the account to fund it, you can’t really use it until after two weeks of waiting and you have received and activated your card. But if it gets stolen then you have to wait an additional two weeks to have access to your funds. It’s terrible. This bank needs digital debit cards that can be used and discarded/replaced if needed. To eliminate the need for a physical card. Also, try using the same thing as Wells Fargo, get/implement ATM access codes. Or maybe partner with an ATM company so you can implement this. Because there isn’t one single atm or bank location for this bank, and I understand that it’s for simplicity, but it’s literally everything BUT simple.","{'id': 23270750, 'body': 'Thank you for taking the time to leave your honest feedback, we sincerely appreciate it! We are working on new products, keep an eye out for more information! ', 'modified': '2021-06-08T18:31:29Z'}"
🙄🙄🙄,1,FALSE,REVIEWER292929,2/22/2021 15:17,"Within the first month of using this bank I was already unimpressed. I was drawn to Varo for their impressive ~0.8% APY (October-Novemberish 2020) and the potential ~2.8% if you meet the requirements... but since then, they have recently limited the previously $10K max balance (to receive 3% APY) to $5K, and otherwise lowered their general APY 0.2% (!!! such a low APY savings comparatively to other high yield savings account banks). IMO, it’s just trash for what you get out of it. You have to put in too much effort to try to get 3% on a max of only $5K. 🙄🙄 

Not to mention the actual worst part is that when you’re trying to transfer money to the bank the transfer limit is only 200 DOLLARS. Which you can only transfer every 4-5 days after the previous transfer clears!! So if you’ve got a few grand to throw in there, stay hydrated cuz it’s gonna take a few weeks. 

Just use a better, easier bank.","{'id': 21245974, 'body': ""The savings account is a tiered variable rate account as described in our terms and conditions. The standard rate may fluctuate in line with the Federal Reserve's rate, however we try to keep the premium tier rate consistently high! We also wanted to let you know that the maximum amount allowed in your Varo Savings Account to continue qualifying for the premium rate is not $5,000. It currently remains at $10,000. You can go here to learn more! https://faq.varomoney.com/hc/en-us/articles/360050828092-How-do-I-Earn-the-Higher-Interest-Rate-or-Annual-Percentage-Yield-APY-on-my-Varo-Savings-Account-\n\nRegarding your transfer limit frustrations, you can avoid that limit by initiating the transfer on your external bank accounts end and that will also allow the transfer to process quicker. As you build a good history with Varo, your limits will increase. If you have an immediate need, please send a message to support@varomoney.com, and our service team can help!\r\n\r"", 'modified': '2021-02-23T18:55:00Z'}"
Top of the food chain,5,FALSE,ChinoBambino5,2/19/2021 1:02,"Will it remain at the top is the real question.... I sure hope so. The customer service side of the business is great.  The app is very easy to use and quite user-friendly, which is essential while targeting this type of audience on the business side of things. I hope things only get better as more doors open and technology advances, Varo slips it’s foot in door and releases updates and advanced features in the app that others in the industry (the competition) falls asleep on and doesn’t quite catch up. 
I think Varo Bank is just scratching the surface of its potential and excited, I am, to be sitting shotgun along for the ride!",
"Great APY % but they need better mobile deposit, increase changes",2,FALSE,Gkirb,4/23/2021 18:18,"I’ve been with Varo for years and they would have 5 stars, however they need better customer service hold times. If you call customer service you are on hold for 1-2 hours regularly. If you lose your bank card it takes 7-10 days.

If you’re looking for convenience and way faster customer service please keep a Wells Fargo bank account, TD, BOA or chase, etc! For this part alone I would highly consider going back to regular bank. I was very interested in the Online banking, however I can honestly say the traditional banks are still a much better way to go. Even if I had to go to a branch I would have access to funds immediately instead of waiting almost 12 days for my replacement card to be increased.","{'id': 22436404, 'body': 'We’re very sorry for the long hold times recently. We’re currently experiencing extremely high volumes. We understand the importance of contacting customer support and are eager to assist with your request. We appreciate your patience during this time. Please remain on the line or contact us at appreview@varomoney.com!\r\n', 'modified': '2021-04-25T00:37:39Z'}"
Best bank online,5,FALSE,cutegamergirl 202,3/12/2021 14:53,Been a costumer since 2019 and been the best bank I had and the safest to save money they really make your money last from getting back for using your card with great offers to rounding your spare change and making you save with not even trying 🥰 love a bank that do care for there costumers keep the great work if you looking for a great online bank this your bank won’t regret it I promise best part no overdraft fees and now offer to varo money because let’s be real we all run in to unexpected expenses but you have the option to choose your day to pay back what you varo 🥰🤗thanks Varo your loyal costumer 😚☺️,
Varo is by far the best bank,5,FALSE,psychologicallane,1/16/2021 22:58,I love Varo because I’m never hit with unexpected monthly fees because THERE ARE NO FEES!! I can get cash when I need it with 0 fees also. Anytime I’ve got a question or need help with anything they are friendly and knowledgeable. When they changed to varo bank from varo money I thought for sure it was going to be a bad thing for me.  They surprised me again. The change went off without a hitch. I’m very grateful for Varo. When I started at Varo I was unemployed and didn’t have much so I counldn’t afford a bank account with fees. I’m so glad that I found Varo. EDIT: Varo also pays interest on their FREE accounts. Thanks Varo.,
Suggestions,5,FALSE,Je'VonTevWard,2/2/2021 18:17,"Hello Varo Development Team, I am writing a review because I have been banking with you all quite some time probably about 3-4 years. I am suggesting that Is there any possible way to incorporate within the app where that you can create different goals? Where when you have money in your checking account, & you add money to your goal that you saving for such as a vacation, or a certain bill, or a wedding. I would like to know If that is possible, if that is possible that would be a game changer for myself. You all can email me if you want more information about my idea. Thank you, T!",
Great Bank,4,FALSE,@Droppinhits,4/13/2021 0:17,"Banking with varo has been just awesome, I feel like I just get paid to have a bank account at this point which is just incredible! The only feedback and reason for my 4/5 star rating, would be the customer support times. Getting a hold of a customer support agent on the phone is usually a hold of over an hour for me every single time. In addition to that, emails I’ve sent are rarely if very late responded to. If I had an emergency with my account, I’m sure I’d be expected to wait extensive periods of time to get a hold of anyone. This as you can imagine is very upsetting and a massive downside to this great bank, I hope it changes in the near future!",
Awesome,5,FALSE,funnyfaze,5/23/2021 10:41,Varo is just a unique way of banking no hidden fees no bull$$$$. They are very nice customer service is also nice and willing to help with any situation. A very neat feature this bank allows you to do is round up your change to your savings one thing that even my local banks don’t do because there is a charge for that and they also offer you a savings account where you can reach your goals by setting a limit to automatically come out your check. So everyone that had bad experiences in local banks check out this mobile bank app you won’t be disappointed.,
Terrible upgrade old version better!!,1,FALSE,didksjx,12/19/2020 7:51,This new update is terrible i’m going to be honest. I’ve read a few reviews people losing money i been having the same issue why are balances reporting late and taking my money out hours later or even days. I transfer money from my cash app and varo decided to take $18 worth of things i bought yesterday. my question is why is my card going through but the money is getting taken out later. my account also went negative the first day i downloaded this “new app” The old version is way way better please take a look at the bugs you have on this app. For example when i transfer money it doesn’t reflect on the checking balance. everything is just flat out slow i’m very disappointing I applied for a new bank today. I really loved you guys but it’s time to go i’m sorry.,"{'id': 19881435, 'body': 'Thanks for bringing this to our attention! We’re always making the app better and we use feedback like this in every update. We want to work to resolve your issue, please reach out to support@varomoney.com if you need any more help!\n', 'modified': '2020-12-20T17:51:15Z'}"
Horrible,1,FALSE,Kayce22,3/31/2021 14:31,"So I had varo just recently, for about a year+ . I woke up yesterday morning to an email stating my varo account was closed and this was done without my permission! So I called them, waited an hour to speak with a representative just for her to tell me another department closed out my account but they should have stated the reason in the email. Well they didn’t, they basically just told me it’s closed and my money that was in the account will be sent to me by mail in 14 business days. And when I told her that she said she can email the department that closed my account out because that’s the only way of communicating with them and she don’t know why it was closed. I don’t understand that when this is something serious we talking about here. I really trusted my money with you guys and you failed me!","{'id': 22001194, 'body': ""Here at Varo we follow banking laws and government regulations about how we operate. We take every precaution to keep the entire Varo community safe. We'd like to take a look into your situation but we'll need to start by locating your account. Please send us an email at appreview@varomoney.com, we hope to hear from you!"", 'modified': '2021-04-01T20:16:02Z'}"
Life saver,5,FALSE,whositwhatsit,2/13/2021 13:55,"Varo has saved me a headache of fees and overdraft that you would normally have to deal with through a traditional bank. I always get updates as to when I’ll receive my deposits, and they become available the day they are sent. I never have to worry about when I will receive my VA benefits. The save your change feature allows me to save effortlessly and comes in handy on a rainy day. I’ve been with varo for over two years now and not once have considered to return to the way I used to bank. No I’m not a paid advertiser and they have indeed made a believer out of me.",
"I get it’s new, but...",3,FALSE,jess_a_n,12/13/2020 0:07,"I’ve had this app for two days now, and it’s just a little off atm. One thing that’s bothers me is how late the notifications show up. For example, I buy food but I’m not immediately notified (I’m notified like a half hour later). I don’t know the whole story of why there needs to be a new app, but why couldn’t they just update the old one and everyone keeps their current cards and they don’t have to change all their card information on direct deposit, etc. I hope this ends up being an improvement from the old app and they keep tweaking their bugs like the notifications, because it’s definitely going to take some getting use to.","{'id': 19752233, 'body': ""We're really sorry to hear you're upset about the switch to Varo Bank. As we've just received our national banking charter, this enabled us to become a bank where we can now offer our own accounts along with other new and improved features. Varo Money accounts are provided by The Bancorp Bank so the switch is necessary and the debit cards are not interchangeable. However, we hear your frustrations and your feedback is taken very seriously as we know there is room for improvement. Please know that lots of new, great things are to come with Varo Bank. You can see the difference between Varo Bank and Varo Money here :https://www.varomoney.com/varobankmigration/ -- if you have any questions or further concerns for us, please reach out to us at appreview@varomoney.com! We're here and happy to help!"", 'modified': '2020-12-14T13:49:55Z'}"
Great Bank. Great App!,5,FALSE,amanda9482,2/27/2021 23:15,"If you’re serious about having a second chance and really regaining your financial foothold, this bank is the place to go.  The app is so easy, very clear, easy to follow.  The links they suggest go to reputable companies to help you get back on track - awesome! Also, their customer service is top notch. Quick to respond to emails and friendly on the phone!   Awesome upgrades. So excited to be part of the Varo family. I would highly recommend Varo to anyone that is looking to maximize their opportunity to become financially stable once again.   Thank Varo!",
I love it here,5,FALSE,1800King,2/8/2021 5:14,"I’ve had Varo since 2018, I’ve watched this company grow and I LOVE IT HERE! I first signed up because of the no fee marketing back then. Got the account to use for my honey moon in the DR (no international fee) loved the service so much I closed my Chase Bank account. Been a loyal customer ever since. Customer service is always quick, polite and very helpful when I call or email. The no overdraft fee is awesome, then they put sprinkles on top with a $50 overdraft protection. I can’t tell you how many times that has saved me. Now they have grown to Varo Bank can’t wait to see what’s next!!!",
Banking with ease,5,FALSE,Ren Wife,2/20/2021 0:46,"I have been with Varo for I believe 2 years almost and I love it, I’m never worried about my deposit and they have this really cool feature if you were to run a little short on cash they’ll spot you 50 bucks or more once you qualify, it’s just amazing!!! I also love the fact that they replace your cards early not last minute as some prepaid banks I have worked with in the past and that’s why I switched over because Varo appreciates their customers  and your money is safe at least mine is and I can vouch to me never having an issue.",
Varo banking,5,FALSE,Daisy12$,2/25/2021 6:27,"I love this bank it’s awesome that everything is at a push of a button and can access any time I want to!! Also the advance help out a lot in times of need...and if your working on your credit score it’s hard to find anyone who would help and they just give everyone a chance to get the help they need and offers assistance in regards to credit building, saving money, while also earning money through inbox dollars which comes in handy and can do while in your free time! For sure would recommend Varo to anyone !!!",
Good luck if u need to talk with someone...,2,FALSE,Pete in Indio,4/21/2021 6:07,"On 28 March, I tried to contact customer service, because there is no way to change my cellphone number on the app (they send a canned response requiring me to send a pic of my id AND a pic of me holding my id. Hmmm... didn’t have to produce those pics to start the account with varo.  Wait time was “over an hour”.  They replied to my complaint online, saying it (hold time was temporary).  19 of April, again, heard “your wait time is over one hour.” All I wanna do is change my cell phone number!  What if I had a deposit that never showed up?  What if I need to dispute a charge on my account?  Look at other reviews, that’s what ppl are saying about varo. So good luck to you if you decide to bank with these guys.","{'id': 22401082, 'body': ""We're very sorry to hear of your experience so far! We'd be more than happy to assist you with getting your phone number on file updated. Please reach out to us at appreview@varomoney.com so we can start by locating your account. We hope to hear from you! "", 'modified': '2021-04-22T15:29:34Z'}"
Great. But needs work,4,FALSE,yspencer154,1/6/2021 19:37,"It’s the fastest and least frustrating banking app I’ve ever used. Transfers are fast, I love their direct deposit offers. I just really wish they would fix their customer service. You have to type in your entire social security number before you even talk to a human being. My card got declined at the store and it took minutes just to hear the robot tell me which number to press, then I was on hold for minutes on end and ended up having to just leave the store. This is just one flub, I think they’re doing a great job. It is now my main bank",
Best to worst...,1,FALSE,Jsan321,4/7/2021 21:55,"Varo WAS the best bank I had ever dealt with until they decided this new Varo Bank would be their future. Old Varo I could transfer to my other accounts in 1 business day, now it takes 4. Old Varo paying for gas, the instant hold of $75 would be reimbursed after the final total, now I have to call support and hold for over an hour to get them to refund the money.  Flat out, Varo Bank is not even close to what they had. Not to mention changing accounts and routing numbers will have consequences in the future if more stimulus payments are sent out as they aren’t planning on keeping those accounts open forever. AVOID this bank for now, maybe they will get it together eventually but I can’t continue to be on hold for an hour each time I need to purchase gas.","{'id': 22150147, 'body': 'Hello! ACH transfers initiated into your Varo account can take up to 4 business days to post. ACH transfers out of your Varo Bank account into an external account can take up to 2 days. The timing can decrease with time as you continue to build your transfer history. The higher gas authorizations can be avoided by paying inside instead of at the pump. Gas station merchants do this to ensure there are enough funds on the account but the authorization should fall off shortly. We completely understand your frustration being on hold for a long amount of time. This is temporary as volumes have increased. Our team is working as fast and efficiently as they can and are eager to assist! Feel free to contact us at appreview@varomoney.com with any other questions or concerns! ', 'modified': '2021-04-09T13:25:05Z'}"
CRIMINAL ACT,1,FALSE,8cosmos8,1/4/2021 21:32,I have had two different direct deposits setup with my account for about a year. One of the direct deposits was diverted to Bancorp instead of the now Varo Bank. Now I have been told told they don’t know where my money is located and asked me to get some bank trace ID. I spoke with Anneka. I told her the bank had no right to divert my money elsewhere. They didn’t ask me if they could. I am not going to do work for the Bancorp. If I did they would have to pay me. It took over 6 hours over 3 days to get a person on the phone! I sent email 5 days ago. Never got a response. How is this a bank?! They have to know who requested my funds be diverted. I would know if I was in house. This is a breach of ethics. If I had someone’s funds diverted into my account it would be called criminal. I want my money. NOW‼️,"{'id': 20219552, 'body': ""We're really sorry to hear about your experience. We'd like to take a look into this situation\xa0ASAP\xa0so we can get to the bottom of it but we aren't able to locate your account with your Apple ID username. Would you mind reaching out to us at\xa0appreview@varomoney.com?"", 'modified': '2021-01-06T13:57:23Z'}"
Horrible User Experience,1,FALSE,DietCokeHead,12/21/2020 14:13,"Their original app was terrible. Sometimes it would take minutes after initiating a transfer from savings to checking before the fund became available to transfer elsewhere. Somehow the funds only became available after a push notification came through. I tried opening a support ticket and replied a few times but they never seemed to understand the problem.

Now they are making us move to completely new accounts which requires changing direct deposit info and debit card info everywhere. There’s no explanation of why this was necessary or how it will benefit customers and it’s a terrible user experience.

If it weren’t for the high interest savings, I would never do business with this company again.","{'id': 19939299, 'body': ""We're really sorry to hear about your experience. This definitely isn't the user experience that we designed but your feedback has been heard and we appreciate you for taking the time to leave us your honest review. \n\nVaro is the first fintech company to receive a national banking charter allowing us to open Varo Bank! Everyone will eventually transition over to Varo Bank as Varo Money accounts are provided by The Bancorp Bank and with Varo Bank, accounts are provided by Varo Bank, N.A., and deposits are FDIC-insured up to $250,000 through Varo Bank, N.A; Member FDIC.\r You can learn more about the difference between both Varo Money and Varo Bank here: https://www.varomoney.com/varobankmigration/ \n\nWe experienced a tech issue recently that slowed the process of savings to checking transfers but it has since been resolved. If you continue to run into any trouble, please always feel free to give our support team a call at 877-377-8276 (Mon–Fri: 8AM – 9PM. ET, Sat–Sun:11AM – 7PM ET, closed federal holidays)\r as email response isn't always immediate. "", 'modified': '2020-12-22T21:29:17Z'}"
Seemed cool until I saw some features gone,3,FALSE,Punisherbv,12/15/2020 4:46,For starters I guess if some new users switched over it will no longer recognize anyone you did transfer money to until they upgrade to new app and stuff which is odd but anyway. The other problems I am seeing there is no way to adjust save your change or pay in the options anywhere let alone the Mail a check feature is gone when that was very useful when I had to Mail something out. If these features don’t get fixed soon I’ll consider leaving Varo as much as I loved how it was before the new stuff doesn’t seem as impressive. Please fix before I leave,"{'id': 19808766, 'body': ""We really appreciate you for taking the time to leave us your honest review! We're sorry that you're not satisfied with the switch to Varo Bank but know that we hear your frustrations and your feedback completely. There's always room for improvement and we'll be sure to run this back to the appropriate teams. Thank you!"", 'modified': '2020-12-16T15:19:27Z'}"
Varo,1,FALSE,Seanintx69,1/26/2021 22:56,"Customer service is non existent. Maybe ok if you have direct deposit. I use mobile deposit and it takes a ridiculous amount of time to get a normal payroll check posted to my account. If you have a problem set aside a few hours to spend on hold. When you get to talk to someone don’t get excited. They will not be able to correct their own mistake. It will have to be turned over to someone else. Who might or might not fix it. 
I have been with them for 3 years and have enjoy up till 2021 now I have had nothing but a horror show. Taking as much as a week to get my money. Thank god I am able to put necessities only charge card otherwise I might starve. 
I am finding an alternative so should you. 
I’m going back to brick and mortar.","{'id': 20712060, 'body': ""We're really sorry to hear about your experience. We'd like to take a look into this situation\xa0ASAP\xa0so we can get to the bottom of it but we aren't able to locate your account with your Apple ID username. Would you mind reaching out to us at\xa0appreview@varomoney.com?"", 'modified': '2021-01-28T14:31:43Z'}"
Varo is great,5,TRUE,ynotkills21,1/16/2021 9:30,Can send money pay  bills with ease and it’s new contactless card looks swell. Only thing we need now is to cash our checks with a picture like the other bank apps. I hate loading money to it now my job doesn’t offer direct deposit. I don’t mind the fee just hate goin to the store to cash the check then load it. Maybe you guys can add that on an update. U can sure cut the middleman out and collect my $20 for cashing my check instead of your bank only getting $5 n the check cashing place $15 ...,"{'id': 19836079, 'body': 'Great news! Varo offers a mobile check deposit feature that can be found right inside\r\nthe Varo app. \rIn the Varo bank app, tap Move Money > Mobile Check Deposit > Deposit a Check, please let us know if you have any other questions or concerns! \n', 'modified': '2020-12-17T17:36:32Z'}"
Varo,2,FALSE,Ronnie2492,1/4/2021 10:54,Been banking with Varo for years but with the new bank it’s been a headache. First I do nog receive deposit notifications & the debit notifications will literally come days later at times (yes the app is updated & the notifications are on). This and the fact that some places do not accept the card/routing & accounting info for recurring payments. I was told it’s something with the account/bank not being official long enough. Which is a pain because since the conversion it looks as if this is a fresh account that was just opened vs showing that the account has been open for over 4 years. Possibly may have to check for a different bank due to the many troubles with this account.,"{'id': 20194906, 'body': ""We're really sorry to hear you're upset about the switch to Varo Bank. As we've just received our national banking charter, this enabled us to become a bank where we can now offer our own accounts along with other new and improved features. Varo Money accounts are provided by The Bancorp Bank so the switch is necessary and the debit cards are not interchangeable. However, we hear your frustrations and your feedback is taken very seriously as we know there is room for improvement. We're sorry that this experience has led you to consider banking elsewhere but please know that lots of new, great things are to come with Varo Bank. You can see the difference between Varo Bank and Varo Money here: https://www.varomoney.com/varobankmigration/ -- if you have any questions or further concerns for us, please reach out to us at appreview@varomoney.com! We're here and happy to help!\r\n"", 'modified': '2021-01-05T14:42:06Z'}"
Worst customer service ever!,1,FALSE,aFunkyRetroWhat,5/24/2021 15:11,This review is coming from someone who has used Comcast spectrum Verizon all of the big customer service screw off companies who just don’t care about you I’ve called to ask questions several times speak to a supervisor whatever it took to find out one why you changed my deposit timing and two figure out exactly what it would take to get back to the status I started at did I get any help absolutely not did I get treated like I was completely and totally bothering their customer service team I definitely did I will be switching away from this bank immediately there’s no hard facility that anyone can go into a brick mortar store it’s just overall Terrible to deal with and I’m done with them,"{'id': 23007583, 'body': 'We are very sorry to hear that your experience with us has been less than satisfactory. We never want you to feel this way, as we are here to help you! Regarding your direct deposit timing, it ultimately depends on your payer (your employer or a government agency). Sometimes, that could mean they sent their payroll file on a later date and/or time than last time. So, if it takes longer than last time for your deposit to hit your account, it means your employer sent payroll files to the Fed later than last time. As a result, we get the files later too. Rest assured, we will release the funds as soon as we receive them. We hope that if you are ever in need of assistance that you reach out to us at support@varomoney.com, our team would be more than happy to assist you! \r\n', 'modified': '2021-05-25T18:38:41Z'}"
"Love the service, app need improvement.",3,FALSE,seddy531,2/2/2021 17:53,"I loved the simplicity of the old Varo app, this new loading screen takes too much time compared to the old, this recently new font is hard on the eyes and don’t match the rest of the apps. Varo doesn’t work with a lot of service and that’s a bummer because I do all my major banking with Varo, we need the option for a more simple card, this purple design is better than the last but still too “flash” we want something simple like cash app cards. Also it would be cool to have a cash back option like Discover and Amex. You guys are def going in the right direction and I’m here for it! ❤️","{'id': 20844464, 'body': ""We really appreciate\xa0you\xa0for taking the time to leave us\xa0your\xa0honest review! We're sorry that\xa0you're\xa0not satisfied with the switch to Varo Bank but know that we hear\xa0your\xa0frustrations and\xa0your\xa0feedback\xa0completely. There's always room for improvement and we'll be sure to run this back to the appropriate teams.\xa0Thank\xa0you!"", 'modified': '2021-02-04T01:04:46Z'}"
I enjoy my bank account,5,FALSE,Mothering perfection,2/11/2021 23:44,"I have been with. Are since the Beta testing. I am now on with a new account and card. I am able to do everything I need to do with my account and some without leaving my bed if I have to. It connects to cash app, mobile check deposits are quickly processed, plenty of free ATMs, and a great savings account option as well as overdraft and payday advance. I love it here. App is easy to navigate and I just appreciate it here. Simple yet reliable banking that goes above and beyond. Here’s to the future.",
"Great Bank, Love The Features",5,FALSE,Stryder1017,1/14/2021 5:05,"I’ve been with Varo for over a year and love the new app and design. Super sleek and very user friendly. Sure they’ve had some hiccups when switching over but everything seems to be in good shape and I can’t say I’ve ever had a bad experience. Their customer service is always incredibly helpful and friendly and always go above and beyond to assist. I can’t wait to see what features lie ahead. Hopefully some credit building options or metal cards! Either way, I love Varo. Keep up the good work guys!",
"Reliable, well built, thoughtfully designed",5,FALSE,Quequegggg,5/24/2021 19:10,"While it isn’t the newest and it doesn’t have the edgiest features, Varo’s features (such as the advance or the savings account that’s built in) are all very thoughtfully designed and well built. I appreciate the attention to detail and the concern for privacy. Plus that 3.0 APY interest rate on savings is fabulous! Love Varo! I consistently choose them over flashier competitors because their app and their features actually do what they’re supposed to do, consistently, and well.",
1/5 Stars,1,FALSE,Chrisnwaco79,11/27/2020 8:18,"Back when it was Varo Money, Varo was absolutely superb. Now that it's transitioned to Varo Bank, this is the WORST banking experience of my entire life. I've had to call, email, and submit documents just to have my mobile deposit released in a somewhat timely manner. In my opinion, having your funds released to your account after you receive your NEXT check is unacceptable. I've been with Varo for 2.5 years now, depositing the same paycheck the entire time. Now that they're a ""bank"" versus ""money service"", I can't say that I've been happy even once. Every customer service representative I talk to tells me something entirely different than the last. Overall, would absolutely NOT recommend anyone use this bank.","{'id': 19408540, 'body': ""We appreciate you for taking the time to leave us your\xa0honest\xa0feedback! We understand the inconvenience so know that your feedback was taken seriously and that we've informed the necessary team. If you have any further concerns and/or questions, please reach out to us at\xa0appreview@varomoney.com!"", 'modified': '2020-11-28T20:17:08Z'}"
Terrible,1,FALSE,KC AD,5/28/2021 22:05,"Absolutely terrible. The app is consistently glitching. The only way to activate your debit card is through the app. So if you are unable to login, which happens frequently, there is no way to access your money or use your debit card. Customer service is equally as terrible. Expect to be on hold for 30-60 minutes anytime you need to call with a problem, in which I guarantee, you will run into a problem with this bank. Security? There is none. I had blatant fraudulent activity on my account and Varo did not contact me with a warning or anything. Then it took over a month to receive my new debit and over a month to get my money back. I would not recommend this bank at all and I will be canceling my account.","{'id': 23088076, 'body': 'Hello! We are awfully sorry to hear you have had trouble reaching an agent. We have faced higher than normal call volumes, but are working quickly to resolve this issue. At Varo we follow banking laws and government regulations about how we operate. We take every precaution to keep the entire Varo community safe. Further, we do certainly provide to you other ways of activating the debit card. Follow the link to find out how!  \n\nhttps://faq.varomoney.com/hc/en-us/articles/360050199271-How-do-I-activate-my-Varo-Bank-Visa-Debit-Card-', 'modified': '2021-05-30T18:11:17Z'}"
Okay for the most part,5,FALSE,Garanglualm,1/5/2021 3:08,"I for the most part love the bank! They work with me, customer service is one of the best! Yet sometimes there are delays with transitions beings taken out of my account with leaves me over drawn and confused! I’m grateful for no fees for when it happens! But I blame myself fo not keeping a better record of when I spend money! I love Varo! Please keep up the great work! I have been having my girls sign up for accounts as they get old enough as they love the app, the cards and the early access to their funds🥰🥰",
I can’t even sign in,1,FALSE,Mendamell,3/15/2021 20:10,I received my new debit card and tried to activate it got all the way to authenticate my account and it signs me out and tells me there’s an internal server error and I received an email stating that all of my funds from my old account will be switched to my new one on the 22nd and  I can’t even activate my card because I can’t sign in.I am going to have to withdrawal all of my money because I won’t be able to have access to my funds. I try to call customer service and every time I’m waiting for 2 hours or more to talk to someone this is ridiculous how can you expect you’re customers to switch over to a broken app? I have loved Varo over the years but this has not been a good experience So far.,"{'id': 21698587, 'body': ""Thank you for letting us know about your situation. We weren't able to locate your account to better understand your login troubles. Please reach out to us at appreview@varomoney.com so we can get to the bottom of this, ASAP."", 'modified': '2021-03-17T06:06:34Z'}"
"Great, wouldn’t even consider going back to the greedy big banks.",5,FALSE,Alibuhroo,3/11/2021 9:32,I get my check 2 days early every week at the same time. I put some of my money in a savings account now for reasons other than so I don’t get charged for my checking and if something goes wrong my account isn’t - $355 or whatever because of automatic payments and I was layed off. The fact that I can’t go in a bank building hasn’t been an issue at all. ATMs are everywhere if I need cash. Best banking move I ever made.,
Interest rate calculation is off,3,FALSE,GarrettPRS,3/12/2021 14:32,"The new app is ok, slightly better GUI than the previous one. Visual design leaves something to be desired but I can get over that. 

That all said, ever since moving to the new app, I’ve found that I now have to qualify every month for the higher interest rate (as opposed to losing it if you had a month where you didn’t meet the criteria). But even worse, here we are in the middle of March, I had a qualifying direct deposit on March 3rd and five debit card swipes by March 5th and I still have the lower rate (and yes, I’ve kept my balance before the threshold the entire time). What gives?","{'id': 21634001, 'body': ""Thank you for providing your feedback! We weren't able to locate your account with your review. Please reach out to us at appreview@varomoney.com so we can get to the bottom of this, ASAP. Alternatively, you can give us a call at 877-377-8276 (Mon–Fri: 8AM – 9PM. ET, Sat–Sun:11AM – 7PM ET, closed federal holidays).\r"", 'modified': '2021-03-14T09:46:57Z'}"
Love Varo,5,FALSE,sizziec,2/18/2021 2:35,"Varo has been the best bank I’ve ever had and I even waited several months before I made a review. I pulled money out of my cash app and it took them a while to put it in my account so when it did pop up I realized they put more in my account as a “customer service gesture”. Needless to say that’s all it took to make me a loyal customer. I’m used to banks screwing me over with overdraft fees, not customer service gestures. I’ll be banking with Varo as long as they continue to be as good as they have been!",
"Going downhill, frustrating",1,FALSE,don't switch to varo,1/5/2021 18:52,"-no joint accounts, so if anything were to ever happen to me it would be an added difficulty for my husband to access OUR funds
- savings rate has been chopped so many times since I opened an account about a year ago, I think it currently is less than a quarter of what it had been, although I know some of that is not Varo’s fault 
- no I don’t want a checking account and in the past I just did not activate the card but now there is no such option
- I agree with other comments that money transfers are much slower than other banks I use
- you’d be better going with a local bank, that provide more [basic] functions such as adding your spouse or not forcing a debit card on you.","{'id': 20227395, 'body': ""We really appreciate you for taking the time to leave us your honest review! We're sorry that you're not satisfied with the switch to Varo Bank but know that we hear your frustrations and your\xa0feedback\xa0completely. There's always room for improvement and we'll be sure to run this back to the appropriate teams. Thank you!"", 'modified': '2021-01-07T00:46:22Z'}"
Varo is absolutely the best!,5,FALSE,Drivingmscrazy,2/14/2021 17:38,"I have been with Varo about a year now and I could not ask for a better bank. There are no monthly fees and they don’t charge a dime for overdraft up to $50! This feature has saved my life! Only one time, I have had to call to talk with someone. unlike most places you went on hold all day I actually spoke to customer service immediately and resolved my problem within two minutes. I recommend Berry bank and only very bank to anyone!!",
What all banks should be,5,FALSE,B.Judkins,2/24/2021 9:44,"I was slow to realize how good Varo actually is, but trying to get customer service elsewhere made me wake up to how great the customer service agents were at Varo....and that Varo even had humans on hand would have sufficed as a marked improvement in and of itself!  But, it's the fact you can deposit cash, get an advance, easily transfer to savings, and other features that I had really taken for granted, but not many others offer with such ease.",
Great online banking!,4,FALSE,mum102016,4/19/2021 15:49,"It’s easy to use and never have to worry about running to the bank! I can deposit checks right through my phone, paychecks are direct deposited and I get paid two days early. 
The only negative I have is when you use an out of network atm, you are charged whatever amount the atm costs, and then you are charged $2.50 by Varo. I wish they had more atm locations they were in partnership with to make that part a little easier, or not charge that much for an out of network atm:",
