review,userName,date,developerResponse,title,isEdited,rating
Don’t understand why I can only access 20$ compared to other sites. However they do reward you with more if you make on time payments and talk to customer service. The people from customer service are so helpful and friendly.,Passion50096,6/4/2021 16:06,"{'id': 20982791, 'body': 'Hi Passion50096, thank you for your review. Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-02-10T18:36:37Z'}",Good app,TRUE,5
Great service overall but unfortunately $20 is the max they offer. Even after multiple on time payments they don’t increase the borrow amount as a reward. At least $50 would be great after completing several on time payments as an incentive.,minusaddict,6/1/2021 18:19,"{'id': 23181758, 'body': 'Hi there, thank you so much for your feedback! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-06-03T19:45:07Z'}",Great service. Borrow amount however could be higher,FALSE,4
App have took my information and set me up with a cash advance within 10 minutes! EASY Not like those other apps that say you can get in advance and then you can’t once you put in all your information!,Karajini,1/31/2021 17:56,"{'id': 20814559, 'body': ""Hi Karajini, we're so glad you found the process quick and easy! Thank you for your review! :)"", 'modified': '2021-02-02T18:29:34Z'}",Quick and painless!,FALSE,5
"I’ve been using this app for a few months and never had any problems until this week. Last week I requested a $20 float and I never received it, then this week it automatically took out $20 from my bank account to pay for the float I requested last week and never received. Now the app is saying I still owe $20 and it’ll be taken out Thursday. This is ridiculous. I’ve contacted the “customer service” like 15 times and nobody will answer me. Don’t use this app.",Brookee5110,9/13/2020 12:48,"{'id': 17941268, 'body': ""Hi Brookee5110, unfortunately I have not been able to find a user account or support request that matches your name. Could you please reach out to support@floatme.io and reference this review? We'd like to look into this for you."", 'modified': '2020-09-17T20:38:12Z'}",Rip off!! 👎🏻👎🏻👎🏻,FALSE,1
"Just don’t expect $50 for your first float, 
it’s $10-$30 max for the first few to prove yourself. Also if you enter a typo while inputting your debit card numbers the app will make you wait 2 days before you can fix it. So that wasn’t too helpful for me and all I entered wrong was the cards expiration year by one digit and it wouldn’t let me change it, it kept saying I must wait 2 days.",1bluebird1979,2/4/2021 16:34,"{'id': 20935207, 'body': ""Hi there, thank you for your feedback. If you're still facing issues, please contact us at floatme.zendesk.com; we’re happy to look into this for you!"", 'modified': '2021-02-08T17:51:14Z'}",It’s okay,FALSE,3
"I signed up in March, borrowed $20 one time. I had no idea that I was signed up for any kind of subscription, but on May 1st and June 1st I have been charged $1.99 without having borrowed any more money from FloatMe. I emailed them after seeing the charge on May 1st and asked for a refund and for this subscription to be cancelled. I did not receive a response and then on June 1st was charged again. 

This is theft. 

I want my money back and my account removed from the system, and no more money to be charged.",Hippieeit,6/16/2020 0:44,"{'id': 16081306, 'body': 'Hi, we do our best to be up front about our membership by listing it in the app store description and our website. This helps us cover our basic costs to maintain your account. If you no longer wish to maintain your account we offer an easy self-service account closure at: https://floatme.zendesk.com/hc/en-us/articles/360036075614-How-do-I-cancel-my-FloatMe-subscription-\n\nIf you experience further issues please contact us via support@floatme.io or our help center floatme.zendesk.com', 'modified': '2020-06-18T21:07:55Z'}","No response, keeps taking my money",FALSE,1
Waited until I typed in all of my bank and debit information to tell me I cannot get an advance because of it’s rules. This app is only after your account information. They also don’t let you unlink your debit or bank information and make you wait to be “approved” to cancel. This is a very shady app and should not be trusted. Should have been upfront about the rules and not just out to collect information from people. If I am charged 1 time from you I will be filling a lawsuit.,PersonPersonPersondkejbd,5/15/2021 3:24,,Dishonest and Shady,FALSE,1
"There’s not a lot of bell and whistles and not everyone will be immediately approved for the highest amount of $50 but if you need a quick $20, it helps in a pinch! I’ve had no issues this far, I’ve had it for a couple months now.",Shelby CB,5/16/2021 20:13,"{'id': 21377560, 'body': ""Hi Shelby, thank you so much for your review! We're glad we could help :)"", 'modified': '2021-03-01T19:02:32Z'}",Simple & Effective,TRUE,5
"I cancelled my account in NOVEMBER 2020. I did not use this service at all. I never received an advance, yet I am still being charged EVERY MONTH for a subscription fee! Emails go unanswered. I am beyond furious. The fee may be nominal, that is not the point. The fact that they are literally stealing from me is what infuriates me. They lost access to my account when I cancelled in November, yet they still sneak into my account and take my money. Literally the definition of thief. I wish I could give them zero stars. Stop taking my money.",Emccoolz45754675326,1/22/2021 9:58,"{'id': 20639798, 'body': 'Hi Emccoolz45754675326, thank you for reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""Emccoolz45754675326 Review - Billing""; we’re happy to look into this for you!', 'modified': '2021-01-25T18:58:40Z'}",STAY AWAY!!!,FALSE,1
"App is good when it is working. For some reason my bank account is no longer connected and will not reconnect. Something to do with Plaid, but every other app that uses Plaid is working just fine. I contacted support through the website because I can’t get into my account, but I haven’t heard anything back. It’s been about 5 days.",Dave's user,12/11/2020 15:54,"{'id': 19768763, 'body': 'Hi, unfortunately we aren\'t able to ID who you are. Please send us a message with the subject ""Dave\'s user review - Plaid link"" at floatme.zendesk.com; we\'d love to help!', 'modified': '2020-12-15T04:45:59Z'}",Bank won’t reconnect,FALSE,3
I used it once and when I tried to log in it said it didn’t have an account and when I signed up it said this account has already been synchronized. Then I send out emails and Ryan keeps sending that the email is no longer good. Instead of just helping me he keeps sending that automatic thing. They have pulled out 100 and still have not received a response. The app is horrible and they recently charged my card again!!!!! This is unacceptable!!!! I want my money back!!!!!,Worst possible app ever!!!!!,8/18/2020 14:07,"{'id': 17402805, 'body': 'Hi, it sounds like you may be sending messages to an old support portal that is no longer operational (we upgraded to a new one in April, 2020); any messages to the old portal do receive an automated response letting users know that the portal is not active. Please go to floatme.zendesk.com and submit a ticket there.', 'modified': '2020-08-20T14:35:39Z'}",Service,FALSE,1
"Was a little bummed I couldn’t sign up and immediately receive the $50 as advertised, but I was able to sign up and instantly get $25 within 5 minutes of signing up. Highly recommend this app.",Lawsonboy24,4/28/2021 13:40,"{'id': 22559168, 'body': 'Thank you for your review! :)', 'modified': '2021-04-30T19:00:14Z'}",Highly recommend,FALSE,5
I took out a total of 3 floats and paid them back on their due date. I submitted a request to their customer service department to confirm my subscription was canceled and that I would not be charged 1.99 for the subscription since I canceled it within the correct time frame and also requested my bank account information would be unlinked from the app. Customer service has not responded. Awful awful. Do not use. If I could give zero stars I would.,ValVal330,2/24/2021 14:45,"{'id': 21298986, 'body': 'Hi ValVal330, We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""ValVal330 Review - Cancellation""; we’re happy to look into this for you!', 'modified': '2021-02-25T21:37:16Z'}",Customer service is terrible,FALSE,1
I was unable to get into my account and requested information to reset my password. I never received an email with information to reset my password. I have reached out to support multiple times and gotten no response. I then decided to just cancel my account but received an email that I cannot cancel my account b/c my email is not associated with an active account. I am very frustrated with this app and just want to close it but cannot get a response from anyone to do so.,a_nic1,11/29/2020 0:19,"{'id': 19473899, 'body': 'Hi a_nic1, it sounds like you may have set up your account with a different email or it may have been entered with a typo. Please submit a support ticket at floatme.zendesk.com with the subject ""a_nic1 review"".', 'modified': '2020-12-01T22:22:25Z'}",Terrible Experience with App,FALSE,1
After having the app downloaded for about a month I was finally able to take out a float excited about it since I needed a little extra money for gas I went ahead and took a float of $20 the app said it would charge $4 for it to be instant (within a few minutes to 2 hours) so I’ve been patiently waiting but here we are 6 hours later with no money in my account and no response from support. This is a great way to treat the people who help pay to run this app.,deadsoldier1xd1,10/29/2020 21:40,,So far not so good,FALSE,1
I had just downloaded this app and was able to get 20$ and when I repaid and went to reborrow it says I have an active float on another account? How is this possible unless someone is using my info? I emailed them and now waiting on a response if I ever get one based on these comments. Seems like it lets you do it once and hopes you don’t do it again.,jhigares,6/23/2020 17:03,,Not sure what’s going on,FALSE,3
"Float Me has been a great app so far, no issues whatsoever! The $10,20,30 whatever your limit is, it definitely comes in handy when you need it most! 5 star app! Give it a try, you won’t be disappointed.",mayetime,6/11/2021 7:08,"{'id': 23294363, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-09T19:56:34Z'}",So easy a float could do it!,TRUE,5
"Pretty good app, think it could be better though.. my check is biweekly so sometimes I need to take out $300 to pay a bill, etc and then won’t be approved for a float although my paycheck is seven times that amount. Also think the float should be more than $20 given my paycheck amount/ history of always paying back on time!",rbnurselife,2/17/2021 21:10,"{'id': 21171025, 'body': 'Hi rbnurselife, thank you so much for your feedback. Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-02-19T18:24:24Z'}","Pretty good, could be better",FALSE,3
"I woke up this morning to a $1.99 charge from this app, despite never having actually gotten a loan through them. On top of that, my account was not eligible for a loan, so it was essentially a “membership” charge for something that is basically moot on my end. Either way, I’d recommend not starting an account with these guys, and if that’s too late, cancel immediately, as they’ll continue nickel-and-diming for literally only having an account.",Sworly W,12/31/2020 18:43,"{'id': 20254209, 'body': ""Hi there! All users are notified of the monthly membership after the 30-day trial prior to setting up their account via the app store, app, and website. Please note, deleting the app doesn't cancel it out (please visit the membership page). If you need further assistance, please contact us at floatme.zendesk.com"", 'modified': '2021-01-08T02:47:07Z'}",Charged me for a membership that wasn’t even usable,FALSE,1
They really don’t let you access more than 20 dollars no matter how long you continuously pay then back on time. You can’t go higher than 20 bucks. Nether less it’s cool if you need to borrow 20 bucks real quick.,cruelschoolkid,1/28/2021 15:40,"{'id': 20737989, 'body': 'Hi cruelschoolkid, thank you for your review. Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-01-29T18:17:00Z'}",It’s okay for a few dollars,FALSE,5
"I’ve had some great experiences with this app for over 5 months now. No issues, and it’s easy to use for me. Just have an eligible bank, routine deposits and you’re good to go! Not meant to be like a paycheck, more like a little backup money, which can be helpful.",Brazieeeeee,12/22/2020 16:31,"{'id': 19968923, 'body': ""Thank you, I'm glad we could help :)"", 'modified': '2020-12-24T03:38:28Z'}",Pretty cool app,FALSE,5
"Needed a quick few bucks to help when I overextended on Christmas, had been denied by other loan apps or had to sign up for monthly subscription payments but I was able to get an instant loan in less than 5 minutes here!!",mpenn0914,12/21/2020 20:31,"{'id': 19944245, 'body': ""Happy holidays mpenn0914! We're glad to help you have a safe and enjoyable holiday. We do want make sure you know that we have a monthly membership that kicks in after a free 30-day trial period (just a$1.99 to cover our basic costs); we don't want you to have an unhappy surprise at the end of January :)"", 'modified': '2020-12-23T04:15:44Z'}",Approved in MINUTES!!,FALSE,5
They were able to front me a little bit of money so that I was able to pay some bills and able to pay this app back once I got my paycheck,JoeyHoffman12,11/7/2020 18:28,"{'id': 18975377, 'body': ""Thank you Joey! I'm glad we were able to help."", 'modified': '2020-11-09T04:50:30Z'}",Great if you need a little bit of money between paychecks,FALSE,5
"Great app!   Small, interest free loans that are automatically repaid when you next get paid.  They don’t bombard you with texts, emails, and push notifications like some of the other apps, either.  Definitely five stars in my book!",trinityjade32433,1/4/2021 3:01,"{'id': 20254777, 'body': 'Thank you! We try hard not annoy our members with too many notifications- our goal is to help you out so you can focus on the other important things in your life :)', 'modified': '2021-01-08T03:28:33Z'}",Lifesaver,FALSE,5
"Thank you for this app! The only drawback I see is that is doesn’t recognize a disability check as income to increase my float. Other than that, I do appreciate having something to pull cash from when it’s needed. Thank you.",ExileAngel,1/18/2021 16:58,"{'id': 20535645, 'body': ""Hi ExileAngel, thank you for your feedback! We're glad we could help :)"", 'modified': '2021-01-20T18:36:19Z'}",Great Fall Back,FALSE,5
"When I linked my bank account it shows my account in the negatives on there app, but when I go to my actual bank app I’m far from in the negatives and was denied. But there is no way to fix it on their app",Tangie Bee,10/17/2020 0:51,"{'id': 18572774, 'body': ""Hi, we rely on data sent by your bank to update things like transaction records, budgeting, and your balance. Most banks send us updates multiple times daily but other can take a few hours to update. If more than 24 hours pass without an update please contact our support team at floatme.zendesk.com and we'll help."", 'modified': '2020-10-19T13:55:12Z'}",It’s not accurate,FALSE,5
"While I got less than I wanted, the process was quick and easy to setup my information and get an advance.  The fee is similar to other companies and they don’t harass you for tips like MoneyLion.",aSimilarPanda,4/27/2021 6:29,"{'id': 22516470, 'body': 'Thank you for your review! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-04-28T17:16:12Z'}",Quick and painless,FALSE,5
"Been using here and there when I need $20. Great thing is that you can get a float as soon as you pay off your last one, so you essentially have an extra $20 on you when you need it!",Seapeary7,6/10/2021 18:04,,Good for a lil extra,FALSE,5
"I was able to receive a cash advance last week, and shortly after receiving it, I was logged out of my account and not able to log back in. This leads me to think something very fishy is going on, especially considering I have emailed support THREE DIFFERENT TIMES. I only have ONE account through you guys and have never signed up before. It’s saying my bank account is linked to a different sign in account, which really leaves me feeling uneasy.",ashvalk,9/9/2020 23:34,,Account Issues,FALSE,1
"Great app, works just as described- only suggestion is available cash could be higher. Most other comparable apps do at least $50. Doesn’t reward u with higher payouts if you always repay on time.",kea97,6/4/2021 12:14,"{'id': 22816058, 'body': 'Hi there, thank you for your feedback! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-05-14T19:40:27Z'}","Great, but suggestion..",TRUE,5
"So far this is great. My payday is in 3 days but I need just a little help until then. This took me literally 5 mins to do in my car at lunch, and already they are sending me a little something to help out! Really easy! Thank you!!",KiKi Dallas,2/14/2021 4:39,"{'id': 21072717, 'body': ""Hi KiKi, thank you for your review! We're so glad we could help. Welcome to the FloatMe community! :)"", 'modified': '2021-02-15T18:04:21Z'}",My first “float”.....,FALSE,5
"I downloaded this app because I had $20 left in my acct and needed a little help until payday. So for some reason, I didn’t qualify.. oh well.. BUT.. they proceeded to charge my card $1.99 SEVEN times leaving me now with $6 in my account until payday. No phone number to reach them of course, and Ive been emailing them for days with no response. I had to cancel my account to make sure I didn’t keep getting charged. STAY AWAY!!! There are much better apps. Dave, brigit, Earnin, money lion...",harley7607,12/3/2020 15:00,"{'id': 19554533, 'body': 'Hi harley7607, we unfortunately are not able to find any members or support requests which match this name. I\'m sorry to hear that  we\'d love to look into this for you. Please contact us at floatme.zendesk.com using the subject ""harley7607 review - charges""; we\'re here to help!', 'modified': '2020-12-05T06:03:09Z'}",Stay away,FALSE,1
I’ve had some applications that had autopay without knowing and it messed up how I was tracking my money and accidentally went over board but with this app I’ve gotten to pay my urgent pay!,someguywalking,1/4/2021 23:02,"{'id': 20254754, 'body': ""Thank you, we're very happy we could help!"", 'modified': '2021-01-08T03:27:03Z'}",Life saver,FALSE,5
This app is one of the many amazing instant cash advance apps. I wish I could get more than what I have been getting but in due time! If you’re looking for an cash advance app that is consistent and helping this is the one !,babydomi,1/1/2021 22:38,"{'id': 20255726, 'body': ""Thank you, I'm glad we could help :)"", 'modified': '2021-01-08T04:37:58Z'}",Amazing app,FALSE,5
"Love the app 5/5 would definitely buy breakfast the next morning ....

Would be nice to have criteria for the next levels to at least make it seem obtainable tho...But hey $10-20 in a pinch surely helps more than you’d think",rocko diaz,5/2/2021 1:38,"{'id': 22597996, 'body': 'Hi Rocko, thank you for your valuable feedback! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-05-03T18:28:45Z'}",Nice app,FALSE,5
I love the app just wish there was a way to contact them other than email because they don’t get back to you In time ! I get paid on saturdays and there’s no option to make your payday on a weekend date,lisemariwarner,6/10/2021 2:08,"{'id': 22289984, 'body': 'Hi lisemariwarner, thank you for your valuable feedback! We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""lisemariwarner Review - Paydate Change""; we’re happy to look into this for you!', 'modified': '2021-04-16T19:08:39Z'}",Customer service,TRUE,4
Nice app to be able to fall back on. It won’t let you narrow much but it does it to keep you from getting into a hole you can’t get out of. Nice to have when you really need it. Only $4 fee for instant float,southern0904,3/26/2021 18:12,"{'id': 21930944, 'body': ""Hi southern0904, thank you so much for your review! We're so glad we could help :)"", 'modified': '2021-03-29T16:39:29Z'}",Nice to have,FALSE,5
"Their customer service is fast, friendly and helpful. Had an issue connecting my bank and they helped. Right now highest I get is $20 but working on getting more cash when I need it.",Jess Girl 1990,2/22/2021 22:13,"{'id': 21271741, 'body': 'Hi Jess, thank you for your kind review! Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits :)', 'modified': '2021-02-24T18:28:47Z'}",Love it,FALSE,5
"Any time I am $5 and under and I know I am not getting paid soon just in case I use this app and more times then one some automatic payment or purchase comes thru I forgot about, and Float Me literally saved me!!",Nickilovelighters,4/9/2021 2:57,"{'id': 22200843, 'body': ""Hi Nickilovelighters, thank you for your review! We're glad we could help :)"", 'modified': '2021-04-12T20:19:19Z'}",Need Help!!,FALSE,5
No issues yet and the feature two weeks after payday to pay back cash advance is kinda handy even tho i can pay it back before then.,Arietis Ra,2/13/2021 21:46,"{'id': 21072872, 'body': ""Hi Arietis, thank you for your review! We're so glad you're enjoying our app :)"", 'modified': '2021-02-15T18:14:32Z'}",Does what it says.,FALSE,5
The only thing is that I didn’t know which bank account I could use but now since I switched accounts it’s been working quick and easily I’m so thankful💯,yhauka,6/10/2021 5:06,"{'id': 23335467, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-11T20:07:52Z'}",Quick & Easy,FALSE,5
This app was extremely easy to maneuver. I very much appreciate the help they gave me when I needed it. I would highly recommend to anyone that is in a jam and needs a little extra money in their pocket!,seansun09,6/1/2021 12:15,"{'id': 22134829, 'body': ""Thank you for your review, seansun09! We're so glad we could help :)"", 'modified': '2021-04-08T23:17:39Z'}",Excellent,TRUE,5
"only putting 5 stars so all of you see this, but do not get this app. I was being charged 2 dollars more than once and I just ended up closing my account. No help from this company at all and it just seems like a scam. DO NOT GET IT!!!",Boots2Asses,1/11/2021 13:31,,DO NOT GET THIS APP!!!!!!!!!!,FALSE,5
"The app was handy when I was able to log into the app. Since I’m blocked out for too many passwords, it’s been a pain waiting for a reply after sending an email. I’ve given up on trying to get a reply on activating my account. Good app as long as you don’t get locked out.",NineDeChambers,2/18/2021 21:12,"{'id': 21220576, 'body': 'Hi NineDeChambers, thank you for reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""NineDeChambers Review - Blocked""; we’re happy to look into this for you!', 'modified': '2021-02-22T18:36:56Z'}",Good before you’re locked out,FALSE,3
A couple weeks ago I had to change my bank account info for security reasons but I am still with the same bank. Before all that I put $100 in a float me stash account. Every time I try to log in I cannot because the float me app does not recognize my new credentials. I’ve been emailing support and getting no response. I just want my $100 that’s stuck in the app. Can someone reach out please? Thanks,Lessa913,7/18/2020 19:31,"{'id': 16818653, 'body': 'Hi Lessa913,\n\nA member of our team has reached out- we apologize that it took longer than normal to receive a reply. Next steps to get everything addressed have been included in the message. Please reply there if you experience any additional difficulties.', 'modified': '2020-07-22T23:45:59Z'}",Locked out of my own money (stash account),FALSE,1
"I used this app all the time for about a year with no issues til I switched banks. Now I get a loop of logging into my bank account using plaid, it connects fine, takes me back to the float app and it runs into an error saying “Oops, error loading your overdraft risk”. And makes me log into my bank account with plaid again. It does this over and over. Please take care of this and I’ll start using the app again.",nazz.x,2/2/2021 13:40,"{'id': 20862401, 'body': ""Hi nazz.x, thank you for bringing this to our attention. Please uninstall and reinstall your app and if you're still facing issues, please reach out to us at floatme.zendesk.com; we’re happy to look into this for you!"", 'modified': '2021-02-04T16:48:57Z'}",I used it all the time,FALSE,1
Even though I am a new user I’ve been helped greatly today. Process was super easy and user friendly will recommend to friends !,Tinny_gg,3/2/2021 20:21,"{'id': 21453365, 'body': 'Hi Tinny_gg, thank you for your review!! Welcome to the FloatMe community! :)', 'modified': '2021-03-04T18:21:09Z'}",Convenient and Easy to use,FALSE,5
Thank you the process was super easy I literally got my advance in like 10 minutes it was only $20 but I’m blessed for that and needed the money for gas to get through a couple more days,swae2swae,7/1/2020 23:20,,Easy!,FALSE,5
So I had been using this before and it says I can’t cash out now but they keep taking $34 every 2 weeks and ignore my messages pertaining to this. No support or even number to call. My account hasn’t worked in weeks so why am I being charged $34 for what I can’t use plus they charged me $80 at that and refuse to answer my emails. IF it’s not working then there’s no reason why you keep taking money from my account,bellaxprincesa,7/10/2020 14:41,"{'id': 16814665, 'body': ""Hi,\n\nA member of our support team reached out- we have not been able to identify the $80 in charges your are referring to but did identify 2 accounts that were set up. Please reply to our messages with the requested documentation; we're happy to help!"", 'modified': '2020-07-22T17:12:22Z'}",Scam,FALSE,1
"FloatMe has been blessing. They have gotten me out of a pinch when cash was short. The money is always in my account with in minutes. The fee is reasonable as well, and paying them back painless. Thank you FloatMe!",Banned Bandt,2/17/2021 15:08,"{'id': 21147197, 'body': ""Hi, thank you so much for your kind review!! We're so glad we could help :)"", 'modified': '2021-02-18T19:24:40Z'}",Best lending app!,FALSE,5
Everyone needs some extra cash sometimes and this app has really helped me when I truly need a few extra dollars to get through the week.,dfbkhfykyg,2/7/2021 18:00,"{'id': 20958883, 'body': ""Hi dfbkhfykyg, thank you for your review! We're so glad we could help :)"", 'modified': '2021-02-09T16:05:29Z'}",Love this app!,FALSE,5
"I’ve contacted you guys twice to help me get logged back into my account. I really do enjoy the app I’d hate to not be able to use it anymore. 

Update they reached out and issue has been resolved.",harndt058,10/23/2020 13:23,"{'id': 18651102, 'body': 'Hi harndt058, we unfortunately aren\'t able to find a user or email that matches with the ID listed by Apple. Please send us a support ticket at floatme.zendesk.com with the subject ""hardt058 review"" and we\'ll help!', 'modified': '2020-10-22T20:59:53Z'}",Support,TRUE,5
Good service always comes in handy when I need a little bit of extra cash between checks,joebro1172,1/23/2021 16:33,"{'id': 20640468, 'body': ""Thank you for your kind words, joebro1172! We're glad we could help :)"", 'modified': '2021-01-25T19:48:32Z'}",Fast and reliable service,FALSE,5
I’ve only been able to qualify for $20 but hey it’s a tank of gas or a couple days of food and they’ve always came through,Wbs94,2/21/2021 21:41,"{'id': 21246953, 'body': ""Hi Wbs94, thank you for your review! We're so glad we could help 😁"", 'modified': '2021-02-23T20:03:12Z'}",Great app for those short on money times,FALSE,5
"Whenever I go to sign in (not sign UP, sign IN) I put in my credentials, and it asks me to log in to my bank account using plaid. Whenever I get done with that process, it tells me that bank account is already being used, and to sign in. So I do that, and the process repeats as many times as I’ll let it.
Maybe this service will work for you, but it was nothing but a waste of time for me.",Spoinzy,10/5/2020 18:06,"{'id': 18902427, 'body': 'Hi Spoinzy, there was an issue in early October with our Bank network partner, Plaid, which caused an issue like this for a small number of members. It has since been resolved. Please reach out to us at floatme.zendesk.com if you still need help', 'modified': '2020-11-04T19:09:30Z'}","App Circles Around Log In, Doesn’t Work",FALSE,1
I was only able to get 20$ every little bit helps tbh. It might be different for someone else but that’s how it was for me,Zayxzai,1/14/2021 17:32,"{'id': 20482326, 'body': 'Hi Zayxzai, thank you for your review! Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-01-18T17:02:08Z'}",If you need a quick payday loan I would use this,FALSE,5
"Does great ☺️… sometimes the app gets confused on “criteria” for a float , especially when you’ve met them but they still say you don’t ? It can be confusing and that needs to be worked out but as an app that’s saved me numerous times …  👏👏👏",MGHANKIN,2/16/2021 22:40,"{'id': 21144847, 'body': ""Hi MGHANKIN, thank you for your feedback. We're so glad you've found our app helpful and good. If you're having any issues and confusion with the Float Requirements, please contact the support team at floatme.zendesk.com. We'd love to look into it! "", 'modified': '2021-02-18T16:41:17Z'}",Good app,FALSE,4
"Needed a few extra dollars to pay a bill without over drafting my account and float made it happen , in good timing too! No complaints so far.",Coolfreegame,4/10/2021 3:08,"{'id': 22200801, 'body': ""Thank you so much for your review, Coolfreegame! We're so glad we could help :)"", 'modified': '2021-04-12T20:16:15Z'}",What I was looking for,FALSE,5
It’s a little ridiculous that in order to get adequate assistance you have to come to the App Store because it’s the only public forum they have. I have been emailing for over a month now to get assistance with this issue. Duplicate accounts and subscriptions being taken out of two different accounts. Closed one account but still running into the same issues.,NadiaMac,9/5/2020 19:38,,Zero Customer Service Support,FALSE,1
I don't understand everyone complaining they could not cancel their subscription. Saying they sent an email. Google it and do it yourself. I just followed instructions. Got in email in 30 mins my account has been cancelled. Use your brain people,Fea alisa,7/1/2020 0:38,,Why is everyone complaining,FALSE,3
"I like this app cause u can get your money right away, pay it back on payday then ask for money on that same day instead of waiting 2 days for it or the next day too",N jenkins,12/18/2020 14:27,"{'id': 19912656, 'body': ""Thank you N, I'm glad we could help and that you're enjoying our app!"", 'modified': '2020-12-21T21:09:54Z'}",Awesome app,FALSE,5
This app was good for a couple months but then I struggled to get advances and the customer service takes days to answer and wasn’t actually listening to what I was saying. When I decided to cancel they refused to refund the several months of membership fees I paid while trying to work with them. You’re better off asking someone for $20 than go thru this headache,ashima315,1/25/2021 14:41,"{'id': 20691891, 'body': 'Hi ashima315, thank you for reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com; we’re happy to look into this for you!', 'modified': '2021-01-27T17:38:15Z'}",Save your energy,FALSE,1
"Signed up and linked account was able to get instant cash within minutes of signing up, highly recommended",jahdidit,5/23/2021 7:48,"{'id': 22984488, 'body': 'Thank you so much for your review! Welcome to the FloatMe community! 😁', 'modified': '2021-05-24T18:17:50Z'}",Great app,FALSE,5
FloatMe advance is there when I need $10 or $20 quickly.  They always debit account early in the am on payday Thursday which I like.  Not the next day or a couple days after.,msnowden1207,4/26/2021 0:21,"{'id': 22078614, 'body': ""Hi msnowden1207, thank you for your review! We're so glad we could help :)"", 'modified': '2021-04-06T14:31:18Z'}",Advance,TRUE,5
"I tried other loan apps and they just take your info and either the app doesn’t work, or they just take your info and don’t even give you any money. This one was easy to access, easy to use. I just wish they gave me a larger amount to take out.",Vidizzle,5/9/2021 16:37,"{'id': 18838012, 'body': 'Hi Vidizzle! The amount we Float is based on each customer and usually increases as we get to know you better. If you want to learn more (or contact support) please visit floatme.zendesk.com', 'modified': '2020-11-02T05:51:09Z'}",Easy,TRUE,3
Just have to have a non-negative bank account that has received $200+direct deposits for the past couple of months. (Would be 5 star if they counted multiple bank accounts and/or CASH APP),IgOtZ$TwTyoNiT,3/5/2021 10:40,"{'id': 21520689, 'body': 'Hi IgOtZ$TwTyoNiT, thank you so much for your review! In order to qualify for FloatMe there must be regularly received electronic pay deposits from valid W-2 employment; checks, cash deposits, Cash App, Zelle, or other methods are non-qualifying at this time.\xa0', 'modified': '2021-03-08T18:25:59Z'}",Quick $0.00 to $20 advance,FALSE,4
Thank you so much I’ve app in the past that left me high and dry after paying them back I get paid constantly the same amount you helped me in a bind,tostinnay,1/30/2021 0:24,"{'id': 20790030, 'body': ""Hi tostinnay, thank you for your review! We're so glad we could help :)"", 'modified': '2021-02-01T18:51:18Z'}",Helped me,FALSE,5
One of the best apps out there’s. Wish it let you take more out after paying back so frequently but overall still very helpful,Mulder1987,1/23/2021 22:29,"{'id': 20639937, 'body': ""Thank you so much, Mulder1987! We're glad we could help :)"", 'modified': '2021-01-25T19:08:07Z'}",Perfect app,FALSE,5
Thank you for creating this app! It is so nice to be able to get real money just by giving you a few details. I will be telling all my friends about this app.,reesebaby51,12/29/2020 6:17,"{'id': 20095000, 'body': ""Thanks, reesebaby51! I'm glad we could help :)"", 'modified': '2020-12-30T23:22:36Z'}",Legit and helpful,FALSE,5
