rating,year_of_founding,app_ranking_in_cat,num_ratings,app_size,BBB_num_rating,BBB_num_reviews,BBB_num_complaints,Trustpilot_rating,Trustpilot_num_reviews,company_size_ordinal,day_of_week,week_of_year,hour,year,month,yrs_to_review,lenDevResp,lenTitle,avg_rating,dist_to_avg_rating,stdDev_rating,dist_to_avg_BBB_rating,finance,shopping,private,public,A,A+,A-,B-,F,lenReview,Log_BBB_num_rating
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,29,22,2019,7,6,195,28,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,673,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,47,21,2018,11,5,0,13,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,463,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,15,0,2019,4,6,0,63,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,593,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,27,14,2018,7,5,0,12,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,519,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,2,21,2021,1,8,0,5,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,482,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,15,22,2018,4,5,0,33,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,675,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,11,18,2021,3,8,0,38,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,672,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,3,12,2021,1,8,0,28,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,658,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,42,20,2020,10,7,0,29,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,883,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,53,18,2021,1,8,0,18,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,548,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,14,3,2019,4,6,0,7,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,485,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,38,17,2020,9,7,0,9,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,711,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,2,16,2020,1,7,230,11,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,592,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,43,4,2020,10,7,0,17,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,495,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,42,0,2020,10,7,0,18,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,433,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,34,20,2020,8,7,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,436,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,30,21,2020,7,7,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,428,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,28,19,2020,7,7,0,24,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,441,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,9,3,2020,2,7,0,41,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,490,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,41,2,2019,10,6,0,37,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,417,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,41,12,2019,10,6,318,39,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,638,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,11,20,2021,3,8,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,427,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,50,11,2018,12,5,272,28,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,656,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,5,6,2021,2,8,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,435,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,50,14,2020,12,7,0,5,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,424,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,49,19,2020,12,7,0,23,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,450,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,40,19,2020,10,7,0,18,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,410,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,49,18,2020,11,7,0,15,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,484,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,11,14,2020,3,7,0,23,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,427,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,35,8,2020,8,7,0,23,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,674,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,29,18,2020,7,7,0,10,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,671,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,9,1,2020,2,7,0,23,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,434,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,10,2,2020,3,7,0,10,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,637,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,8,5,2020,2,7,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,427,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,48,19,2019,12,6,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,486,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,15,15,2019,4,6,0,25,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,416,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,39,15,2019,9,6,0,18,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,518,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,7,12,2019,2,6,0,24,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,474,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,10,13,2019,3,6,401,22,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,713,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,43,3,2018,10,5,161,12,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,505,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,4,17,2019,1,6,306,17,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,672,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,51,20,2020,12,7,0,17,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,417,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,50,17,2020,12,7,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,468,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,39,4,2020,9,7,0,42,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,395,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,46,8,2020,11,7,0,30,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,638,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,34,11,2020,8,7,0,20,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,401,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,33,16,2020,8,7,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,432,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,29,14,2020,7,7,0,18,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,470,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,25,14,2020,6,7,0,22,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,448,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,38,4,2019,9,6,0,26,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,456,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,23,16,2020,6,7,0,20,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,539,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,42,20,2019,10,6,0,16,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,589,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,4,1,2019,1,6,0,13,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,496,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,30,15,2019,7,6,238,15,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,657,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,3,2,2019,1,6,235,10,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,412,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,8,14,2021,2,8,0,28,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,461,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,11,3,2020,3,7,0,32,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,438,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,8,3,2021,2,8,0,29,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,497,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,23,20,2020,6,7,0,65,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,593,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,19,1,2020,5,7,299,27,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,507,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,51,12,2019,12,6,0,26,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,558,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,44,17,2019,11,6,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,442,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,23,18,2019,6,6,0,23,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,426,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,40,11,2019,10,6,239,8,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,674,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,35,23,2019,8,6,0,35,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,1014,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,10,1,2021,3,8,0,12,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,426,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,10,15,2021,3,8,0,29,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,379,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,52,15,2020,12,7,278,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,436,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,35,22,2020,8,7,0,22,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,396,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,41,18,2020,10,7,0,28,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,647,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,39,3,2020,9,7,0,1,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,643,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,35,1,2020,8,7,0,20,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,429,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,33,11,2020,8,7,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,398,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,15,0,2020,4,7,0,36,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,425,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,9,13,2020,2,7,0,20,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,410,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,46,4,2019,11,6,0,45,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,406,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,8,6,2019,2,6,0,11,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,490,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,13,2,2018,3,5,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,472,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,45,16,2018,11,5,220,30,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,571,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,28,23,2018,7,5,355,14,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,920,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,6,9,2021,2,8,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,385,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,2,18,2021,1,8,0,41,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,379,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,21,4,2020,5,7,0,8,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,410,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,37,17,2020,9,7,239,53,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,643,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,24,10,2019,6,6,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,442,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,19,15,2020,5,7,0,36,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,616,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,31,1,2019,7,6,0,2,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,542,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,16,12,2019,4,6,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,445,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,52,5,2017,12,4,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,454,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,17,21,2018,4,5,0,25,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,598,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,19,4,2020,5,7,0,25,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,426,0.802001585
3,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,5,10,2021,2,8,0,70,3.497,-0.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,463,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,10,18,2020,3,7,0,10,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,399,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,17,15,2020,4,7,205,11,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,682,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,16,6,2020,4,7,0,14,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,608,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,36,0,2019,9,6,0,19,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,491,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,10,14,2020,3,7,207,21,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,698,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,39,6,2019,9,6,0,22,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,466,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,10,12,2019,3,6,0,22,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,424,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,20,23,2019,5,6,0,18,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,599,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,9,15,2019,2,6,475,35,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,663,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,35,2,2018,8,5,0,45,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,446,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,9,3,2021,3,8,0,19,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,435,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,5,4,2021,2,8,0,18,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,444,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,52,5,2020,12,7,0,27,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,399,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,42,11,2020,10,7,0,25,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,419,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,42,10,2020,10,7,0,13,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,407,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,39,8,2020,9,7,0,13,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,378,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,29,22,2020,7,7,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,398,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,28,4,2020,7,7,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,418,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,13,23,2020,3,7,204,63,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,361,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,10,0,2020,3,7,0,24,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,438,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,2,18,2020,1,7,0,13,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,409,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,4,3,2020,1,7,207,31,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,640,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,46,0,2019,11,6,0,8,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,376,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,49,10,2019,12,6,0,31,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,457,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,41,21,2019,10,6,0,11,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,451,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,42,1,2019,10,6,0,27,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,658,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,36,4,2019,9,6,0,19,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,454,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,17,18,2019,4,6,0,21,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,432,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,11,23,2019,3,6,0,16,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,444,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,7,22,2019,2,6,0,12,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,447,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,51,17,2020,12,7,0,12,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,452,0.802001585
2,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,2,18,2019,1,6,256,24,3.497,-1.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,575,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,39,4,2020,9,7,290,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,416,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,25,4,2020,6,7,0,18,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,434,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,5,23,2020,1,7,0,15,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,493,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,28,13,2019,7,6,0,14,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,410,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,42,23,2019,10,6,0,22,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,626,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,30,14,2019,7,6,206,22,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,681,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,41,1,2018,10,5,0,17,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,418,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,9,23,2021,3,8,0,7,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,433,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,7,5,2021,2,8,0,31,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,452,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,34,0,2020,8,7,0,23,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,414,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,3,0,2021,1,8,0,17,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,610,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,1,13,2021,1,8,0,22,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,706,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,4,40,15,2020,10,7,0,27,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,420,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,39,10,2020,9,7,0,16,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,677,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,0,36,21,2020,8,7,0,63,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,739,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,32,9,2020,8,7,0,11,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,465,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,30,17,2020,7,7,0,19,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,480,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,6,23,17,2020,6,7,0,12,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,430,0.802001585
5,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,1,15,0,2020,4,7,0,24,3.497,1.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,411,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,5,23,2,2020,6,7,239,43,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,573,0.802001585
4,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,3,22,12,2020,5,7,0,17,3.497,0.503,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,425,0.802001585
1,2013,9,277000,126.7,2.23,781,4471,3.9,6720,2,2,21,23,2020,5,7,0,12,3.497,-2.497,1.761403495,778.964695,1,0,1,0,0,0,0,1,0,664,0.802001585
