developerResponse,userName,review,isEdited,title,date,rating
,bconnors,"I used this app to check it out and give it a try.  I used afterpay (which is a competitor) and thought why not try this one, especially since they work with box store retailers like Sam’s Club and Target.  I used it to renew my Sam’s membership online and it was nice knowing I wasn’t out $100 all at once and instead it was broken up over 4 payments.  It was easy to set up and I went to the retailers site through the QuadPay app and followed the directions.  There is a small fee that was attached for using QuadPay but it was only a few dollars, not a huge bank breaker.  I recommend the app!",FALSE,Great App! Perfect for money crunched people,10/5/2020 1:05,5
"{'id': 13989072, 'body': ""Hi Oleta, Thank you so much for sharing your experience with us. We're glad it's all working out. If you have any questions, please feel free to send us an email at appreviews@quadpay.com. Thanks again!"", 'modified': '2020-03-11T15:22:35Z'}","Oleta ""LovelyLady O""","I signed up and downloaded the app months ago before it went live. I actually forgot about it and opened it up and decided to see what it was all about. I’m an avid user of after pay but I love the fact that we can use quad pay for the same stores plus more, and even in store. I’m still confused on how to use it in store and I don’t want to hold up any lines trying to figure it out so u haven’t bothered....lol. But so far so good, just started using it within the last 2 weeks and I’ve made 3 different purchases. Not sure how or what determines the limit but hopefully with good standing you get kite purchasing power. Grateful for these options for shopping!",FALSE,New user and pleased!,3/10/2020 2:32,4
"{'id': 12413874, 'body': ""Hi there! We're not always able to approve every customer but want to make the process to sign up as quick and seamless as possible. Please feel free to email appreviews@quadpay.com with any additional comments or questions!\r"", 'modified': '2019-12-16T08:26:01Z'}",AlyMull,"I thought this was going to be a very simple app just like Afterpay. You do the installment plans no problem, WRONG. When you sign up, they collect info such as your birthday, your address, your email; you know just the basics. What they don’t tell you they run a test to see you qualify and afterward they let you know if you have been approved or not. Here is the thing, they don’t tell you why you haven’t been approved or what their qualifications are in order to get approved. So if you aren’t approved then you have to wait 30 days before you can try and shop or be apart AND on top of that once you are approved, you aren’t guaranteed to be approved for the next purchase you make. I prefer Afterpay because it’s simple and easy and you don’t have to meet any qualifications. They need to fix this and explain to their customers what they are signing up for.",FALSE,BEFORE YOU SIGN UP,12/13/2019 2:32,1
"{'id': 11441831, 'body': ""Hi there! Sorry for your experience. We've had a significant increase in volume, and we are growing our team to help improve response times. Let us know how we can best assist you by emailing appreviews@quadpay.com, and include your previous case number for reference! Thank you!"", 'modified': '2019-10-24T08:39:29Z'}",AnnieD06,"I’ve had a good experience with QuadPay, up to the point when I need customer support. I requested excess of the amount needed for a purchase, and they didn’t work in a way like the article on support stated. I contacted customer service, but they honestly have been silent over the thing so far - I have a feeling they’re just staying silent so that they could get the extra cash from me for something I did not use.
Save yourself the trouble and stay away - and if you really need to use this, learn from me and don’t request excess money because you’ll end up paying for those even though you don’t use them anyway. Because they will not adjust the amount - not even after 3 requests from a customer and a service that actively ignores their customer’s request.
Would be nice to have a phone number.",FALSE,Customer support is terrible,10/21/2019 18:37,1
,Deb VN,"Never ever hear of quad pay.  My youngest was going off to college and needed some things but after paying 630$ for her first of 4 payments for tuition and getting her dorm ready I was tapped out. Fashion nova her favorite store had an amazing sale. So, went on window shopped see if there was anyway I could make this happen for her and I was looking, putting things in the cart I noticed something say quad pay. Curious I clicked, and I read the terms and conditions I was like what there is a catch. Nope.... just 4 easy payments! Now on my 3rd  quad pay purchase, my fave app!!!  I’m skeptical of everything but this is a life savor!!! Thank you QuadPay!!!",FALSE,3 times a charm,11/18/2019 1:59,5
"{'id': 13882017, 'body': ""Thank you for reaching out and being a fan! We would love to help you with this. When you have a moment, please shoot us an email at appreviews@quadpay.com and we'll give you some helpful tips for next time!"", 'modified': '2020-03-05T22:12:00Z'}",yarized,I love this app so much. It’s hard to purchase big ticket items like rugs and tv stands because I don’t just have hundreds of dollars laying around like that. But this makes it so that I can buy what I want and pay it off in small reasonable/attainable payments. The only issue is that not a lot of companies support quadpay financing. I tried using quadpay at Ross dress for less and it wouldn’t accept it. I then Googled it and it says they don’t take it. As well as many other stores like Ross (Marshall’s..) so I’m finding myself having to online shop for home decor when I would rather see and feel items before buying. I hope more companies decide to accept more forms of payment.,FALSE,Such a great app!,3/5/2020 3:20,4
"{'id': 13228359, 'body': ""Hi there! Thanks for letting us know what happened and we're sorry to hear you feel this way. Please feel free to send us an email at appreviews@quadpay.com with your previous case number for reference. From there, we can take a closer look and resolve this for you. Have a great day!"", 'modified': '2020-01-31T19:17:48Z'}",lawd fix it,"I tried signing up for QuadPay and they said I wasn’t approved because I don’t meet the criteria? This is hella sketchy bc they only asked for my phone number. Furthermore, they don’t disclose what the criteria is for people to even use their service. They don’t provide you with details at all. This business feels sketchy... Idk how they approve others, but you can’t possibly pull financial records from a phone number unless something super illegal is happening here. I would NOT recommend this company to my worst enemy. I tried getting in contact with them on several occasions and it’s always a dead in and absolutely no customer service. Don’t be sorry, Quadpay, be better. Shame. I work in customer service and to be treated this was is absolutely horrifying. Sounds like this is a common problem for many others. Smh. I wish I could give a negative 5 stars for this.",FALSE,DO NOT USE QUADPAY,1/30/2020 23:34,1
,asiademm,"The app is cool and all but when there is a issue , it’s hard to get in contact with someone to resolve the issue . I paid all my order in full , and went to use the app again and all my paid off orders were present in the open order tab saying pay $0. When you click it gives an error and because of that it won’t allow me to use the app, says I have past due orders . I have been trying to get assistance for almost a week and no one has helped me. This app could be successful if there were more line of communication to deliver customer service when needed.",FALSE,Customer service app errors,10/18/2019 20:27,5
,Smith.co26,Once i made my first purchase online with quadpay i decided to download the app to make it easy to pay my balance...once i downloaded the app I browse to see what retailers use quadpay and to my surprise a lot of my favorite stores use quadpay....made my first purchase thru the app and it was quite easy...the improvement that needs to be fix is being able to had the card they provide you with to apple pay so that you are able to use in stores and not just online I promise you it would make this app 10 times better but other then that no complaints so far so good,FALSE,Its ok but needs some improvement,10/8/2019 10:59,5
,Toodle2006,"The App is so amazing it’s almost unbelievable. I’m not a stranger to QuadPay I have used it before when it was only for the Ugg Store. I like the change that was made because now you have a variety of stores to shop at. The app was setup for the Ugg store to receive your payments in 4 parts but they charge your credit card. The change is now you have a line of credit with QuadPay. So not only are they helping you get credit but you get to pay for each thing you buy in 4 split payments, I love the convenience. Thank you for choosing me to be a part of this fabulous program/app. Very happy customer. 👍👍👍👍😀",FALSE,Very Happy Customer,7/17/2019 12:38,5
,Suga4321,"Love it! As one of the first bunch of users before the actual app I can say it’s only improved. The app makes everything much simpler. Even got a very high limit once I downloaded the app. It was like a surprise gift lol. Besides being able to buy anything materialistic wise, I’ve also used it to make payments toward extravagant vacation prices. It keeps my credit card usage low and under control. Not only do you get a reminder when a payment is coming you can easily pay or back early. There is a $1 fee added to every payment but an extra $4 doesn’t make a huge difference!",FALSE,Every thing&anything,6/13/2019 1:37,5
,@madamr.k,I was curious so I downloaded the app to see what it was about it was quick and easy they told me exactly how much I can use ... I went to the store made my purchase and was able to use the app to pay ... and everything was broken down to me on how much I have to pay in four payments !!! Omg please download it you won’t regret it !!! And I love that you can use it in store or online unlike other app !!!!!!!!! It’s a lifesaver especially if you don’t have the money to afford the whole price ... so the flexible payment helps a lot .....kuddos to whom ever came up with this idea !!!!!! Good job,FALSE,I looove it so easy to use !!!!! And a lifesaver,9/14/2020 20:54,5
,Tiiooijhgh,"I gave this two stars because I love the convenience of being able to utilize it at any store. So good job with that. However, please get a phone system in which customer service can be reached via phone. I’ve been trying to email customer service and heard from one person initially and never again. Also it would be nice for our cards not to be charged for the full price of the item, if you’re authorizing a payment then you know exactly what was spent. I was confused initially until told by a friend that it would be adjusted... since customer service NEVER emailed me back. Definitely my first and last purchase through QuadPay. I’ll continue to use Afterpay where if I have issues they will at least respond!",FALSE,Customer Service,6/3/2021 12:16,2
,young KD21,"So basically I have been using this service for close to a year now, always on time with my payments, heck I even payed some payments earlier before. Long story short, I was trying to order something a couple days ago and when I got to the payment section the total cost of my item kept changing after I entered what I thought was the correct amount. So with me having to go back and change that multiple times QuadPay proceeded to put a hold on my account. I tried contacting them as soon as it happened and I wasn’t answered until the next day with being told “they can not remove the hold from my account nor will I be able to use there services moving forward” I think that’s complete bologna that I’m unable to use there services after making a mistake one time.",FALSE,Good services but they recently did me dirty.,1/31/2021 20:06,1
,ToriWarren<3,"I’ve been a quadpay user for quite a while now, mainly just to help me afford my workout clothing addiction. I heard a while back that they were going to start a “pay anywhere” feature. It wasn’t until I lost my job and started living off of shipt deliveries that I gave that part of the app a try though. 

Before I lost my job I always bought all my vitamins and protein powder at the same time, stocked up for the month. Now that I’m running out I was going to have to buy my vitamins this week- on this paycheck- and my protein powder next week -on that week’s paycheck. But then I remembered the quadpay anywhere feature and figured I’d give it a shot. 

I created the one time card, added it to my Apple Pay wallet, and was able to buy everything I needed in one shot versus making multiple trips to that store to gradually get what I needed. 

They do charge a $4 fee for that service but it’s definitely worth it in my opinion to not have to drive back out or make multiple purchases.",FALSE,Uh-mazing service,8/30/2020 3:38,5
,Wrglr1,"I had not been aware of the service, but it popped up when I placed an order, I checked it out, and found that I could make the purchase with it, in 4 equal payments, I had the funds to pay in full, but this allowed me to free those funds up for other things. I just used it again on eBay, they provide a Visa card number that is not my CC number out on the internet.  So it’s a great thing!  I am excited to be able to use it again, I’ve always had the money to pay for whatever I wanted, but this allows me to spread it out and keep a reserve for another day!   Love it, will use it!",FALSE,Great App and Service,7/29/2020 2:41,5
"{'id': 16342104, 'body': ""Hi! We're so glad we can be here for you! Thank you for the awesome review! 😊"", 'modified': '2020-07-01T16:35:03Z'}",ATuiYoung,"Have used QuadPay 4 times already this year! I love the fact it is much more flexible AND you do not have limitations on which stores you can use Quadpay for compared to Afterpay, Sezzle, Affirm, etc!! If you don’t see the store you want, you can put it into the Google search engine, select what you want to buy and put in the card info they provide you. Fast, easy, affordable payments. Will not be going back to Afterpay or Sezzle. There is one option I would like to see: a request to increase limit if all accounts/purchases have been in good standing.",FALSE,"Easy, flexible, no limitations what stores unlike AfterPay, Sezzle, etc!!!!!",6/24/2020 14:35,5
,yallneed tostop,"I found out about this app from my friend while we were on our way to Walmart. Her daughter had told her about it earlier that day. I downloaded the app in the parking lot, took a couple of minutes to read through the terms, and was able to buy my grandchildren a couple of presents that otherwise, I would’ve had to wait until Christmas Eve to come back and get! 
The only thing is I’ll have to remember it’s going to be an automatic deduction from my account as I’m not used to paying my bills automatically. This is definitely a great app and saved me from going shopping on Christmas Eve!!!",FALSE,WOW,12/17/2020 18:02,5
"{'id': 14975184, 'body': 'Hi there! Thanks for letting us know what happened. Please feel free to send us an email at appreviews@quadpay.com with your previous case number for reference. From there, we can take a closer look and resolve this for you. Have a great day!', 'modified': '2020-04-28T20:31:01Z'}",teina23,My first order went through just fine but when I went to make a payment I was getting error message. I tried  reaching out to your team no help I reached out to my bank everything was good on their end anyway I went and got a new debit card just to make sure it wasn’t my card. Long story short it wasn’t my card. Finally I was able to pay so I paid it all at once. My second time was fine and no issues with making my payments. however I been trying to make another purchase and it keep say something is wrong with my card which I know for a fact my card is good so I don’t know I just gave up and deleted my app. I believe this can be a great app once issues are resolved.,FALSE,Needs to work better,4/27/2020 6:22,3
"{'id': 12010847, 'body': ""Hi Jackelin, and sorry for the trouble you're having! Would you be able to email appreviews@quadpay.com ASAP so that we can review the account and make sure to get this sorted out? If you'd like, you could also include the previous case number for reference. Thank you so much!\r\n"", 'modified': '2019-11-23T18:11:45Z'}",JackelinHernandez1796,"I thought this app would be great. I downloaded it and used it but some stuff from hot topic. Everybting went great and the payment went through. Later on I had to cancel the order due to some issues and hot topic refunded the money back into quadpay, of which instead of returning it to me personally, quadpay apples it to one of the remaining installments and CHARGED MY CARD AGAIN for another installment. This is so disrespectful, I just want my money back but they’re still charging me for stuff I didn’t even end up getting, stuff I not even returned but cancelled. Worst part is, the customer service is so bad. I’ve sent about 3 emails and I’ve only received an email back saying to look at the FAQ (which I did many many times but still doesn’t help). I’ve lost so much money through this app for absolutely no reason and no one can help me. 0 stars man.",FALSE,NO CUSTOMER SERVICE !!,10/26/2019 13:55,1
"{'id': 21846771, 'body': ""We are so sorry for the issues you're experiencing and that you feel this way. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2021-03-24T18:12:35Z'}",KevinG28630,"This company is as fraudulent as they come. I’d used them for a few months with no issues until one day when the autopay doesn’t work on my final payment. I go to enter it manually and it doesn’t go through and shows an error message. Ive been trying to pay this last order off for about a month. I’ve tried chatting with 3 different people, sending emails and calling. I’ve received emails about being taken to collections and none of the customer service reps have been helpful at all. My issue was escalated to their internal team, who have done nothing and communicated nothing to me at all. It feels like they’re running out the clock to take me to collections and ruin my credit score. This company is fraudulent and I strongly encourage anybody considering it to try any one of the other services",FALSE,SCAM,3/10/2021 19:56,1
,i would give it a 5,I recently was at Walmart and decided to try this app. I got my items put all my information in. As I was checking out I told the clerk that I would be using Apple Pay. She looked at me as if I had spoken in a language she had never heard before. I asked if I could speak with a manager as I have never heard of this. Especially at a big box store. Sadly the manager repeated the same thing. We don’t except Apple Pay. To make a long story short. I return my items and went to my car and placed a online order with no problem. I was totally embarrassed as other customers were behind me. Hope this doesn’t happen to anyone else.,FALSE,Check what in stores take QuadPay,12/24/2020 16:56,4
,aliciadiazzz,I never knew that such an app existed. I really like how it gives you your own “visa” card and allows you to shop anywhere whereas other apps such as afterpay or Klarna are exclusive to certain shops that accept them. I was able to make a purchase from Walmart and split my payments into 4 which is nice for college students and are running low on funds. It’s better than a credit card in my opinion because you are held accountable by giving your banking info and great because the payment comes out automatically and you get reminders before it comes out!,FALSE,Quick and easy to use!,12/16/2020 0:08,5
,chill.life.vibes,"QuadPay was there for me when I just recently moved, which made a big difference. The whole buy now and pay 4 small interest-free installments is awesome! Highly recommend this app for those who need just a little extra time to pay for necessities or even wants. Did you know Quadpay can be used online or in stores? Once you download the app it is easy to use put in your ApplePay Wallet. Keep in mind you can pay off your balance sooner which is great. I recommend to download the app then go from there. It’s easy just shop responsibly. Thanks QuadPay for making such a positive happy different in my life!",FALSE,So Great!,10/25/2020 15:24,5
,miatoSiSi,"I used this app to make purchases at large retailers like Walmart and Wayfair. It’s great to be able to access all the info of the account in one place like available credit, payments and due dates. Stores that you can shop both on the app and in store are listed. The app makes it very easy and quick to navigate. It’s a great benefit to be able to split payments into 4 without any interest being added! I’ve used this now 3 times for purchases over $200. They increase your available balance after you successfully make your payments on time. Love this app.",FALSE,Easy and fast to navigate,10/24/2020 10:56,5
,MoMoneyForever,"I’m a big fan of apps that break down charges into 4 separate payments. I’ve used several numerous times, but QuadPay is a little bit different and it makes it that much better! 
Most companies have to accept a certain payment plan/Payment App before you can use it, but with QuadPay almost every company/website you want to shop from can use QuadPay because of the way the developers have set up the application which makes it so much better!
Also instead of holding a balance on normal credit cards, with QuadPay you pay off your amount in 6 weeks at no interest!",FALSE,Love it!,10/20/2020 1:27,5
"{'id': 13356474, 'body': 'We are thrilled that we can make your life a little easier. Thank you for the thoughtful review! Keep on #QuadPaying 💖 ', 'modified': '2020-02-07T15:44:32Z'}",Miss Duncan,"I loved quad pay until i actually had a problem.  You have no one to actually speak to a real person and I keep getting the same response email.  I’m sorry as a convenience to pay for items you can’t fully afford at that time is an awesome concept. I’m trying to build my credit so my score was too
Low for an actual credit card so it has helped me so much but just don’t have any problem that requires talking to someone to explain why you have a problem and how to fix it.  I think in that sense you are definitely taking chances.   It is sooo frustrating!!

Tammy M Duncan",TRUE,Ok so .... ummmm... yeah,10/16/2020 15:59,5
,Sunshine00000@$@,"I first used QuadPay with Uggs and it was very simple.  You place your order as you would normally do and then choose QP at checkout.  What this does is they will break the payment for the item in four payments let’s say every two weeks.  The best part is, you receive the item while you are making payments.  All payments are deducted from your checking account automatically so you don’t have to worry about it. Just make sure there is money in your account, not only that but they send you an email letting you know they will be taking payment a few days in advance.",FALSE,Easy to use,8/30/2020 11:35,5
"{'id': 14420586, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful review 😊"", 'modified': '2020-04-02T19:03:50Z'}",njteacher54,"I had a pretty good experience.  I ordered from finishine and was able to order the sneakers I wanted.  Having the ability to break the payments up was really great.  The only thing is the approval process is a little confusing.  One time I was approved for a good size purchase made all the payments on time and even paid the one off early, the the next time I attempted to use after pay I was declined. Then a little while later it was approved, other than not knowing why sometimes your approved or sometimes why you might not be; it is definitely a great resource to use if available.",FALSE,Experience,3/31/2020 1:50,5
,ditzyfritzy,"So I’ve used the QuadPay option multiple times on several different websites, so when I found out they had an app I had to download it immediately!! I now use the app to shop online and in stores anywhere!! I never miss out on a sale or a bargain anymore!! I always am able to get everything I want and what’s even better is I don’t have to tell the husband the full price because the payments are split into 4 equal payments!! Literally a shopping addict wife’s dream app!  Haha everything is easy to use and very simple to do on the app as well.. I don’t know if I’ll ever pay for things normally again!!!",FALSE,Obsessed!!,8/14/2019 1:55,5
"{'id': 16517922, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful words!  P.S. We would LOVE a 5 star review 😊"", 'modified': '2020-07-09T20:09:51Z'}",Hollywood Mom,"First learned about QuadPay when making a purchase on  Uggs-Deckers USA site.   I was delighted to try it since Uggs are expensive and didn’t want to spend all my money (I’m an at home Mom) for an item on sale.   

I was delighted to later learn that QuadPay was now available with some on my favorite merchants and further came out with an app that works excellent!   Before this, I had discovered a similar company that uses the same concept but allows a 3-12 month payback.  BOTH are perfect in my opinion and I just wished this way of buying was available earlier because I would never had to use credit cards!  THIS IS THE BEST SYSTEM EVER!!!",FALSE,BEST SYSTEM EVER!!!,8/6/2019 13:45,5
,ThuggieBoo,"I’ve had this app for awhile but just recently noticed I was doing it wrong which is why my orders were t being processed.
You have to copy the card info and input it in charge area for confirmed and secured checkout. I love this app because it allows you to get things you need and want even when on a budget. I’m a new mother and it made the holiday season so convenient for me. I’m currently on leave from work so funds are definitely different, but Quad Pay makes the toughest times possible. I love this app and would recommend it to everyone. The payments are friendly, comfortable, and easy.",FALSE,Awesome App,11/15/2020 17:07,5
,Tiara Renée,"Quad Pay is so very helpful! I have used it SEVERAL times! Especially in times of need whenever I can’t afford something in whole right at that moment! You get to go in and check your account at ANY time you want! You can even make your payments early! You can also sign up to be reminded of when your scheduled pay day is coming up (if you’re forgetful like me).

The ONLY reason I gave 4 stars is because prepaid cards are not accepted. of course it’s understandable for them not to be accepted as set default cards, but in my opinion... you should be able to pass with just making one payment if the money is available on that card.",FALSE,Love it!,2/3/2021 3:42,4
"{'id': 20690028, 'body': 'Hey there! We are so sorry for the trouble. We would be happy to help with this. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Looking forward to sorting this out!', 'modified': '2021-01-27T15:45:18Z'}",Te_007,I’ve been trying to make payments on my account and for some reason it won’t let me. Every time I try to make a payment and error message pops up. It didn’t even take out my last payment on my card and there was money on my card. So now I’m being charged with late fees even though I had the funds on my card. I’ve emailed and called you guys. The lady I talked to said my bank was preventing the payments from coming through but that’s not possible because I made another payment on a different account with the same exact card and it went through. This is poor customer service and I will not be using QuadPay anymore once I resolve this matter. I’m being charged late fees for no reason even though there was money on card and that’s not right at all.,FALSE,Unable to make a payment. Poor customer service,1/19/2021 8:21,1
"{'id': 14099737, 'body': 'This makes us so happy! Thank you for the lovely review and keep on #QuadPaying 😊', 'modified': '2020-03-18T19:11:08Z'}",essimanii,"This app is one of the best shopping apps ever. It’s like with this app, you can get what you want and only pay a fourth of the payment upfront. Moving forward, the payments are taken from your debit/credit card every two weeks. THEN, they give you money to spend for making your payments early or on time. I will definitely be using this app a lot more lately because I love the fact that you can borrow how ever much you may need from the app and then pay it off over the span of 6 weeks. Great job to the creators! Only thing I would suggest is adding more stores where you can use QuadPay!",FALSE,Great Lending App,3/16/2020 0:18,5
,India4jays,"I first discovered QuadPay on the Ugg website, I purchased a pair of sandals for myself and my 2 daughters. Upon check out it asked if I was using QuadPay and of course I was curious to find out what it was so I looked into it and decided to give it a try. My payment was broken up into 4 payments. I went to order some things on Steve Madden for a trip I was going on and to my surprise again it asked was I using QuadPay lol yep sure why not. I recently received an email or saw an add about the app. I downloaded it and was qualified for $500 to spend instore or online. This has been by far the best thing invented. No scam",FALSE,Amazing site,8/21/2019 2:12,5
,Neka865,I used this app for the first time this week and I thought it was very simple to search for places to purchase from and even to finish up the payment. Will definitely be using again and again. Sometimes you need something and don’t have the money to purchase the amount right away but this app gives you a chance to get the needs that is a must for your home are whatever you need it for and to pay it in four easy payments without feeling so overwhelmed with other things you have to pay for in life. Thanks for this ideal so convenient.,FALSE,Like so far,1/11/2021 3:46,5
,Tommies wife,I like the app very easy to use.. the only thing I didn’t like is it ask u how much u plan to spend after u already have ur total on ur purchase.. I feel it should not ask u that just let u make ur purchase.. because it take the 4 payment amount from what u plan to use not what u actually use.. for example my total was like $68 But the app ask u how much u plan to use in $100 increments so I had to chose $100.. so In 4 payment I had to pay $25 for the first payment But 4 payments of $68 would not equate to $25 each payment but $17 each payment.. so pretty much I feel your first payment should come from your actual total not the estimated $100 increments u plan to use..,FALSE,Quad app,8/5/2019 1:08,4
,e.m.a.a,The app is great but the customer service is really poor!! There have been a few times where I needed assistance from customer service and they take forever to get back to you. Sometimes they don’t even respond at all. This is very upsetting as I’m waiting on them to help me with some issues I may have. I try to communicate with customer service on the chat feature on the app and ask to speak/ chat with an actual person but literally no one responds for days!! I’m really disappointed with the poor customer service. Please do better QuadPay. And is there a phone number I can call so I can speak to an actual person about some issues?,FALSE,The app is great!! But the customer service not at all.🙁.,3/21/2021 17:38,3
,Juniorboy76,"I am very content and grateful that this App was shared with me. It offered a great flexibility and pease of mind to make my purchases. Peace of mind, that  you have increased purchasing power at any given time, without having to share your DC with multiple vendors. Flexibility the full amount is divided in four installments without all the additional fees/ IR’s that go through a regular CC. The selection of stores are great and up to date, such as BOSE, where I was able to buy a gift for my wife on the spot, without having to pullout my wallet. Thank you QuadPay for assisting in this process. I will definitely use your services again.",FALSE,Juan L.,12/21/2020 18:46,5
,Johngiii,"I have used QuadPay since last Fall 2019.  It is the smartest concept for people if they do not want to get into credit card debt. I have made numerous purchases through QuadPay and paid then off early mostly every time. 
This past week I received and email from QuadPay telling me I was a VIP and that I would be one of the first to receive their new QuadPay PHYSICAL card in the mail!  It is the same concept except I now just have a physical card that matches the available balance on the app. 

THIS should be the future of shopping. Thank you QuadPay for being a leading innovator in this concept.",FALSE,The Future Of Shopping,7/18/2020 22:31,5
"{'id': 12011484, 'body': ""Hi there, can you please email appreviews@quadpay.com so we can take a look ASAP? Sometimes our systems automatically catch things they shouldn't, and it sounds like this may be the case for you. Thanks!"", 'modified': '2019-11-23T19:47:55Z'}",TSLJA,I’ve used the app too many times to count I even have their actual physical card. However I missed a payment due to me changing my debit card over and forgetting to update it on my account. However I’ve added the new card and tried to make the payment and it’s not allowing me. I’ve tried on the app and directly on the website as well with no success. I’ve emailed at least 10x I’m used their in app chat feature and have not gotten a response ALL WEEK. Now I’m getting threatening emails from them claiming my accounts going to go to collections because it’s not paid but no one is getting back to me to help me make the payment!!! I have countless screenshots of the error message I keep getting when trying to submit the payment! I’m so disappointed in this company their customer service is so horrible omg!!,TRUE,No help !,12/18/2020 19:18,1
"{'id': 18946686, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-11-06T16:19:19Z'}",ChuckDaPops,I’ve tried using Quad Pay twice and the first once great no issues with payment it was convenient to have as a payment option I even paid my payment earlier than expected. I tried to use it a second time for a EBay purchase and got a set up arrangement...made the first initial payment but my purchase was rescinded because of the wrong address..and now I’ve been waiting for the reset to repurchase and/or my refund for the initial purchase but I don’t have a item of purchase...waited in line to speak to reps and just to get sent a email because of the wait time...couldn’t speak to anyone over the phone..I love the app and want to continue to use it but with issues like this I’m second guessing if I want to continue...,FALSE,Nice app but bad customer service response,10/18/2020 3:07,2
,Myjewel51,I think it’s a good thing because of the weight of the simple fact is when people don’t have money and I only have a little bit of money least I can do the easy payments because I think that’s workable like for instants for me I didn’t have all the money and I need to start my Christmas shopping so when I apply thought I was gonna get a pool but actually I really got a pool which I think God for that and yes now my family has now we are going to have a nice Christmas and my grandkids is going to have a good Christmas thank you qua pay for your help God bless merry Christmas enjoy your holidays,FALSE,QuadPay,12/2/2020 6:16,5
,MumfordPug,"This app changed how I shop. I have used apps like Afterpay, but i always hated that they didn’t have well known brands in there to shop from. QuadPay has EVERYONE! I recently used it to purchase a new headboard for my California King bed. It was $170. I was able to purchase it guilt free for $43 equal payments over 6 weeks after the initial $43 first payment. I made my purchase on my pay day so that every 2 weeks that a payment is taken, i know the money is there. The best part is this is an interest free option to make big or small purchases. Love, love, love. I can’t wait to use QuadPay for Christmas shopping This year!!!",FALSE,Love It!,9/28/2020 1:01,5
,Stephanie Soni,"I was suppose to get refunded a while back, and something messed up in the process and I only got one payment that was refunded to me when they refunded back the payments in three parts. (Cause I paid three installments before returning it) . Customer service took awhile to actually acknowledge that just cause it was “processed” doesn’t mean I’m wrong when I say there was still a error. I even contacted the bank to validate and it was confirmed I only got one payment out of the other two I was suppose to receive. It’s been a couple days and haven’t gotten any updates from them. App works great aside from this happening I just hope my issue gets resolved.",FALSE,App is good but customer service doesn’t help,11/8/2020 23:56,3
"{'id': 13765686, 'body': 'Hey Cathy, Enjoy those Lululemon pants! Thank you for the awesome review! We are thrilled that we can make your life a little easier! Keep on #QuadPaying', 'modified': '2020-02-28T16:40:08Z'}",Kit Kat Kit Cat,"The App was so easy and convenient to use . I heard about about this new option to buy a pair of LuLu Lemon pants that are expensive.
I found the 4 easy installment payments an option to buy these pants. I would not of been able to purchase with out this option. The App was very easy to use. I shopped through the App directly then the Quad pay option opened and I ordered the pants and picked them up at the mall the same day. The service provided was so easy to use and I was able to pick up my purchase within 2 hours of the order. Thank you for this easy to use App.
Cathy B",FALSE,Great App and Service Provided,1/18/2020 2:50,5
,alii diaz,"I love using QuadPay! I don’t use it frequently, but I do when I don’t have the full amount of money when I need to buy a birthday gift or something I need and can’t pay full price at one. Even when I do have the full amount to pay for the item I rather use QuadPay because it’s not a lot of money being wasted at once. I used it to buy my son his school shoes when money was tight and I just paid it off in 4 easy payments. Also like how they take the money out of your card automatically instead of you having to remember to do it. Definitely will always use QuadPay when I need to.",FALSE,Love it,11/6/2019 2:25,5
,Shaypaul,"I used QuadPay online at ebags a few times and it worked great. Easy payment plan to get something you want right away if you don’t have the total amount upfront. When they introduced the app to where I can use quadpay at any store that was even better. I had to get a three hundred dollar car seat stroller for my daughter quickly, but did not have 300 laying around. I Easily went to the app enter the store name and the amount shopped and paid within five minutes and I now have the Carseats and stroller and 3 more low, interest free payments. Love the app. I see a big future with me and this app.",FALSE,Absolutely love it.,9/27/2019 1:34,5
,bmalone3403,The best thing since sliced bread! The first time I heard about QuadPay was purchasing a pair of Uggs. So convenient! 4 payments for one purchase instead of paying in full all at once. When I got an email that it was expanding to a lot of other retailers I HAD to get the app. I’ve been telling all my friends about it! I just recently used the app not online but in-store. It was a little confusing but I figured it out and I was so happy! It’s better than credit because they do the work for you and it’s very good for bigger purchases when you may not have all the cash on hand. Highly recommended!!!,FALSE,2 Thumbs up!!!,8/28/2019 12:54,5
,Court936,I absolutely love this app. My first experience with QuadPay was during Christmas time when we used it to buy UGG boots. I recently got an email that told me that there was now an app! It caters to those that are on a tight budget and need assistance with paying things over time. I recently used QuadPay to purchase some some shoes from Nike for my niece’s birthday and a dress from ASOS for a wedding that I will be attending. At first I was a little confused about how to purchase my items using QuadPay until I figured out where the card number was. I’d recommend this to anyone that would like to break purchase prices into 4 monthly payments.,FALSE,Love QuadPay,7/9/2019 1:36,5
