rating,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9
3,-0.041815726,-0.031853824,-0.01146134,-0.032376989,-0.038446724,-0.043744732,-0.033377169,0.147016345,-0.001538873
5,-0.047395239,-0.03963096,-0.015163031,-0.043992286,-0.055665304,-0.069990101,-0.058884478,0.303204982,-0.004332597
5,-0.049393731,-0.04206859,-0.016241546,-0.047280082,-0.060242169,-0.076393258,-0.064678748,0.335484137,-0.004834941
5,-0.055148485,-0.049503894,-0.019638699,-0.05776995,-0.075260619,-0.098238312,-0.085107057,0.454405315,-0.006812091
1,-0.034619526,-0.023075709,-0.007580977,-0.020554488,-0.022019026,-0.020838546,-0.012728704,0.032797732,0.00021307
1,-0.038639755,-0.027730211,-0.009565543,-0.026504656,-0.02997024,-0.031241323,-0.021518333,0.076445873,-0.000319299
5,-0.036607255,-0.025768306,-0.008844279,-0.024496935,-0.027796578,-0.029516323,-0.021065937,0.083118608,-0.000669725
3,-0.047774045,-0.03932013,-0.014812259,-0.042648876,-0.052914452,-0.064303683,-0.052214737,0.25360241,-0.003233
5,-0.045916957,-0.037685496,-0.014263768,-0.041201829,-0.051624941,-0.06401451,-0.053212384,0.269462037,-0.003751691
5,-0.045386769,-0.037066544,-0.013998112,-0.040402858,-0.050549248,-0.062587298,-0.051987521,0.263219501,-0.003670446
5,-0.048671042,-0.041073911,-0.015771529,-0.045809563,-0.05807637,-0.07312187,-0.061523877,0.316367586,-0.004498378
5,-0.052872759,-0.046616073,-0.018332979,-0.053755174,-0.069566575,-0.090066755,-0.077554398,0.41113991,-0.006110773
1,-0.040017682,-0.029239523,-0.010186983,-0.028340054,-0.032336438,-0.034163138,-0.023843362,0.086814444,-0.000413448
1,-0.040703103,-0.030057386,-0.010542126,-0.029413067,-0.033796333,-0.036126806,-0.025548185,0.09566601,-0.00053244
1,-0.040748041,-0.030071239,-0.010538741,-0.029391543,-0.033732959,-0.035977394,-0.025369329,0.09436444,-0.000505848
5,-0.056113035,-0.050856182,-0.02028409,-0.059797039,-0.07827073,-0.10283531,-0.08957932,0.481802539,-0.007301577
2,-0.039920269,-0.029467673,-0.010382662,-0.029057742,-0.033723203,-0.036907734,-0.026990485,0.109727478,-0.000910801
1,-0.037126148,-0.026025782,-0.008852303,-0.02438395,-0.027193643,-0.027731458,-0.018660522,0.063191456,-0.000185253
5,-0.042891257,-0.033759995,-0.01246508,-0.035640833,-0.043639788,-0.052347425,-0.042256362,0.205295917,-0.002674079
1,-0.041682872,-0.031096585,-0.010961196,-0.030639605,-0.035343454,-0.037969558,-0.026958796,0.101503106,-0.000572795
3,-0.05047874,-0.042739437,-0.016356874,-0.04739753,-0.059650128,-0.073982351,-0.06117842,0.305153119,-0.00407609
2,-0.044844913,-0.035327239,-0.012933445,-0.036779369,-0.044294146,-0.051322661,-0.039719477,0.178009544,-0.001903001
5,-0.037840061,-0.027338434,-0.009555849,-0.02668698,-0.030909701,-0.034000039,-0.025224438,0.107064923,-0.001061676
5,-0.040977378,-0.031333844,-0.011368625,-0.032270145,-0.038860859,-0.045491619,-0.035920562,0.169007402,-0.002085492
1,-0.038298058,-0.027191986,-0.009300414,-0.025665535,-0.028713722,-0.029332096,-0.019692229,0.065687677,-0.000143687
5,-0.048299295,-0.040825404,-0.015715232,-0.04570517,-0.058141475,-0.073637461,-0.062329361,0.323503727,-0.004675465
1,-0.041073169,-0.0304675,-0.010713636,-0.029923981,-0.034471407,-0.037003891,-0.026292199,0.099452097,-0.000583626
1,-0.037840197,-0.026712965,-0.009110134,-0.025113167,-0.028033496,-0.028563958,-0.019148303,0.063885539,-0.0001477
5,-0.049629787,-0.042588884,-0.016531919,-0.048240248,-0.061812424,-0.079056484,-0.067457106,0.353809774,-0.005189716
4,-0.04471001,-0.036095684,-0.013528518,-0.038919937,-0.048318849,-0.059121506,-0.048563921,0.241791483,-0.003274508
5,-0.047541724,-0.039806589,-0.015239573,-0.044223898,-0.055982343,-0.070419473,-0.059260092,0.305184175,-0.00436007
3,-0.041557998,-0.031523613,-0.011311118,-0.031913874,-0.0377859,-0.042786758,-0.03248282,0.141814691,-0.00145206
1,-0.041469106,-0.030822173,-0.010837736,-0.030261614,-0.034814899,-0.037233779,-0.026303079,0.097989482,-0.000523636
5,-0.048837886,-0.041482815,-0.016006026,-0.046591395,-0.059373848,-0.075356872,-0.063879529,0.332072078,-0.004806274
4,-0.045256863,-0.036723821,-0.013796851,-0.039726269,-0.049406512,-0.060576467,-0.049831433,0.248501466,-0.003371629
5,-0.040309416,-0.030431372,-0.010946248,-0.030953501,-0.036937065,-0.042614719,-0.033167905,0.152491919,-0.001798488
1,-0.037182984,-0.025907528,-0.008752208,-0.024019719,-0.026503154,-0.026402665,-0.017173347,0.052707665,3.16E-05
1,-0.037012048,-0.025698788,-0.008661603,-0.023746842,-0.02613711,-0.025928975,-0.016784504,0.050931795,4.67E-05
2,-0.04262931,-0.032664809,-0.011765605,-0.033231765,-0.039395041,-0.044544128,-0.033643795,0.144616499,-0.001393943
5,-0.057980565,-0.053263929,-0.021382601,-0.063186965,-0.083117623,-0.109870632,-0.096146328,0.519936598,-0.007933206
5,-0.048810654,-0.041439712,-0.01598449,-0.046522735,-0.059268789,-0.075191776,-0.063716033,0.331053318,-0.004787822
5,-0.047505258,-0.039774054,-0.01522928,-0.04419832,-0.055964909,-0.070438701,-0.059315167,0.305805927,-0.004378174
5,-0.043410476,-0.034569535,-0.012869967,-0.036934014,-0.045625685,-0.05550319,-0.045416214,0.225307173,-0.003046349
5,-0.040812013,-0.03099152,-0.011180747,-0.031651973,-0.037858236,-0.04380427,-0.03416724,0.157468045,-0.001861811
5,-0.049524313,-0.042372574,-0.016413694,-0.047851844,-0.061184139,-0.078004812,-0.066370042,0.346695671,-0.005053479
4,-0.045507143,-0.036878539,-0.013824228,-0.039757225,-0.049281375,-0.060054013,-0.049073061,0.241959848,-0.003209608
1,-0.038377452,-0.027417586,-0.009430842,-0.02609961,-0.029427012,-0.030532711,-0.020926573,0.073606331,-0.000289002
5,-0.042229922,-0.032835456,-0.012026314,-0.034266749,-0.041614251,-0.049291691,-0.039317878,0.187604236,-0.002366607
5,-0.047368581,-0.039315387,-0.014948483,-0.043243777,-0.054325209,-0.067507987,-0.056147224,0.284045121,-0.003934551
1,-0.037189074,-0.025946756,-0.008778572,-0.024111799,-0.026669277,-0.026715283,-0.017523462,0.055213969,-2.22E-05
2,-0.045516431,-0.03601873,-0.013201759,-0.037547531,-0.04519951,-0.052234687,-0.04024057,0.178348667,-0.001838051
5,-0.053699195,-0.047732128,-0.018854328,-0.055378593,-0.071932045,-0.09358523,-0.080902087,0.431044249,-0.006450896
1,-0.039082883,-0.027984824,-0.009607656,-0.02654725,-0.029767363,-0.030453614,-0.020422228,0.067484359,-0.000113886
4,-0.046896967,-0.038706937,-0.014667984,-0.042372915,-0.053059378,-0.065614513,-0.054324542,0.272939825,-0.003734875
1,-0.038102059,-0.026970869,-0.009205999,-0.025381189,-0.028326439,-0.028799874,-0.019211798,0.062964268,-9.82E-05
1,-0.041990532,-0.031517482,-0.011158629,-0.031255028,-0.036240922,-0.039302639,-0.028222462,0.108950378,-0.000697405
1,-0.033671358,-0.022026902,-0.007145725,-0.019264108,-0.020338794,-0.018724935,-0.011009224,0.024772041,0.000297964
5,-0.054107734,-0.048370281,-0.019174236,-0.056401458,-0.073506893,-0.096096806,-0.083424306,0.44708333,-0.006750799
1,-0.038838216,-0.027978189,-0.009678765,-0.026855404,-0.030479437,-0.032007244,-0.0222636,0.081083347,-0.000406344
1,-0.03697546,-0.025633778,-0.008627612,-0.02363674,-0.025963713,-0.025646493,-0.016497569,0.049092386,8.12E-05
3,-0.040254036,-0.029977243,-0.010639179,-0.029881262,-0.035007256,-0.039005932,-0.029150546,0.123977966,-0.001193842
5,-0.044280466,-0.035352108,-0.013143787,-0.03767827,-0.046378061,-0.055987375,-0.045401603,0.221678581,-0.002901573
1,-0.040390322,-0.029463322,-0.010228816,-0.028397841,-0.03220299,-0.033563176,-0.022983832,0.079644587,-0.000246012
5,-0.049938528,-0.042920072,-0.016667448,-0.048640229,-0.062328797,-0.079704517,-0.067988714,0.35638446,-0.005221678
1,-0.039165697,-0.028169354,-0.009709808,-0.026883523,-0.030311192,-0.031359317,-0.02135133,0.073468423,-0.000225446
1,-0.037600771,-0.02645081,-0.009001412,-0.024790516,-0.027611147,-0.028024237,-0.018698728,0.061671072,-0.000119979
1,-0.038955198,-0.027996707,-0.009655419,-0.026745304,-0.030205679,-0.031386953,-0.02151712,0.075508438,-0.000285448
3,-0.03949358,-0.029349582,-0.010441067,-0.029377852,-0.034624801,-0.039118832,-0.029777423,0.131670016,-0.001420803
5,-0.054648545,-0.04872107,-0.019247351,-0.056520731,-0.073345615,-0.095205941,-0.082081663,0.435349196,-0.006460686
1,-0.036823086,-0.025507605,-0.008587255,-0.023532971,-0.025879326,-0.025647552,-0.016592092,0.050340494,4.44E-05
5,-0.050491526,-0.04351503,-0.016909157,-0.049349683,-0.063229187,-0.080785297,-0.06882098,0.359852787,-0.005245762
1,-0.037493084,-0.026243651,-0.008891514,-0.0244336,-0.027048182,-0.027112043,-0.017780563,0.055882627,-1.49E-05
4,-0.048780863,-0.041168641,-0.015800452,-0.045879715,-0.058111918,-0.073031711,-0.061317014,0.314102952,-0.004431371
3,-0.03896484,-0.028394925,-0.009937258,-0.027739654,-0.032022117,-0.034825101,-0.025367315,0.102940472,-0.000868453
5,-0.049402725,-0.042255726,-0.01637092,-0.047733128,-0.061056591,-0.07790611,-0.066347084,0.347125047,-0.005074746
1,-0.039771452,-0.028953131,-0.010066957,-0.027984437,-0.031879442,-0.033618178,-0.0234412,0.085420382,-0.000417568
5,-0.054030726,-0.048129542,-0.019029526,-0.055912651,-0.072676795,-0.094637776,-0.081868411,0.436584182,-0.006542662
5,-0.050241026,-0.043190726,-0.016760921,-0.048891915,-0.062574177,-0.079834247,-0.06793437,0.354720972,-0.005161777
5,-0.057243846,-0.052262647,-0.020912492,-0.061719751,-0.080967732,-0.106644764,-0.093051508,0.501304414,-0.007608006
1,-0.040008721,-0.029153521,-0.010132469,-0.028155216,-0.032026391,-0.033641507,-0.02331675,0.083583204,-0.000360312
1,-0.041438067,-0.030913856,-0.010909477,-0.03051769,-0.035283824,-0.038100514,-0.02724253,0.104331804,-0.000646199
2,-0.044519471,-0.034845135,-0.012694506,-0.036016775,-0.043119184,-0.049430341,-0.037791398,0.165434932,-0.001656314
1,-0.033101825,-0.02142434,-0.006903525,-0.01855655,-0.019451343,-0.017681491,-0.010225433,0.021687547,0.000313208
5,-0.042636264,-0.033327899,-0.012243399,-0.03492757,-0.042531543,-0.050570554,-0.040472723,0.194031645,-0.002467029
2,-0.043787624,-0.033943978,-0.012298456,-0.034815811,-0.041476665,-0.047219523,-0.035885004,0.155764494,-0.001536883
2,-0.040815243,-0.030389345,-0.010746622,-0.030112753,-0.035021885,-0.038386156,-0.02806082,0.1136182,-0.000920414
4,-0.049242738,-0.041743226,-0.016055502,-0.046656972,-0.059188972,-0.074515659,-0.062629961,0.321086768,-0.004528071
1,-0.038600132,-0.027683416,-0.009546722,-0.026450562,-0.029907802,-0.031188416,-0.021505029,0.076702671,-0.000333607
5,-0.05641766,-0.051159153,-0.020398833,-0.060121797,-0.078642084,-0.103184574,-0.089753264,0.481602962,-0.007267546
5,-0.037058417,-0.026459291,-0.00918627,-0.025584615,-0.029451496,-0.032112983,-0.023638826,0.09919172,-0.000963034
1,-0.036991775,-0.025687422,-0.008660125,-0.023746794,-0.026151027,-0.025976203,-0.016848973,0.051457838,3.46E-05
1,-0.040445052,-0.029563439,-0.010281724,-0.028569888,-0.0324765,-0.03401458,-0.02344812,0.08268055,-0.000304971
5,-0.043156312,-0.034194664,-0.01268766,-0.036357962,-0.044760766,-0.054169083,-0.044111898,0.217291405,-0.002903381
5,-0.05463668,-0.048855668,-0.019346474,-0.056872858,-0.073992976,-0.096431578,-0.083448204,0.444999338,-0.006662129
1,-0.036225259,-0.024923666,-0.008366258,-0.022905773,-0.025151833,-0.02492088,-0.016166582,0.049794666,7.04E-06
1,-0.0390695,-0.028151537,-0.00972797,-0.026971549,-0.030536549,-0.03188196,-0.021990704,0.078347543,-0.000334638
1,-0.0385839,-0.027686442,-0.009553801,-0.026479179,-0.029969317,-0.031316614,-0.021653453,0.077773367,-0.00035598
5,-0.052937377,-0.046816817,-0.018453177,-0.054160569,-0.070252665,-0.091267607,-0.078830722,0.419718508,-0.006279994
5,-0.050497733,-0.043684875,-0.017028168,-0.049768209,-0.063988905,-0.082211135,-0.070406398,0.371032374,-0.005479544
4,-0.039014238,-0.028656612,-0.01010832,-0.028332044,-0.033074806,-0.036772196,-0.027522373,0.118164005,-0.001190175
1,-0.038047908,-0.026858151,-0.009145841,-0.025186124,-0.028021833,-0.028318526,-0.018741884,0.060160481,-5.28E-05
5,-0.052608553,-0.046433415,-0.01828971,-0.053670903,-0.069600004,-0.090421414,-0.078124165,0.416285929,-0.006240502
3,-0.049259363,-0.041319785,-0.015746443,-0.045558804,-0.057159218,-0.070635617,-0.058258906,0.289729852,-0.00385648
5,-0.056357477,-0.050971828,-0.020287231,-0.059746304,-0.078009823,-0.102087193,-0.088595422,0.473898407,-0.00711792
5,-0.048075177,-0.040557033,-0.015598019,-0.04534986,-0.057653475,-0.072969095,-0.061736948,0.320299029,-0.004628186
1,-0.035932451,-0.024493824,-0.008158858,-0.022253026,-0.024181769,-0.023449325,-0.0147509,0.041308222,0.000152176
5,-0.046961215,-0.039020714,-0.014871961,-0.043078613,-0.054311501,-0.067930069,-0.056887881,0.291051449,-0.004117676
5,-0.052060746,-0.045405833,-0.017739236,-0.051871686,-0.066712999,-0.085602373,-0.073133061,0.383485206,-0.005603449
5,-0.056937978,-0.051836416,-0.020711126,-0.061090554,-0.080044913,-0.105265738,-0.0917376,0.493492824,-0.007475194
1,-0.039337065,-0.028468719,-0.009864942,-0.027384306,-0.031094299,-0.032623419,-0.022626317,0.081573708,-0.000375787
5,-0.055972149,-0.050765664,-0.020265261,-0.059766179,-0.078311323,-0.103059349,-0.089915514,0.484722612,-0.0073731
1,-0.037429284,-0.026363008,-0.008993374,-0.024804044,-0.027747559,-0.028446923,-0.019262189,0.066195013,-0.000223819
1,-0.039540502,-0.028759787,-0.010001713,-0.027809236,-0.0317049,-0.033497256,-0.023416538,0.085835611,-0.000433824
5,-0.058320206,-0.053684708,-0.021570885,-0.063763838,-0.083930599,-0.111030695,-0.097216651,0.526081698,-0.008034234
5,-0.04722531,-0.039336829,-0.015010238,-0.043498151,-0.054889176,-0.068725578,-0.057597588,0.294924328,-0.004175932
3,-0.042921578,-0.033393954,-0.012193507,-0.034673028,-0.041845344,-0.048912944,-0.038389293,0.177615011,-0.002083747
5,-0.047799553,-0.040027362,-0.015311391,-0.044409631,-0.056133475,-0.070407508,-0.059063319,0.302561656,-0.004278738
1,-0.037747021,-0.026722033,-0.009143342,-0.025249198,-0.028326917,-0.029167716,-0.019835412,0.068706463,-0.000243647
1,-0.042132844,-0.031685414,-0.011231079,-0.031473354,-0.036536279,-0.039696649,-0.028562054,0.110697667,-0.000720549
5,-0.052357637,-0.045927405,-0.01801182,-0.052755161,-0.068106968,-0.087884912,-0.075464036,0.398556294,-0.005890028
5,-0.033643449,-0.022062398,-0.007180604,-0.019395065,-0.02060021,-0.019255489,-0.011625813,0.029319515,0.000197983
5,-0.055173658,-0.049462238,-0.019602405,-0.057637563,-0.075010034,-0.097760215,-0.084577692,0.450739846,-0.006738723
1,-0.038646679,-0.027472868,-0.009387416,-0.02588434,-0.02887309,-0.02926528,-0.019401757,0.062271147,-4.59E-05
5,-0.045857814,-0.037592844,-0.014218027,-0.041056901,-0.051406604,-0.063679422,-0.052887529,0.267515297,-0.003718462
4,-0.048034433,-0.040166311,-0.015333276,-0.044426078,-0.055997069,-0.069889538,-0.058328316,0.296335306,-0.004127192
1,-0.036071117,-0.024797435,-0.008327747,-0.022810815,-0.025092218,-0.024989865,-0.016356128,0.051896113,-5.33E-05
5,-0.046332706,-0.038438246,-0.014662445,-0.042500275,-0.053695657,-0.067448597,-0.05675481,0.292672703,-0.004201315
3,-0.047334992,-0.038802361,-0.014587303,-0.041967947,-0.051980557,-0.063021425,-0.051070119,0.247318939,-0.00313623
5,-0.034195082,-0.022711261,-0.007461928,-0.020245746,-0.021763275,-0.020842914,-0.013032397,0.036932753,8.46E-05
4,-0.054808088,-0.048907016,-0.019323736,-0.056743934,-0.073618464,-0.095490534,-0.08224219,0.435311351,-0.006430853
5,-0.03358996,-0.021988885,-0.007146069,-0.019287355,-0.020442892,-0.01902124,-0.011403089,0.027998831,0.000220398
5,-0.033568302,-0.021979668,-0.007146172,-0.019292729,-0.02046578,-0.019082809,-0.011481301,0.028603062,0.00020704
5,-0.057933052,-0.053090779,-0.021276557,-0.062827251,-0.08250388,-0.108788773,-0.094992823,0.512174313,-0.007780276
5,-0.050531842,-0.043531536,-0.016908271,-0.04933689,-0.063181095,-0.080658245,-0.068660667,0.358622876,-0.005219031
5,-0.048799941,-0.041526734,-0.01605005,-0.046757017,-0.05970468,-0.076027112,-0.064656214,0.337773052,-0.004930593
5,-0.04989456,-0.042954513,-0.016705088,-0.048782575,-0.062613017,-0.080269929,-0.068630929,0.360953407,-0.005316334
1,-0.033433559,-0.021767774,-0.007039917,-0.018953087,-0.019943391,-0.018251205,-0.010647354,0.023309192,0.000305982
1,-0.039137362,-0.02811241,-0.009678313,-0.026779329,-0.030139499,-0.031062704,-0.021035262,0.071309923,-0.000181088
2,-0.040692438,-0.030198713,-0.010651034,-0.029806893,-0.034549385,-0.037627521,-0.027292907,0.108666924,-0.000825413
5,-0.059960644,-0.055803825,-0.022539465,-0.066755404,-0.088216449,-0.117272862,-0.103061958,0.560185471,-0.008603455
4,-0.046301629,-0.03815894,-0.014472144,-0.041834325,-0.052492382,-0.065188637,-0.054231162,0.274700003,-0.003818497
1,-0.035682457,-0.024282246,-0.008089315,-0.022070966,-0.024021862,-0.02341168,-0.014863963,0.043083369,9.63E-05
5,-0.048487004,-0.040962852,-0.01575205,-0.045787378,-0.058162138,-0.07347777,-0.062035111,0.320708904,-0.004603595
3,-0.050220718,-0.042520644,-0.016285978,-0.047214402,-0.0594999,-0.07398808,-0.061359816,0.3075823,-0.004150428
1,-0.042005469,-0.031396225,-0.01107085,-0.030946142,-0.035685638,-0.038286997,-0.027124069,0.101519925,-0.000552323
3,-0.045393769,-0.036311454,-0.013455283,-0.038480944,-0.047018325,-0.055873548,-0.044449739,0.209351168,-0.002521856
5,-0.047642761,-0.040090801,-0.015408622,-0.044794198,-0.056949837,-0.07212903,-0.061095374,0.317694278,-0.00461262
2,-0.045314301,-0.03573971,-0.013070903,-0.037140001,-0.044606568,-0.051359503,-0.039416375,0.173535378,-0.001758682
5,-0.046227637,-0.037940783,-0.014344322,-0.041406812,-0.051782121,-0.063976564,-0.052970794,0.266483537,-0.003664086
5,-0.046534504,-0.038358438,-0.014540577,-0.042019516,-0.052681404,-0.065328548,-0.054271134,0.274350128,-0.003802838
5,-0.04595312,-0.03759064,-0.014186159,-0.040921067,-0.051097158,-0.063003803,-0.052083535,0.261536468,-0.003588465
2,-0.036548529,-0.02524429,-0.008491385,-0.023267782,-0.025598841,-0.0254454,-0.016571508,0.051589303,-1.23E-05
1,-0.034377965,-0.022775123,-0.007446949,-0.020144925,-0.021446777,-0.020036425,-0.012004019,0.028789802,0.000274048
1,-0.036367513,-0.025014374,-0.008384828,-0.022935384,-0.025108026,-0.024688105,-0.01581798,0.046756906,8.22E-05
4,-0.042689381,-0.033473015,-0.012326657,-0.035203971,-0.042982724,-0.051324801,-0.041243167,0.198905758,-0.002554228
1,-0.039157293,-0.028085175,-0.009653519,-0.026688215,-0.029965081,-0.030726739,-0.020660814,0.06869295,-0.00012788
3,-0.035577209,-0.024341032,-0.008167078,-0.022374625,-0.024658999,-0.024751364,-0.016449071,0.054967919,-0.000169376
5,-0.039821573,-0.029864501,-0.010702366,-0.030218496,-0.035939717,-0.041269752,-0.031989688,0.146227032,-0.00170821
2,-0.038394899,-0.027680523,-0.009615497,-0.026751304,-0.030622445,-0.03281493,-0.02350454,0.092215053,-0.000692351
1,-0.034883496,-0.023369054,-0.007702663,-0.020914911,-0.022486518,-0.021420326,-0.013194472,0.034889943,0.000193926
5,-0.038004331,-0.027651724,-0.009724139,-0.027237291,-0.03179278,-0.035472279,-0.026746394,0.117039528,-0.00125444
2,-0.039157295,-0.028397686,-0.009873992,-0.027463656,-0.031370338,-0.03335242,-0.023568048,0.089104064,-0.000552411
1,-0.038769088,-0.027731168,-0.009529107,-0.026349944,-0.029625065,-0.030520458,-0.020695145,0.070675223,-0.000205349
1,-0.035433856,-0.023939147,-0.00792805,-0.021568103,-0.023288411,-0.022323808,-0.013835115,0.037044777,0.000196539
4,-0.046564256,-0.038285542,-0.014477986,-0.041789627,-0.052233829,-0.064436152,-0.053239952,0.266754254,-0.00363485
3,-0.049269692,-0.041147478,-0.015621694,-0.045117665,-0.056353845,-0.069123157,-0.056581406,0.277955103,-0.003612328
2,-0.037132063,-0.02594683,-0.008800111,-0.024206414,-0.026897655,-0.027247651,-0.018190597,0.06051211,-0.000148567
1,-0.036131249,-0.024751509,-0.008275993,-0.022613503,-0.024692832,-0.024178514,-0.015418529,0.045058839,9.40E-05
5,-0.048137598,-0.040719512,-0.015692711,-0.045667255,-0.058186148,-0.073897042,-0.062722762,0.326953606,-0.004760619
1,-0.037605448,-0.026421934,-0.008979425,-0.024711839,-0.02746471,-0.027743876,-0.018383659,0.059424245,-7.24E-05
5,-0.049714252,-0.042633511,-0.016535976,-0.048232748,-0.061738613,-0.078824348,-0.06714244,0.351223087,-0.005128255
5,-0.046342248,-0.038163077,-0.014464583,-0.041801044,-0.052419023,-0.065045913,-0.054083106,0.273839287,-0.003808251
1,-0.043410597,-0.033143566,-0.011848037,-0.033317606,-0.038985198,-0.042874229,-0.031229763,0.123845929,-0.000879739
5,-0.0519554,-0.045473631,-0.017821687,-0.052189384,-0.067364369,-0.086940431,-0.074688027,0.394864208,-0.005848918
1,-0.039561349,-0.028498208,-0.009816172,-0.027159385,-0.030544904,-0.031389573,-0.021145962,0.07052913,-0.000135948
5,-0.05279927,-0.046487559,-0.018265308,-0.053534919,-0.069215337,-0.089481393,-0.07694678,0.407117964,-0.006031445
4,-0.052069626,-0.045399537,-0.017728662,-0.051827569,-0.066607127,-0.085345202,-0.072794877,0.380601515,-0.005527799
5,-0.048760069,-0.041419265,-0.015986348,-0.046542142,-0.059340305,-0.075382589,-0.06396412,0.333060128,-0.004835984
5,-0.049583795,-0.042383544,-0.016401955,-0.047795,-0.061037974,-0.077663041,-0.065948951,0.343455502,-0.004980125
2,-0.038213882,-0.02730239,-0.009405588,-0.026057073,-0.029482335,-0.030861108,-0.021441384,0.078322775,-0.000413472
1,-0.0347054,-0.02316682,-0.007617341,-0.020660151,-0.022149002,-0.020983739,-0.012828734,0.033089707,0.000215795
5,-0.039822478,-0.029940124,-0.010755384,-0.030404645,-0.036276582,-0.041897497,-0.032683848,0.151096138,-0.001809489
1,-0.035175602,-0.023707285,-0.007847406,-0.021349891,-0.023071906,-0.022197785,-0.013863748,0.038338834,0.000147583
5,-0.054653969,-0.048923531,-0.01938806,-0.057013663,-0.074232957,-0.096851655,-0.083894231,0.447990182,-0.006721194
1,-0.038493362,-0.02743614,-0.009409995,-0.026001543,-0.029187562,-0.030007494,-0.020313462,0.069227757,-0.000200803
5,-0.051808471,-0.045194391,-0.017671722,-0.051699065,-0.066578173,-0.085631876,-0.073338408,0.386074092,-0.005681231
5,-0.048565525,-0.041157707,-0.015864865,-0.046165021,-0.058793784,-0.074578668,-0.063206311,0.328609856,-0.00476103
4,-0.0425072,-0.033169608,-0.012171111,-0.034703162,-0.042201835,-0.05006417,-0.03996805,0.190763648,-0.002401662
5,-0.048285404,-0.040857898,-0.015742497,-0.045804379,-0.058330792,-0.074004503,-0.062743741,0.326464671,-0.004738127
5,-0.052681074,-0.046329379,-0.01819219,-0.053308498,-0.068889622,-0.089008677,-0.076508057,0.404615984,-0.005991904
5,-0.040088766,-0.030324238,-0.010940621,-0.030988385,-0.037148331,-0.043236612,-0.033991011,0.159123475,-0.001953209
5,-0.038878527,-0.028757686,-0.010224175,-0.028775239,-0.033977221,-0.038617731,-0.029665945,0.13389547,-0.001532125
5,-0.049061139,-0.041720731,-0.016103096,-0.046877591,-0.059743889,-0.075823053,-0.064265941,0.334008059,-0.004833108
4,-0.050374739,-0.043297928,-0.016788888,-0.048949703,-0.062559561,-0.079592611,-0.067513716,0.350571154,-0.005044247
1,-0.036089073,-0.024715383,-0.008264512,-0.022584442,-0.024671894,-0.024191016,-0.015465352,0.045616995,7.73E-05
5,-0.050517974,-0.04368721,-0.01702206,-0.049739838,-0.063917809,-0.082040555,-0.070191077,0.369328371,-0.00543961
4,-0.050582621,-0.043385522,-0.016785245,-0.048886095,-0.062306942,-0.078915059,-0.066645042,0.343744315,-0.004889117
1,-0.042613838,-0.032203557,-0.011441489,-0.032090599,-0.037317744,-0.040628336,-0.029271392,0.11355526,-0.00073629
2,-0.044688863,-0.034925297,-0.012698723,-0.035991594,-0.042967871,-0.048995217,-0.037227885,0.161030324,-0.001558679
1,-0.037015244,-0.025889799,-0.008792054,-0.02420024,-0.026937912,-0.027374364,-0.018338481,0.061408329,-0.000157945
1,-0.038146875,-0.0271497,-0.00931841,-0.025766118,-0.028996739,-0.030013802,-0.02053615,0.072164746,-0.000288656
1,-0.040799289,-0.03015897,-0.010583004,-0.029532614,-0.033946794,-0.036305428,-0.025684332,0.09622356,-0.000536053
1,-0.038531674,-0.027530791,-0.009462574,-0.026174116,-0.02946305,-0.03045378,-0.020757346,0.071943671,-0.000246687
5,-0.055417694,-0.04986558,-0.01980867,-0.058301315,-0.076042801,-0.099426061,-0.08626124,0.461488469,-0.006939853
1,-0.04169511,-0.031143221,-0.010989361,-0.030734405,-0.035501905,-0.03823986,-0.027237998,0.103292234,-0.00060516
5,-0.049956042,-0.042977143,-0.016702786,-0.048761049,-0.062538961,-0.08008789,-0.068410398,0.359343809,-0.005283968
5,-0.04847666,-0.0409229,-0.015727049,-0.04570183,-0.05801377,-0.073208897,-0.061741491,0.318666149,-0.004561129
5,-0.044820958,-0.036267735,-0.013616508,-0.039204446,-0.048771271,-0.059880652,-0.049364523,0.247258683,-0.003388817
5,-0.051220698,-0.044575624,-0.017424006,-0.050976797,-0.065676207,-0.084580144,-0.072555426,0.383045125,-0.005667455
1,-0.039379397,-0.02852001,-0.009886174,-0.027446339,-0.03116943,-0.032697761,-0.022661591,0.081456426,-0.000363847
5,-0.048984488,-0.041582279,-0.016029225,-0.046636046,-0.059353626,-0.075163246,-0.063571795,0.329314091,-0.004737172
1,-0.037359911,-0.026068789,-0.008809979,-0.024179272,-0.026674571,-0.026544987,-0.017228075,0.052464274,4.79E-05
1,-0.036673514,-0.025491257,-0.008623086,-0.023695979,-0.026274879,-0.026539685,-0.017670157,0.058479175,-0.000135947
5,-0.055659092,-0.050368819,-0.020086667,-0.059218522,-0.077540153,-0.101968527,-0.088923316,0.479186008,-0.007288037
2,-0.045158787,-0.035703827,-0.013095291,-0.037264808,-0.044939032,-0.052144371,-0.040382755,0.180937094,-0.001924583
5,-0.049438121,-0.042167747,-0.016295855,-0.047457831,-0.060524969,-0.076852532,-0.065138166,0.338311218,-0.004883412
5,-0.047074102,-0.039079944,-0.014876979,-0.043066942,-0.054209503,-0.067610801,-0.056454756,0.287477676,-0.004032131
