isEdited,date,title,rating,userName,review,developerResponse
FALSE,1/25/2021 6:26,Unbelievable I love it,5,666djdjkwkjsdj,I was skeptical about sezzle and I had it for a while I would deleted and downloaded over and over and out of nowhere COVID-19 hits me awful experience lucky to be here. Anyways so I’m recovering my budget is low and I decided to try it and to my surprise I was granted $650 to spend so i said fake watch me purchase something and then get an email saying cancel or any excuse but to my surprise it was the total opposite it’s unbelievable not like other apps or websites. It’s awesome I’m satisfied with using sezzle I love it and recommend everyone to try it. 🌟🌟🌟🌟🌟,
FALSE,12/4/2020 18:25,Such an awesome program!,5,beaster247,I struggle with saving and not because I have a problem spending I don’t make a lot of money and I live paycheck to paycheck so it’s always been hard to even like but something extra for $200 but Sezzle makes it so much easier by allowing you to pay in interest free payments I couldn’t believe it at first I really thought there has to be a catch! But no and now they even report to your credit and I’m rebuilding my credit and it’s perfect! Sezzle is  ideal for anyone with bad credit or trying to repair theirs like I am!,
FALSE,8/23/2020 9:20,Love Sezzle so far!!!!!!,5,JoelSherer,This app is great for non interest pumped payments to merchants when you don’t have all the money up front necessarily or even if you just want to spread out a bigger payment over time they let you schedule your repayments whenever you want to even up to 2 weeks apart from one another. I feel that is so amazing and the fact you can pick your day... whatever day you want to pay. I love that option. Just rescheduled all my payments and they had no problem doing so. Love it.,
FALSE,12/18/2020 4:33,Fraud and False Payment Schedule,1,Jalexandriapompa,"I tried to order something for $53 and when I first ordered it, it said my first payment would be that day and I checked my account and it charged it. But when I checked the payment on Sezzle it said that I have not paid anything and that I have no future payment schedules. I feel like I have definitely been charged for no reason at all and that Sezzle is taking my money! I tried to contact them, but they sent an email back but was not helpful at all! I know I also definitely had more than enough money in my account to pay for this purchase. I also tried to delete my debit card on Sezzle and it would not let me. I WANT MY MONEY BACK !! They took my money, me thinking I was being charged for my purchase but no!!","{'id': 19937871, 'body': 'We understand your concern. Some of our merchants require an additional authorization, which will fall off.  The payment will finalize for the amount of the first installment, typically within 3 business days, though usually much sooner. Additionally, it should only show up in your ""pending"" category on your transactions as opposed to an actual posted charge until this happens. If you have further questions or concerns, please send an email to shoppersupport@sezzle.com.', 'modified': '2020-12-22T19:16:24Z'}"
FALSE,11/16/2020 19:15,You’re stuck with your first form of payment,1,andrea_hughserr,"I was very happy with Sezzle, before I tried to add a different credit card for all future payments to be applied to, after cancelling my starting form of payment. The app will not, to this day, let me add another form of payment. This has caused my credit to be affected, negatively, and I’m not happy, at all, to say the least. I have to go in and make every payment, manually, now. With the exact form of payment that it will not let me save on file. I’ve tried scanning the card, letting the app use my “suggested address”. Nothing works. Once I pay off the few payments I have left, I will never use Sezzle again. There are SO many other great, user friendly, options to accept Sezzle’s horrible customer service.","{'id': 19225668, 'body': 'Hello Andrea!  I am sorry to hear that you are having issues and I can understand why this is concerning.  We would like to help with this issue.  Please reach out to shoppersupport@sezzle.com or contact us by phone at 1-888-540-1867 option 1 M-F 9am-5pm to get further assistance. ', 'modified': '2020-11-19T18:27:24Z'}"
FALSE,7/7/2020 14:36,"Excellent app, but....",5,Adair96,"I love the Sezzle app. It’s super convenient. I don’t feel guilty about certain purchases when I can use it. But I’d like to see an option to pay off a order in one payment. Rather than having to pay 2-3 separate payments for one purchase. I don’t like to let them take the full 6 weeks to pay themselves. So a “payoff” option would be nice. So I could just click that button and pay off an order if I desired. Other than that, it’s great. I use it all the time.",
FALSE,12/2/2020 22:28,Allows me to get things  I need on a budget!,5,Venusvoyagergirl,"Sometimes I really need something like now, but I don’t have $50 or however much it costs, but I know I’ll have that dough by my next paycheck. Sezzle makes it possible for me to get those things without have to wait 2-4 weeks to save that up. It’s easy and convenient and makes life more affordable. No interest makes it all worth it to me. I don’t do credit cards, but it has no interest and helps you build your credit if you get the plus version.",
FALSE,1/28/2021 23:21,Really cool program,5,tekniview,All you have to do is keep your job. The payments are super manageable and flexible for your first payment. So don’t hesitate to give this company a try. I’m telling you it’s super easy to sign up and get approved and I have a bankruptcy charge from two years ago so yeah I was able to do Christmas shopping for my child and not have to pay up front which is super convenient. Thank you to everyone at sezzle very amazing service! Highly recommend to everyone who is reading my post. Best of luck!,
FALSE,11/6/2020 11:07,Nice to not have to pay interest,4,An epic cool sonic fan,Sezzle is great way to get what you needed now and spread the cost out over your pay periods without the hassle of having to worry about credit card usage. It’s convenient and offered at a variety of small businesses and well known internet businesses. Give them a try. They send reminders via email and text notifications if you chose so you don’t forget to pay on time. I scored a 4 because no one is perfect. It’s my first transaction. So my full overall experience is not fully known yet. I am making a separate purchase.,
FALSE,1/14/2021 14:05,Very flexible and convenient way to buy things I want to :),5,Mark laborde,"I’ve purchased a couple things through the other apps similar to this like QuadPay, but Sezzle does it in a way that is much more satisfying and more flexible with pay dates. If I’m a little low on money and can’t make a payment I can delay it a little bit so I can make sure I can get it done. Thanks to them, I was able to provide a Nintendo switch for my family for Christmas, and spoil myself with the new oculus quest 2. Thank you a lot, Sezzle :)",
FALSE,12/18/2020 0:50,Awesome Company!,5,JEE mommy,"Sezzle has been a lifesaver in several different occasions for me. If we have something important coming up that we need to purchase clothes/gift/etc for, you can bet that we will have some unexpected expense also come up at the same time. In the past, we would have to put it off or ask a grandparent to help, but with Sezzle, it allows me to make a small payment at purchase time and several weeks to pay the rest of the balance!! Thank you Sezzle for being a lifesaver!!",
FALSE,11/29/2020 6:28,Great experience,5,Zunigirl1988,I have been using Sezzle for a while now and I have had nothing but great experiences 100%.. They are connected with a lot of different merchants and you have a big big variety of your favorite things you can now buy if you don’t have the full amount the same day you want to purchase it.  You can spend responsibly.  I recommend Sezzle to everyone because you not only get to pay in easy payments but the best part is that they help you build your credit up..,
FALSE,4/10/2021 11:42,Great way to shop,5,Miss C Denise,"I have been using Sezzle for a few months now and it has definitely come in handy for that purchase I desired to make and wouldn’t have the funds for a few days.  It was easy to set up my account and it was easy to access to make changes to the card used, the date (paying early) or letting the date set at the time of purchase automatically withdraw payment.  The app and the website are user-friendly so no complaints here.",
FALSE,11/11/2020 3:59,When You Don’t Have It All$,5,Browniebrownfwy,"I mostly make frequent purchases from Touchofmodern! Great Quality Items I Must Admit! I have discovered The Help of Sezzle! Being able to pay for my treasures in increments. It’s like a Layaway EXCEPT!!! Without going to a store! Standing In A Line! The Greatest Adventure is You won’t havta wait until your Payments Are Complete! Your Item/Items will arrive B4 Your Payments are Final. 
Also! Sezzle has introduced me to a Wide Range of Discoveries And A Multitude of Businesses. 
If you haven’t yet Downloaded SEZZLE APP! I Strongly Suggest You Do So NOW!!!",
FALSE,10/19/2020 19:20,Love Sezzle,5,Dreadheadstacy,"This app is very easy to use and has been very helpful to me so I could get a good start with purchasing Christmas gifts especially for my 3 year old son. I am a single mother working part time and am I am solely responsible for all his needs bc I don’t receive child support yet!
Making payments gives me the opportunity to also buy thing’s we absolutely need at the time and without Sezzle I wouldn’t be able to do so! Plus no interest so I’m not wasting any money either which is also a huge bonus!!!!",
FALSE,4/28/2021 23:04,Went from 250 credit limit to 1100 in less than two months,5,SECOND CHANCE YAY,"I would definitely recommend this for anyone who has had issues with their credit in the past butWould like a chance to redeem themselves and show that they are responsible. I started with a $250 credit limit, I paid off my first order and my limit went to 500, less than two weeks later I logged in and see that my limit has been up again to $1100. THANK YOU!!!!",
FALSE,4/21/2021 20:14,This service is amazing!,5,Jobless Doper,"Sezzle is awesome and it has really helped me! I was initially a bit skeptical when I found this service as a checkout option on my favorite car parts website, but Sezzle is awesome. They work with you to keep you on top of payments, the app is responsive and informative, and I have nothing but great things to say. I have made numerous purchases with Sezzle and it is really just the best. Don’t hesitate to use this service if you need to break up the cost of a purchase!",
FALSE,4/4/2021 17:25,Wonderful Option,5,2862Gunny,"I love this program.  I have gotten my husband on it and we both are a part of the Sezzle Up community.  Not only does this program help us build credit (we are working to buy land and build), it also is partners with MANY of the stores we use to include Groupon!  How wild is that?!? Read all of the information Sezzle & Sezzle Up provide BEFORE you sign up.  As long as you are responsible and budget, this program might work for you.  Don’t over spend though.",
FALSE,3/29/2021 23:12,Great program,5,romanmelissa0418!,Great little program that helps me get what I want when I want it and allows for broken up payments.  I notice there are a few companies now that offer the same program but I’m partial with Sezzle because they gave me the first chance to build up my available balance. Now I’m up to over 1500 availability and I can shop basically anywhere anytime without having to apply for department store cards and paying huge interest. Great program!,
FALSE,2/5/2021 3:52,The BEST of all the ‘pay in 4’ services hands down!!,5,Meggz_996,"I wish Afterpay, Klarna, QuadPay, etc., would all take notes from Sezzle and allow you to reschedule payments (not just #2&3) the way Sezzle does! I definitely appreciate sellers offering the option to be able to ‘pay in 4’ no matter who the provider, no doubt, BUT!..if I could choose which one to use for ALLLL these type transactions- by far it would definitely be Sezzle!!! Their flexibility is FAR FAR BEYOND ANYTHING the other guys offer, so Thank you  Sezzle!!",
FALSE,1/13/2021 17:07,Amazing customer service!,5,RVTCSL,"I made my first purchase through Sezzle and a few days later had to get a new bank card due to fraud. The delays in mail over the holidays caused me to miss my next payment. I hadn’t emailed Sezzle prior to this because my card should have arrived long before the payment was missed. When I did contact get in contact with Sezzle the representative was very understanding and helpful. I really appreciate that, and would absolutely recommend this service! Thank you!",
FALSE,12/23/2020 4:03,Great app,5,ZeusTheLightningGod,Really good tons of stores convenient pay out options plus they help you build your credit by reporting to the 3 agency when u make payments. And it’s no credit check and it’s not a credit card buy now pay later over the course of a couple weeks. Payments come out same day every 2 weeks. Buy that one thing you’ve always wanted and not have to worry about taking a hit to the wallet. Best app so far they have come along way!!!,
FALSE,11/4/2020 17:41,Love it,5,Bttrflies25,Great app without Sezzle I wouldn’t have been able to get the supplies I need for my new business without racking up my credit card bills.  The payments are reasonable and there are so many stores.  I’ve yet to fail finding a store that has exactly what I’m looking for. They even let u reschedule payments if you need without huge penalty’s.  Thank you for providing such a great service.  I definitely recommend soooooo what r u doing still reading this review? Hit that download button,
FALSE,3/19/2021 20:35,Start low but increase over,5,Tayoo123,"This has helped me so much. I have waited to see how my first purchase would go before making the review. I made all the payment on my first purchase and they immediately boost my account from 350 to 550. The starting limit is kinda low, and it can get confusing since you can’t see how much you are qualified for until the boost. I like that it offers some of my hair company options , that’s mostly what I use it for.",
FALSE,2/8/2021 4:49,I love Sezzle!,5,Jayyyyyyjess,The virtual card is awesome and so easy to copy your information over to checkout. Text alerts and email notifications always remind me of upcoming payments which makes me feel prepared. Love that I can go into the app and pay off a balance completely if I want & the app makes it so easy to see a list of all upcoming payments and dates. Times are hard and Sezzle is making it a bit easier. I would highly recommend Sezzle to others!,
FALSE,6/18/2020 12:36,"Great company, great svc.",5,Bone Man36,"They’re a great company with fantastic customer service!  Very helpful and well informed employees. Have been using Sezzle without issue about 2 years now and I love it. It’s really great to be able to split up my purchases into four payments, especially my larger ones, without having to use my credit cards. 
If there was one thing I wish they offered, it would be monthly payments instead of bi-weekly, but other than that I love everything about Sezzle!!!",
FALSE,1/5/2021 15:19,Love Sezzle,5,Kianna88,"I have been with Sezzle since they first started and have never had any issues with my purchases, payments, or customer service. My experience has been excellent and the app just keeps getting better and with more perks. They are consistently upgrading with new materials (that doesn’t glitch btw) and I’m always excited to see what’s new. I just joined to have them report my on-time payments to the credit bureau which is awesome. Keep up the great work Sezzle!",
FALSE,11/24/2020 8:07,Makes Shopping Perfectly Affordable,5,TeaZ99,"What's better than an app that let's you by the things you want when you want it, and pay the balance off with a payment every two weeks and doesn't charge any interest?! Even better, if the app isn't on their sight, now you can use the Sezzle card at ant website with however much of a credit line they give you and still no interest charge. Yeah.. Go on and #SezzleIt!!! You won't regret it 😊",
FALSE,1/24/2021 17:05,Great App!!,5,fullycaffeinated,"Of these new “pay-over-time” services, Sezzle is the best, in my opinion. They offer many more features and benefits than most of the other services like Afterpay, Klarna, Affirm (which won’t even approve me even though literally every other one has).

Now with the addition of the Sezzle Card, you can use your Sezzle Account everywhere! I have no complaints - the service is good, and the app works as it should, allowing me to use that service flawlessly.",
FALSE,1/13/2021 17:06,Save money in the long run!!,5,Georgiaboy76,I order allot of stuff and there’s times when I make a purchase that’s cost a couple of hundred of dollars but with the 4 quick payments I end up saving money. Before you know it you already would of gotten payed again instead of having to pay a large sum upfront. With that being said I’m still a responsible shopper and only buy what you can afford there’s no need to inquire a debt you didn’t half to people.,
FALSE,1/6/2021 20:30,Where’s the trickery?!,5,Punkress,So super impressed with this company and app! I was trying to buy something from GameStop and Sezzle came up as an option for paying. I apprehensively clicked on it to see what it was about and was pleasantly surprised with how easy it was to sign up and purchase my item! This saved me from financial stress at Christmas time and the communication for payments due through the app and email are much appreciated! No funny business and very straightforward to use!,
FALSE,12/4/2020 19:26,Sezzle Rocks,5,Sezzle in Hot,"Sezzle is just Amazing, you can purchase items from many retailers and Sezzle allows you to pay in payments. Now with Sezzle up you not only get an increased spending limit (if you qualify) but also have your payments reported to TransUnion. Easy payments and build your credit ? Yes please! I couldn’t be happier with Sezzle it allows me to stretch my money and gives me the ability to purchase items that I might not otherwise have the ability to buy.",
FALSE,9/29/2020 15:14,Sezzle is amazing!!!,5,Mom of 5 Winnie of 4,"I absolutely love Sezzle!!!  Thank you FabD Boutique for introducing me to this truly AMAZING app!!!  I’ve been able to build a much needed, up to date and fresh wardrobe without  stressing about  finances. Purchase now and pay small payments every two weeks for four weeks,  without the guilt and worry of overspending.  I also I love the added bonus of receiving text reminders that a payment is coming due; perfect way to budget and feel accomplished!!!  Thank you Sezzle!!!",
FALSE,8/17/2020 4:32,Do you take Sezzle?!,5,Amoly122256,"As a shop owner and small business shopper, Sezzle takes the cake! If you’re looking for a way to make a much larger order at once, but need a payment plan... Sezzle has you covered! If you own a small shop, and want to offer your customers a payment plan... Sezzle can’t be beat! 
The payments are so easy, and they notify you any step of the way! Go ahead and order enough to get the free shipping! Thanks to Sezzle, you can pay it off over 6 weeks!",
FALSE,3/5/2021 11:32,Ease of use,2,kjw-texas,This payment service is very confusing when using a “store card” option. I accidentally “purchased” two identical store cards to pay for an order. I didn’t understand how it worked and only needed one. Sezzle wouldn’t refund the 2nd store card even though I haven’t used it. I reached out to them and they said basically sorry we can’t refund you the money. So now I’m stuck with a card i don’t need and have to pay for. Bad customer service and no help at all. Won’t be using them again after my balance is paid. QuadPay is a much better service with better customer support.,"{'id': 21524044, 'body': ""We understand your concern. At this time, gift cards purchased through Sezzle are non-refundable. We recommend contacting the merchant for further resolution. If you'd like further assistance, we're happy to help and can be reached at shoppersupport@sezzle.com."", 'modified': '2021-03-08T22:50:00Z'}"
FALSE,1/15/2021 4:21,Way better than Klarna,5,Beeperbeep,Just started using the app and so far I’m loving it. No complaints. I love that my payments are clear and come out when expected; I like Klarna app-which takes money from my bank account more frequently than stated! I appreciate that Sezzle can help build my credit while buying things online that I love! 5 stars and thank you!!!! I just wish there were more stores/merchants/companies that the app worked with.,
FALSE,10/27/2020 3:05,A Better Option,5,TurtleLou2,Sezzle is the best. It allows me to make a purchase for something I would normally save for. Now I don’t have to wait. I can buy what I’m wanting right away and then make interest free payments in 4 easy installments. It’s perfect for when I need to buy a gift on short notice or when those fabulous pair of boots I’ve had my eyes on goes on sale! I hate using my credit card because of the interest. Now I have a better option.,
FALSE,10/18/2020 16:24,The absolute best,5,srb0709,"I’ve always had a good experience with sezzle, I like how they remind me of upcoming payments and that I’m actually getting to save money instead of paying for shipping multiple times by breaking up what I pay into payments instead of having to check out multiple different times. I’ve never had to reschedule a payment before but this past time I actually did. They rescheduled at no fee for me which I’m very grateful for.",
FALSE,11/9/2020 22:34,Can’t front this is worth the download,5,J-cub_dagnabbit_carole_baskin,"I’m a legit person and this is the first review I’ve ever written but they earned it. they’ll fr let you postpone all of your payments by a month no charge or fee I had a check come in late no sweat bc now I’m gonna get charged by the time my bonus comes in so everything worked out pretty well. They also got some cool features some stuff is hard to figure out but otherwise great app, highly recommend!",
FALSE,5/9/2021 0:47,A boost in purchasing power:,5,Chocolish @}}---,I like that I have an option to break up my payments.  That way my biweekly paycheck isn’t swallowed up.  One has to be careful not to get carried away by buying too  much at once though.  I also love that there is the option to sign up for the my timely payments be reported to the credit bureaus.   A boost to one’s credit score why enjoying paying back in  four payments is a good deal!,
FALSE,4/16/2021 6:22,Definitely Recommended,5,shazam H,"I absolutely love this app. I would recommend it to anyone that loves to buy clothes, electronics or whatever but not pay all at once and stretch it into 4 payments. Sezzle made shopping so flexible for me and it offers an amazing credit limit. If anything is above the limit it just makes your first payment higher than rest  and then have the other 3 payments of the same amount remaining financed.",
FALSE,9/27/2020 15:41,Love SEZZLE!,5,Keisi Betancourt,"I have never had a problem with Sezzle, I have read some comments saying people don’t receive their items but that has nothing to do with Sezzle that is something that has to do with your retailer. I love that they don’t ask for credit (my credit it good, but I know some people can’t buy stuff in payments because of their credit so this is really good!). I have been using Sezzle for a while now and I am very happy with them!",
TRUE,10/11/2020 21:26,Very upset.....,1,reereeflo,"I dislike the fact that if you put an order in for Overstock and after submitting the Sezzle gift card, your responsible for continuing to make payments for the item that Overstock no longer had in stock. Don’t understand where this is my fault or Overstocks fault? However,  Sezzle says that I’m still responsible for making my last 3 payments.  Also that I will not be refunded for my deposit or any of the other payments that I HAVE TO PAY from them but instead Overstock may refund me or issue me a gift card! So I’m basically making and will be making payments for making no purchase?! Needless to say I’ll never use Sezzle for shopping with Overstock again!","{'id': 17896108, 'body': 'Hello!  I can certainly understand your concern.  When purchasing a gift card to make a purchase, it is not refundable.  However, the merchant should be able to refund with another gift card to make another purchase.  Please reach out to shoppersupport@sezzle.com for further assistance! ', 'modified': '2020-09-15T18:50:06Z'}"
FALSE,12/30/2020 7:47,Love this program!,5,IT'man,"When I started my account and it’s been great ever since, pay on time and they reward you for it, also has an option to report to credit, this has increased my score and gave me the boost I needed, they have plenty to offer and continue to add more, like any credit make sure you can pay it back, credit is everything, this is a great way to build up credit, it works!",
FALSE,2/25/2021 4:12,Sezzle is not was they claim to be!,1,Kd_bell,I have no problem getting approved with Afterpay or QuadPay and I decided to give Sezzle a chance because there is one business I order from and they let their customers pay with Sezzle but when I try to sign up with them they pretty much declined me why I don’t know they never say exactly  why. It’s like what’s the point of Sezzle if your not approved. But they have this Sezzle up which is exactly like a credit card they run your credit so what’s the point of Sezzle if you don’t want to approve people without running our credit?!. This makes no sense it’s stupid.  I’m just going to stick to Afterpay in QuadPay they are way better!!!! Sezzle 👎🏽🚮,"{'id': 21327842, 'body': ""We understand your frustration with having a declined order. Since our goal is to help facilitate responsible spending, there are circumstances where we are unable to approve a purchase. If you can please email us at shoppersupport@sezzle.com, we'll be happy to look into why you may be declined to purchase."", 'modified': '2021-02-26T20:58:43Z'}"
FALSE,1/27/2021 16:48,First time customer,5,Ky Girl 41,This was my first time using Sezzle by reference of a friend and I can honestly say I love it! It helped me to get one last Christmas gift to complete my list ! Times have been a little rough with Covid and my hours getting cut a little at work and the option I just found to reschedule my last payment just put the icing on the cake for me and helped SO much! Thank you Sezzle and I WILL be purchasing from you again! 💛,
FALSE,11/20/2020 4:49,Needs more stores,5,bunckybunnyboy,"Great way to get hunting equipment especially when one has bad credit and no credit lender wants to loan it out in payments but if you can make payments on time know you have the money to pay it every week or biweekly this apps for you 

P.S needs more shops I’m gun owner and I love how 80percentarms uses this method for check out hopefully more sites start using this as a payment option like credova or opportune etc:",
FALSE,11/7/2020 6:34,Best app ever,5,marian g.o,I actually love Sezzle it is the best app in every way possible they remind you with at least 2 days in advance of your upcoming payments and also if there is an upcoming payment that you won’t be able to do it gives you the option of rescheduling that payment and also of rescheduling your other payments to another date. I am so happy and satisfied with this app especially since I love shopping,
FALSE,12/7/2020 4:46,The Very Best On the Market,5,GGanks,"Sezzle is the best payment program out there! I’m able to make bigger purchases fit into my budget by splitting it into 4 payments. Also without any ridiculous interest on it, what else could you ask for? If the payment date doesn’t work for you, there’s an option to reschedule for free! I would recommend this service without any doubt if the retailer offers it.",
FALSE,12/23/2020 2:10,Love this app!,4,Mamacbarbie,The only thing I dislike about Sezzle is that if the payment that’s due doesn’t go through right when they try to take it from your card then you get a late fee. You should have that whole day to have that chance to  pay it instead of instantly getting a fee for it being late but besides that sezzle makes it possible for me to buy things I know I wouldn’t be able to pay in full! I Definitely recommend them.,
FALSE,12/5/2020 8:11,Happy customer review,5,sezzle happy,"I’ve been with sezzle now for close to 2 years. I’m so happy to have joined. Having sezzle has given me the ability to purchase items I would have to save for, right away!! Having a wonderful payment plan is just awesome!!  And now the ability to have credit for all my paid on time purchases is just about the best !!! 
Thanks sezzle for thinking outside the box to help all different incomes !!",
FALSE,12/4/2020 23:20,You need this !,5,Lyman86,"This is an awesome app., an awesome company, providing awesome opportunity for those who otherwise wouldn’t be able to navigate their way through this credit based economy, with less than desirable credit- because of the current economy. For me, as a single mother who’s been furloughed since March, it’s the difference between being able to give my 2-year old daughter Christmas, or not. Thank you, Sezzel!",
FALSE,12/12/2020 22:18,Sceptic no more,5,banach316,"I’ve had my doubts about a program set up like this. I gave it a shot. Another shot. Now I have my card linked and just had my credit line increased. May not report to Equifax of TransUnion but this time of year where bills are piled highly along with the Christmas lists matching, finances struggling to keep up. Both cars go down. This helps tremendously. Those that think it’s too good to be true. It’s true and it’s darn good!",
FALSE,10/18/2020 5:46,Love it!!!!!!!,5,C Pierre,I try to use this when shopping online as often as possible. I hope that more companies get picked up because this makes me want to shop that much more. It fits what I want so easily into my budget. I really wish it was more like QuadPay and Klarna which allow you to shop on any site you want through their app virtually allowing you to use a four payments option everywhere!!!,
FALSE,11/13/2020 2:29,Love having an interest Free payment Option,5,Kathhon,"Being on a very limited income now on Social Security, Sezzle affords me the pleasure/opportunity to be able to purchase some needed items as well as some pretties I need in my life. 😊TY Sezzle for those of us who don’t always have that “lump sum” amt of cash on hand to make purchase. What more can u ask for?!! An interest Free, like a layaway BUT you get your purchase right away & retailer gets their $$ w/out delay.",
FALSE,8/22/2020 2:48,Best point of sale option yet!,5,NotaSaint907,"Sezzle has been consistantly the easiest point of sale finance option I have used yet. I have been rewarded with higher limits more consistantly for paying my payments on time than other services, the customer service has been very responsive and they are adding new vendors frequently. Sezzle is now my first choice when I want to spend a little more on a purchase.",
FALSE,2/23/2021 2:29,Exclusive Stores Gone!!,5,JerseyCin,"So I was in the middle of browsing a exclusive store that am you have to use a gift card for and I went back in after checking something and it disappeared. All of the exclusive stores, mostly the ones I ha to use a gift card to purchase my items have disappeared off the app suddenly. I will update my rating when if they come back quickly","{'id': 21272060, 'body': ""This was a known issue that has since been resolved. You should now have access to make these purchases within your dashboard. If for some reason you're still running into issues, please email us at shoppersupport@sezzle.com."", 'modified': '2021-02-24T18:49:57Z'}"
FALSE,2/11/2021 23:46,10 OUTTA 10,5,\(OoO)/,"So first things first I’m not a bot, I was not paid to say this but this app is legit, I’m not sure what else to say besides if you want things for your home or yourself and you just wanna pay a low time payment every 2 weeks or pay it off all at once then this is the app for you, Iv had this app for almost 2 years and most of the stuff in my home is from ordering off this app",
FALSE,1/31/2021 15:41,So AWESOME!,5,TaraHouse,"Sezzle/SEZZLEUP has made my life ssssssooo much easier! I now have a way to purchase items that I want, that may be out of the price range of what I have available at that time! I enjoy the convenient “down payment” and monthly pay installments! 
With SEZZLEUP reporting to the credit bureaus, I am able to get what I want, make easy and convenient payment installments, and raise my credit score! What more could one ask for!",
FALSE,6/2/2021 2:00,Love this App!,5,Lilypizzazz,"I started with afterpay and then sezzle grant me credit and also will report to my credit. Seriously, this is the best thing ever! My credit is in its way to getting better and this app is helping get to it. The only thing I would love is hotels! If you add hotels it would be awesome. Also, if you guys do like Klarna and you can put a link in and buy from everywhere, it could be the perfect app.",
FALSE,12/26/2020 0:19,Sezzle mixed emotions,4,peaceloveandjamie,"So first off I love the idea of sezzle. Purchases paid in 4 payments AWESOME!  However if you are wanting to make a purchase outside of their selected retailers it’s a challenge and honestly never worked for me. They said it can be used online with any retailer NOPE.  
I was able to finally get it to work for me through one of their retailers. I prefer affirm honesty. Use anytime anywhere 4 easy payments and can use affirm on paypal but not sezzle.  I just like more flexibility in my shopping.",
FALSE,9/14/2020 16:02,Dream come true,5,SEXXXYBOY,Finally a way to pay without being denied especially when the item is limited or special editions and their expensive sezzle lets me pay little by little it’s so amazing I have been able to purchase items at that moment that are hard to get or expensive so I don’t miss out I hope one day this will be available for all purchases thank you sezzle.,
FALSE,9/1/2020 18:34,No fee payment plans,5,MasterSirDuke,Sezzle having no fees or interest for payment plans that are split up into four payments one fourth of the total amount two weeks at a time over eight weeks is pretty nice and convenient..I didn’t think I would have to use it but it’s helped me save money honestly..so now I’ve been buying things more online especially when Sezzle supports the payments!! Thank you Sezzle!,
FALSE,5/8/2021 10:03,Stores,5,danme forever,They have great Selection and once you pay off your first order you get the unlock other stores such as the gap bed Bath and beyond and said stores like that that you would prefer to order from you get a gift card for your amount of credit and you can order for any of those stores I love it help helped us Christmas shop all last year,
FALSE,5/28/2021 1:09,Truly helpful company!,4,BryanLeeD,When you have wants and desires but yet the credit or cash limits your hopes and dreams from coming true this is one of them that can help! I would however prefer some more options as others offer. You have an open spending limit and can access any website or store on other apps but Sezzle at this time does not. All and all a decent app but there is always ways to improve.,
FALSE,2/5/2021 7:30,"I don't ever write reviews, this is so valuable for the youth",5,Big Glok shawty,"This is the best way possible in my opinion for a new generation teen to have a head start in society. Super simple credit platform with perfect information. I think this is really 5 stars, it can only get better and I think it's already perfect. Hey Sezzle, if you're reading this. Don't ever sell yourselves out, I don't want to feel stupid for writing this",
FALSE,5/11/2021 19:42,Best hassle free service,5,Qs Tesla,You don’t have to keep remembering to make a payment.  You get prompt reminders from Sezzle when a payment is about to be drawn and when payment is drawn.  I love the service because it also gives me some flexibility to not pay for items fully up front but instead spread payments in 4 parts.  I wish more merchants would partner with Sezzle.,
FALSE,3/16/2021 3:46,Great for hard times,5,No card Credit!,I have three kids. I find myself spending money on them constantly. I will need nee clothes and feel like I can’t get them because my kids need clothes and they always come first. Mom guilt I guess. But this has given me the opportunity to get myself some new clothing and finally practice self-care without breaking the bank all at once. It’s been great for me! Love this!,
FALSE,7/15/2020 17:42,Sezzle OVER  all other copycats for many reasons!,5,ZP12678,"Sezzle was the original so it has been working with retailers longer than after pay, quad pay, etc. so they have by far the MOST options to shop using sezzle! 
  No credit check! 
  Also, sezzle allows you to reschedule your upcoming payment dates free of charge(as long as it’s more than a few days from payment date.. I think 7-10 days minimum?) 
   I love it for purchasing more expensive items... who wouldn’t want to pay 1/4th of the cost & the product ships?! Rather pay the full amount all at once? If so, you have no need for Sezzle or similar platforms.
  I love it & have had ZERO issues, & I’ve prob used it 20+ times in the last 2 years.
  Sezzle is a must.",
TRUE,8/18/2020 1:56,BUYER BEWARE! FRAUDULENT PRACTICES!,1,Mr.TooUnique,"They will augment and change the payment agreement without any written warning or consent. They’ll tell you it’s a three month payment agreement, one payment a month, but change it to four payments at twice a month. I am currently being over charged beyond a payment agreement. Buyer Beware, these crooks will cancel your scheduled payment just to tack on a 10$ late payment fee, if you dare contact them with concerns about your account. FRAUD

They’ll tell you to contact support, which does nothing to resolve anything. Despite what you say, monthly was the option you offered and the option I selected. Shady business practices","{'id': 17333598, 'body': 'Hello!  I understand your concern.  However, we currently offer bi-weekly payment installments over a six week period and do mention this when you check out and currently do not offer monthly payments.  There is, however, the option to reschedule payments.  The first reschedule is free, then you can have up to two more for a $5 fee per reschedule.   Also, when a payment fails, we give a 48 hour period to get the payment resolved to waive the fee.   Please reach out to shoppersupport@sezzle.com for further assistance. ', 'modified': '2020-08-17T18:59:39Z'}"
FALSE,4/15/2021 19:13,Life Changing,5,jammeriphotos,It’s so awesome as to how you can finally buy something you had your eyes on for a long time and that you can do 4 split payments on them without interest! Plus the fact that you can reschedule some future payments is absolute phenomenal. Love that Sezzle can provide a gift card when you shop in-store. Hope they can do restaurants in the future!,
